Asset Tag ID,Description,Site,Location,Category,Department,Sample Collection Method,Sample Collection By,Sample Retrieved Date/Time,Sample Collection Start,Sample Collection End,Sample Received By,Sample Received Date,Assay Date,Comments,Sample pH (Lab),"Control, Process (Type)","Control, Internal (Type)",Sample QC Check,Assay Target 1,Assay Target 1 Result (CN/L),Assay Target 2,Assay Target 2 Result (CN/L),Sample Flow (MGD),Status: WaTCH
A03-0260,A03-0260,Monongalia,SuncrestES-01,Sample,K-12,Composite,GZ,03/24/2022 10:36 AM,03/23/2022 06:00 AM,03/23/2022 02:00 PM,,,03/30/2022,,8.72,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete
A03-0261,A03-0261,Monongalia,MorgantownHS-01,Sample,K-12,Composite,GZ,04/05/2022 10:24 AM,04/04/2022 06:00 AM,04/04/2022 02:00 PM,,,04/06/2022,,8.87,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete
A03-0263,A03-0263,Monongalia,MountainviewES-01,Sample,K-12,Composite,GZ,04/05/2022 10:07 AM,04/04/2022 06:00 AM,04/04/2022 02:00 PM,,,04/06/2022,,7.13,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete
A03-0264,A03-0264,Monongalia,SuncrestES-01,Sample,K-12,Composite,GZ,03/25/2022 01:40 PM,03/25/2022 06:00 AM,03/25/2022 01:40 PM,,,03/30/2022,,7.74,,,,SARS-CoV-2 N1,3585.72677,SARS-CoV-2 N2,14344.74701,,Complete
A03-0265,A03-0265,Monongalia,MorgantownHS-01,Sample,K-12,Composite,GZ,04/12/2022 11:08 AM,04/11/2022 06:00 AM,04/11/2022 02:00 PM,,,04/14/2022,,8.07,,,,SARS-CoV-2 N1,7635.35983,SARS-CoV-2 N2,0,,Complete
A03-0278,A03-0278,Monongalia,NorthES-01,Sample,K-12,Composite,GZ,03/24/2022 10:17 AM,03/23/2022 06:00 AM,03/23/2022 02:00 PM,,,03/30/2022,,7.25,,,,SARS-CoV-2 N1,10408.98157,SARS-CoV-2 N2,20820.54947,,Complete
A03-0279,A03-0279,Monongalia,MountainviewES-01,Sample,K-12,Composite,GZ,04/21/2022 10:41 AM,04/20/2022 06:00 AM,04/20/2022 02:00 PM,,,04/25/2022,,7.79,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Processing
A03-0282,A03-0282,Monongalia,NorthES-01,Sample,K-12,Composite,GZ,03/25/2022 12:59 AM,03/25/2022 06:00 AM,03/25/2022 12:59 PM,,,03/30/2022,,7.58,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete
A03-0283,A03-0283,Monongalia,MountainviewES-01,Sample,K-12,Composite,GZ,04/12/2022 10:50 AM,04/11/2022 06:00 AM,04/11/2022 02:00 PM,,,04/14/2022,,5.89,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Processing
A03-0284,A03-0284,Monongalia,SuncrestES-01,Sample,K-12,Composite,Gz,04/12/2022 10:19 AM,04/11/2022 06:00 AM,04/11/2022 02:00 PM,,,04/14/2022,,7.62,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete
A03-0301,A03-0301,Monongalia,MorgantownHS-01,Sample,K-12,Composite,GZ,04/21/2022 10:56 AM,04/20/2022 06:00 AM,04/20/2022 02:00 PM,,,04/25/2022,,8.47,,,,SARS-CoV-2 N1,2496.90302,SARS-CoV-2 N2,2496.90302,,Complete
A03-0304,A03-0304,Monongalia,SuncrestES-01,Sample,K-12,Composite,GZ,04/21/2022 10:16 AM,04/20/2022 06:00 AM,04/20/2022 02:00 AM,,,04/25/2022,,7.7,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete
A03-0306,A03-0306,Monongalia,NorthES-01,Sample,K-12,Composite,GZ,04/12/2022 09:56 AM,04/11/2022 06:00 AM,04/11/2022 02:00 PM,,,04/14/2022,,8.24,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete
A03-0322,A03-0322,Monongalia,NorthES-01,Sample,K-12,Composite,GZ,04/21/2022 10:00 AM,04/20/2022 06:00 AM,04/20/2022 02:00 AM,,,04/25/2022,,7.74,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete
A03-0371,TO BE REMOVED,,,,,,,,,,,,,,,,,,,,,,,Processing
A04-0552,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,08/05/2024 08:00 AM,08/04/2024 08:00 AM,08/05/2024 08:00 AM,AJ,08/07/2024,,,,,,Pass,,,,,0.792,
A04-0556,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,08/12/2024 08:00 AM,08/11/2024 08:00 AM,08/12/2024 08:00 AM,AJ,08/13/2024,,,,,,Pass,,,,,0.633,
A04-0557,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,08/19/2024 08:00 AM,08/18/2024 08:00 AM,08/19/2024 08:00 AM,AJ,08/20/2024,,,,,,Pass,,,,,0.618,
A04-0558,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,09/23/2024 08:00 AM,09/22/2024 08:00 AM,09/23/2024 08:00 AM,AJ,09/25/2024,,,,,,Pass,,,,,0.580,
A04-0559,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,09/09/2024 08:00 AM,09/08/2024 08:00 AM,09/09/2024 08:00 AM,AJ,09/11/2024,,,,,,Pass,,,,,0.614,
A04-0560,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,10/21/2024 08:00 AM,10/20/2024 08:00 AM,10/21/2024 08:00 AM,AJ,10/23/2024,,,,,,Pass,,,,,0.593,
A04-0561,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,09/02/2024 12:00 AM,09/01/2024 08:00 AM,09/02/2024 08:00 AM,AJ,09/04/2024,,,,,,Pass,,,,,0.581,
A04-0562,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,08/26/2024 08:00 AM,08/25/2024 08:00 AM,08/26/2024 08:00 AM,AJ,08/27/2024,,,,,,Pass,,,,,0.549,
A04-0564,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,09/30/2024 08:00 AM,09/29/2024 08:00 AM,09/30/2024 08:00 AM,AJ,10/02/2024,,,,,,Pass,,,,,0.552,
A04-0566,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,10/14/2024 08:00 AM,10/13/2024 08:00 AM,10/14/2024 08:00 AM,AJ,10/16/2024,,,,,,Pass,,,,,0.562,
A04-0570,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,10/07/2024 08:00 AM,10/06/2024 08:00 AM,10/07/2024 08:00 AM,AJ,10/10/2024,,,,,,Pass,,,,,0.606,
A04-0571,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,09/16/2024 08:00 AM,09/15/2024 08:00 AM,09/16/2024 08:00 AM,AJ,09/19/2024,,,,,,Pass,,,,,0.556,
A04-0601,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,10/28/2024 08:00 AM,10/27/2024 08:00 AM,10/28/2024 08:00 AM,AJ,10/30/2024,,,,,,Pass,,,,,0.542,
A04-0602,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,11/11/2024 08:00 AM,11/10/2024 08:00 AM,11/11/2024 08:00 AM,AJ,11/14/2024,,,,,,Pass,,,,,0.767,
A04-0603,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,11/04/2024 08:00 AM,11/03/2024 08:00 AM,11/04/2024 08:00 AM,AJ,11/07/2024,,,,,,Pass,,,,,0.542,
A04-0604,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,11/25/2024 08:00 AM,11/24/2024 08:00 AM,11/25/2024 08:00 AM,AJ,12/02/2024,,,,,,Pass,,,,,0.687,
A04-0605,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,11/18/2024 08:00 AM,11/17/2024 08:00 AM,11/18/2024 08:00 AM,AJ,11/20/2024,,,,,,Pass,,,,,0.566,
A04-0633,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,12/09/2024 08:00 AM,12/08/2024 08:00 AM,12/09/2024 08:00 AM,AJ,12/18/2024,,,,,,Pass,,,,,0.577,
A04-0635,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,12/16/2024 08:00 AM,12/15/2024 08:00 AM,12/16/2024 08:00 AM,AJ,12/18/2024,,,,,,Pass,,,,,0.889,
A04-0636,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,01/27/2025 08:00 AM,01/26/2025 08:00 AM,01/27/2025 08:00 AM,AJ,01/29/2025,,,,,,Pass,,,,,0.691,
A04-0637,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,12/02/2024 08:00 AM,12/01/2024 08:00 AM,12/02/2024 08:00 AM,AJ,12/05/2024,,,,,,Pass,,,,,0.660,
A04-0638,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,01/01/2025 08:00 AM,12/31/2024 08:00 AM,01/01/2025 08:00 AM,AJ,01/09/2025,,,,,,Pass,,,,,0.566,
A04-0641,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,12/23/2024 08:00 AM,12/22/2024 08:00 AM,12/23/2024 08:00 AM,AJ,01/09/2025,,,,,,Pass,,,,,0.679,
A04-0643,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,01/06/2025 08:00 AM,01/05/2025 08:00 AM,01/06/2025 08:00 AM,AJ,01/09/2025,,,,,,Pass,,,,,0.570,
A04-0644,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,01/13/2025 08:00 AM,01/12/2025 08:00 AM,01/13/2025 08:00 AM,AJ,01/16/2025,,,,,,Pass,,,,,0.631,
A04-0645,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,01/26/2025 08:00 AM,01/25/2025 08:00 AM,01/26/2025 08:00 AM,AJ,01/29/2025,,,,,,Pass,,,,,0.616,
A04-0646,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,02/03/2025 08:00 AM,02/02/2025 08:00 AM,02/03/2025 08:00 AM,AJ,02/06/2025,,,,,,Pass,,,,,0.817,
A04-0647,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,02/24/2025 08:00 AM,02/23/2025 08:00 AM,02/24/2025 08:00 AM,AJ,02/27/2025,,,,,,Pass,,,,,0.703,
A04-0648,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,02/18/2025 08:00 AM,02/17/2025 08:00 AM,02/18/2025 08:00 AM,AJ,02/20/2025,,,,,,Pass,,,,,1.530,
A04-0650,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,02/10/2025 08:00 AM,02/09/2025 08:00 AM,02/10/2025 08:00 AM,AJ,02/13/2025,,,,,,Pass,,,,,1.542,
A04-0651,G,Monongalia,CheatLakeWWTP-01,Sample,WWTP,Composite,,03/03/2025 08:00 AM,03/02/2025 08:00 AM,03/03/2025 08:00 AM,AJ,03/06/2025,,,,,,Pass,,,,,0.592,
B01-0074,Sample,Kanawha,CharlestonWWTP-01,Sample,WWTP,Composite,,11/11/2021 07:25 AM,11/10/2021 07:00 AM,11/11/2021 07:00 AM,,,11/22/2021,,7.01,,,Pass,SARS-CoV-2 N1,21098.16015,SARS-CoV-2 N2,25056.04804,,Complete
C01-0021,TO BE REMOVED,,,Sample,WWTP,,,,,,,,,,,,,,,,,,,Unknown
C01-0047,Sample,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,-,11/29/2021 07:00 AM,11/28/2021 07:00 AM,11/29/2021 07:00 AM,,,12/03/2021,,6.67,,,Pass,SARS-CoV-2 N1,120859.1773,SARS-CoV-2 N2,61935.53187,5.567,Complete
C01-0701,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,07/30/2024 07:00 AM,07/29/2024 07:00 AM,07/30/2024 07:00 AM,AJ,08/07/2024,,,,,,Pass,,,,,1.39,
C01-0702,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,07/31/2024 07:00 AM,07/30/2024 07:00 AM,07/31/2024 07:00 AM,AJ,08/07/2024,,,,,,Pass,,,,,6.97,
C01-0703,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/01/2024 07:00 AM,07/31/2024 07:00 AM,08/01/2024 07:00 AM,AJ,08/07/2024,,,,,,Pass,,,,,7.33,
C01-0704,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/02/2024 07:00 AM,08/01/2024 07:00 AM,08/02/2024 07:00 AM,AJ,08/07/2024,,,,,,Pass,,,,,7.80,
C01-0705,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/05/2024 07:00 AM,08/04/2024 07:00 AM,08/05/2024 07:00 AM,AJ,08/07/2024,,,,,,Pass,,,,,7.86,
C01-0706,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/12/2024 07:00 AM,08/11/2024 07:00 AM,08/12/2024 07:00 AM,AJ,08/14/2024,,,,,,Pass,,,,,6.92,
C01-0707,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/09/2024 07:00 AM,08/08/2024 07:00 AM,08/09/2024 07:00 AM,AJ,08/14/2024,,,,,,Pass,,,,,4.73,
C01-0708,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/08/2024 07:00 AM,08/07/2024 07:00 AM,08/08/2024 07:00 AM,AJ,08/14/2024,,,,,,Pass,,,,,4.80,
C01-0709,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/07/2024 07:00 AM,08/06/2024 07:00 AM,08/07/2024 07:00 AM,AJ,08/14/2024,,,,,,Pass,,,,,4.88,
C01-0710,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/06/2024 07:00 AM,08/05/2024 07:00 AM,08/06/2024 07:00 AM,AJ,08/14/2024,,,,,,Pass,,,,,4.80,
C01-0711,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/13/2024 07:00 AM,08/12/2024 07:00 AM,08/13/2024 07:00 AM,AJ,08/20/2024,,,,,,Pass,,,,,6.49,
C01-0712,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/14/2024 07:00 AM,08/13/2024 07:00 AM,08/14/2024 07:00 AM,AJ,08/20/2024,,,,,,Pass,,,,,6.59,
C01-0713,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/15/2024 07:00 AM,08/14/2024 07:00 AM,08/15/2024 07:00 AM,AJ,08/20/2024,,,,,,Pass,,,,,6.58,
C01-0714,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/16/2024 07:00 AM,08/15/2024 07:00 AM,08/16/2024 07:00 AM,AJ,08/20/2024,,,,,,Pass,,,,,6.47,
C01-0715,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/19/2024 07:00 AM,08/18/2024 07:00 AM,08/19/2024 07:00 AM,AJ,08/20/2024,,,,,,Pass,,,,,7.07,
C01-0716,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/20/2024 07:00 AM,08/19/2024 07:00 AM,08/20/2024 07:00 AM,AJ,08/28/2024,,,,,,Pass,,,,,6.67,
C01-0717,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/21/2024 07:00 AM,08/20/2024 07:00 AM,08/21/2024 07:00 AM,AJ,08/28/2024,,,,,,Pass,,,,,6.38,
C01-0718,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/22/2024 07:00 AM,08/21/2024 07:00 AM,08/22/2024 07:00 AM,AJ,08/28/2024,,,,,,Pass,,,,,6.73,
C01-0719,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/23/2024 07:00 AM,08/22/2024 07:00 AM,08/23/2024 07:00 AM,AJ,08/28/2024,,,,,,Pass,,,,,6.46,
C01-0720,C,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/26/2024 07:00 AM,08/25/2024 07:00 AM,08/26/2024 07:00 AM,AJ,08/28/2024,,,,,,Pass,,,,,6.42,
C01-0721,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/27/2024 07:00 AM,08/26/2024 07:00 AM,08/27/2024 07:00 AM,AJ,09/04/2024,,,,,,Pass,,,,,6.38,
C01-0722,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/28/2024 07:00 AM,08/27/2024 07:00 AM,08/28/2024 07:00 AM,AJ,09/04/2024,,,,,,Pass,,,,,5.39,
C01-0723,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/29/2024 07:00 AM,08/28/2024 07:00 AM,08/29/2024 07:00 AM,AJ,09/04/2024,,,,,,Pass,,,,,4.98,
C01-0724,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/30/2024 07:00 AM,08/29/2024 07:00 AM,08/30/2024 07:00 AM,AJ,09/04/2024,,,,,,Pass,,,,,5.17,
C01-0725,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/01/2024 07:00 AM,08/31/2024 07:00 AM,09/01/2024 07:00 AM,AJ,09/04/2024,,,,,,Pass,,,,,6.34,
C01-0726,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/03/2024 07:00 AM,09/02/2024 07:00 AM,09/03/2024 07:00 AM,AJ,09/11/2024,,,,,,Pass,,,,,5.05,
C01-0727,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/04/2024 07:00 AM,09/03/2024 07:00 AM,09/04/2024 07:00 AM,AJ,09/11/2024,,,,,,Pass,,,,,5.15,
C01-0728,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/05/2024 07:00 AM,09/04/2024 07:00 AM,09/05/2024 07:00 AM,AJ,09/11/2024,,,,,,Pass,,,,,5.27,
C01-0729,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/06/2024 07:00 AM,09/05/2024 07:00 AM,09/06/2024 07:00 AM,AJ,09/11/2024,,,,,,Pass,,,,,5.06,
C01-0730,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/09/2024 07:00 AM,09/08/2024 07:00 AM,09/09/2024 07:00 AM,AJ,09/11/2024,,,,,,Pass,,,,,5.13,
C01-0731,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/10/2024 07:00 AM,09/09/2024 07:00 AM,09/10/2024 07:00 AM,AJ,09/19/2024,,,,,,Pass,,,,,5.05,
C01-0732,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/11/2024 07:00 AM,09/10/2024 07:00 AM,09/11/2024 07:00 AM,AJ,09/19/2024,,,,,,Pass,,,,,5.19,
C01-0733,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/12/2024 07:00 AM,09/11/2024 07:00 AM,09/12/2024 07:00 AM,AJ,09/19/2024,,,,,,Pass,,,,,4.99,
C01-0734,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/13/2024 07:00 AM,09/12/2024 07:00 AM,09/13/2024 07:00 AM,AJ,09/19/2024,,,,,,Pass,,,,,5.39,
C01-0735,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/16/2024 07:00 AM,09/15/2024 07:00 AM,09/16/2024 07:00 AM,AJ,09/19/2024,,,,,,Pass,,,,,4.61,
C01-0736,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/17/2024 07:00 AM,09/16/2024 07:00 AM,09/17/2024 07:00 AM,AJ,09/25/2024,,,,,,Pass,,,,,4.70,
C01-0737,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/18/2024 07:00 AM,09/17/2024 07:00 AM,09/18/2024 07:00 AM,AJ,09/25/2024,,,,,,Pass,,,,,4.76,
C01-0738,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/19/2024 07:00 AM,09/18/2024 07:00 AM,09/19/2024 07:00 AM,AJ,09/25/2024,,,,,,Pass,,,,,4.63,
C01-0739,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/20/2024 07:00 AM,09/19/2024 07:00 AM,09/20/2024 07:00 AM,AJ,09/25/2024,,,,,,Pass,,,,,4.74,
C01-0740,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/23/2024 07:00 AM,09/22/2024 07:00 AM,09/23/2024 07:00 AM,AJ,09/25/2024,,,,,,Pass,,,,,4.82,
C01-0741,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/24/2024 07:00 AM,09/23/2024 07:00 AM,09/24/2024 07:00 AM,AJ,10/02/2024,,,,,,Pass,,,,,4.55,
C01-0742,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/25/2024 07:00 AM,09/24/2024 07:00 AM,09/25/2024 07:00 AM,AJ,10/02/2024,,,,,,Pass,,,,,4.41,
C01-0743,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/26/2024 07:00 AM,09/25/2024 07:00 AM,09/26/2024 07:00 AM,AJ,10/02/2024,,,,,,Pass,,,,,6.86,
C01-0744,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/27/2024 07:00 AM,09/26/2024 07:00 AM,09/27/2024 07:00 AM,AJ,10/02/2024,,,,,,Pass,,,,,5.10,
C01-0745,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/30/2024 07:00 AM,09/29/2024 07:00 AM,09/30/2024 07:00 AM,AJ,10/02/2024,,,,,,Pass,,,,,6.08,
C01-0746,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/01/2024 07:00 AM,09/30/2024 07:00 AM,10/01/2024 07:00 AM,AJ,10/08/2024,,,,,,Pass,,,,,6.72,
C01-0747,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/02/2024 07:00 AM,10/01/2024 07:00 AM,10/02/2024 07:00 AM,AJ,10/08/2024,,,,,,Pass,,,,,5.88,
C01-0748,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/03/2024 07:00 AM,10/02/2024 07:00 AM,10/03/2024 07:00 AM,AJ,10/08/2024,,,,,,Pass,,,,,5.30,
C01-0749,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/04/2024 07:00 AM,10/03/2024 07:00 AM,10/04/2024 12:00 AM,AJ,10/08/2024,,,,,,Pass,,,,,4.60,
C01-0750,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/07/2024 07:00 AM,10/06/2024 07:00 AM,10/07/2024 07:00 AM,AJ,10/08/2024,,,,,,Pass,,,,,4.58,
C01-0776,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/08/2024 07:00 AM,10/07/2024 07:00 AM,10/08/2024 07:00 AM,AJ,10/16/2024,,,,,,Pass,,,,,4.53,
C01-0777,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/09/2024 07:00 AM,10/08/2024 07:00 AM,10/09/2024 07:00 AM,AJ,10/16/2024,,,,,,Pass,,,,,5.07,
C01-0778,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/10/2024 07:00 AM,10/09/2024 07:00 AM,10/10/2024 07:00 AM,AJ,10/16/2024,,,,,,Pass,,,,,5.22,
C01-0779,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/11/2024 07:00 AM,10/10/2024 07:00 AM,10/11/2024 07:00 AM,AJ,10/16/2024,,,,,,Pass,,,,,4.63,
C01-0780,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/14/2024 07:00 AM,10/13/2024 07:00 AM,10/14/2024 07:00 AM,AJ,10/16/2024,,,,,,Pass,,,,,4.97,
C01-0781,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/15/2024 07:00 AM,10/14/2024 07:00 AM,10/15/2024 07:00 AM,AJ,10/22/2024,,,,,,Pass,,,,,5.32,
C01-0782,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/16/2024 07:00 AM,10/15/2024 07:00 AM,10/16/2024 07:00 AM,AJ,10/22/2024,,,,,,Pass,,,,,6.07,
C01-0783,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/17/2024 07:00 AM,10/16/2024 07:00 AM,10/17/2024 07:00 AM,AJ,10/22/2024,,,,,,Pass,,,,,5.51,
C01-0784,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/18/2024 07:00 AM,10/17/2024 07:00 AM,10/18/2024 07:00 AM,AJ,10/22/2024,,,,,,Pass,,,,,5.14,
C01-0785,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/21/2024 07:00 AM,10/20/2024 07:00 AM,10/21/2024 07:00 AM,AJ,10/22/2024,,,,,,Pass,,,,,4.98,
C01-0786,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/22/2024 07:00 AM,10/21/2024 07:00 AM,10/22/2024 07:00 AM,AJ,10/29/2024,,,,,,Pass,,,,,5.01,
C01-0787,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/23/2024 07:00 AM,10/22/2024 07:00 AM,10/23/2024 07:00 AM,AJ,10/29/2024,,,,,,Pass,,,,,5.19,
C01-0788,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/24/2024 07:00 AM,10/23/2024 07:00 AM,10/24/2024 07:00 AM,AJ,10/29/2024,,,,,,Pass,,,,,5.09,
C01-0789,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/25/2024 07:00 AM,10/24/2024 07:00 AM,10/25/2024 07:00 AM,AJ,10/29/2024,,,,,,Pass,,,,,5.07,
C01-0790,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/28/2024 07:00 AM,10/27/2024 07:00 AM,10/28/2024 07:00 AM,AJ,10/29/2024,,,,,,Pass,,,,,5.14,
C01-0791,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/29/2024 07:00 AM,10/28/2024 07:00 AM,10/29/2024 07:00 AM,AJ,11/07/2024,,,,,,Pass,,,,,5.16,
C01-0792,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/30/2024 07:00 AM,10/29/2024 07:00 AM,10/30/2024 07:00 AM,AJ,11/07/2024,,,,,,Pass,,,,,5.04,
C01-0793,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/31/2024 07:00 AM,10/30/2024 07:00 AM,10/31/2024 07:00 AM,AJ,11/07/2024,,,,,,Pass,,,,,5.18,
C01-0794,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/01/2024 07:00 AM,10/31/2024 07:00 AM,11/01/2024 07:00 AM,AJ,11/07/2024,,,,,,Pass,,,,,5.54,
C01-0795,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/04/2024 07:00 AM,11/03/2024 07:00 AM,11/04/2024 07:00 AM,AJ,11/07/2024,,,,,,Pass,,,,,5.50,
C01-0796,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/05/2024 07:00 AM,11/04/2024 07:00 AM,11/05/2024 07:00 AM,AJ,11/14/2024,,,,,,Pass,,,,,5.59,
C01-0797,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/06/2024 07:00 AM,11/05/2024 07:00 AM,11/06/2024 07:00 AM,AJ,11/14/2024,,,,,,Pass,,,,,5.02,
C01-0798,G,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/07/2024 07:00 AM,11/06/2024 07:00 AM,11/07/2024 07:00 AM,AJ,11/14/2024,,,,,,Pass,,,,,4.86,
