concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
Q01-0589.c1	Q01-0589	CB98	C04	
C01-0794.c1	C01-0794	CB98	B04	
C01-0791.c1	C01-0791	CB98	B01	
E01-0665.c1	E01-0665	CB98	B06	
E01-0667.c1	E01-0667	CB98	C02	
C01-0793.c1	C01-0793	CB98	B03	
A01-1085.c1	A01-1085	CB98	A05	
P01-0154.c1	P01-0154	CB98	C03	
H01-0956.c1	H01-0956	CB98	C06	
C01-0792.c1	C01-0792	CB98	B02	
K01-0507.c1	K01-0507	CB98	D05	
E01-0666.c1	E01-0666	CB98	C01	
A04-0603.c1	A04-0603	CB98	D03	
R02-0510.c1	R02-0510	CB98	D06	
A01-1082.c1	A01-1082	CB98	A02	
T01-0383.c1	T01-0383	CB98	C05	
U01-0136.c1	U01-0136	CB98	D01	
A01-1083.c1	A01-1083	CB98	A03	
C01-0795.c1	C01-0795	CB98	B05	
A02-1369.c1	A02-1369	CB98	A06	
N02-0538.c1	N02-0538	CB98	D02	
A01-1081.c1	A01-1081	CB98	A01	
A01-1084.c1	A01-1084	CB98	A04	
J01-0506.c1	J01-0506	CB98	D04	
L01-0603.c1	L01-0603	CB99	A01	
O01-0532.c1	O01-0532	CB99	A02	
