extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A01-1084.e1	A01-1084.c1	EB99	A04	G4	
A01-1083.e1	A01-1083.c1	EB99	A03	G3	
P01-0154.e1	P01-0154.c1	EB99	B07	H7	
E01-0666.e1	E01-0666.c1	EB99	B05	H5	
A02-1369.e1	A02-1369.c1	EB99	A06	G6	
O01-0532.e1	O01-0532.c1	EB99	D02	J2	
A01-1081.e1	A01-1081.c1	EB99	A01	NAB 141 G1	
A01-1082.e1	A01-1082.c1	EB99	A02	G2	
C01-0792.e1	C01-0792.c1	EB99	A08	G8	
A04-0603.e1	A04-0603.c1	EB99	C05	I5	
K01-0507.e1	K01-0507.c1	EB99	C07	I7	
L01-0603.e1	L01-0603.c1	EB99	D01	J1	
U01-0136.e1	U01-0136.c1	EB99	C03	I3	
J01-0506.e1	J01-0506.c1	EB99	C06	I6	
C01-0794.e1	C01-0794.c1	EB99	B02	H2	
Q01-0589.e1	Q01-0589.c1	EB99	B08	H8	
T01-0383.e1	T01-0383.c1	EB99	C01	I1	
C01-0793.e1	C01-0793.c1	EB99	B01	H1	
E01-0667.e1	E01-0667.c1	EB99	B06	H6	
H01-0956.e1	H01-0956.c1	EB99	C02	I2	
R02-0510.e1	R02-0510.c1	EB99	C08	I8	
C01-0795.e1	C01-0795.c1	EB99	B03	H3	
C01-0791.e1	C01-0791.c1	EB99	A07	G7	
A01-1085.e1	A01-1085.c1	EB99	A05	G5	
E01-0665.e1	E01-0665.c1	EB99	B04	H4	
N02-0538.e1	N02-0538.c1	EB99	C04	I4	
