extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
D01-0406.e1	D01-0406.c1	EB58	A01	NAB134 G1	
A01-0906.e1	A01-0906.c1	EB58	A02	G2	
K01-0393.e1	K01-0393.c1	EB58	B01		
A01-0905.e1	A01-0905.c1	EB58	A03	G3	
A01-0904.e1	A01-0904.c1	EB58	A04	G4	
A01-0903.e1	A01-0903.c1	EB58	A05	G5	
R01-0490.e1	R01-0490.c1	EB58	A06	G6	
C01-0659.e1	C01-0659.c1	EB57	D01	F1	
J01-0405.e1	J01-0405.c1	EB57	A01	NAB134 C1	
M03-0391.e1	M03-0391.c1	EB57	B03	D3	
N02-0351.e1	N02-0351.c1	EB57	A04	C4	
R02-0464.e1	R02-0464.c1	EB57	A05	C5	
C01-0657.e1	C01-0657.c1	EB57	C07	E7	
BRSV.e1	BRSV.c1	EB57	D04	F4	
C01-0658.e1	C01-0658.c1	EB57	C08	E8	
N03-0471.e1	N03-0471.c1	EB57	C01	E1	
Q01-0508.e1	Q01-0508.c1	EB57	B02	D2	
R01-0491.e1	R01-0491.c1	EB57	A08	C8	
E01-0531.e1	E01-0531.c1	EB57	B06	D6	
P01-0109.e1	P01-0109.c1	EB57	C04	E4	
O01-0502.e1	O01-0502.c1	EB57	A07	C7	
L01-0575.e1	L01-0575.c1	EB57	C05	E5	
A04-0546.e1	A04-0546.c1	EB57	A03	C3	
G01-0492.e1	G01-0492.c1	EB57	B01	D1	
A01-0901.e1	A01-0901.c1	EB57	C02	E2	
U01-0051.e1	U01-0051.c1	EB57	D03	F3	
E01-0530.e1	E01-0530.c1	EB57	B05	D5	
C01-0656.e1	C01-0656.c1	EB57	C06	E6	
H01-0927.e1	H01-0927.c1	EB57	B04	D4	
A04-0527.e1	A04-0527.c1	EB57	A02	C2	
C01-0660.e1	C01-0660.c1	EB57	D02	F2	
A01-0902.e1	A01-0902.c1	EB57	C03	E3	
E01-0532.e1	E01-0532.c1	EB57	B07	D7	
M04-0228.e1	M04-0228.c1	EB57	A06	C6	
T01-0272.e1	T01-0272.c1	EB57	B08	D8	
A01-0914.e1	A01-0914.c1	EB61	A02	L2	
M03-0377.e1	M03-0377.c1	EB61	C03	B3	
U01-0055.e1	U01-0055.c1	EB61	B07	A7	
C01-0666.e1	C01-0666.c1	EB61	A06	L6	
A04-0548.e1	A04-0548.c1	EB61	B08	A8	
A01-0915.e1	A01-0915.c1	EB61	A03	L3	
C01-0670.e1	C01-0670.c1	EB61	B01	NAB135 A1	
N03-0474.e1	N03-0474.c1	EB61	C02	B2	
J01-0407.e1	J01-0407.c1	EB61	B05	A5	
R02-0475.e1	R02-0475.c1	EB61	B04	A4	
N02-0361.e1	N02-0361.c1	EB61	C06	B6	
P01-0114.e1	P01-0114.c1	EB61	C01	B1	
C01-0669.e1	C01-0669.c1	EB61	B02	A2	
C01-0668.e1	C01-0668.c1	EB61	A08	L8	
O01-0480.e1	O01-0480.c1	EB61	C04	B4	
H01-0929.e1	H01-0929.c1	EB61	B06	A6	
M04-0243.e1	M04-0243.c1	EB61	C05	B5	
C01-0667.e1	C01-0667.c1	EB61	A07	L7	
G01-0483.e1	G01-0483.c1	EB61	B03	A3	
A01-0913.e1	A01-0913.c1	EB61	A01	NAB134 L1	
A01-0916.e1	A01-0916.c1	EB61	A04	L4	
L01-0573.e1	L01-0573.c1	EB61	C07	B7	
A01-0917.e1	A01-0917.c1	EB61	A05	L5	
T01-0274.e1	T01-0274.c1	EB61	C08	B8	
P01-0113.e1	P01-0113.c1	EB55	C06	A6	
C01-0655.e1	C01-0655.c1	EB55	B04	L4	
D01-0549.e1	D01-0549.c1	EB55	B05	L5	
M03-0380.e1	M03-0380.c1	EB55	C02	A2	
A01-0890.e1	A01-0890.c1	EB55	A03	K3	
C01-0652.e1	C01-0652.c1	EB55	B01	L1	
K01-0387.e1	K01-0387.c1	EB55	B08	L8	
A01-0894.e1	A01-0894.c1	EB55	A06	K6	
J01-0404.e1	J01-0404.c1	EB55	B07	L7	
M04-0205.e1	M04-0205.c1	EB55	C03	A3	
U01-0082.e1	U01-0082.c1	EB55	D02	B2	
A01-0889.e1	A01-0889.c1	EB55	A02	K2	
U01-0096.e1	U01-0096.c1	EB55	C08	A8	
A01-0893.e1	A01-0893.c1	EB55	A05	K5	
R02-0465.e1	R02-0465.c1	EB55	C07	A7	
A01-0892.e1	A01-0892.c1	EB55	A04	K4	
A01-0888.e1	A01-0888.c1	EB55	A01	NAB133 K1	
C01-0654.e1	C01-0654.c1	EB55	B03	L3	
A01-0891.e1	A01-0891.c1	EB55	D01	B1	
A01-0895.e1	A01-0895.c1	EB55	A07	K7	
O01-0484.e1	O01-0484.c1	EB55	C05	A5	
H01-0926.e1	H01-0926.c1	EB55	B06	L6	
N02-0354.e1	N02-0354.c1	EB55	C04	A4	
C01-0651.e1	C01-0651.c1	EB55	A08	K8	
C01-0653.e1	C01-0653.c1	EB55	B02	L2	
L01-0551.e1	L01-0551.c1	EB55	C01	NAB134 A1	
E01-0533.e1	E01-0533.c1	EB60	B04	I4	
N03-0472.e1	N03-0472.c1	EB60	C06	J6	
E01-0534.e1	E01-0534.c1	EB60	B05	I5	
C01-0663.e1	C01-0663.c1	EB60	B01	I1	
A01-0909.e1	A01-0909.c1	EB60	A03	H3	
D01-0419.e1	D01-0419.c1	EB60	D03	K3	
H01-0928.e1	H01-0928.c1	EB60	C02	J2	
A01-0912.e1	A01-0912.c1	EB60	A06	H6	
A04-0547.e1	A04-0547.c1	EB60	B07	I7	
Q01-0507.e1	Q01-0507.c1	EB60	D06	K6	
T01-0273.e1	T01-0273.c1	EB60	B08	I8	
A01-0908.e1	A01-0908.c1	EB60	A02	H2	
R02-0468.e1	R02-0468.c1	EB60	C03	J3	
M03-0399.e1	M03-0399.c1	EB60	D02	K2	
L01-0574.e1	L01-0574.c1	EB60	C07	J7	
A01-0911.e1	A01-0911.c1	EB60	A05	H5	
A01-0910.e1	A01-0910.c1	EB60	A04	H4	
N02-0373.e1	N02-0373.c1	EB60	C08	J8	
J01-0406.e1	J01-0406.c1	EB60	D05	K5	
U01-0073.e1	U01-0073.c1	EB60	D04	K4	
P01-0111.e1	P01-0111.c1	EB60	D01	K1	
C01-0665.e1	C01-0665.c1	EB60	B03	I3	
A01-0907.e1	A01-0907.c1	EB60	A01	NAB134 H1	
C01-0662.e1	C01-0662.c1	EB60	A08	H8	
G01-0497.e1	G01-0497.c1	EB60	C05	J5	
C01-0661.e1	C01-0661.c1	EB60	A07	H7	
O01-0495.e1	O01-0495.c1	EB60	C04	J4	
E01-0535.e1	E01-0535.c1	EB60	B06	I6	
Q01-0506.e1	Q01-0506.c1	EB60	C01	J1	
C01-0664.e1	C01-0664.c1	EB60	B02	I2	
