concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
N02-0373.c1	N02-0373	CB59	D06	
A01-0912.c1	A01-0912	CB59	A06	
A04-0547.c1	A04-0547	CB59	C03	
O01-0495.c1	O01-0495	CB59	D02	
A01-0908.c1	A01-0908	CB59	A02	
C01-0664.c1	C01-0664	CB59	B04	
H01-0928.c1	H01-0928	CB59	C06	
C01-0665.c1	C01-0665	CB59	B05	
G01-0497.c1	G01-0497	CB59	D03	
E01-0535.c1	E01-0535	CB59	C02	
C01-0661.c1	C01-0661	CB59	B01	
A01-0909.c1	A01-0909	CB59	A03	
Q01-0506.c1	Q01-0506	CB59	C05	
T01-0273.c1	T01-0273	CB59	C04	
E01-0533.c1	E01-0533	CB59	B06	
C01-0662.c1	C01-0662	CB59	B02	
E01-0534.c1	E01-0534	CB59	C01	
L01-0574.c1	L01-0574	CB59	D05	
N03-0472.c1	N03-0472	CB59	D04	
A01-0911.c1	A01-0911	CB59	A05	
A01-0910.c1	A01-0910	CB59	A04	
C01-0663.c1	C01-0663	CB59	B03	
A01-0907.c1	A01-0907	CB59	A01	
R02-0468.c1	R02-0468	CB59	D01	
N02-0354.c1	N02-0354	CB54	D02	
J01-0404.c1	J01-0404	CB54	C03	
A01-0889.c1	A01-0889	CB54	A02	
U01-0096.c1	U01-0096	CB54	D06	
A01-0894.c1	A01-0894	CB54	A06	
H01-0926.c1	H01-0926	CB54	C02	
O01-0484.c1	O01-0484	CB54	D03	
A01-0890.c1	A01-0890	CB54	A03	
A01-0895.c1	A01-0895	CB54	B01	
C01-0654.c1	C01-0654	CB54	B05	
C01-0653.c1	C01-0653	CB54	B04	
M03-0380.c1	M03-0380	CB54	C06	
C01-0651.c1	C01-0651	CB54	B02	
D01-0549.c1	D01-0549	CB54	C01	
K01-0387.c1	K01-0387	CB54	C04	
C01-0655.c1	C01-0655	CB54	B06	
L01-0551.c1	L01-0551	CB54	C05	
C01-0652.c1	C01-0652	CB54	B03	
A01-0888.c1	A01-0888	CB54	A01	
M04-0205.c1	M04-0205	CB54	D01	
P01-0113.c1	P01-0113	CB54	D04	
R02-0465.c1	R02-0465	CB54	D05	
A01-0892.c1	A01-0892	CB54	A04	
A01-0893.c1	A01-0893	CB54	A05	
R02-0464.c1	R02-0464	CB56	A05	
N02-0351.c1	N02-0351	CB56	A04	
C01-0657.c1	C01-0657	CB56	D05	
C01-0656.c1	C01-0656	CB56	D04	
A01-0902.c1	A01-0902	CB56	D01	
J01-0405.c1	J01-0405	CB56	A01	
G01-0492.c1	G01-0492	CB56	B03	
N03-0471.c1	N03-0471	CB56	C05	
T01-0272.c1	T01-0272	CB56	C04	
H01-0927.c1	H01-0927	CB56	B06	
E01-0530.c1	E01-0530	CB56	C01	
R01-0491.c1	R01-0491	CB56	B02	
Q01-0508.c1	Q01-0508	CB56	B04	
A01-0901.c1	A01-0901	CB56	C06	
M03-0391.c1	M03-0391	CB56	B05	
A04-0546.c1	A04-0546	CB56	A03	
O01-0502.c1	O01-0502	CB56	B01	
L01-0575.c1	L01-0575	CB56	D03	
E01-0531.c1	E01-0531	CB56	C02	
M04-0228.c1	M04-0228	CB56	A06	
C01-0658.c1	C01-0658	CB56	D06	
A04-0527.c1	A04-0527	CB56	A02	
E01-0532.c1	E01-0532	CB56	C03	
P01-0109.c1	P01-0109	CB56	D02	
R01-0490.c1	R01-0490	CB58	A06	
A01-0903.c1	A01-0903	CB58	A05	
A01-0904.c1	A01-0904	CB58	A04	
D01-0406.c1	D01-0406	CB58	A01	
K01-0393.c1	K01-0393	CB58	B01	
A01-0905.c1	A01-0905	CB58	A03	
A01-0906.c1	A01-0906	CB58	A02	
C01-0668.c1	C01-0668	CB61	B02	
J01-0407.c1	J01-0407	CB61	C01	
P01-0114.c1	P01-0114	CB61	C05	
A04-0548.c1	A04-0548	CB61	C04	
R02-0475.c1	R02-0475	CB61	B06	
C01-0670.c1	C01-0670	CB61	B03	
A01-0913.c1	A01-0913	CB61	A01	
M03-0377.c1	M03-0377	CB61	D01	
L01-0573.c1	L01-0573	CB61	D05	
N02-0361.c1	N02-0361	CB61	D04	
A01-0917.c1	A01-0917	CB61	A05	
A01-0916.c1	A01-0916	CB61	A04	
U01-0055.c1	U01-0055	CB61	C03	
O01-0480.c1	O01-0480	CB61	D02	
A01-0914.c1	A01-0914	CB61	A02	
T01-0274.c1	T01-0274	CB61	D06	
C01-0666.c1	C01-0666	CB61	A06	
M04-0243.c1	M04-0243	CB61	D03	
H01-0929.c1	H01-0929	CB61	C02	
A01-0915.c1	A01-0915	CB61	A03	
C01-0667.c1	C01-0667	CB61	B01	
C01-0669.c1	C01-0669	CB61	B04	
N03-0474.c1	N03-0474	CB61	C06	
G01-0483.c1	G01-0483	CB61	B05	
P01-0111.c1	P01-0111	CB60	A01	
Q01-0507.c1	Q01-0507	CB60	A06	
J01-0406.c1	J01-0406	CB60	A05	
D01-0419.c1	D01-0419	CB60	A03	
U01-0073.c1	U01-0073	CB60	A04	
M03-0399.c1	M03-0399	CB60	A02	
A01-0891.c1	A01-0891	CB55	A01	
U01-0082.c1	U01-0082	CB55	A02	
U01-0051.c1	U01-0051	CB57	A03	
C01-0660.c1	C01-0660	CB57	A02	
C01-0659.c1	C01-0659	CB57	A01	
