extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
R02-0388.e1	R02-0388.c1	EB40	B04	H4	
T01-0260.e1	T01-0260.c1	EB40	B02	H2	
A04-0538.e1	A04-0538.c1	EB40	A04	G4	
A01-0850.e1	A01-0850.c1	EB40	A02	G2	
C01-0637.e1	C01-0637.c1	EB40	A06	G6	
C01-0639.e1	C01-0639.c1	EB40	A08	G8	
H01-0912.e1	H01-0912.c1	EB40	B03	H3	
A01-0851.e1	A01-0851.c1	EB40	A03	G3	
C01-0638.e1	C01-0638.c1	EB40	A07	G7	
C01-0640.e1	C01-0640.c1	EB40	B01	H1	
C01-0636.e1	C01-0636.c1	EB40	A05	G5	
G01-0535.e1	G01-0535.c1	EB40	B05	H5	
A01-0849.e1	A01-0849.c1	EB40	A01	NAB 131 G1	
E01-0424.e1	E01-0424.c1	EB38	B06	B6	
C01-0634.e1	C01-0634.c1	EB38	B02	B2	
E01-0422.e1	E01-0422.c1	EB38	B04	B4	
E01-0425.e1	E01-0425.c1	EB38	B05	B5	
M03-0297.e1	M03-0297.c1	EB38	C08	C8	
A04-0544.e1	A04-0544.c1	EB38	C07	C7	
C01-0633.e1	C01-0633.c1	EB38	B01	B1	
C01-0631.e1	C01-0631.c1	EB38	A07	A7	
C01-0632.e1	C01-0632.c1	EB38	A08	A8	
C01-0635.e1	C01-0635.c1	EB38	B03	B3	
G01-0547.e1	G01-0547.c1	EB38	D02	D2	
N02-0443.e1	N02-0443.c1	EB38	D04	D4	
A01-0846.e1	A01-0846.c1	EB38	A06	A6	
P01-0107.e1	P01-0107.c1	EB38	C04	C4	
J01-0399.e1	J01-0399.c1	EB38	C02	C2	
A01-0841.e1	A01-0841.c1	EB38	A02	A2	
A01-0844.e1	A01-0844.c1	EB38	A04	A4	
D01-0421.e1	D01-0421.c1	EB38	C06	C6	
A01-0840.e1	A01-0840.c1	EB38	A01	NAB 131 A1	
U01-0072.e1	U01-0072.c1	EB38	D03	D3	
A01-0845.e1	A01-0845.c1	EB38	A05	A5	
T01-0259.e1	T01-0259.c1	EB38	C03	C3	
O01-0462.e1	O01-0462.c1	EB38	D01	D1	
A01-0842.e1	A01-0842.c1	EB38	A03	A3	
H01-0911.e1	H01-0911.c1	EB38	C05	C5	
R02-0381.e1	R02-0381.c1	EB38	B08	B8	
E01-0423.e1	E01-0423.c1	EB38	C01	C1	
R01-0408.e1	R01-0408.c1	EB38	B07	B7	
