concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
A01-0846.c1	A01-0846	CB37	A06	
D01-0421.c1	D01-0421	CB37	D04	
P01-0107.c1	P01-0107	CB37	D02	
E01-0424.c1	E01-0424	CB37	C02	
J01-0399.c1	J01-0399	CB37	C04	
M03-0297.c1	M03-0297	CB37	D06	
A01-0844.c1	A01-0844	CB37	A04	
A01-0841.c1	A01-0841	CB37	A02	
R02-0381.c1	R02-0381	CB37	C06	
H01-0911.c1	H01-0911	CB37	D03	
A01-0840.c1	A01-0840	CB37	A01	
E01-0425.c1	E01-0425	CB37	C03	
A01-0845.c1	A01-0845	CB37	A05	
R01-0408.c1	R01-0408	CB37	C05	
A01-0842.c1	A01-0842	CB37	A03	
T01-0259.c1	T01-0259	CB37	D01	
E01-0423.c1	E01-0423	CB37	C01	
A04-0544.c1	A04-0544	CB37	D05	
E01-0422.c1	E01-0422	CB37	B06	
C01-0634.c1	C01-0634	CB37	B04	
C01-0632.c1	C01-0632	CB37	B02	
C01-0635.c1	C01-0635	CB37	B05	
C01-0631.c1	C01-0631	CB37	B01	
C01-0633.c1	C01-0633	CB37	B03	
A01-0851.c1	A01-0851	CB40	A03	
A04-0538.c1	A04-0538	CB40	A04	
A01-0850.c1	A01-0850	CB40	A02	
T01-0260.c1	T01-0260	CB40	B04	
C01-0640.c1	C01-0640	CB40	B03	
G01-0535.c1	G01-0535	CB40	C01	
C01-0639.c1	C01-0639	CB40	B02	
C01-0637.c1	C01-0637	CB40	A06	
A01-0849.c1	A01-0849	CB40	A01	
H01-0912.c1	H01-0912	CB40	B05	
R02-0388.c1	R02-0388	CB40	B06	
C01-0636.c1	C01-0636	CB40	A05	
C01-0638.c1	C01-0638	CB40	B01	
G01-0547.c1	G01-0547	CB38	A02	
O01-0462.c1	O01-0462	CB38	A01	
U01-0072.c1	U01-0072	CB38	A03	
N02-0443.c1	N02-0443	CB38	A04	
E01-0428.c1	E01-0428	CB39	A06	
A01-0834.c1	A01-0834	CB39	A01	
N03-0482.c1	N03-0482	CB39	B05	
O01-0478.c1	O01-0478	CB39	B06	
Q01-0498.c1	Q01-0498	CB39	C02	
E01-0427.c1	E01-0427	CB39	A05	
K01-0397.c1	K01-0397	CB39	B01	
A01-0848.c1	A01-0848	CB39	A03	
E01-0426.c1	E01-0426	CB39	A04	
A01-0847.c1	A01-0847	CB39	A02	
N02-0442.c1	N02-0442	CB39	B04	
M04-0223.c1	M04-0223	CB39	B03	
P01-0103.c1	P01-0103	CB39	C01	
M03-0282.c1	M03-0282	CB39	B02	
