extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
E01-0418.e1	E01-0418.c1	EB36	B04	J4	
A01-0830.e1	A01-0830.c1	EB36	A03	I3	
J01-0398.e1	J01-0398.c1	EB36	D06	L6	
E01-0421.e1	E01-0421.c1	EB36	B07	J7	
P01-0102.e1	P01-0102.c1	EB36	C02	K2	
N03-0492.e1	N03-0492.c1	EB36	D05	L5	
H01-0910.e1	H01-0910.c1	EB36	B08	J8	
A01-0828.e1	A01-0828.c1	EB36	A01	NAB 130 I1	
A01-0831.e1	A01-0831.c1	EB36	A04	I4	
C01-0630.e1	C01-0630.c1	EB36	B03	J3	
Q01-0497.e1	Q01-0497.c1	EB36	C06	K6	
U01-0067.e1	U01-0067.c1	EB36	D02	L2	
T01-0258.e1	T01-0258.c1	EB36	C05	K5	
C01-0626.e1	C01-0626.c1	EB36	A07	I7	
C01-0628.e1	C01-0628.c1	EB36	B01	J1	
C01-0627.e1	C01-0627.c1	EB36	A08	I8	
G01-0528.e1	G01-0528.c1	EB36	C04	K4	
O01-0469.e1	O01-0469.c1	EB36	D03	L3	
A01-0833.e1	A01-0833.c1	EB36	A06	I6	
C01-0629.e1	C01-0629.c1	EB36	B02	J2	
A01-0832.e1	A01-0832.c1	EB36	A05	I5	
D01-0404.e1	D01-0404.c1	EB36	C07	K7	
A04-0550.e1	A04-0550.c1	EB36	D01	L1	
M04-0213.e1	M04-0213.c1	EB36	C08	K8	
M03-0287.e1	M03-0287.c1	EB36	D04	L4	
N02-0448.e1	N02-0448.c1	EB36	C03	K3	
E01-0420.e1	E01-0420.c1	EB36	B06	J6	
K01-0400.e1	K01-0400.c1	EB36	D07	L7	
A01-0829.e1	A01-0829.c1	EB36	A02	I2	
E01-0419.e1	E01-0419.c1	EB36	B05	J5	
R02-0387.e1	R02-0387.c1	EB36	C01	K1	
