Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	flua	flub	flua.load	flub.load	flua.loadcap	flub.loadcap	flua.day5.mean	flua.day5.ci	flua.load.day5.mean	flua.load.day5.ci	flua.loadcap.day5.mean	flua.loadcap.day5.ci	flub.day5.mean	flub.day5.ci	flub.load.day5.mean	flub.load.day5.ci	flub.loadcap.day5.mean	flub.loadcap.day5.ci
M04-0134	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	active	11/15/2022 12:00 AM	11/16/2022 12:00 AM	12/14/2022	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	NA	NA	0.173	17454.1449733078	2158	11430.2994217498	1413.22225694	10.4769013948211	1.29534579004583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
N03-0255	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	active	02/12/2023 07:30 AM	02/13/2023 07:30 AM	02/20/2023	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	NA	NA	0.40387	681	329	1041.1220184927	502.9796535743	0.561857538312304	0.271440719683918	1377.85760340989	1765.84090502457	2769.83352987936	3772.26957493937	1.49478334046377	2.03576339716102	1747.25760340989	1911.28653900717	3559.20560713676	4053.79743762186	1.92078014416447	2.18769424588336
C01-0338	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	01/18/2023 08:00 AM	01/19/2023 08:00 AM	01/25/2023	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	NA	NA	11.023	2810.45636627823	2066	117270.716749776	86207.10277238	2.34541433499552	1.7241420554476	2013.09127325565	1317.11471935118	83805.1015379952	57199.0445025307	1.6761020307599	1.14398089005061	1237.4	1725.64435249468	52410.813147226	78066.8396954613	1.04821626294452	1.56133679390923
A02-0913	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	active	12/14/2022 09:00 AM	12/16/2022 09:00 AM	12/19/2022	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	NA	NA	NA	52365.5234277248	957	NA	NA	NA	NA	14114.8810920596	40437.1587834585	NA	NA	NA	NA	1481.66540470719	1913.6875588255	NA	NA	NA	NA
N02-0232	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	12/29/2022 07:00 AM	12/30/2022 07:00 AM	01/06/2023	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	NA	NA	7.36	1548	1698	43128.2360448	47307.3286848	1.62760344345988	1.78531695542305	1257.4	1211.82849452558	35715.564417944	34937.9959956072	1.34785887304491	1.31851445375527	1256	1488.72317350406	35836.56731984	41698.1449071458	1.35242536492716	1.5736336669615
H01-0494	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	01/31/2023 08:00 AM	02/01/2023 08:00 AM	02/06/2023	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	NA	NA	2.4	379	159	3443.208936	1444.512456	0.286934078	0.120376038	1620.4	1517.44800435578	15823.0895082	17239.199794229	1.31859079235	1.43659998285241	684	1351.13524541437	6782.697638	14477.0384534482	0.565224803166667	1.20641987112068
B01-0431	not institution specific	wwtp	WWTP	WWTP	183279	CharlestonWWTP-01	active	03/06/2023 07:00 AM	03/07/2023 07:00 AM	03/10/2023	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	NA	NA	9.86	2587	1110	96557.5569062	41429.798286	1.931151138124	0.82859596572	1670.8	1402.17941327596	67307.02760404	48243.9818895143	1.3461405520808	0.964879637790286	1234.2	1811.83417935851	50469.1302414	74387.3818517478	1.009382604828	1.48774763703496
E01-0216	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	active	01/05/2023 09:20 AM	01/06/2023 09:20 AM	01/17/2023	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	NA	NA	2.438	571	242	5269.66169018	2233.37675836	0.146379491393889	0.0620382432877778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B01-0291	not institution specific	wwtp	WWTP	WWTP	183279	CharlestonWWTP-01	active	12/04/2022 07:00 AM	12/05/2022 07:00 AM	12/14/2022	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	NA	NA	7.1	55713.533833623	1924	1497379.83357486	51710.214764	29.9475966714971	1.03420429528	31900.9727407247	47281.6836158911	815621.503583565	952656.755591997	16.3124300716713	19.0531351118399	2094.6	593.823341733321	66076.955596212	54652.0977672742	1.32153911192424	1.09304195534548
A02-0846	higher ed dorm	upstream	Sewer Network	Dormitory	105612	TowersBB-01	active	12/01/2022 09:00 AM	12/03/2022 09:00 AM	12/07/2022	48-hr time-weighted composite	WVU Brooke & Braxton Towers	26505	Captures Brooke and Braxton Towers. Taken from the University Ave. side of the bottom flow, which compiles both towers	-79.9663361	39.6495489	904	Monongalia	-1	NA	NA	NA	4127.6109823957	2063.75479465351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
N02-0261	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	02/28/2023 07:00 AM	03/01/2023 07:00 AM	03/06/2023	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	NA	NA	11.2	2260	1134	95816.29792	48077.735328	3.61598225979319	1.814391098498	2048.5394722648	1112.54486740189	82257.2536548072	55844.4787778699	3.10428159313183	2.10749787825005	1777.74201873243	1870.5602401366	73966.9181515732	85136.3051104277	2.79141513139004	3.21293324441195
R02-0225	not institution specific	wwtp	WWTP	WWTP	28695	ElkinsWWTP-01	active	12/07/2022 06:00 AM	12/08/2022 06:00 AM	12/14/2022	24-hr time-weighted composite	Elkins	26241		-79.86543	38.92026	13156	Randolph	4.99	NA	NA	6.9409	7482.23927803336	219	196589.494104141	5754.039346911	14.9429533371953	0.437369971641152	3852.85114046335	5029.79026117719	62084.9492028672	143924.632073657	4.71913569495798	10.93984737562	1450.74958123416	1675.10834349427	13606.5706984875	10794.0844326235	1.03424830484095	0.820468564352655
R02-0158	not institution specific	wwtp	WWTP	WWTP	28695	ElkinsWWTP-01	active	11/30/2022 06:00 AM	12/01/2022 06:00 AM	12/14/2022	24-hr time-weighted composite	Elkins	26241		-79.86543	38.92026	13156	Randolph	4.99	NA	NA	2.505	1105	1961.74790617079	10478.10951525	18602.1804544524	0.796451012104743	1.41396932612134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R01-0186	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	active	02/16/2023 09:00 AM	02/17/2023 09:00 AM	02/22/2023	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	NA	NA	0.221	2743	318	2294.72689823	266.03104398	1.0922069958258	0.126621153726797	1807.8	1879.96125962107	1324.48467572	1456.21635455361	0.630406794726321	0.693106308688058	1299.8	1256.93847761686	935.922938368	884.035177399126	0.445465463287958	0.420768766015767
C01-0337	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	01/17/2023 08:00 AM	01/18/2023 08:00 AM	01/25/2023	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	NA	NA	12.33	1338	471	62449.9528914	21983.5035963	1.248999057828	0.439670071926	3578.66676023602	7340.45312939618	128295.270124417	222397.816539981	2.56590540248835	4.44795633079963	1217.8	1687.20583852168	47738.504296686	71594.5032247737	0.95477008593372	1.43189006449547
H01-0446	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	12/26/2022 08:00 AM	12/27/2022 08:00 AM	01/04/2023	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	NA	NA	1.5	2517	1125	14291.815455	6387.879375	1.19098462125	0.53232328125	1849.6	1481.70917609354	11049.0061244	7882.07968864321	0.920750510366667	0.656839974053601	868.2	1522.86368183205	5060.4875044	8461.49391106041	0.421707292033333	0.705124492588368
C01-0367	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	02/26/2023 07:00 AM	02/27/2023 07:00 AM	03/08/2023	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	NA	NA	12.367	1053	2818	49295.31623991	131922.31829446	0.9859063247982	2.6384463658892	1208.2	1381.36291060579	44506.502311636	52132.4641928999	0.89013004623272	1.042649283858	2092.70392250419	1741.00677710696	77877.1518612293	74481.5383956044	1.55754303722459	1.48963076791209
M03-0199	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	active	01/13/2023 11:00 AM	01/14/2023 11:00 AM	01/26/2023	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	NA	NA	0.747	787	2060.24319631979	2225.40089949	5825.75230274233	2.0397808427956	5.33982795851726	1669.6	1571.97286706949	2219.38966841	2540.3667163773	2.03427100679193	2.32847545039166	1082.64863926396	1594.84544265974	1825.86273568647	4289.34404511253	1.67356804370895	3.93157107709673
N02-0231	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	01/08/2023 07:00 AM	01/09/2023 07:00 AM	01/17/2023	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	NA	NA	9.87	1290	1888	48196.975743	70539.4497696	1.81889107642086	2.66206693975394	1734.94325147569	1544.79239723346	81611.5650273714	90541.1187200224	3.0799141454967	3.41690386897209	1180.51515752673	1463.89678966436	48846.3343800799	49215.4483973156	1.8433970254389	1.85732690758984
O01-0255	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	active	02/21/2023 07:00 AM	02/22/2023 07:00 AM	03/01/2023	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	NA	NA	2.42	416	2157	3810.8479552	19759.6130754	0.627713384154176	3.25475425389557	1913.331346713	3058.7280713176	13094.1653574665	14541.5860043472	2.15683830628669	2.39525383039815	1798.46436759084	750.81860790967	15063.1526978757	12175.4205924506	2.48116499717933	2.00550495675351
A01-0445	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	12/24/2022 12:00 AM	12/25/2022 12:00 AM	12/28/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	NA	NA	16.3	831	2421	51274.514073	149380.985043	1.06096908775451	3.0909821437469	1394	1860.34463275031	48876.2297134	53628.8458341098	1.01134393547012	1.10968477557751	2000.4	1363.49158797791	75697.4494356	83422.0153014731	1.5663269623324	1.72616320355639
L01-0358	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	02/27/2023 09:00 AM	02/28/2023 09:00 AM	03/01/2023	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.333	1057	1271	1332.39239721	1602.14828463	2.36239786739362	2.84068844792553	1362.4	700.139409526851	1724.73878748	1007.47895513211	3.05804749553192	1.78631020413494	1095.66434339285	1544.00911327388	1358.76352627952	1887.97470480168	2.40915518843886	3.34747288085404
A02-0948	higher ed dorm	upstream	Sewer Network	Dormitory	105612	Seneca-01	active	01/11/2023 09:00 AM	01/12/2023 09:00 AM	01/17/2023	48-hr time-weighted composite	WVU Seneca Hall	26505	Captures Seneca Hall and associated dining	-79.95614	39.6392	474	Monongalia	-1	NA	NA	NA	6927.62120626867	6927.62120626867	NA	NA	NA	NA	2424.12424125373	4836.33533648087	NA	NA	NA	NA	2807.12424125373	4435.65245268175	NA	NA	NA	NA
N02-0262	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	02/27/2023 08:00 AM	02/28/2023 07:00 AM	03/06/2023	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	NA	NA	9.8	2189.71009366214	2189.71009366214	81231.7147593661	81231.7147593661	3.06557909122825	3.06557909122825	1859.3394722648	1227.01109030258	71907.9729980872	61197.134623508	2.71371322356733	2.30950013674647	1839.74201873243	1796.04484596128	74037.3570608532	85045.9448180173	2.79407340406269	3.20952316469233
R01-0210	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	active	12/14/2022 09:00 AM	12/15/2022 09:00 AM	12/21/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	NA	NA	0.197	791	413	589.86908407	307.98474301	0.280756346534983	0.146589596863398	1298.2	2148.94141067871	892.742766498	1513.64482060495	0.424913263445026	0.720440181154188	1875.8	1517.89594323486	1221.0975578	948.984925441695	0.58119826644455	0.451682496640502
D01-0245	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	active	01/29/2023 07:40 AM	01/30/2023 07:40 AM	02/06/2023	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	NA	NA	1.22	2089.83657415956	2089.83657415956	9651.28368475099	9651.28368475099	0.567722569691235	0.567722569691235	1982.94731334895	1723.35498313892	9193.7514054013	8025.19936785433	0.540808906200077	0.472070551050255	1050.96731483191	1459.3632581375	4856.3029587502	6734.10537123185	0.285664879926482	0.396123845366579
M04-0156	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	active	12/21/2022 12:00 AM	12/22/2022 12:00 AM	01/11/2023	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	NA	NA	0.084	84	2688	26.70985296	854.71529472	0.0437866441967213	1.40117261429508	1490	1648.04525735411	976.404112908	1892.44513003989	1.60066248017705	3.10236906563916	1852.8	2327.76214813975	913.876710528	1069.81601751852	1.49815854184918	1.75379675003036
K01-0205	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	active	02/27/2023 06:30 AM	02/28/2023 06:30 AM	03/08/2023	24-hr flow-weighted composite	Parkersburg	26101	NA	-81.55739	39.28171	48050	Wood	15.5	NA	NA	7.219	2536	2049	69300.95446744	55992.76644471	1.44226752273548	1.16530211123226	2485.29550451785	421.6590920638	59659.7924680733	14869.6387393404	1.24161898997031	0.309461784377531	2560.51213291287	570.508825128176	60933.1800112047	8083.35927390669	1.26812029159635	0.168228080622408
L01-0295	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	12/12/2022 09:00 AM	12/13/2022 09:00 AM	12/14/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.296	28772.8508189321	640	32239.4430166742	717.1080704	57.1621330082875	1.27146820992908	20062.6776404679	12676.0647249812	22725.5289052619	15947.4845549984	40.2934909667764	28.2756818351036	1775.4	2007.43802077059	2058.833017424	2580.45760727167	3.65041315146099	4.57527944551715
L01-0357	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	03/05/2023 09:00 AM	03/06/2023 09:00 AM	03/08/2023	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.407	2139.62894165888	2270	3296.44472636229	3497.3024449	5.84476015312463	6.20089085975177	1585.06791305616	1819.55617856258	2421.72251579281	2645.65977110534	4.2938342478596	4.69088611898111	1283.6	1534.20235362243	1998.089300236	2405.22447648481	3.54271152524113	4.26458240511491
B01-0292	not institution specific	wwtp	WWTP	WWTP	183279	CharlestonWWTP-01	active	12/01/2022 07:00 AM	12/02/2022 07:00 AM	12/09/2022	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	NA	NA	7.4	17206.9242037833	1654	482000.945831801	46331.904236	9.64001891663601	0.92663808472	37139.3155474216	61306.5780442798	1167239.91995871	2244238.89482178	23.3447983991742	44.8847778964355	2140.47038245499	567.411699230735	72852.684354126	54221.8971493177	1.45705368708252	1.08443794298635
A02-0947	higher ed dorm	upstream	Sewer Network	Residential	105612	UPlace-01	active	01/11/2023 09:00 AM	01/12/2023 09:00 AM	01/17/2023	48-hr time-weighted composite	University Place Apartments	26505	Captures UPlace and associated dining	-79.9567559	39.64019	-1	Monongalia	-1	NA	NA	NA	2468	3363.07710036635	NA	NA	NA	NA	2578.88407253101	1344.61356629464	NA	NA	NA	NA	1442.61542007327	2809.77851394099	NA	NA	NA	NA
E02-0245	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	active	01/20/2023 08:00 AM	01/21/2023 08:00 AM	01/30/2023	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	NA	NA	0.186	5510.83062775433	2521	3880.100126189	1775.00146146	1.62279386289795	0.742367821606023	1544.56612555087	4125.14881488975	1188.0740170498	2862.18303877611	0.496894193663655	1.19706526088503	1967.19031651914	1905.72405966648	1627.31745733672	1926.57828731224	0.68060119503836	0.805762562656729
C01-0368	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	02/27/2023 07:00 AM	02/28/2023 07:00 AM	03/08/2023	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	NA	NA	10.829	614	563	25169.21380246	23078.61135307	0.5033842760492	0.4615722270614	1119.4	1467.98081909588	43599.381800876	53344.078235051	0.87198763601752	1.06688156470102	1644.30392250419	1931.98417438509	66742.0216026733	86990.0206120116	1.33484043205347	1.73980041224023
C01-0329	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	01/05/2023 07:00 AM	01/06/2023 07:00 AM	01/11/2023	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	NA	NA	10.081	2614	1693	99752.11740094	64606.09592953	1.9950423480188	1.2921219185906	10615.4996269286	28307.8679364893	350834.536532067	844274.470756829	7.01669073064134	16.8854894151366	5613.85311261416	17315.5407481438	157845.938756429	417753.381216346	3.15691877512858	8.35506762432691
M04-0189	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	active	01/30/2023 12:00 PM	01/31/2023 12:00 PM	02/01/2023	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	NA	NA	0.151	2658	1811	1519.30458678	1035.16200401	2.49066325701639	1.69698689181967	1340	1536.34093412982	799.629251318	872.646325941619	1.31086762511148	1.43056774744528	1428	1355.26120510762	874.743141948	940.912772485701	1.43400515073443	1.54247995489459
B01-0346	not institution specific	wwtp	WWTP	WWTP	183279	CharlestonWWTP-01	active	01/12/2023 08:00 AM	01/13/2023 08:00 AM	01/25/2023	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	NA	NA	18.33	2522.23669085652	1836	175009.340852172	127393.7338908	3.50018681704344	2.547874677816	6511.47042028606	9102.75901290184	241047.557431268	292731.993908248	4.82095114862537	5.85463987816496	2372.58533068299	738.234644313785	91320.5365536956	42251.4126482884	1.82641073107391	0.845028252965768
O01-0176	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	active	12/06/2022 06:00 AM	12/07/2022 06:00 AM	12/14/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	NA	NA	2.08	1243	1965.61212418601	9786.9504304	15476.5474053111	1.61208210021413	2.54925834381669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A02-0894	higher ed dorm	upstream	Sewer Network	Dormitory	105612	TowersBB-01	active	01/09/2023 09:00 AM	01/11/2023 09:00 AM	01/11/2023	48-hr time-weighted composite	WVU Brooke & Braxton Towers	26505	Captures Brooke and Braxton Towers. Taken from the University Ave. side of the bottom flow, which compiles both towers	-79.9663361	39.6495489	904	Monongalia	-1	NA	NA	NA	2473.37212320417	1807	NA	NA	NA	NA	4503.07716147452	8338.94958962592	NA	NA	NA	NA	1697.4	738.489177616983	NA	NA	NA	NA
M04-0164	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	active	01/13/2023 12:00 PM	01/14/2023 12:00 PM	01/26/2023	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	NA	NA	0.221	1700	2300	1422.178537	1924.123903	2.33144022459016	3.15430148032787	1472.6	1283.58106425502	945.669612036	1211.90374918282	1.55027805251803	1.98672745767675	1396.8	1820.46766270504	799.841234278	1310.91083308353	1.31121513816066	2.14903415259596
D01-0277	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	active	02/28/2023 07:00 AM	03/01/2023 07:00 AM	03/08/2023	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	NA	NA	1	1802	630	6821.30882	2384.8083	0.40125346	0.140282841176471	2143.10505953133	3099.61577553193	8485.78404204446	13030.1964399472	0.499163767179086	0.766482143526307	682	766.71074273126	2631.6927402	2806.21139082117	0.154805455305882	0.165071258283598
L01-0322	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	12/27/2022 09:00 AM	12/28/2022 09:00 AM	01/04/2023	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.27	453	2519	462.9934971	2574.5709033	0.820910455851064	4.56484202712766	772.2	1685.64928563291	711.467052418	1641.9002668435	1.26146640499645	2.91117068589274	2369.2	750.167119326695	2242.261872712	1104.93891435674	3.97564161828369	1.9591115502779
