Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	flua	flub	flua.load	flub.load	flua.loadcap	flub.loadcap	flua.day5.mean	flua.day5.ci	flua.load.day5.mean	flua.load.day5.ci	flua.loadcap.day5.mean	flua.loadcap.day5.ci	flub.day5.mean	flub.day5.ci	flub.load.day5.mean	flub.load.day5.ci	flub.loadcap.day5.mean	flub.loadcap.day5.ci
L01-0357	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	03/05/2023 09:00 AM	03/06/2023 09:00 AM	03/08/2023	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.407	2139.62894165888	817	3296.44472636229	1258.72074779	5.84476015312463	2.23177437551418	1677.46791305616	1413.13317297667	2583.24671757481	1978.47762248572	4.58022467655109	3.5079390469605	1777.8	1465.796991543	2851.712882712	2635.13037512684	5.05622851544681	4.67221697717525
C01-0368	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	02/27/2023 07:00 AM	02/28/2023 07:00 AM	03/08/2023	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	NA	NA	10.829	2290	1964	93872.1491981	80508.69040396	1.877442983962	1.6101738080792	1755.88946727812	1334.56835031	70897.1602386661	61478.4819405979	1.41794320477332	1.22956963881196	913.8	1322.9216630045	36064.719280114	53434.8660461856	0.72129438560228	1.06869732092371
E01-0220	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	active	01/12/2023 08:00 AM	01/13/2023 08:00 AM	01/25/2023	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	NA	NA	4.672	2203	1923	38961.01445056	34009.09250496	1.08225040140444	0.944697014026667	2315.52388153821	712.515768563144	28651.3688816468	16387.3839635567	0.795871357823523	0.455205110098798	1302.4	1968.48416391321	16298.257640942	24835.6859075315	0.452729378915055	0.689880164098096
A01-0436	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	12/13/2022 12:00 AM	12/14/2022 12:00 AM	12/19/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	NA	NA	8.1	61800.4953861235	2412	1894915.72724064	73956.312252	39.2094795406523	1.53029945894719	77214.6842479705	52102.9203301228	2680898.65297424	1939643.67913647	55.4729898397252	40.1349875669688	1626.6	1081.06594488372	55681.866936	32280.5205477069	1.1521657617944	0.667946543364238
C01-0324	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	12/08/2022 07:00 AM	12/09/2022 07:00 AM	12/13/2022	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	NA	NA	6.871	27854.7560423612	1717	724489.728795131	44658.40097287	14.4897945759026	0.8931680194574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O01-0277	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	active	02/24/2023 07:00 AM	02/25/2023 07:00 AM	03/01/2023	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	NA	NA	2.6	1745	4403.19527406245	17174.40517	43336.5384982107	2.82892524625268	7.13828669053051	1265.2	1202.93870230181	12042.46426644	13071.8361902887	1.9836047218646	2.15316030148059	2262.63905481249	2881.20382297875	22220.2868308421	28770.5551200673	3.66007030651328	4.739014185483
N02-0230	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	02/05/2023 07:00 AM	02/06/2023 12:00 AM	02/08/2023	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	NA	NA	9.056	208	2448	7130.37997568	83919.08740608	0.26909125125217	3.16699703396785	1325.2	1829.86726867013	56691.472122936	82950.1477071667	2.13946230368088	3.1304305120072	2158.2	1116.84530056686	87440.206136536	46694.316717593	3.29987946775364	1.76218268237576
Q01-0292	not institution specific	wwtp	WWTP	WWTP	21809	MadisonWWTP-01	active	03/04/2023 08:00 AM	03/05/2023 08:00 AM	03/10/2023	24-hr time-weighted composite	Danville	25053		-81.8472888	38.102484	4555	Boone	0.5	NA	NA	0.593	2795	1673	6274.07102335	3755.46362149	1.37740307867179	0.824470608450055	1292.4	1659.07903207459	3081.110999958	3697.93259120327	0.67642392973831	0.811840305423331	1281.2	1302.43792803417	3053.7281011	3124.06192922642	0.670412316377607	0.685853332431706
M04-0155	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	active	12/20/2022 12:00 AM	12/21/2022 12:00 AM	01/11/2023	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	NA	NA	0.083	2145	1352	673.93546935	424.78356856	1.10481224483607	0.696366505836066	2092.2	1274.19517478133	1315.854698002	2192.61071845249	2.15713884918361	3.59444380074178	1316.4	670.51641873133	698.399817098	531.362695277284	1.14491773294754	0.871086385700466
L01-0309	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	01/12/2023 09:00 AM	01/13/2023 09:00 AM	01/18/2023	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.424	686	152	1101.03949424	243.96210368	1.9521976848227	0.43255692141844	8261.46448894143	27761.8720297658	10130.1808343491	33246.2373940827	17.9613135360799	58.9472294221324	895.509821175038	1939.38543606057	1170.66425273028	2695.46470643373	2.07564583817426	4.77919274190378
E01-0215	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	active	12/06/2022 08:30 AM	12/07/2022 08:30 AM	12/08/2022	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	NA	NA	6.927	5956.33699558676	721	156184.299418517	18905.72678547	4.33845276162546	0.525159077374167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
