Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	flua	flub	flua.load	flub.load	flua.loadcap	flub.loadcap	flua.day5.mean	flua.day5.ci	flua.load.day5.mean	flua.load.day5.ci	flua.loadcap.day5.mean	flua.loadcap.day5.ci	flub.day5.mean	flub.day5.ci	flub.load.day5.mean	flub.load.day5.ci	flub.loadcap.day5.mean	flub.loadcap.day5.ci
K01-0217	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	active	03/09/2023 06:20 AM	03/10/2023 06:20 AM	03/15/2023	24-hr flow-weighted composite	Parkersburg	26101	NA	-81.55739	39.28171	48050	Wood	15.5	NA	NA	5.076	2372	162	45577.36603152	3112.78806792	0.948540396077419	0.064782269883871	2971.2709701784	4949.44053131047	65589.365990949	113281.493829785	1.36502322561808	2.35757531383527	857.273612466454	1561.90299540882	18214.8195944671	31168.6045860691	0.379080532663208	0.64867023071944
A02-0918	higher ed dorm	upstream	Sewer Network	Dormitory	105612	TowersBB-01	active	12/14/2022 09:00 AM	12/16/2022 09:00 AM	12/19/2022	48-hr time-weighted composite	WVU Brooke & Braxton Towers	26505	Captures Brooke and Braxton Towers. Taken from the University Ave. side of the bottom flow, which compiles both towers	-79.9663361	39.6495489	904	Monongalia	-1	NA	NA	NA	1912.60012798011	452	NA	NA	NA	NA	9473.79781398921	17610.2415887845	NA	NA	NA	NA	1462.18478640318	1601.45824312082	NA	NA	NA	NA
A01-0440	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	12/18/2022 12:00 AM	12/19/2022 12:00 AM	12/28/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	NA	NA	8.2	225	2013	6984.08145	62484.248706	0.144514183289191	1.29292022649396	48912.3807531595	50546.3139175165	2001251.65519929	2401185.77122945	41.4097760138903	49.6851881151599	1950.2	1406.22735835	70138.8019752	29468.2106416524	1.45130777137891	0.609754399967977
M03-0199	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	active	01/13/2023 11:00 AM	01/14/2023 11:00 AM	01/26/2023	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	NA	NA	0.747	1684	2060.24319631979	4761.84893868	5825.75230274233	4.36466447175069	5.33982795851726	1416.6	1179.63112633364	2245.368180158	3111.6295946652	2.05808265825665	2.85208945432191	1139.64863926396	1637.17176340511	2104.74297537047	4522.19388943101	1.92918696184277	4.14499898206325
K01-0225	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	active	01/18/2023 06:30 AM	01/19/2023 06:30 AM	01/26/2023	24-hr flow-weighted composite	Parkersburg	26101	NA	-81.55739	39.28171	48050	Wood	15.5	NA	NA	6.626	2681	2388	67245.18157546	59896.11846408	1.39948348752258	1.24653732495484	9914.44008534698	17746.6340560554	315041.798992387	639418.485653165	6.5565410820476	13.3073566212938	1971.4	1432.83320741579	60096.167540514	60514.5699652591	1.25070067722194	1.2594083239388
A04-0305	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	01/23/2023 08:00 AM	01/24/2023 08:00 AM	01/26/2023	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	NA	NA	0.872	2326	95	7677.84111152	313.5833644	3.83892055576	0.1567916822	7387.0320325017	15845.2010070072	30407.8122069769	68067.77818448	15.2039061034885	34.03388909224	1818.4	2043.55565167291	7493.459847076	9350.89041984455	3.746729923538	4.67544520992228
L01-0369	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	03/03/2023 09:00 AM	03/04/2023 09:00 AM	03/08/2023	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.446	770	324	1299.9855022	547.00688664	2.30493883368794	0.969870366382979	1665.41640217006	1580.20851826065	2593.23156267644	2509.89127369942	4.5979283026178	4.45016183280038	944.2	2024.20341738351	1428.784834532	3016.7838220744	2.53330644420567	5.34890748594752
H01-0431	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	12/11/2022 08:00 AM	12/12/2022 08:00 AM	12/19/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	NA	NA	1.7	14301.9155971706	2372	92035.6443451654	15264.287284	7.66963702876379	1.27202394033333	45835.3492207825	48192.0293947302	318276.681629491	360803.707050945	26.5230568024575	30.0669755875788	1440	1627.03562163242	9632.2785778	10142.8103363551	0.802689881483333	0.845234194696257
M03-0151	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	active	12/07/2022 11:00 AM	12/08/2022 11:00 AM	12/14/2022	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	NA	NA	0.604	1833.3703209646	1317	4191.79524139629	3011.17252188	3.84215879138066	2.76001147743355	2775.27818891555	4895.56547999005	2329.19277953368	4750.75824353286	2.13491547161657	4.35449884833443	1624.63900287002	942.022325229201	1222.94480230739	2042.21413046529	1.12093932383812	1.87187363012401
A01-0450	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	12/30/2022 12:00 AM	12/31/2022 12:00 AM	01/04/2023	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	NA	NA	10	1352	2119	51178.7432	80212.8379	1.05898740274789	1.65975910238371	1129.52693211958	1218.84822772015	37332.7765273411	39784.2565729147	0.772487512980904	0.82321338712371	1531.72693211958	1731.432814949	51031.1154025411	60188.427008528	1.05593269745367	1.24541522530475
