Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	flua	flub	flua.load	flub.load	flua.loadcap	flub.loadcap	flua.day5.mean	flua.day5.ci	flua.load.day5.mean	flua.load.day5.ci	flua.loadcap.day5.mean	flua.loadcap.day5.ci	flub.day5.mean	flub.day5.ci	flub.load.day5.mean	flub.load.day5.ci	flub.loadcap.day5.mean	flub.loadcap.day5.ci
L01-0317	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	01/05/2023 09:00 AM	01/06/2023 09:00 AM	01/11/2023	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.374	2675	977	3787.1134345	1383.18124318	6.7147401320922	2.4524490127305	4339.43239273281	8924.26704814501	3063.78841653301	2018.51751938071	5.43224896548407	3.57893177195161	1158.4	1992.98671825719	1111.163194744	2377.44867480103	1.97014750841135	4.21533452978906
E01-0229	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	active	01/30/2023 09:00 AM	01/31/2023 09:00 AM	02/06/2023	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	NA	NA	4.527	1077	499	18456.06550239	8551.13898393	0.5126684861775	0.2375316384425	1343.4	1077.18299467341	24833.524400742	32002.0366808117	0.689820122242833	0.888945463355879	1413.2	1637.06400714778	25851.362097346	46416.5487157839	0.718093391592944	1.28934857543844
O01-0251	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	active	01/13/2023 07:00 AM	01/14/2023 07:00 AM	01/18/2023	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	NA	NA	2.02	1616	35	12356.7895712	267.628487	2.03537960322846	0.0440830978422006	6848.42134035825	6347.59561633079	47180.9141326563	39648.9179749017	7.77152267050837	6.53087102205596	1268.2	1654.60324770068	8989.62195128	12450.6938044061	1.48074813890298	2.05084727465098
A04-0335	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	03/08/2023 08:00 AM	03/09/2023 08:00 AM	03/10/2023	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	NA	NA	0.567	2302.91760060936	347	4942.81530733436	744.77563209	2.47140765366718	0.372387816045	1065.78352012187	1530.81190690128	2485.90924191887	3330.27113398602	1.24295462095944	1.66513556699301	1348.6	1725.54903051535	3263.302783258	4146.60880540775	1.631651391629	2.07330440270387
N02-0231	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	01/08/2023 07:00 AM	01/09/2023 07:00 AM	01/17/2023	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	NA	NA	9.87	245	340	9153.6891915	12703.078878	0.345448305211714	0.479397648048909	1491.54325147569	1675.4302868371	68420.8420623514	84596.9611542136	2.58211344487703	3.19257910612928	1089.91515752673	2335.58971060657	51196.9528569599	118898.992777387	1.93210630451203	4.48709309296501
L01-0348	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	01/27/2023 09:00 AM	01/28/2023 09:00 AM	02/01/2023	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.34	2333	1393	3002.6629202	1792.8458842	5.32387042588653	3.17880475921986	1273.6	1640.79873470945	1718.850960766	2347.50843771896	3.04760808646454	4.1622490030478	1273.4	1246.73096478269	1552.233111288	1309.72067103684	2.75218636753192	2.32219977134191
L01-0295	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	12/12/2022 09:00 AM	12/13/2022 09:00 AM	12/14/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.296	28772.8508189321	898	32239.4430166742	1006.19226128	57.1621330082875	1.78402883205674	20062.6776404679	12676.0647249812	22725.5289052619	15947.4845549984	40.2934909667764	28.2756818351036	1344.8	1395.31762349843	1558.976440662	2018.19586362239	2.76414262528723	3.57836146032339
L01-0309	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	01/12/2023 09:00 AM	01/13/2023 09:00 AM	01/18/2023	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.424	880	1897	1412.4121792	3044.71125448	2.50427691347518	5.39842421007092	8231.86448894143	27801.3353340408	10116.5912124491	33271.2607581767	17.9372184617892	58.9915970889658	2076.30982117504	838.116768313086	2761.49189021428	1429.30455783205	4.89626221669199	2.53422793941852
A02-1090	higher ed dorm	upstream	Sewer Network	Residential	105612	MtValley-01	active	03/01/2023 09:00 AM	03/03/2023 09:00 AM	03/06/2023	48-hr time-weighted composite	Mountain Valley Apartments	26505	Captures all of Mountain Valley	-79.9657691	39.6727656	-1	Monongalia	-1	NA	NA	NA	2234	2260.51511708647	NA	NA	NA	NA	1770.6	1533.03361226644	NA	NA	NA	NA	3081.76711298674	5111.12325179883	NA	NA	NA	NA
A04-0234	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	12/19/2022 08:00 AM	12/20/2022 08:00 AM	12/28/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	NA	NA	0.595	1955	436	4403.28354725	982.0110622	2.201641773625	0.4910055311	45908.2070115805	48365.8068233017	123886.475608174	163411.015591598	61.9432378040872	81.7055077957988	682	1119.21185131281	1949.861662672	4191.4690899991	0.974930831336	2.09573454499955
R02-0201	not institution specific	wwtp	WWTP	WWTP	28695	ElkinsWWTP-01	active	01/17/2023 06:00 AM	01/18/2023 06:00 AM	01/26/2023	24-hr time-weighted composite	Elkins	26241		-79.86543	38.92026	13156	Randolph	4.99	NA	NA	7.9971	2506.85679260641	968	75888.3266761651	29303.588637048	5.76834346884806	2.22739348107692	1164.94652315378	2226.04419574122	20501.3102142452	57925.2923310346	1.55832397493502	4.4029562428576	1600.4	1384.23260973608	21674.7137722912	20260.5800814704	1.64751548892454	1.54002584991414
A02-0846	higher ed dorm	upstream	Sewer Network	Dormitory	105612	TowersBB-01	active	12/01/2022 09:00 AM	12/03/2022 09:00 AM	12/07/2022	48-hr time-weighted composite	WVU Brooke & Braxton Towers	26505	Captures Brooke and Braxton Towers. Taken from the University Ave. side of the bottom flow, which compiles both towers	-79.9663361	39.6495489	904	Monongalia	-1	NA	NA	NA	4127.6109823957	2063.75479465351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D01-0277	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	active	02/28/2023 07:00 AM	03/01/2023 07:00 AM	03/08/2023	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	NA	NA	1	594	1855	2248.53354	7021.93555	0.132266678823529	0.413055032352941	2233.10505953133	2870.8827350682	8954.03925904446	12167.5067933724	0.526708191708497	0.715735693727786	2210.6	933.126744253131	8758.1517006	4274.5884683472	0.515185394152941	0.251446380491012
R02-0195	not institution specific	wwtp	WWTP	WWTP	28695	ElkinsWWTP-01	active	01/18/2023 06:00 AM	01/19/2023 06:00 AM	01/26/2023	24-hr time-weighted composite	Elkins	26241		-79.86543	38.92026	13156	Randolph	4.99	NA	NA	4.6719	1536	1477	27164.247519744	26120.829157983	2.06478013984068	1.9854689235317	979.971358521282	1871.63300704501	22720.1521470486	57926.3334850536	1.72698024833145	4.40303538195908	1414.4	1109.37684403314	23755.2361291004	19463.2734820849	1.80565796055795	1.47942182138073
A01-0506	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	03/05/2023 12:00 AM	03/06/2023 12:00 AM	03/08/2023	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	NA	NA	11.9	2319.6065844968	2319.6065844968	104489.877336138	104489.877336138	2.16209810743541	2.16209810743541	3267.81490168721	2521.40488692505	169026.096113679	164638.155906285	3.497477572291	3.40668258372549	967.92131689936	1461.99737737048	47330.3578742277	64692.2522665771	0.979356850567532	1.33860810020231
A04-0243	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	01/05/2023 08:00 AM	01/06/2023 08:00 AM	01/09/2023	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	NA	NA	0.921	37717.1672880651	2267	131495.721788225	7903.58403687	65.7478608941126	3.951792018435	10412.7592110552	28782.9582267208	39172.2545383764	99691.5573049671	19.5861272691882	49.8457786524835	1029.29328085259	1920.16723541911	4886.61373164059	10821.040789731	2.44330686582029	5.41052039486552
A01-0475	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	01/28/2023 12:00 AM	01/29/2023 12:00 AM	01/30/2023	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	NA	NA	11.7	2004.93592070415	247	88797.2024580345	10939.456359	1.83738624520019	0.226358557337361	2868.16265474856	4787.99914923013	136462.073969787	254346.496498568	2.82366483135629	5.26292204309238	905.2	1882.16583430911	39607.9561612	74908.8713785694	0.81956538986095	1.55000975373633
L01-0324	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	12/29/2022 09:00 AM	12/30/2022 09:00 AM	01/04/2023	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.287	2119	359	2302.10844773	390.02214853	4.08175256689716	0.69152863214539	1334.8	1302.7464602311	1267.588449256	1435.52733972494	2.2474972504539	2.54526124064706	1574.4	1741.87646193136	1533.0531959	1954.16491905256	2.71817942535461	3.46483141675986
M04-0136	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	active	11/16/2022 12:00 AM	11/17/2022 12:00 AM	12/14/2022	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	NA	NA	0.118	2053.74315613881	2003	917.362665920171	894.69679514	0.840845706617938	0.820070389679193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A01-0460	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	01/10/2023 12:00 AM	01/11/2023 12:00 AM	01/17/2023	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	NA	NA	9.6	11724.8801887035	143	426081.395665153	5196.610848	8.81645000134814	0.107527951663632	8926.83162912725	5470.46661930058	359736.559641146	256590.124701455	7.44364673980189	5.30934705970565	1061.2	2231.24428673679	41511.7902666	86202.9357156196	0.858959407933289	1.78370583751903
R01-0197	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	active	01/10/2023 09:00 AM	01/11/2023 09:00 AM	01/18/2023	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	NA	NA	0.207	7391.15112461148	106	5791.55723737342	83.05946622	2.75657174553709	0.0395333013898144	2750.92971188127	5612.80772051299	2125.21038017335	4407.34737634341	1.01152326519436	2.09773792305731	1262.4	1980.63228119042	942.12041162	1441.95787243858	0.448415236373156	0.686319786976955
A02-1114	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	active	03/09/2023 09:00 AM	03/10/2023 09:00 AM	03/10/2023	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	NA	NA	NA	1392	1650	NA	NA	NA	NA	1097	1411.64376113069	NA	NA	NA	NA	2506.92292431891	3053.89458035896	NA	NA	NA	NA
A02-0939	higher ed dorm	upstream	Sewer Network	Dormitory	105612	Seneca-01	active	12/07/2022 09:00 AM	12/09/2022 09:00 AM	12/09/2022	48-hr time-weighted composite	WVU Seneca Hall	26505	Captures Seneca Hall and associated dining	-79.95614	39.6392	474	Monongalia	-1	NA	NA	NA	23788.3134931326	419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B01-0349	not institution specific	wwtp	WWTP	WWTP	183279	CharlestonWWTP-01	active	12/22/2022 07:00 AM	12/23/2022 07:00 AM	12/28/2022	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	NA	NA	9.09	2312	2073	79554.4793928	71330.6383137	1.591089587856	1.426612766274	1437.38634286448	1559.99161900856	40963.6969674845	52249.8760954393	0.819273939349691	1.04499752190879	1849.38634286448	1456.09485287519	51989.0215669245	44970.4102911379	1.03978043133849	0.899408205822758
E02-0241	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	active	01/16/2023 08:00 AM	01/17/2023 08:00 AM	01/25/2023	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	NA	NA	0.135	1629	2382	832.46844015	1217.2742937	0.348167478105395	0.509106772772898	1630.57315365225	1656.54252273675	1029.39797755668	981.219311827945	0.430530312654405	0.410380306076096	2591.21135176122	5591.557997958	1597.63765170727	3325.06457713018	0.668188060103418	1.39065854334177
R01-0152	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	active	03/01/2023 09:00 AM	03/02/2023 09:00 AM	03/08/2023	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	NA	NA	0.211	480	675	383.3863248	539.13701925	0.182478022275107	0.256609718824369	465.4	369.566954406002	334.28198628	218.499099727662	0.159106133403141	0.103997667647626	1324.54674809277	1794.41606423276	959.088758257715	1364.88807159177	0.456491555572449	0.64963734963911
M04-0163	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	active	12/15/2022 12:00 AM	12/16/2022 12:00 AM	01/04/2023	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	NA	NA	0.347	2832	782	3719.93754864	1027.18614514	6.09825827645902	1.68391171334426	1748.6548114717	1825.24473615387	1674.8641596455	2944.76733991415	2.74567895023853	4.82748744248222	1406.4	1548.84833575675	1226.491009968	2336.35735791298	2.01064099994754	3.83009402936554
D01-0250	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	active	02/22/2023 07:00 AM	02/23/2023 07:00 AM	03/01/2023	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	NA	NA	1.1	1834	2796	7636.686134	11642.406996	0.449216831411765	0.684847470352941	1952.06017105579	3287.66497261035	9035.65183858655	15799.9851925442	0.531508931681562	0.929410893679069	1581.2	1844.48141519148	6752.96702786	7492.58958769116	0.39723335458	0.440740563981833
L01-0320	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	01/01/2023 09:00 AM	01/02/2023 09:00 AM	01/04/2023	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.345	2665	2482	3480.40058925	3241.4087289	6.17092303058511	5.74717859734042	1623.4	1873.79818122712	1934.81011543	2270.1768092104	3.43051438906028	4.02513618654326	2134.41879037023	3394.94001461202	2695.73452797021	4653.68774104918	4.77967114888335	8.25121939902336
C01-0149	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	12/15/2022 07:00 AM	12/16/2022 07:00 AM	12/21/2022	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	NA	NA	12.07	286	845	13067.3110282	38607.9644015	0.261346220564	0.77215928803	5937.1510974288	18100.4063752429	141088.11017395	433987.281625028	2.82176220347899	8.67974563250055	2187.40723569244	2899.10605203702	52757.0057517477	56812.5694162833	1.05514011503495	1.13625138832567
L01-0372	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	02/28/2023 09:00 AM	03/01/2023 09:00 AM	03/08/2023	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.465	2605.08201085031	2152	4585.50612503219	3787.9840788	8.13033000892231	6.71628382765957	1788.81640217006	1175.35807341375	2523.54746415044	2337.33160314609	4.47437493643694	4.14420497011717	1539.46434339285	1461.34272951961	2165.20121602352	2340.93145233218	3.83900924826865	4.15058768144004
J01-0217	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	active	01/25/2023 07:30 AM	01/26/2023 07:30 AM	02/01/2023	24-hr time-weighted composite	Alpine Lake	26764		-79.50179	39.45709	700	Preston	0.15	NA	NA	0.213	2459	2192.81744677573	1982.67283947	1768.05188842545	2.83238977067143	2.52578841203636	1778.67976879627	1210.69427209145	1817.33459862407	1624.9847738105	2.59619228374867	2.32140681972929	1862.44612222314	1482.42188222414	1959.89077895851	1876.81755119461	2.79984396994073	2.68116793027801
G01-0305	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	active	02/26/2023 09:00 AM	02/27/2023 09:00 AM	03/02/2023	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	NA	NA	1.058	747	2812	2991.70794366	11261.95814936	0.366271785462782	1.3787901749951	1255.78895668462	1541.83748331894	6124.44702516156	8954.92638168739	0.749809870857194	1.09634260304694	1276.4	2081.0151708195	5328.33933059	7829.66721586493	0.652343208936092	0.958578258553493
A02-0955	higher ed dorm	upstream	Sewer Network	Residential	105612	MtValley-01	active	01/16/2023 09:00 AM	01/18/2023 09:00 AM	01/18/2023	48-hr time-weighted composite	Mountain Valley Apartments	26505	Captures all of Mountain Valley	-79.9657691	39.6727656	-1	Monongalia	-1	NA	NA	NA	2558	2422	NA	NA	NA	NA	42133.2628568471	161996.799123035	NA	NA	NA	NA	1714.2	1588.621204596	NA	NA	NA	NA
J01-0212	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	active	01/17/2023 07:30 AM	01/18/2023 07:30 AM	01/26/2023	24-hr time-weighted composite	Alpine Lake	26764		-79.50179	39.45709	700	Preston	0.15	NA	NA	0.363	1039	545	1427.69387937	748.88658735	2.03956268481429	1.06983798192857	962	1776.84006229954	711.685092034	1227.04833008298	1.01669298862	1.75292618583283	1427.47238026261	2093.53787907402	961.485710678521	1219.6485568226	1.37355101525503	1.74235508117515
M03-0183	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	active	01/02/2023 11:00 AM	01/03/2023 11:00 AM	01/11/2023	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	NA	NA	0.171	75	2529	48.54788325	1637.03462319	0.0444985181026581	1.50049003042163	1338.2	2246.18714650359	946.528900106	1599.4738705419	0.867579193497708	1.46606220947928	2539	160.065659763486	1762.940388118	193.509810027048	1.61589403127223	0.177369211757148
D01-0209	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	active	01/23/2023 07:35 AM	01/24/2023 07:35 AM	01/30/2023	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	NA	NA	1.22	1018	311	4701.3278036	1436.2602622	0.276548694329412	0.0844858977764706	5104.95835727453	7893.61406549228	23337.9427279754	35951.1225305782	1.37282016046914	2.11477191356343	1214.8	2653.36421698061	5545.55751262	12093.8485147695	0.326209265448235	0.711402853809971
A02-1086	higher ed dorm	upstream	Sewer Network	Residential	105612	MtValley-01	active	02/27/2023 09:00 AM	03/01/2023 09:00 AM	03/02/2023	48-hr time-weighted composite	Mountain Valley Apartments	26505	Captures all of Mountain Valley	-79.9657691	39.6727656	-1	Monongalia	-1	NA	NA	NA	2135	1516	NA	NA	NA	NA	1373	1862.45452152256	NA	NA	NA	NA	2648.26408956945	5685.84766786199	NA	NA	NA	NA
A01-0464	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	01/15/2023 12:00 AM	01/16/2023 12:00 AM	01/18/2023	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	NA	NA	12.9	2444.7649391368	283	119382.245662526	13819.396287	2.47025007578476	0.285950096983115	6257.27940001935	11533.249836639	299486.283588129	589647.183515282	6.19695173787719	12.2009432112912	946.6	1519.32256707662	49791.1633104	86670.8901987882	1.03027568511836	1.79338872286849
