Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	flua	flub	flua.load	flub.load	flua.loadcap	flub.loadcap	flua.day5.mean	flua.day5.ci	flua.load.day5.mean	flua.load.day5.ci	flua.loadcap.day5.mean	flua.loadcap.day5.ci	flub.day5.mean	flub.day5.ci	flub.load.day5.mean	flub.load.day5.ci	flub.loadcap.day5.mean	flub.loadcap.day5.ci
R02-0204	not institution specific	wwtp	WWTP	WWTP	28695	ElkinsWWTP-01	active	01/29/2023 06:00 AM	01/30/2023 06:00 AM	02/06/2023	24-hr time-weighted composite	Elkins	26241		-79.86543	38.92026	13156	Randolph	4.99	NA	NA	3.4342	1354	2308	17601.803699788	30003.665390776	1.33792974306689	2.28060697710368	2149.00141018629	868.343157153023	34914.5196702412	28879.8944053303	2.65388565447257	2.1951880818889	1682	1583.87182454298	29087.6708190612	42622.0028738001	2.210981363565	3.23973874078748
N02-0214	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	12/15/2022 07:00 AM	12/16/2022 07:00 AM	12/21/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	NA	NA	16.53	1426	2640	89228.8517298	165192.264072	3.36738062230357	6.23414084353536	4798.334697479	7394.25503334084	175591.776400251	232300.642442264	6.62660489094464	8.76672361847174	1388.4	1823.6962276806	63090.245907916	113804.704421767	2.38094369038856	4.29484128695625
K01-0186	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	active	12/26/2022 06:30 AM	12/27/2022 06:30 AM	01/06/2023	24-hr flow-weighted composite	Parkersburg	26101	NA	-81.55739	39.28171	48050	Wood	15.5	NA	NA	5.439	3199.73787758499	972	65878.907170229	20012.35733028	1.37104905661247	0.416490267019355	1735.147575517	2183.42066770653	33545.8933209338	44770.1719431871	0.698145542579267	0.931741351575175	1200.2	1530.02129629661	22510.552287256	27659.6504522412	0.468481837403871	0.575643089536757
D01-0232	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	active	02/08/2023 07:00 AM	02/09/2023 07:00 AM	02/15/2023	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	NA	NA	1.3	9111.38679832219	296	44837.4351103078	1456.625768	2.63749618295929	0.0856838687058824	10437.5185780227	6672.37602315236	45323.4278956251	24652.5269266613	2.6660839938603	1.45014864274478	2030.17678225338	3206.71037990152	8525.53999920075	13051.1765751545	0.501502352894162	0.767716269126733
B01-0329	not institution specific	wwtp	WWTP	WWTP	183279	CharlestonWWTP-01	active	12/21/2022 07:00 AM	12/22/2022 07:00 AM	12/28/2022	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	NA	NA	6.08	2219	829	51070.9347232	19079.6777312	1.021418694464	0.381593554624	2202.16436290518	2407.27591786501	62041.4131925184	82404.5105302351	1.24082826385037	1.6480902106047	2049.76436290518	2382.9375152553	59584.9493524644	84318.7774466651	1.19169898704929	1.6863755489333
L01-0306	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	01/11/2023 09:00 AM	01/12/2023 09:00 AM	01/18/2023	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.369	2619.54910587519	2619.54910587519	3659.0288635414	3659.0288635414	6.48763982897411	6.48763982897411	9004.92628910393	26936.5381166721	10924.9839417333	32343.445022811	19.3705389037825	57.3465337283883	1797.50982117504	1529.30929659223	2227.36523964028	2048.38478701896	3.94922914829837	3.63188792024639
A02-1049	higher ed dorm	upstream	Sewer Network	Dormitory	105612	Seneca-01	active	02/13/2023 09:00 AM	02/15/2023 09:00 AM	02/15/2023	48-hr time-weighted composite	WVU Seneca Hall	26505	Captures Seneca Hall and associated dining	-79.95614	39.6392	474	Monongalia	-1	NA	NA	NA	988	1597	NA	NA	NA	NA	1559.8	2011.48898046187	NA	NA	NA	NA	1942	1211.25071427882	NA	NA	NA	NA
G01-0300	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	active	12/10/2022 09:00 AM	12/11/2022 09:00 AM	12/19/2022	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	NA	NA	0.745	82055.2629232407	530	231406.545552587	1494.6691385	28.3308699256351	0.182990834782076	59993.7576055526	30909.4136895802	176500.782800689	81472.2394392645	21.6088127816711	9.9745640841411	1841.6	1504.28207657648	5493.990386354	4557.40441026401	0.672623700582027	0.557958424371206
H01-0452	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	01/01/2023 08:00 AM	01/02/2023 08:00 AM	01/06/2023	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	NA	NA	1.6	1758	729	10647.601248	4415.302224	0.887300104	0.367941852	1382.2	1379.35987524621	8233.9481238	7846.17274754957	0.68616234365	0.653847728962464	1052.8	1244.37281300621	6503.4857964	8700.83669762861	0.5419571497	0.725069724802385
B01-0288	not institution specific	wwtp	WWTP	WWTP	183279	CharlestonWWTP-01	active	11/28/2022 07:00 AM	11/29/2022 07:00 AM	12/14/2022	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	NA	NA	5.11	63227.7066260577	676	1223041.67192005	13076.1688876	24.4608334384011	0.261523377752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
