Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	flua	flub	flua.load	flub.load	flua.loadcap	flub.loadcap	flua.day5.mean	flua.day5.ci	flua.load.day5.mean	flua.load.day5.ci	flua.loadcap.day5.mean	flua.loadcap.day5.ci	flub.day5.mean	flub.day5.ci	flub.load.day5.mean	flub.load.day5.ci	flub.loadcap.day5.mean	flub.loadcap.day5.ci
R02-0219	not institution specific	wwtp	WWTP	WWTP	28695	ElkinsWWTP-01	active	12/09/2022 06:00 AM	12/10/2022 06:00 AM	12/14/2022	24-hr time-weighted composite	Elkins	26241		-79.86543	38.92026	13156	Randolph	4.99	NA	NA	2.9421	4288.52579556407	1076	47761.5466291581	11983.470922836	3.63040032146231	0.910874956129219	4560.75629957616	3975.56955419587	73412.9527201888	129951.081854417	5.5801879537997	9.87770461039956	1596.8	1652.8949404087	26887.991704813	48432.0579253669	2.04378167412686	3.68136651910663
N02-0202	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	12/12/2022 07:00 AM	12/13/2022 07:00 AM	12/19/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	NA	NA	9.207	2268	536	79044.94806516	18680.81665032	2.98305336497698	0.704989684139181	7880.96576311288	9526.27726206616	285394.947765677	325646.939411972	10.7704335333111	12.2894912601695	1580.8	1431.71899076159	57170.988177604	48285.3642306421	2.15755861489939	1.82222674279727
H01-0436	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	12/16/2022 08:00 AM	12/17/2022 08:00 AM	12/28/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	NA	NA	2.5	291	2093	2753.885775	19807.157825	0.22949048125	1.65059648541667	33041.7620118618	57603.5939170032	215638.141911356	387509.120382465	17.9698451592796	32.2924266985387	1961.8	1087.56997350851	17167.4400156	18472.1751907718	1.4306200013	1.53934793256431
L01-0281	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	12/11/2022 09:00 AM	12/12/2022 09:00 AM	12/14/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.271	16658.9216329157	702	17089.4899539214	720.14396922	30.3005141026976	1.27685100925532	24225.7954739034	27604.9398553042	29342.4356338313	39122.0743150968	52.0255950954455	69.3653799913063	1857.6	1344.80221951922	2168.773437136	1670.49410852268	3.84534297364539	2.96186898674234
L01-0300	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	12/18/2022 09:00 AM	12/19/2022 09:00 AM	12/28/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.282	2818	2599	3008.17447716	2774.39512638	5.33364269	4.919140295	1642.8	1561.09326427999	2189.50007105	1595.26727719009	3.88209232455674	2.82848808012427	1773.2	1923.75611006232	2378.535118548	2380.68955486763	4.21726084848936	4.22108077104189
A02-0991	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	active	01/28/2023 09:00 AM	01/30/2023 09:00 AM	01/30/2023	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	NA	NA	NA	1417	2679	NA	NA	NA	NA	7403.81084541678	17311.1174505968	NA	NA	NA	NA	1732.2	1416.17567191301	NA	NA	NA	NA
C01-0325	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	12/11/2022 07:00 AM	12/12/2022 07:00 AM	12/13/2022	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	NA	NA	6.327	23444.755487144	1866	561508.671092567	44691.23940462	11.2301734218513	0.8938247880924	32187.8827996552	26249.6010838634	771609.110974415	456683.604888632	15.4321822194883	9.13367209777264	1728.8	1648.95839743078	44265.735093996	44475.1896348041	0.88531470187992	0.889503792696083
L01-0318	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	01/07/2023 09:00 AM	01/08/2023 09:00 AM	01/11/2023	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.315	2296.30900081247	2503	2738.12838225114	2984.58758745	4.85483755718288	5.29182196356383	4916.66599421502	8560.11017562281	3800.50382400633	3182.8051311105	6.73848195745803	5.64327150906117	1478.8	2055.67786436016	1911.561641374	2753.01242370792	3.38929369037943	4.88122770160979
R02-0214	not institution specific	wwtp	WWTP	WWTP	28695	ElkinsWWTP-01	active	12/13/2022 06:00 AM	12/14/2022 06:00 AM	12/28/2022	24-hr time-weighted composite	Elkins	26241		-79.86543	38.92026	13156	Randolph	4.99	NA	NA	2.0239	2291	1257	17552.018366009	9630.243162843	1.33414551277052	0.732003888936075	7640.98744202853	14958.7395621455	94249.2295800384	155600.68944502	7.16397306020359	11.8273555370188	1835.2	1301.45195763349	27978.4357607548	46711.1074347904	2.1266673579169	3.55055544502816
D01-0216	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	active	11/29/2022 07:25 AM	11/30/2022 07:30 AM	12/07/2022	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	NA	NA	1.18	26476.8080413341	2775	118266.177234741	12395.325045	6.95683395498476	0.729136767352941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
