result_id	sample_id	assay_id	target	target_category	target_genetic_locus	responsible_lab_name	responsible_lab_abbrev	assay_target_copies_per_ul_reaction	assay_reaction_ul	extraction_output_ul	concentration_output_ml	assay_input_ul	extraction_input_ul	concentration_input_ml	target_copies_per_literww	target_result_validated
N03-0095.a2	N03-0095	N03-0095.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.387168885	20	75	0.475	5	400	10	191917.891528125	1
A02-0165.a3	A02-0165	A02-0165.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.070182242	20	50	0.425	5	400	10	1491.3726425	1
A02-0127.a1	A02-0127	A02-0127.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.534783662	20	50	0.425	5	400	10	11364.1528175	1
N03-0119.a2.a3	N03-0119	N03-0119.a2.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.24945043	20	75	0.475	5	400	10	8886.67156875	1
C01-0135.a2	C01-0135	C01-0135.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.184154436	20	75	0.475	5	400	10	6560.5017825	1
B01-0053.a2	B01-0053	B01-0053.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.290394068	20	50	0.425	5	400	10	27420.873945	1
A02-0252.a3	A02-0252	A02-0252.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.158950299	20	75	0.475	5	400	10	5662.604401875	1
M04-0032.a1	M04-0032	M04-0032.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0492.a3	A02-0492	A02-0492.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.14270629	20	75	0.475	5	400	10	5083.91158125	1
A01-0209.a1	A01-0209	A01-0209.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.146063775	20	75	0.475	5	400	10	5203.521984375	1
D01-0090.a2	D01-0090	D01-0090.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.604771376	20	75	0.475	5	400	10	92794.98027	1
G01-0180.a2	G01-0180	G01-0180.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	6.598561285	20	75	0.475	5	400	10	235073.745778125	1
E01-0102.a2	E01-0102	E01-0102.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.497301698	20	75	0.475	5	400	10	53341.37299125	1
A01-0001.a2	A01-0001	A01-0001.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.483373463	20	50	0.425	5	400	10	10271.68608875	1
A02-0241.a1	A02-0241	A02-0241.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.193862915	20	75	0.475	5	400	10	185031.366346875	1
H01-0117.a1	H01-0117	H01-0117.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	12.43371868	20	75	0.475	5	400	10	442951.227975	1
A02-0049.a2	A02-0049	A02-0049.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.574112237	20	50	0.425	5	400	10	12199.88503625	1
N03-0082.a1	N03-0082	N03-0082.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.860391438	20	75	0.475	5	400	10	30651.44497875	1
D01-0073.a1	D01-0073	D01-0073.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.618301392	20	75	0.475	5	400	10	93276.98709	1
G01-0059.a3	G01-0059	G01-0059.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.079790473	20	50	0.425	5	400	10	1695.54755125	1
E02-0016.a3	E02-0016	E02-0016.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.7727229	20	75	0.475	5	400	10	27528.2533125	1
E02-0080.a1	E02-0080	E02-0080.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.536330581	20	75	0.475	5	400	10	54731.776948125	1
A04-0044.a3	A04-0044	A04-0044.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.603232324	20	75	0.475	5	400	10	21490.1515425	1
K01-0030.a1	K01-0030	K01-0030.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	19.85428429	20	75	0.475	5	400	10	707308.87783125	1
A03-0257.a2	A03-0257	A03-0257.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
G02-0002.a1	G02-0002	G02-0002.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
M03-0030.a2	M03-0030	M03-0030.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.080012962	20	75	0.475	5	400	10	2850.46177125	1
K01-0048.a3	K01-0048	K01-0048.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.10265439	20	75	0.475	5	400	10	3657.06264375	1
P01-0045.a2	P01-0045	P01-0045.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.277131766	20	75	0.475	5	400	10	9872.81916375	1
J01-0066.a2	J01-0066	J01-0066.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.286517769	20	75	0.475	5	400	10	10207.195520625	1
A03-0106.a2	A03-0106	A03-0106.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.87038517	20	75	0.475	5	400	10	31007.47168125	1
A01-0017.a2	A01-0017	A01-0017.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	9.498597145	20	50	0.425	5	400	10	201845.18933125	1
A01-0118.a3	A01-0118	A01-0118.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.955228985	20	75	0.475	5	400	10	34030.032590625	1
A02-0134.a2	A02-0134	A02-0134.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
A02-0378.a3	A02-0378	A02-0378.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.933418811	20	75	0.475	5	400	10	33253.045141875	1
M03-0029.a2	M03-0029	M03-0029.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
K01-0029.a1	K01-0029	K01-0029.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	14.10150337	20	75	0.475	5	400	10	502366.05755625	1
H01-0101.a1	H01-0101	H01-0101.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	6.37393284	20	75	0.475	5	400	10	227071.357425	1
O01-0012.a2	O01-0012	O01-0012.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
R02-0003.a1	R02-0003	R02-0003.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.465322376	20	75	0.475	5	400	10	52202.109645	1
C01-0012.a3	C01-0012	C01-0012.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.911389947	20	50	0.425	5	400	10	19367.03637375	1
C01-0203.a3	C01-0203	C01-0203.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0074.a2	A02-0074	A02-0074.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.217418432	20	50	0.425	5	400	10	47120.14168	1
A01-0152.a1	A01-0152	A01-0152.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	9.948156355	20	75	0.475	5	400	10	354403.070146875	1
A04-0104.a2	A04-0104	A04-0104.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	16.54463959	20	75	0.475	5	400	10	589402.78539375	1
A01-0227.a3	A01-0227	A01-0227.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.303775162	20	75	0.475	5	400	10	10821.99014625	1
A01-0265.a1	A01-0265	A01-0265.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	10.01362229	20	75	0.475	5	400	10	356735.29408125	1
R01-0035.a2	R01-0035	R01-0035.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.87252152	20	75	0.475	5	400	10	31083.57915	1
E01-0051.a1	E01-0051	E01-0051.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	32.81206131	20	50	0.475	5	400	10	779286.4561125	1
A02-0521.a1	A02-0521	A02-0521.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.058332078	20	75	0.475	5	400	10	2078.08027875	1
O01-0084.a3	O01-0084	O01-0084.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A04-0079.a3	A04-0079	A04-0079.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.136291772	20	75	0.475	5	400	10	4855.3943775	1
C01-0084.a2	C01-0084	C01-0084.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
D01-0076.a2	D01-0076	D01-0076.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.346569538	20	75	0.475	5	400	10	119221.53979125	1
A02-0337.a2	A02-0337	A02-0337.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	30.01714134	20	75	0.475	5	400	10	1069360.6602375	1
A02-0109.a3	A02-0109	A02-0109.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	6.004411695	20	50	0.425	5	400	10	127593.74851875	1
B01-0119.a2	B01-0119	B01-0119.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.151013494	20	75	0.475	5	400	10	5379.85572375	1
K01-0011.a3	K01-0011	K01-0011.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0141.a3	A01-0141	A01-0141.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.46624285	20	75	0.475	5	400	10	16609.90153125	1
C01-0058.a1	C01-0058	C01-0058.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.852200985	20	75	0.475	5	400	10	208484.660090625	1
P01-0089.a2	P01-0089	P01-0089.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.97600919	20	75	0.475	5	400	10	34770.32739375	1
N03-0119.a2.a2	N03-0119	N03-0119.a2.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.49895376	20	75	0.475	5	400	10	17775.2277	1
G01-0113.a3	G01-0113	G01-0113.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.13167727	20	75	0.475	5	400	10	4691.00274375	1
B01-0056.a1	B01-0056	B01-0056.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.221051052	20	50	0.425	5	400	10	4697.334855	1
N02-0054.a3	N02-0054	N02-0054.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A03-0258.a2	A03-0258	A03-0258.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.058385134	20	75	0.475	5	400	10	108954.97039875	1
G01-0159.a2	G01-0159	G01-0159.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.541809559	20	75	0.475	5	400	10	54926.965539375	1
E02-0116.a2	E02-0116	E02-0116.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.480846286	20	75	0.475	5	400	10	17130.14893875	1
A02-0149.a3	A02-0149	A02-0149.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.756887198	20	50	0.425	5	400	10	58583.8529575	1
S01-0033.a2	S01-0033	S01-0033.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
H01-0118.a1	H01-0118	H01-0118.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.028173805	20	75	0.475	5	400	10	36628.691803125	1
J01-0083.a1	J01-0083	J01-0083.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	13.50370217	20	75	0.475	5	400	10	481069.38980625	1
A01-0101.a3	A01-0101	A01-0101.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.107582696	20	50	0.425	5	400	10	2286.13229	1
A03-0284.a1	A03-0284	A03-0284.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
J01-0031.a2	J01-0031	J01-0031.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
E01-0002.a3	E01-0002	E01-0002.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
G01-0080.a3	G01-0080	G01-0080.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.256997556	20	75	0.475	5	400	10	9155.5379325	1
A01-0274.a1	A01-0274	A01-0274.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	8.10916519	20	75	0.475	5	400	10	288889.00989375	1
G01-0016.a1	G01-0016	G01-0016.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	26.38744545	20	75	0.475	5	400	10	940052.74415625	1
E02-0059.a1	E02-0059	E02-0059.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
C01-0035.a3	C01-0035	C01-0035.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.068377584	20	50	0.425	5	400	10	1453.02366	1
B01-0153.a3	B01-0153	B01-0153.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.077011794	20	75	0.475	5	400	10	2743.54516125	1
A04-0020.a2	A04-0020	A04-0020.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.253314495	20	75	0.475	5	400	10	44649.328884375	1
A02-0128.a1	A02-0128	A02-0128.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.888170481	20	50	0.425	5	400	10	18873.62272125	1
O01-0035.a2	O01-0035	O01-0035.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.183565393	20	75	0.475	5	400	10	6539.517125625	1
A02-0065.a2	A02-0065	A02-0065.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.511370003	20	50	0.425	5	400	10	10866.61256375	1
A03-0146.a2	A03-0146	A03-0146.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.136315465	20	75	0.475	5	400	10	4856.238440625	1
A02-0427.a2	A02-0427	A02-0427.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
R01-0012.a2	R01-0012	R01-0012.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A0020.a3	A0020	A0020.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	3.6	5	200	100	0	1
M03-0070.a3	M03-0070	M03-0070.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
K01-0107.a2	K01-0107	K01-0107.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.99433851	20	75	0.475	5	400	10	213548.30941875	1
K01-0008.a3	K01-0008	K01-0008.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.098280817	20	75	0.475	5	400	10	3501.254105625	1
N03-0062.a1	N03-0062	N03-0062.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
P01-0005.a2	P01-0005	P01-0005.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	28.32652283	20	75	0.475	5	400	10	1009132.37581875	1
E02-0060.a1	E02-0060	E02-0060.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
H01-0152.a3	H01-0152	H01-0152.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.06446591	20	75	0.475	5	400	10	2296.59804375	1
H01-0227.a1	H01-0227	H01-0227.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	7.785337925	20	75	0.475	5	400	10	277352.663578125	1
H01-0265.a3	H01-0265	H01-0265.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0185.a3	A02-0185	A02-0185.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
A0220.a3	A0220	A0220.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	4	5	200	100	0	1
D01-0081.a3	D01-0081	D01-0081.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
G01-0191.a3	G01-0191	G01-0191.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
E01-0023.a2	E01-0023	E01-0023.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.380476266	20	75	0.475	5	400	10	13554.46697625	1
G01-0160.a2	G01-0160	G01-0160.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.956246972	20	75	0.475	5	400	10	34066.2983775	1
N02-0025.a2	N02-0025	N02-0025.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.305378467	20	75	0.475	5	400	10	10879.107886875	1
N03-0114.a1	N03-0114	N03-0114.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.130198166	20	75	0.475	5	400	10	4638.30966375	1
A03-0197.a1	A03-0197	A03-0197.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.76968962	20	75	0.475	5	400	10	27420.1927125	1
H01-0141.a1	H01-0141	H01-0141.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.336711675	20	75	0.475	5	400	10	11995.353421875	1
A02-0217.a1	A02-0217	A02-0217.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.218167931	20	75	0.475	5	400	10	7772.232541875	1
C01-0175.a3	C01-0175	C01-0175.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.209815517	20	75	0.475	5	400	10	7474.677793125	1
A1083.a4	A1083	A1083.a4	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.8845	20	50	0.95	5	400	10	184513.75	1
K01-0093.a3	K01-0093	K01-0093.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.135452256	20	75	0.475	5	400	10	4825.48662	1
A0227.a2	A0227	A0227.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	4	5	200	100	0	1
G01-0013.a2	G01-0013	G01-0013.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.85616827	20	75	0.475	5	400	10	101750.99461875	1
A02-0434.a1	A02-0434	A02-0434.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
C01-0057.a1	C01-0057	C01-0057.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.634365559	20	75	0.475	5	400	10	58224.273039375	1
H01-0234.a2	H01-0234	H01-0234.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	6.209073545	20	75	0.475	5	400	10	221198.245040625	1
A01-0041.a2	A01-0041	A01-0041.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.780160189	20	50	0.425	5	400	10	59078.40401625	1
A01-0249.a1	A01-0249	A01-0249.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
K01-0111.a2	K01-0111	K01-0111.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	7.12215948	20	75	0.475	5	400	10	253726.931475	1
Q01-0025.a2	Q01-0025	Q01-0025.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.702922821	20	75	0.475	5	400	10	131916.625498125	1
S01-0036.a1	S01-0036	S01-0036.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.079301037	20	75	0.475	5	400	10	2825.099443125	1
A02-0338.a2	A02-0338	A02-0338.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.490400434	20	75	0.475	5	400	10	17470.51546125	1
A02-0009.a2	A02-0009	A02-0009.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.338785887	20	50	0.425	5	400	10	49699.20009875	1
E02-0113.a1	E02-0113	E02-0113.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
C01-0184.a3	C01-0184	C01-0184.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.199103698	20	75	0.475	5	400	10	7093.06924125	1
J01-0086.a2	J01-0086	J01-0086.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.27254808	20	75	0.475	5	400	10	45334.52535	1
A0027.a2	A0027	A0027.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	3.8	5	200	100	0	1
A02-0201.a1	A02-0201	A02-0201.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.098659948	20	50	0.425	5	400	10	2096.523895	1
P01-0050.a2	P01-0050	P01-0050.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.111058474	20	75	0.475	5	400	10	110831.45813625	1
B6.a3	B6	B6.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0228.a3	A01-0228	A01-0228.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.344081104	20	75	0.475	5	400	10	12257.88933	1
A04-0004.a3	A04-0004	A04-0004.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.376364827	20	75	0.475	5	400	10	49032.996961875	1
A02-0174.a3	A02-0174	A02-0174.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.628934503	20	50	0.425	5	400	10	34614.85818875	1
C01-0112.a2	C01-0112	C01-0112.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	12.16977024	20	75	0.475	5	400	10	433548.0648	1
A01-0292.a2	A01-0292	A01-0292.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	20.94192696	20	75	0.475	5	400	10	746056.14795	1
M03-0096.a3	M03-0096	M03-0096.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.057941373	20	75	0.475	5	400	10	2064.161413125	1
M04-0015.a1	M04-0015	M04-0015.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
Q01-0054.a3	Q01-0054	Q01-0054.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.288782388	20	75	0.475	5	400	10	10287.8725725	1
P01-0069.a2	P01-0069	P01-0069.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
