concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
G01-0177.c1	G01-0177	CP174	B02	
G01-0179.c1	G01-0179	CP174	B03	
G01-0185.c1	G01-0185	CP174	B04	
G01-0187.c1	G01-0187	CP174	B05	
G01-0198.c1	G01-0198	CP174	B06	
R02-0003.c1	R02-0003	CP174	C01	
R02-0004.c1	R02-0004	CP174	C02	
R02-0013.c1	R02-0013	CP174	C03	
R02-0017.c1	R02-0017	CP174	C04	
R02-0023.c1	R02-0023	CP174	C05	
P01-0062.c1	P01-0062	CP174	C06	
P01-0066.c1	P01-0066	CP174	D01	
P01-0074.c1	P01-0074	CP174	D02	
P01-0085.c1	P01-0085	CP174	D03	
P01-0087.c1	P01-0087	CP174	D04	
P01-0089.c1	P01-0089	CP174	D05	
P01-0093.c1	P01-0093	CP174	D06	
P01-0079.c1	P01-0079	CP175	A01	
P01-0091.c1	P01-0091	CP175	A02	
D01-0119.c1	D01-0119	CP175	A03	
D01-0124.c1	D01-0124	CP175	A04	
E01-0127.c1	E01-0127	CP175	A05	
E01-0128.c1	E01-0128	CP175	A06	
H01-0253.c1	H01-0253	CP175	B01	
H01-0254.c1	H01-0254	CP175	B02	
H01-0255.c1	H01-0255	CP175	B03	
H01-0256.c1	H01-0256	CP175	B04	
H01-0257.c1	H01-0257	CP175	B05	
H01-0258.c1	H01-0258	CP175	B06	
H01-0259.c1	H01-0259	CP175	C01	
E02-0146.c1	E02-0146	CP175	C02	
E02-0147.c1	E02-0147	CP175	C03	
E02-0148.c1	E02-0148	CP175	C04	
E02-0149.c1	E02-0149	CP175	C05	
B01-0176.c1	B01-0176	CP175	C06	
B01-0181.c1	B01-0181	CP175	D01	
B01-0186.c1	B01-0186	CP175	D02	
B01-0196.c1	B01-0196	CP175	D03	
C01-0206.c1	C01-0206	CP176	A01	
C01-0207.c1	C01-0207	CP176	A02	
C01-0208.c1	C01-0208	CP176	A03	
C01-0209.c1	C01-0209	CP176	A04	
C01-0210.c1	C01-0210	CP176	A05	
B01-0191.c1	B01-0191	CP176	A06	
B01-0197.c1	B01-0197	CP176	B01	
R02-0008.c1	R02-0008	CP176	B02	
R02-0009.c1	R02-0009	CP176	B03	
R02-0014.c1	R02-0014	CP176	B04	
R02-0018.c1	R02-0018	CP176	B05	
R02-0024.c1	R02-0024	CP176	B06	
K01-0105.c1	K01-0105	CP176	C01	
K01-0106.c1	K01-0106	CP176	C02	
K01-0108.c1	K01-0108	CP176	C03	
K01-0112.c1	K01-0112	CP176	C04	
N03-0101.c1	N03-0101	CP176	C05	
N03-0107.c1	N03-0107	CP176	C06	
N03-0108.c1	N03-0108	CP176	D01	
N03-0110.c1	N03-0110	CP176	D02	
N03-0117.c1	N03-0117	CP176	D03	
N03-0119.c1	N03-0119	CP176	D04	
M04-0100.c1	M04-0100	CP176	D05	
A01-0290.c1	A01-0290	CP176	D06	
M03-0084.c1	M03-0084	CP177	A01	
M03-0085.c1	M03-0085	CP177	A02	
M03-0090.c1	M03-0090	CP177	A03	
M03-0093.c1	M03-0093	CP177	A04	
M03-0095.c1	M03-0095	CP177	A05	
L01-0151.c1	L01-0151	CP177	A06	
L01-0161.c1	L01-0161	CP177	B01	
L01-0163.c1	L01-0163	CP177	B02	
L01-0167.c1	L01-0167	CP177	B03	
L01-0169.c1	L01-0169	CP177	B04	
L01-0173.c1	L01-0173	CP177	B05	
J01-0076.c1	J01-0076	CP177	B06	
J01-0077.c1	J01-0077	CP177	C01	
J01-0078.c1	J01-0078	CP177	C02	
J01-0079.c1	J01-0079	CP177	C03	
J01-0080.c1	J01-0080	CP177	C04	
O01-0084.c1	O01-0084	CP177	C05	
O01-0088.c1	O01-0088	CP177	C06	
O01-0090.c1	O01-0090	CP177	D01	
O01-0093.c1	O01-0093	CP177	D02	
O01-0094.c1	O01-0094	CP177	D03	
M04-0078.c1	M04-0078	CP177	D04	
M04-0087.c1	M04-0087	CP177	D05	
M04-0091.c1	M04-0091	CP177	D06	
A01-0286.c1	A01-0286	CP178	A01	
A01-0287.c1	A01-0287	CP178	A02	
A01-0288.c1	A01-0288	CP178	A03	
A01-0289.c1	A01-0289	CP178	A04	
A01-0291.c1	A01-0291	CP178	B01	
A04-0098.c1	A04-0098	CP178	B02	
A04-0101.c1	A04-0101	CP178	B03	
A04-0102.c1	A04-0102	CP178	B04	
A04-0104.c1	A04-0104	CP178	C01	
A04-0105.c1	A04-0105	CP178	C02	
A04-0125.c1	A04-0125	CP178	C03	
N02-0105.c1	N02-0105	CP179	A01	
N02-0110.c1	N02-0110	CP179	A02	
N02-0115.c1	N02-0115	CP179	A03	
N02-0120.c1	N02-0120	CP179	A04	
N02-0124.c1	N02-0124	CP179	A05	
N02-0125.c1	N02-0125	CP179	A06	
G01-0176.c1	G01-0176	CP179	B01	
G01-0180.c1	G01-0180	CP179	B02	
G01-0191.c1	G01-0191	CP179	B03	
G01-0196.c1	G01-0196	CP179	B04	
G01-0199.c1	G01-0199	CP179	B05	
E01-0129.c1	E01-0129	CP179	B06	
E01-0130.c1	E01-0130	CP179	C01	
E01-0131.c1	E01-0131	CP179	C02	
E01-0132.c1	E01-0132	CP179	C03	
Q01-0050.c1	Q01-0050	CP179	C04	
Q01-0051.c1	Q01-0051	CP179	C05	
Q01-0052.c1	Q01-0052	CP179	C06	
Q01-0053.c1	Q01-0053	CP179	D01	
Q01-0054.c1	Q01-0054	CP179	D02	
Q01-0055.c1	Q01-0055	CP179	D03	
Q01-0056.c1	Q01-0056	CP179	D04	
J01-0081.c1	J01-0081	CP180	A01	
J01-0082.c1	J01-0082	CP180	A02	
J01-0083.c1	J01-0083	CP180	A03	
L01-0153.c1	L01-0153	CP180	A04	
L01-0155.c1	L01-0155	CP180	A05	
L01-0160.c1	L01-0160	CP180	A06	
L01-0166.c1	L01-0166	CP180	B01	
L01-0170.c1	L01-0170	CP180	B02	
L01-0175.c1	L01-0175	CP180	B03	
A01-0292.c1	A01-0292	CP180	B04	
A01-0293.c1	A01-0293	CP180	B05	
A04-0103.c1	A04-0103	CP180	B06	
E02-0150.c1	E02-0150	CP180	C01	
E02-0151.c1	E02-0151	CP180	C02	
E02-0152.c1	E02-0152	CP180	C03	
E02-0153.c1	E02-0153	CP180	C04	
E02-0154.c1	E02-0154	CP180	C05	
B01-0182.c1	B01-0182	CP180	C06	
B01-0187.c1	B01-0187	CP180	D01	
B01-0192.c1	B01-0192	CP180	D02	
A04-0106.c1	A04-0106	CP180	D03	
A04-0107.c1	A04-0107	CP180	D04	
A01-0294.c1	A01-0294	CP180	D05	
A01-0295.c1	A01-0295	CP180	D06	
O01-0087.c1	O01-0087	CP181	A01	
O01-0101.c1	O01-0101	CP181	A02	
O01-0120.c1	O01-0120	CP181	A03	
O01-0123.c1	O01-0123	CP181	A04	
O01-0124.c1	O01-0124	CP181	A05	
K01-0110.c1	K01-0110	CP181	A06	
K01-0111.c1	K01-0111	CP181	B01	
K01-0114.c1	K01-0114	CP181	B02	
K01-0115.c1	K01-0115	CP181	B03	
N03-0102.c1	N03-0102	CP181	B04	
N03-0103.c1	N03-0103	CP181	B05	
N03-0105.c1	N03-0105	CP181	B06	
N03-0106.c1	N03-0106	CP181	C01	
N03-0109.c1	N03-0109	CP181	C02	
N03-0111.c1	N03-0111	CP181	C03	
C01-0211.c1	C01-0211	CP181	C04	
C01-0212.c1	C01-0212	CP181	C05	
C01-0213.c1	C01-0213	CP181	C06	
C01-0214.c1	C01-0214	CP181	D01	
C01-0215.c1	C01-0215	CP181	D02	
D01-0115.c1	D01-0115	CP181	D03	
D01-0121.c1	D01-0121	CP181	D04	
A01-0296.c1	A01-0296	CP181	D05	
A01-0297.c1	A01-0297	CP181	D06	
G01-0183.c1	G01-0183	CP182	A01	
G01-0189.c1	G01-0189	CP182	A02	
G01-0190.c1	G01-0190	CP182	A03	
G01-0194.c1	G01-0194	CP182	A04	
G01-0195.c1	G01-0195	CP182	A05	
R02-0005.c1	R02-0005	CP182	A06	
R02-0010.c1	R02-0010	CP182	B01	
R02-0015.c1	R02-0015	CP182	B02	
R02-0020.c1	R02-0020	CP182	B03	
R02-0019.c1	R02-0019	CP182	B04	
E01-0133.c1	E01-0133	CP182	B05	
E01-0134.c1	E01-0134	CP182	B06	
E01-0135.c1	E01-0135	CP182	C01	
E01-0136.c1	E01-0136	CP182	C02	
A01-0298.c1	A01-0298	CP183	A01	
A01-0299.c1	A01-0299	CP183	A02	
A04-0108.c1	A04-0108	CP183	A03	
A04-0109.c1	A04-0109	CP183	A04	
N02-0103.c1	N02-0103	CP183	A05	
N02-0104.c1	N02-0104	CP183	A06	
N02-0109.c1	N02-0109	CP183	B01	
N02-0114.c1	N02-0114	CP183	B02	
Q01-0057.c1	Q01-0057	CP183	B03	
Q01-0058.c1	Q01-0058	CP183	B04	
Q01-0059.c1	Q01-0059	CP183	B05	
Q01-0060.c1	Q01-0060	CP183	B06	
Q01-0061.c1	Q01-0061	CP183	C01	
Q01-0062.c1	Q01-0062	CP183	C02	
R01-0056.c1	R01-0056	CP183	C03	
R01-0060.c1	R01-0060	CP183	C04	
R01-0066.c1	R01-0066	CP183	C05	
R01-0074.c1	R01-0074	CP183	C06	
R01-0083.c1	R01-0083	CP183	D01	
R01-0087.c1	R01-0087	CP183	D02	
R01-0098.c1	R01-0098	CP183	D03	
B01-0188.c1	B01-0188	CP183	D04	
B01-0193.c1	B01-0193	CP183	D05	
B01-0198.c1	B01-0198	CP183	D06	
B01-0199.c1	B01-0199	CP184	A01	
B01-0200.c1	B01-0200	CP184	A02	
A01-0300.c1	A01-0300	CP185	A01	
A01-0301.c1	A01-0301	CP185	A02	
A04-0110.c1	A04-0110	CP185	A03	
B01-0190.c1	B01-0190	CP185	A04	
B01-0194.c1	B01-0194	CP185	A05	
H01-0260.c1	H01-0260	CP185	A06	
H01-0261.c1	H01-0261	CP185	B01	
H01-0262.c1	H01-0262	CP185	B02	
H01-0263.c1	H01-0263	CP185	B03	
H01-0264.c1	H01-0264	CP185	B04	
H01-0265.c1	H01-0265	CP185	B05	
H01-0267.c1	H01-0267	CP185	B06	
H01-0266.c1	H01-0266	CP185	C01	
H01-0269.c1	H01-0269	CP185	C02	
H01-0268.c1	H01-0268	CP185	C03	
H01-0270.c1	H01-0270	CP185	C04	
H01-0271.c1	H01-0271	CP185	C05	
H01-0272.c1	H01-0272	CP185	C06	
H01-0273.c1	H01-0273	CP185	D01	
C01-0216.c1	C01-0216	CP185	D02	
C01-0217.c1	C01-0217	CP185	D03	
C01-0218.c1	C01-0218	CP185	D04	
C01-0219.c1	C01-0219	CP185	D05	
C01-0220.c1	C01-0220	CP185	D06	
J01-0084.c1	J01-0084	CP186	A01	
J01-0085.c1	J01-0085	CP186	A02	
J01-0086.c1	J01-0086	CP186	A03	
J01-0087.c1	J01-0087	CP186	A04	
J01-0088.c1	J01-0088	CP186	A05	
R01-0055.c1	R01-0055	CP186	A06	
R01-0063.c1	R01-0063	CP186	B01	
R01-0077.c1	R01-0077	CP186	B02	
R01-0092.c1	R01-0092	CP186	B03	
L01-0134.c1	L01-0134	CP186	B04	
L01-0146.c1	L01-0146	CP186	B05	
L01-0152.c1	L01-0152	CP186	B06	
L01-0157.c1	L01-0157	CP186	C01	
L01-0162.c1	L01-0162	CP186	C02	
L01-0172.c1	L01-0172	CP186	C03	
K01-0101.c1	K01-0101	CP186	C04	
K01-0107.c1	K01-0107	CP186	C05	
K01-0116.c1	K01-0116	CP186	C06	
K01-0120.c1	K01-0120	CP186	D01	
R02-0025.c1	R02-0025	CP186	D02	
R02-0110.c1	R02-0110	CP186	D03	
N03-0114.c1	N03-0114	CP186	D04	
N03-0118.c1	N03-0118	CP186	D05	
O01-0106.c1	O01-0106	CP186	D06	
O01-0107.c1	O01-0107	CP187	A01	
O01-0109.c1	O01-0109	CP187	A02	
O01-0113.c1	O01-0113	CP187	A03	
O01-0119.c1	O01-0119	CP187	A04	
A0100.c1	A0100	PE1	A01	
A0101.c1	A0101	PE2	A01	
A0104.c1	A0104	PE3	A01	
A0102.c1	A0102	PE4	A01	
A0103.c1	A0103	PE5	A01	
A0248.c1	A0248	PE10	A01	
A0244.c1	A0244	PE11	A01	
A0245.c1	A0245	PE12	A01	
A0246.c1	A0246	PE6	A01	
A0250.c1	A0250	PE7	A01	
A0249.c1	A0249	PE8	A01	
A0247.c1	A0247	PE9	A01	
A0021.c1	A0021	PE13	A01	
A0020.c1	A0020	PE14	A01	
A0028.c1	A0028	PE15	A01	
A0027.c1	A0027	PE16	A01	
A0029.c1	A0029	PE17	A01	
A0025.c1	A0025	PE18	A01	
A0032.c1	A0032	PE19	A01	
A0030.c1	A0030	PE20	A01	
A0023.c1	A0023	PE21	A01	
A0022.c1	A0022	PE22	A01	
A0031.c1	A0031	PE23	A01	
A0024.c1	A0024	PE24	A01	
A0034.c1	A0034	PE25	A01	
A0033.c1	A0033	PE26	A01	
A0036.c1	A0036	PE27	A01	
A0035.c1	A0035	PE28	A01	
A0037.c1	A0037	PE29	A01	
A0038.c1	A0038	PE30	A01	
A0039.c1	A0039	PE33	A01	
A0043.c1	A0043	PE31	A01	
A0042.c1	A0042	PE32	A01	
A0041.c1	A0041	PE34	A01	
A0040.c1	A0040	PE35	A01	
A0044.c1	A0044	PE36	A01	
A0050.c1	A0050	PE37	A01	
A0046.c1	A0046	PE38	A01	
A0048.c1	A0048	PE39	A01	
A0047.c1	A0047	PE40	A01	
A0049.c1	A0049	PE41	A01	
A0045.c1	A0045	PE42	A01	
A0205.c1	A0205	PE43	A01	
A0207.c1	A0207	PE44	A01	
A0206.c1	A0206	PE45	A01	
A0213.c1	A0213	PE47	A01	
A0212.c1	A0212	PE51	A01	
A0214.c1	A0214	PE55	A01	
A0216.c1	A0216	PE57	A01	
A0218.c1	A0218	PE60	A01	
A0219.c1	A0219	PE61	A01	
A0217.c1	A0217	PE62	A01	
A0215.c1	A0215	PE65	A01	
A0233.c1	A0233	PE46	A01	
A0220.c1	A0220	PE48	A01	
A0221.c1	A0221	PE49	A01	
A0232.c1	A0232	PE50	A01	
A0225.c1	A0225	PE52	A01	
A0229.c1	A0229	PE53	A01	
A0227.c1	A0227	PE54	A01	
A0234.c1	A0234	PE56	A01	
A0228.c1	A0228	PE58	A01	
A0226.c1	A0226	PE59	A01	
A0224.c1	A0224	PE63	A01	
A0231.c1	A0231	PE64	A01	
A0222.c1	A0222	PE66	A01	
A0223.c1	A0223	PE67	A01	
A0230.c1	A0230	PE68	A01	
A0242.c1	A0242	PE70	A01	
A0243.c1	A0243	PE71	A01	
A0236.c1	A0236	PE72	A01	
A0238.c1	A0238	PE73	A01	
A0240.c1	A0240	PE74	A01	
A0241.c1	A0241	PE75	A01	
A0239.c1	A0239	PE76	A01	
A0237.c1	A0237	PE77	A01	
A0235.c1	A0235	PE78	A01	
A1004.c1	A1004	PE79	A01	
A1003.c1	A1003	PE80	A01	
A1002.c1	A1002	PE81	A01	
A1001.c1	A1001	PE82	A01	
A1000.c1	A1000	PE83	A01	
A1006.c1	A1006	PE84	A01	
A1005.c1	A1005	PE85	A01	
A1008.c1	A1008	PE86	A01	
A1007.c1	A1007	PE87	A01	
A1009.c1	A1009	PE88	A01	
A1015.c1	A1015	PE89	A01	
A1011.c1	A1011	PE90	A01	
A1010.c1	A1010	PE91	A01	
A1013.c1	A1013	PE92	A01	
A1014.c1	A1014	PE93	A01	
A1020.c1	A1020	PE100	A01	
A1025.c1	A1025	PE101	A01	
A1021.c1	A1021	PE102	A01	
A1016.c1	A1016	PE103	A01	
A1018.c1	A1018	PE94	A01	
A1017.c1	A1017	PE95	A01	
A1024.c1	A1024	PE96	A01	
A1019.c1	A1019	PE97	A01	
A1022.c1	A1022	PE98	A01	
A1023.c1	A1023	PE99	A01	
A1026.c1	A1026	PE104	A01	
A1030.c1	A1030	PE105	A01	
A1027.c1	A1027	PE106	A01	
A1029.c1	A1029	PE107	A01	
A1028.c1	A1028	PE108	A01	
A1035.c1	A1035	PE109	A01	
A1031.c1	A1031	PE110	A01	
A1033.c1	A1033	PE111	A01	
A1032.c1	A1032	PE112	A01	
A1034.c1	A1034	PE113	A01	
A1040.c1	A1040	PE114	A01	
A1038.c1	A1038	PE115	A01	
A1037.c1	A1037	PE116	A01	
A1039.c1	A1039	PE117	A01	
A1036.c1	A1036	PE118	A01	
A1045.c1	A1045	PE119	A01	
A1041.c1	A1041	PE120	A01	
A1044.c1	A1044	PE121	A01	
A1042.c1	A1042	PE122	A01	
A1043.c1	A1043	PE123	A01	
A1048.c1	A1048	PE124	A01	
A1046.c1	A1046	PE125	A01	
A1047.c1	A1047	PE126	A01	
A1049.c1	A1049	CP0	A01	
A1050.c1	A1050	CP0.1		
A1051.c1	A1051	CP0.1		
A1052.c1	A1052	CP0.1		
A1053.c1	A1053	CP0.1		
A1054.c1	A1054	CP0.1		
A1055.c1	A1055	CP0.1		
A1056.c1	A1056	CP0.1		
A1057.c1	A1057	CP0.1		
A1058.c1	A1058	CP0.1		
A1059.c1	A1059	CP0.1		
A1060.c1	A1060	CP0.1		
A1061.c1	A1061	CP0.1		
A1062.c1	A1062	CP0.1		
A1063.c1	A1063	CP0.1		
A1064.c1	A1064	CP0.1		
A1065.c1	A1065	CP0.1		
A1066.c1	A1066	CP0.1		
A1067.c1	A1067	CP0.1		
A1068.c1	A1068	CP0.1		
A1069.c1	A1069	CP0.1		
A1070.c1	A1070	CP0.1		
A1071.c1	A1071	CP0.1		
A1072.c1	A1072	CP0.1		
A1073.c1	A1073	CP0.1		
A1074.c1	A1074	CP0.1		
A1075.c1	A1075	CP0.1		
A1076.c1	A1076	CP0.1		
A1077.c1	A1077	CP0.1		
A1078.c1	A1078	CP0.2		
A1079.c1	A1079	CP0.2		
A1080.c1	A1080	CP0.2		
A1081.c1	A1081	CP0.2		
A1082.c1	A1082	CP0.2		
A1083.c1	A1083	CP0.2		
A1084.c1	A1084	CP0.2		
A1085.c1	A1085	CP0.2		
A1086.c1	A1086	CP0.2		
A1087.c1	A1087	CP0.2		
A1088.c1	A1088	CP0.2		
A1089.c1	A1089	CP0.3		
A1090.c1	A1090	CP0.3		
A1091.c1	A1091	CP0.3		
A1092.c1	A1092	CP0.3		
A1093.c1	A1093	CP0.3		
A1094.c1	A1094	CP0.3		
A1095.c1	A1095	CP0.3		
A1096.c1	A1096	CP0.3		
A1097.c1	A1097	CP0.3		
A1098.c1	A1098	CP0.3		
A1099.c1	A1099	CP0.3		
A1100.c1	A1100	CP0.3		
A1101.c1	A1101	CP0.3		
A1109.c1	A1109	CP0.3		
A1110.c1	A1110	CP0.3		
A01-0026.c1	A01-0026	CP7	C06	
A03-0237.c1	A03-0237	CP107	A06	
H01-0215.c1	H01-0215	CP143	B03	
A02-0313.c1	A02-0313	CP67	D05	
A03-0166.c1	A03-0166	CP71	A01	
A03-0250.c1	A03-0250	CP89	B01	
A03-0248.c1	A03-0248	CP89	B02	
A04-0026.c1	A04-0026	CP89	D06	
E02-0066.c1	E02-0066	CP95	B05	
C3.c1	C3	CB42	C03	
C2.c1	C2	CB42	C02	
C42.c1	C42	CB42	C04	
C5.c1	C5	CB42	C05	
C1.c1	C1	CB42	C01	I AM A CCOMENT 2!
A42.c1	A42	CB42	A06	
B6.c1	B6	CB42	B06	
A3.c1	A3	CB42	A03	
B3.c1	B3	CB42	B03	
B2.c1	B2	CB42	B02	
A2.c1	A2	CB42	A02	
A4.c1	A4	CB42	A04	
B4.c1	B4	CB42	B04	
B42.c1	B42	CB42	B05	
A5.c1	A5	CB42	A05	
C6.c1	C6	CB42	C06	
A1.c1	A1	CB42	A01	
B1.c1	B1	CB42	B01	
D42.c1	D42	CB43	A03	
E3.c1	E3	CB43	B03	
E42.c1	E42	CB43	B02	
D2.c1	D2	CB43	A02	
E5.c1	E5	CB43	B05	
D5.c1	D5	CB43	A05	
D4.c1	D4	CB43	A04	
E4.c1	E4	CB43	B04	
F6.c1	F6	CB43	C06	
D1.c1	D1	CB43	A01	
E1.c1	E1	CB43	B01	
F3.c1	F3	CB43	C03	
F2.c1	F2	CB43	C02	
F5.c1	F5	CB43	C05	
F4.c1	F4	CB43	C04	
F42.c1	F42	CB43	C01	I AM A CCOMENT 2!
D6.c1	D6	CB43	A06	
E6.c1	E6	CB43	B06	
