sample_id	location_id	sample_event	sample_qc	sample_collection_start_datetime	sample_collection_end_datetime	sample_recovered_datetime	sample_collection_by	sample_flow	sample_received_by	sample_received_date	sample_comment
A01-1545	StarCityWWTP-01	Routine Surveillance	Pass	04/18/2026 12:00 AM	04/19/2026 12:00 AM	04/19/2026 12:00 AM		17.0	LS	04/23/2026	
C01-1231	WheelingWWTP-01	Routine Surveillance	Pass	04/13/2026 07:00 AM	04/14/2026 07:00 AM	04/14/2026 07:00 AM		11.3	LS	04/23/2026	
O01-1009	GraftonWWTP-01	Routine Surveillance	Pass	04/19/2026 08:00 AM	04/20/2026 08:00 AM	04/20/2026 08:00 AM		1.15	LS	04/23/2026	
A01-1544	StarCityWWTP-01	Routine Surveillance	Pass	04/17/2026 12:00 AM	04/18/2026 12:00 AM	04/18/2026 12:00 AM		10.5	LS	04/23/2026	
F01-1012	WestonWWTP-01	Routine Surveillance	Pass	04/19/2026 12:00 AM	04/20/2026 12:00 AM	04/20/2026 12:00 AM		1.3	LS	04/23/2026	
C01-1233	WheelingWWTP-01	Routine Surveillance	Pass	04/15/2026 07:00 AM	04/16/2026 07:00 AM	04/16/2026 07:00 AM		9.3	LS	04/23/2026	
M03-1016	ManningtonWWTP-01	Routine Surveillance	Pass	04/19/2026 08:00 AM	04/20/2026 08:00 AM	04/20/2026 08:00 AM		0.209	LS	04/23/2026	
N03-1004	SalemWWTP-01	Routine Surveillance	Pass	04/19/2026 07:30 AM	04/20/2026 07:30 AM	04/20/2026 07:30 AM		0.30059	LS	04/23/2026	
M04-1007	FairmontWWTP-01	Routine Surveillance	Pass	04/19/2026 08:30 AM	04/20/2026 08:30 AM	04/20/2026 08:30 AM		0.83	LS	04/23/2026	
H01-1028	MoundsvilleWWTP-01	Routine Surveillance	Pass	04/19/2026 08:00 AM	04/20/2026 08:00 AM	04/20/2026 08:00 AM		1.9	LS	04/23/2026	
P01-1016	StMarysWWTP-01	Routine Surveillance	Pass	04/19/2026 07:00 AM	04/20/2026 07:00 AM	04/20/2026 07:00 AM		0.139	LS	04/23/2026	
J01-1022	AlpineLakeWWTP-01	Routine Surveillance	Pass	04/19/2026 07:30 AM	04/20/2026 07:30 AM	04/20/2026 07:30 AM		0.208	LS	04/23/2026	
D01-1019	CharlesTownWWTP-01	Routine Surveillance	Pass	04/20/2026 07:00 AM	04/21/2026 07:00 AM	04/21/2026 07:00 AM		1.27	LS	04/23/2026	
N02-1006	ClarksburgWWTP-01	Routine Surveillance	Pass	04/19/2026 07:00 AM	04/20/2026 07:00 AM	04/20/2026 07:00 AM		9.36	LS	04/23/2026	
G01-1009	KeyserWWTP-01	Routine Surveillance	Pass	04/19/2026 08:00 AM	04/20/2026 08:00 AM	04/20/2026 08:00 AM		0.8716	LS	04/23/2026	
W01-1009	SummersvilleWWTP-01	Routine Surveillance	Pass	04/19/2026 06:00 AM	04/20/2026 06:00 AM	04/20/2026 06:00 AM		0.56	LS	04/23/2026	
A04-0586	CheatLakeWWTP-01	Routine Surveillance	Pass	04/20/2026 12:00 AM	04/21/2026 12:00 AM	04/21/2026 12:00 AM		0.786	LS	04/23/2026	
U01-0176	WhiteOakWWTP-01	Routine Surveillance	Pass	04/19/2026 07:15 AM	04/20/2026 07:15 AM	04/20/2026 07:15 AM		0.374	LS	04/23/2026	
K01-0494	ParkersburgWWTP-01	Routine Surveillance	Pass	04/20/2026 06:34 AM	04/21/2026 06:34 AM	04/21/2026 06:34 AM		4.252	LS	04/23/2026	
R02-1022	ElkinsWWTP-01	Routine Surveillance	Pass	04/19/2026 08:00 AM	04/20/2026 08:00 AM	04/20/2026 08:00 AM		2.37	LS	04/23/2026	
A01-1543	StarCityWWTP-01	Routine Surveillance	Pass	04/15/2026 12:00 AM	04/16/2026 12:00 AM	04/16/2026 12:00 AM		10.9	LS	04/23/2026	
Q01-1022	MadisonWWTP-01	Routine Surveillance	Pass	04/16/2026 08:00 AM	04/20/2026 08:00 AM	04/20/2026 08:00 AM		0.290	LS	04/23/2026	
L01-1014	WestUnionWWTP-01	Routine Surveillance	Pass	04/19/2026 08:00 AM	04/20/2026 08:00 AM	04/20/2026 08:00 AM		0.295	LS	04/23/2026	
C01-1235	WheelingWWTP-01	Routine Surveillance	Pass	04/19/2026 07:00 AM	04/20/2026 07:00 AM	04/20/2026 07:00 AM		9.5	LS	04/23/2026	
C01-1234	WheelingWWTP-01	Routine Surveillance	Pass	04/16/2026 07:00 AM	04/17/2026 07:00 AM	04/17/2026 07:00 AM		9.2	LS	04/23/2026	
C01-1232	WheelingWWTP-01	Routine Surveillance	Pass	04/14/2026 07:00 AM	04/15/2026 07:00 AM	04/15/2026 07:00 AM		13.0	LS	04/23/2026	
