concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
N02-1006.c1	N02-1006	CB235	B05	
M03-1016.c1	M03-1016	CB235	D03	
A01-1545.c1	A01-1545	CB235	C01	
C01-1232.c1	C01-1232	CB235	A02	
A01-1544.c1	A01-1544	CB235	B01	
H01-1028.c1	H01-1028	CB235	A04	
O01-1009.c1	O01-1009	CB235	C05	
C01-1233.c1	C01-1233	CB235	B02	
F01-1012.c1	F01-1012	CB235	D06	
N03-1004.c1	N03-1004	CB235	A05	
P01-1016.c1	P01-1016	CB235	C04	
K01-0494.c1	K01-0494	CB235	B04	
A01-1543.c1	A01-1543	CB235	A01	
C01-1234.c1	C01-1234	CB235	C02	
M04-1007.c1	M04-1007	CB235	D04	
Q01-1022.c1	Q01-1022	CB235	C06	
A04-0586.c1	A04-0586	CB235	B06	
W01-1009.c1	W01-1009	CB235	A03	
C01-1235.c1	C01-1235	CB235	D02	
J01-1022.c1	J01-1022	CB235	C03	
C01-1231.c1	C01-1231	CB235	D01	
L01-1014.c1	L01-1014	CB235	D05	
U01-0176.c1	U01-0176	CB235	A06	
D01-1019.c1	D01-1019	CB235	B03	
R02-1022.c1	R02-1022	CB236	B01	
G01-1009.c1	G01-1009	CB236	A01	
