concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
L01-0569.c1	L01-0569	CB75	C03	
P01-0125.c1	P01-0125	CB75	C04	
D01-0418.c1	D01-0418	CB75	C01	
N02-0362.c1	N02-0362	CB75	D02	
J01-0415.c1	J01-0415	CB75	B05	
H01-0937.c1	H01-0937	CB75	B06	
A01-0961.c1	A01-0961	CB75	A01	
C01-0708.c1	C01-0708	CB75	B02	
A01-0964.c1	A01-0964	CB75	A04	
A01-0963.c1	A01-0963	CB75	A03	
O01-0504.c1	O01-0504	CB75	D04	
A04-0556.c1	A04-0556	CB75	D03	
M04-0265.c1	M04-0265	CB75	C05	
M03-0397.c1	M03-0397	CB75	C06	
R02-0470.c1	R02-0470	CB75	C02	
N03-0462.c1	N03-0462	CB75	D01	
A01-0962.c1	A01-0962	CB75	A02	
C01-0707.c1	C01-0707	CB75	B01	
C01-0706.c1	C01-0706	CB75	A06	
A01-0965.c1	A01-0965	CB75	A05	
C01-0709.c1	C01-0709	CB75	B03	
C01-0710.c1	C01-0710	CB75	B04	
