concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
L01-0568.c1	L01-0568	CB74	A03	
P01-0116.c1	P01-0116	CB74	A05	
N02-0437.c1	N02-0437	CB74	A02	
T01-0276.c1	T01-0276	CB74	A06	
O01-0489.c1	O01-0489	CB74	A04	
A04-0552.c1	A04-0552	CB74	A01	
M04-0253.c1	M04-0253	CB74	B01	
D01-0417.c1	D01-0417	CB73	C04	
K01-0394.c1	K01-0394	CB73	C06	
E01-0547.c1	E01-0547	CB73	B06	
C01-0704.c1	C01-0704	CB73	B04	
A01-0960.c1	A01-0960	CB73	A06	
A01-0958.c1	A01-0958	CB73	A04	
C01-0703.c1	C01-0703	CB73	B03	
C01-0705.c1	C01-0705	CB73	B05	
R01-0480.c1	R01-0480	CB73	D02	
A01-0957.c1	A01-0957	CB73	A03	
R02-0458.c1	R02-0458	CB73	D01	
A01-0959.c1	A01-0959	CB73	A05	
J01-0414.c1	J01-0414	CB73	C05	
E01-0550.c1	E01-0550	CB73	C03	
E01-0548.c1	E01-0548	CB73	C01	
E01-0549.c1	E01-0549	CB73	C02	
C01-0702.c1	C01-0702	CB73	B02	
C01-0701.c1	C01-0701	CB73	B01	
A01-0956.c1	A01-0956	CB73	A02	
U01-0086.c1	U01-0086	CB73	D03	
H01-0936.c1	H01-0936	CB73	D05	
A01-0955.c1	A01-0955	CB73	A01	
Q01-0518.c1	Q01-0518	CB73	D06	
G01-0534.c1	G01-0534	CB73	D04	
