extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
J01-0559.e1	J01-0559.c1	EB196	C06	B6	
A01-1399.e1	A01-1399.c1	EB196	A03	L3	
A02-1401.e1	A02-1401.c1	EB196	E01	D1	
C01-1115.e1	C01-1115.c1	EB196	B05	A5	
L01-0660.e1	L01-0660.c1	EB196	D02	C2	
A01-1402.e1	A01-1402.c1	EB196	A06	L6	
T01-0398.e1	T01-0398.c1	EB196	C03	B3	
C01-1114.e1	C01-1114.c1	EB196	B04	A4	
A02-1301.e1	A02-1301.c1	EB196	D05	C5	
H01-1006.e1	H01-1006.c1	EB196	C07	B7	
A04-0565.e1	A04-0565.c1	EB196	C01	B1	
A01-1404.e1	A01-1404.c1	EB196	A08	L8	
A01-1397.e1	A01-1397.c1	EB196	A01	NAB 158 L1	
A01-1403.e1	A01-1403.c1	EB196	A07	L7	
A02-1293.e1	A02-1293.c1	EB196	D04	C4	
C01-1112.e1	C01-1112.c1	EB196	B02	A2	
U01-0180.e1	U01-0180.c1	EB196	C08	B8	
A02-1292.e1	A02-1292.c1	EB196	D03	C3	
R02-0558.e1	R02-0558.c1	EB196	C02	B2	
D01-0612.e1	D01-0612.c1	EB196	B08	A8	
C01-1111.e1	C01-1111.c1	EB196	B01	NAB 159 A1	
M03-0539.e1	M03-0539.c1	EB196	B07	A7	
A01-1398.e1	A01-1398.c1	EB196	A02	L2	
A02-1398.e1	A02-1398.c1	EB196	D06	C6	
C01-1113.e1	C01-1113.c1	EB196	B03	A3	
A02-1400.e1	A02-1400.c1	EB196	D08	C8	
Q01-0637.e1	Q01-0637.c1	EB196	C04	B4	
A01-1401.e1	A01-1401.c1	EB196	A05	L5	
N02-0576.e1	N02-0576.c1	EB196	B06	A6	
Q01-0639.e1	Q01-0639.c1	EB196	D01	C1	
A01-1400.e1	A01-1400.c1	EB196	A04	L4	
A02-1399.e1	A02-1399.c1	EB196	D07	C7	
U01-0175.e1	U01-0175.c1	EB196	C05	B5	
