concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
G01-0647.c1	G01-0647	CB175	A03	
K01-0554.c1	K01-0554	CB175	A02	
L01-0649.c1	L01-0649	CB175	A01	
M03-0524.c1	M03-0524	CB174	D04	
A01-1340.c1	A01-1340	CB174	A06	
P01-0196.c1	P01-0196	CB174	D05	
J01-0548.c1	J01-0548	CB174	C06	
C01-0966.c1	C01-0966	CB174	B01	
F01-0140.c1	F01-0140	CB174	C04	
C01-0967.c1	C01-0967	CB174	B02	
C01-0968.c1	C01-0968	CB174	B03	
T01-0412.c1	T01-0412	CB174	C05	
M04-0415.c1	M04-0415	CB174	D06	
A01-1336.c1	A01-1336	CB174	A05	
A01-1335.c1	A01-1335	CB174	A04	
D01-0601.c1	D01-0601	CB174	D01	
N02-0606.c1	N02-0606	CB174	D03	
F01-0141.c1	F01-0141	CB174	D02	
A04-0678.c1	A04-0678	CB174	B06	
C01-0970.c1	C01-0970	CB174	B04	
H01-0996.c1	H01-0996	CB174	C01	
R02-0524.c1	R02-0524	CB174	C03	
U01-0151.c1	U01-0151	CB174	C02	
C01-0971.c1	C01-0971	CB174	B05	
A01-1332.c1	A01-1332	CB174	A01	
A01-1333.c1	A01-1333	CB174	A02	
A01-1334.c1	A01-1334	CB174	A03	
A04-0563.c1	A04-0563	CB177	A03	
P01-0193.c1	P01-0193	CB177	A02	
N02-0600.c1	N02-0600	CB177	A01	
K01-0558.c1	K01-0558	CB176	C03	
R02-0559.c1	R02-0559	CB176	C02	
C01-0977.c1	C01-0977	CB176	B04	
C01-0980.c1	C01-0980	CB176	C01	
C01-0978.c1	C01-0978	CB176	B05	
A01-1343.c1	A01-1343	CB176	A03	
A01-1342.c1	A01-1342	CB176	A02	
A01-1341.c1	A01-1341	CB176	A01	
D01-0613.c1	D01-0613	CB176	D03	
G01-0648.c1	G01-0648	CB176	D02	
Q01-0627.c1	Q01-0627	CB176	D01	
C01-0979.c1	C01-0979	CB176	B06	
A02-1385.c1	A02-1385	CB176	B02	
C01-0976.c1	C01-0976	CB176	B03	
U01-0159.c1	U01-0159	CB176	C04	
A02-1384.c1	A02-1384	CB176	B01	
J01-0549.c1	J01-0549	CB176	C05	
A02-1382.c1	A02-1382	CB176	A05	
L01-0641.c1	L01-0641	CB176	D06	
A01-1345.c1	A01-1345	CB176	A04	
T01-0320.c1	T01-0320	CB176	D04	
M03-0523.c1	M03-0523	CB176	D05	
A02-1383.c1	A02-1383	CB176	A06	
H01-0997.c1	H01-0997	CB176	C06	
