extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
C01-0977.e1	C01-0977.c1	EB177	B02	J2	
G01-0648.e1	G01-0648.c1	EB177	C04	K4	
A01-1345.e1	A01-1345.c1	EB177	A04	I4	
L01-0641.e1	L01-0641.c1	EB177	C08	K8	
A02-1383.e1	A02-1383.c1	EB177	A06	I6	
K01-0558.e1	K01-0558.c1	EB177	B07	J7	
T01-0320.e1	T01-0320.c1	EB177	C06	K6	
A02-1385.e1	A02-1385.c1	EB177	A08	I8	
Q01-0627.e1	Q01-0627.c1	EB177	C03	K3	
J01-0549.e1	J01-0549.c1	EB177	C01	K1	
C01-0980.e1	C01-0980.c1	EB177	B05	J5	
A01-1343.e1	A01-1343.c1	EB177	A03	I3	
A01-1341.e1	A01-1341.c1	EB177	A01	NAB 155 I1	
P01-0193.e1	P01-0193.c1	EB177	D02	L2	
C01-0978.e1	C01-0978.c1	EB177	B03	J3	
C01-0976.e1	C01-0976.c1	EB177	B01	J1	
D01-0613.e1	D01-0613.c1	EB177	C05	K5	
A02-1382.e1	A02-1382.c1	EB177	A05	I5	
H01-0997.e1	H01-0997.c1	EB177	C02	K2	
C01-0979.e1	C01-0979.c1	EB177	B04	J4	
A01-1342.e1	A01-1342.c1	EB177	A02	I2	
A04-0563.e1	A04-0563.c1	EB177	D03	L3	
U01-0159.e1	U01-0159.c1	EB177	B08	J8	
N02-0600.e1	N02-0600.c1	EB177	D01	L1	
A02-1384.e1	A02-1384.c1	EB177	A07	I7	
M03-0523.e1	M03-0523.c1	EB177	C07	K7	
R02-0559.e1	R02-0559.c1	EB177	B06	J6	
A01-1334.e1	A01-1334.c1	EB175	A03	E3	
A01-1332.e1	A01-1332.c1	EB175	A01	NAB 155 E1	
H01-0996.e1	H01-0996.c1	EB175	B05	F5	
D01-0601.e1	D01-0601.c1	EB175	C03	G3	
T01-0412.e1	T01-0412.c1	EB175	C01	G1	
K01-0554.e1	K01-0554.c1	EB175	D02	H2	
A01-1335.e1	A01-1335.c1	EB175	A04	E4	
C01-0970.e1	C01-0970.c1	EB175	B02	F2	
F01-0141.e1	F01-0141.c1	EB175	C04	G4	
C01-0967.e1	C01-0967.c1	EB175	A08	E8	
R02-0524.e1	R02-0524.c1	EB175	B07	F7	
M03-0524.e1	M03-0524.c1	EB175	C06	G6	
A01-1340.e1	A01-1340.c1	EB175	A06	E6	
M04-0415.e1	M04-0415.c1	EB175	C08	G8	
A01-1333.e1	A01-1333.c1	EB175	A02	E2	
J01-0548.e1	J01-0548.c1	EB175	C02	G2	
A04-0678.e1	A04-0678.c1	EB175	B04	F4	
P01-0196.e1	P01-0196.c1	EB175	C07	G7	
U01-0151.e1	U01-0151.c1	EB175	B06	F6	
C01-0966.e1	C01-0966.c1	EB175	A07	E7	
F01-0140.e1	F01-0140.c1	EB175	B08	F8	
G01-0647.e1	G01-0647.c1	EB175	D03	H3	
L01-0649.e1	L01-0649.c1	EB175	D01	H1	
A01-1336.e1	A01-1336.c1	EB175	A05	E5	
N02-0606.e1	N02-0606.c1	EB175	C05	G5	
C01-0971.e1	C01-0971.c1	EB175	B03	F3	
C01-0968.e1	C01-0968.c1	EB175	B01	F1	
