extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A01-1547.e1	A01-1547.c1	EB238	A02	I2	
T01-0305.e1	T01-0305.c1	EB238	B07	J7	
A01-1549.e1	A01-1549.c1	EB238	A04	I4	
C01-1236.e1	C01-1236.c1	EB238	A08	I8	
D01-1020.e1	D01-1020.c1	EB238	D07	L7	
L01-1015.e1	L01-1015.c1	EB238	C07	K7	
K01-0462.e1	K01-0462.c1	EB238	C02	K2	
N02-1007.e1	N02-1007.c1	EB238	D02	L2	
M03-1017.e1	M03-1017.c1	EB238	C04	K4	
F01-1013.e1	F01-1013.c1	EB238	D04	L4	
J01-1023.e1	J01-1023.c1	EB238	B08	J8	
C01-1238.e1	C01-1238.c1	EB238	B02	J2	
A01-1552.e1	A01-1552.c1	EB238	A07	I7	
C01-1240.e1	C01-1240.c1	EB238	B04	J4	
O01-0221.e1	O01-0221.c1	EB238	C08	K8	
A01-1550.e1	A01-1550.c1	EB238	A05	I5	
A01-1546.e1	A01-1546.c1	EB238	A01	NAB166 I1	
A04-0584.e1	A04-0584.c1	EB238	C06	K6	
Q01-1023.e1	Q01-1023.c1	EB238	C03	K3	
G01-1010.e1	G01-1010.c1	EB238	D03	L3	
R02-1023.e1	R02-1023.c1	EB238	D06	L6	
C01-1239.e1	C01-1239.c1	EB238	B03	J3	
T01-0304.e1	T01-0304.c1	EB238	B06	J6	
W01-1010.e1	W01-1010.c1	EB238	D05	L5	
N03-1005.e1	N03-1005.c1	EB238	C05	K5	
P01-1017.e1	P01-1017.c1	EB238	D01	L1	
A01-1548.e1	A01-1548.c1	EB238	A03	I3	
A01-1551.e1	A01-1551.c1	EB238	A06	I6	
H01-1029.e1	H01-1029.c1	EB238	C01	K1	
U01-0155.e1	U01-0155.c1	EB238	B05	J5	
C01-1237.e1	C01-1237.c1	EB238	B01	J1	
N02-0572.e1	N02-0572.c1	EB240	C04	C4	
N03-1006.e1	N03-1006.c1	EB240	B08	B8	
L01-1016.e1	L01-1016.c1	EB240	C02	C2	
T01-1000.e1	T01-1000.c1	EB240	D02	D2	
U01-0104.e1	U01-0104.c1	EB240	B04	B4	
C01-1241.e1	C01-1241.c1	EB240	A07	A7	
W02-1002.e1	W02-1002.c1	EB240	C08	C8	
