concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
A01-1484.c1	A01-1484	CB218	C01	
K01-0475.c1	K01-0475	CB218	D02	
A01-1483.c1	A01-1483	CB218	B01	
G01-0658.c1	G01-0658	CB218	D04	
M03-1009.c1	M03-1009	CB218	D03	
A01-1482.c1	A01-1482	CB218	A01	
N02-0575.c1	N02-0575	CB218	B03	
L01-1005.c1	L01-1005	CB218	C03	
A01-1486.c1	A01-1486	CB218	A02	
M04-0428.c1	M04-0428	CB218	A04	
A01-1487.c1	A01-1487	CB218	B02	
W01-1000.c1	W01-1000	CB218	C04	
A01-1485.c1	A01-1485	CB218	D01	
D01-1011.c1	D01-1011	CB218	B04	
H01-1019.c1	H01-1019	CB218	C02	
R02-1013.c1	R02-1013	CB218	A03	
