extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
N02-0575.e1	N02-0575.c1	EB218	B02	E2	
M03-1009.e1	M03-1009.c1	EB218	B04	E4	
A01-1484.e1	A01-1484.c1	EB218	A03	D3	
M04-0428.e1	M04-0428.c1	EB218	B05	E5	
L01-1005.e1	L01-1005.c1	EB218	B03	E3	
A01-1486.e1	A01-1486.c1	EB218	A05	D5	
A01-1483.e1	A01-1483.c1	EB218	A02	D2	
A01-1485.e1	A01-1485.c1	EB218	A04	D4	
D01-1011.e1	D01-1011.c1	EB218	B06	E6	
G01-0658.e1	G01-0658.c1	EB218	B08	E8	
A01-1482.e1	A01-1482.c1	EB218	A01	NAB163 D1	
H01-1019.e1	H01-1019.c1	EB218	A07	D7	
W01-1000.e1	W01-1000.c1	EB218	B07	E7	
R02-1013.e1	R02-1013.c1	EB218	B01	E1	
A01-1487.e1	A01-1487.c1	EB218	A06	D6	
K01-0475.e1	K01-0475.c1	EB218	A08	D8	
