concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
A02-1392.c1	A02-1392	CB185	A01	
A02-1393.c1	A02-1393	CB185	B01	
C01-0999.c1	C01-0999	CB184	B03	
A01-1362.c1	A01-1362	CB184	B01	
C01-0998.c1	C01-0998	CB184	A03	
A01-1361.c1	A01-1361	CB184	A01	
A01-1363.c1	A01-1363	CB184	C01	
C01-1000.c1	C01-1000	CB184	C03	
Q01-0633.c1	Q01-0633	CB184	C04	
U01-0149.c1	U01-0149	CB184	B04	
J01-0553.c1	J01-0553	CB184	D05	
M03-0531.c1	M03-0531	CB184	A04	
C01-0997.c1	C01-0997	CB184	D02	
A02-1391.c1	A02-1391	CB184	D06	
R02-0553.c1	R02-0553	CB184	A05	
A04-0673.c1	A04-0673	CB184	D04	
A01-1365.c1	A01-1365	CB184	A02	
H01-1001.c1	H01-1001	CB184	A06	
L01-0659.c1	L01-0659	CB184	B06	
A01-1366.c1	A01-1366	CB184	B02	
G01-0649.c1	G01-0649	CB184	B05	
F01-0153.c1	F01-0153	CB184	C05	
A02-1390.c1	A02-1390	CB184	C06	
C01-0996.c1	C01-0996	CB184	C02	
A01-1364.c1	A01-1364	CB184	D01	
N02-0601.c1	N02-0601	CB184	D03	
