assay_id	sample_id	collection_start_datetime	collection_end_datetime	event_type	sample_flow	sample_qc	location_id	target	target_genetic_locus	lab_id	target_copies_per_l	target_copies_per_ld	target_copies_per_ldcap	target_copies_flownorm	target_copies_fn_per_cap	target_per_capita_basis	nc_copies_per_rxn	pc_copies_per_rxn	target_result_validated
N02-0037.a2	N02-0037	02/20/2022 7:00	02/21/2022 7:00	Routine Surveillance	8.86	Pass	ClarksburgWWTP-01	SARS-CoV-2	N2	ZooWVU	94014.118036875	94014.118036875	354.797033877557	3153114.36546359	11899.4428464925	100	0	8990.826416	yes
C01-0318.a3	C01-0318	11/30/2022 7:00	12/01/2022 7:00	Routine Surveillance	9.873	Pass	WheelingWWTP-01	Human	RNase P	ZooWVU	252513.34012875	252513.34012875	505.0266802575	9437270.1801649	18874.5403603298	100	NA	NA	Missing controls: HEX
R01-0319.a1	R01-0319	03/23/2023 9:00	03/24/2023 9:00	Routine Surveillance	0.177	Pass	HuttonsvilleWWTP-01	SARS-CoV-2	N1	ZooWVU	1	1	0.0475963826749167	0.67001757	0.0318904126606378	100	0	1449.91745	yes
A01-0297.a1	A01-0297	07/04/2022 0:00	07/05/2022 0:00	Routine Surveillance	7.4	Pass	StarCityWWTP-01	SARS-CoV-2	N1	ZooWVU	413236.89961875	413236.89961875	855.067248010988	11575606.082175	23952.1728235702	100	0	5914.488984	yes
T01-0402.a4	T01-0402	02/08/2026 07:45 AM	02/09/2026 07:45 AM	Routine Surveillance	0.46	Pass	PointPleasantWWTP-01	SARS-CoV-2	SC2	ZooWVU	4215016.26491547	4215016.26491547	76428.2187654664	7339559.77091189	133083.586054613	100	0	453.68091583252	yes
G01-0076.a2	G01-0076	01/18/2022 9:00	01/19/2022 8:00	Routine Surveillance	0.86	Pass	KeyserWWTP-01	SARS-CoV-2	N2	ZooWVU	658944.63065	658944.63065	8067.39263773261	2145163.01110558	26263.0143377275	100	0	6737.739562	yes
T01-0041.a2	T01-0041	09/19/2022 7:00	09/20/2022 7:00	Routine Surveillance	0.21	Pass	PointPleasantWWTP-01	SARS-CoV-2	N2	ZooWVU	158814.20106375	158814.20106375	2879.67726316863	126247.141618233	2289.15941284195	100	9.8852694	1118.6196136	yes
A01-1281.a10	A01-1281	06/24/2025 12:00 AM	06/25/2025 12:00 AM	Routine Surveillance	6.9	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	100628.973394632	100628.973394632	208.220852082918	2628361.26302665	5438.58894021406	100	0	NA	yes
J01-1028.a5	J01-1028	05/31/2026 07:30 AM	06/01/2026 07:30 AM	Routine Surveillance	0.212	Pass	AlpineLakeWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	2465	2465	352.142857142857	1978.1795578	282.597079685714	100	NA	NA	Missing controls: all
N03-0348.a1	N03-0348	05/06/2023 7:00	05/07/2023 7:00	Routine Surveillance	6.4514	Pass	SalemWWTP-01	SARS-CoV-2	N1	ZooWVU	248	248	13.3837021046951	6056.456130352	326.845986527361	100	0	752.9010008	yes
B01-0257.a3	B01-0257	10/13/2022 7:00	10/14/2022 7:00	Routine Surveillance	5.99	Pass	CharlestonWWTP-01	Human	RNase P	ZooWVU	94270.74553875	94270.74553875	188.5414910775	2137552.00299034	4275.10400598068	100	NA	NA	Missing controls: HEX
A01-0972.a2	A01-0972	08/19/2024 12:00 AM	08/20/2024 12:00 AM	Routine Surveillance	7.5	Pass	StarCityWWTP-01	Human Norovirus GI	ORF1_2	ZooWVU	1261	1261	2.60925343486178	35800.515075	74.0782053364509	100	NA	NA	Missing controls: all
C01-1295.a5	C01-1295	06/09/2026 08:00 AM	06/10/2026 08:00 AM	Routine Surveillance	10.2	Pass	WheelingWWTP-01	Respiratory Syncitial Virus, Bovine	Unk	ZooWVU	168512.128293514	168512.128293514	337.024256587028	6506452.45474822	13012.9049094964	100	NA	NA	Missing controls: all
N02-0016.a3	N02-0016	03/02/2022 7:00	03/03/2022 7:00	Routine Surveillance	11.8	Pass	ClarksburgWWTP-01	Human	RNase P	ZooWVU	2658	2658	10.0309457317533	118727.113404	448.06065893275	100	NA	NA	Missing controls: HEX
M03-0379.a2	M03-0379	07/07/2024 08:00 AM	07/08/2024 08:00 AM	Routine Surveillance	0.148	Pass	ManningtonWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	30433065.032959	30433065.032959	2789465.17259019	17049841.0485492	1562771.86512825	100	0	NA	yes
C01-0109.a1	C01-0109	01/18/2022 7:00	01/19/2022 7:00	Routine Surveillance	7.455	Pass	WheelingWWTP-01	SARS-CoV-2	N1	ZooWVU	410452.8810375	410452.8810375	820.905762075	11583075.3432429	23166.1506864857	100	0	6466.830444	yes
N02-0453.a6	N02-0453	09/08/2024 07:00 AM	09/09/2024 07:00 AM	Routine Surveillance	5.291	Pass	ClarksburgWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	54905.4893106222	54905.4893106222	207.20616390151	1099680.31984939	4150.05026737636	100	206.59086227417	412.012939453126	NTC above threshold
M04-0120.a1	M04-0120	09/08/2022 0:00	09/09/2022 0:00	Routine Surveillance	0.079	Pass	FarmingtonWWTP-01	SARS-CoV-2	N1	ZooWVU	48051.550085625	48051.550085625	7877.30329272541	14369.6906385604	2355.68698992794	100	0	1139.24057	yes
A02-1255.a1	A02-1255	04/29/2023 9:00	05/01/2023 9:00	Routine Surveillance		Pass	HonorsSummit-01	SARS-CoV-2	N1	ZooWVU	655887.5693625	327943.78468125	37522.1721603261	NA	NA	100	0	745.4829408	yes
R02-0263.a2	R02-0263	05/18/2023 8:00	05/19/2023 8:00	Routine Surveillance	1.834	Pass	ElkinsWWTP-01	SARS-CoV-2	N2	ZooWVU	28003.4269725	28003.4269725	212.856696355275	194412.165877611	1477.74525598671	100	0	1090.316086	yes
B01-0023.a3	B01-0023	10/14/2021 7:00	10/15/2021 7:00	Routine Surveillance		Pass	CharlestonWWTP-01	Human	RNase P	ZooWVU	6312.86536125	6312.86536125	12.6257307225	NA	NA	100	NA	NA	Missing controls: HEX
E01-0155.a1	E01-0155	08/10/2022 8:50	08/11/2022 8:50	Routine Surveillance	2.231	Pass	PrincetonWWTP-01	SARS-CoV-2	N1	ZooWVU	1651976.7381375	1651976.7381375	4588.82427260417	13951356.0686825	38753.7668574513	100	10.6848669	1155.438156	NTC above threshold
C01-0803.a1	C01-0803	11/13/2024 07:00 AM	11/14/2024 07:00 AM	Routine Surveillance	4.61	Pass	WheelingWWTP-01	Human Norovirus GI	ORF1_2	ZooWVU	1387	1387	2.774	24204.1765187	48.4083530374	100	NA	NA	Missing controls: all
D01-0024.a5	D01-0024	03/23/2022 7:40	03/24/2022 7:40	Routine Surveillance	1.3	Pass	CharlesTownWWTP-01	SARS-CoV-2	N2	ZooWVU	1785	1785	10.5	8784.043905	51.6708465	100	0	8816.233062	yes
J01-0058.a3	J01-0058	05/26/2022 7:30	05/27/2022 7:30	Routine Surveillance	0.089	Pass	AlpineLakeWWTP-01	Human	RNase P	ZooWVU	1052	1052	150.285714285714	354.42036748	50.6314810685714	100	NA	NA	Missing controls: HEX
R02-1014.a5	R02-1014	02/22/2026 08:00 AM	02/23/2026 08:00 AM	Routine Surveillance	3.35	Pass	ElkinsWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	1856	1856	14.1076314989358	23536.165216	178.900617330496	100	0	652.201461791992	yes
M03-0243.a1	M03-0243	05/04/2023 11:00	05/05/2023 11:00	Routine Surveillance	0.367	Pass	ManningtonWWTP-01	SARS-CoV-2	N1	ZooWVU	2681	2681	245.737855178735	3724.56710507	341.390202114574	100	0	752.9010008	yes
C01-0794.a5	C01-0794	10/31/2024 07:00 AM	11/01/2024 07:00 AM	Routine Surveillance	5.54	Pass	WheelingWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	2329	2329	4.658	48841.8581906	97.6837163812	100	0	378.29137802124	yes
A03-0004.a1	A03-0004	09/15/2021 6:00	09/15/2021 14:00	Routine Surveillance		Pass	NorthES-01	SARS-CoV-2	N1	ZooWVU	2038	6114	888.662790697674	NA	NA	100	0	27107.9071	yes
T01-0265.a1	T01-0265	05/13/2024 07:00 AM	05/14/2024 07:00 AM	Routine Surveillance	0.27	Pass	PointPleasantWWTP-01	SARS-CoV-2	N2	ZooWVU	2190	2190	39.7098821396192	2238.312933	40.5859099365367	100	0.399387702345848	NA	yes
G01-0282.a1	G01-0282	12/06/2022 9:00	12/07/2022 9:00	Routine Surveillance	0.765	Pass	KeyserWWTP-01	SARS-CoV-2	N1	ZooWVU	1247435.037825	1247435.037825	15272.2213249878	3612370.59589785	44225.8887842538	100	0	602.0388032	yes
D01-0188.a2	D01-0188	09/18/2022 7:35	09/19/2022 7:35	Routine Surveillance	1.24	Pass	CharlesTownWWTP-01	SARS-CoV-2	N2	ZooWVU	865077.356325	865077.356325	5088.69033132353	4060593.86950371	23885.8462911983	100	0	1202.9378508	yes
L01-1001.a5	L01-1001	12/14/2025 07:00 AM	12/15/2025 07:00 AM	Routine Surveillance	0.251	Pass	WestUnionWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	275800.837576389	275800.837576389	48900.8577263101	262048.83139108	46462.5587572837	100	0.287636145949363	NA	yes
A02-1157.a2	A02-1157	03/25/2023 9:00	03/27/2023 9:00	Routine Surveillance		Pass	UPlace-01	SARS-CoV-2	N2	ZooWVU	29081.7355875	14540.86779375	NA	NA	NA	100	6.12601162	1257.7349852	yes
R01-0385.a1	R01-0385	08/06/2023 9:00	08/07/2023 9:00	Routine Surveillance	0.17	Pass	HuttonsvilleWWTP-01	SARS-CoV-2	N1	ZooWVU	1529	1529	72.7748691099476	983.9416213	46.8320619371728	100	0	NA	yes
M03-1015.a3	M03-1015	04/12/2026 08:00 AM	04/13/2026 08:00 AM	Routine Surveillance	0.183	Pass	ManningtonWWTP-01	SARS-CoV-2	SC2	ZooWVU	16840.8208340407	16840.8208340407	1543.61327534745	11666.1423215896	1069.30727053984	100	NA	NA	Missing controls: all
E01-0257.a2	E01-0257	04/10/2023 10:00	04/11/2023 10:00	Routine Surveillance	2.957	Pass	PrincetonWWTP-01	SARS-CoV-2	N2	ZooWVU	40169.25774	40169.25774	111.5812715	449632.874097233	1248.98020582565	100	0	983.4015656	yes
C01-0625.a1	C01-0625	03/17/2024 07:00 AM	03/18/2024 07:00 AM	Routine Surveillance	13.460	Pass	WheelingWWTP-01	Human	RNase P	ZooWVU	1562	1562	3.124	79586.4282532	159.1728565064	100	0	NA	yes
G01-0103.a2	G01-0103	04/19/2022 8:00	04/19/2022 8:00	Routine Surveillance	1.88	Pass	KeyserWWTP-01	SARS-CoV-2	N2	ZooWVU	1287	1287	15.756611165524	9159.0266196	112.133038927522	100	0	1631.4260482	yes
K01-0031.a1	K01-0031	02/14/2022 6:21	02/15/2022 6:26	Routine Surveillance	5.97	Pass	ParkersburgWWTP-01	SARS-CoV-2	N1	ZooWVU	226620.3948	226620.3948	471.634536524454	5121371.11881881	10658.420642703	100	0	8669.301606	yes
H01-0208.a1	H01-0208	05/03/2022 8:00	05/04/2022 8:00	Routine Surveillance	3.3	Pass	MoundsvilleWWTP-01	SARS-CoV-2	N1	ZooWVU	2776	2776	23.1333333333333	34677.383928	288.9781994	100	NA	NA	Missing controls: all
R01-0451.a2	R01-0451	10/29/2023 9:00	10/30/2023 9:00	Routine Surveillance	0.183	Pass	HuttonsvilleWWTP-01	SARS-CoV-2	N2	ZooWVU	35326.2269475	35326.2269475	1681.40061625416	24471.5382531285	1164.75669933977	100	0	88512.43164	yes
U01-0054.a3	U01-0054	06/08/2025 10:00 AM	06/09/2025 10:00 AM	Routine Surveillance	0.309	Pass	WhiteOakWWTP-01	Influenza Virus A	M	ZooWVU	551769.679784773	551769.679784773	21011.7928326266	645400.409238211	24577.3194683249	100	243.400430679322	NA	NTC above threshold
Q01-0418.a2	Q01-0418	07/19/2023 8:00	07/20/2023 8:00	Routine Surveillance	0.648	Pass	MadisonWWTP-01	SARS-CoV-2	N2	ZooWVU	9335.93481	9335.93481	204.960149506037	22900.5409609511	502.756113302988	100	0	NA	yes
T01-0167.a2	T01-0167	06/16/2023 7:00	06/17/2023 7:00	Routine Surveillance	0.64	Pass	PointPleasantWWTP-01	SARS-CoV-2	N2	ZooWVU	738	738	13.3816863100635	1787.9248512	32.4193082719855	100	0	9.79786098	yes
P01-0199.a5	P01-0199	07/06/2025 07:00 AM	07/07/2025 07:00 AM	Routine Surveillance	0.192	Pass	StMarysWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	28235.2275028825	28235.2275028825	976.321836199256	20521.3272080038	709.589460857669	100	0	NA	yes
N02-0562.a4	N02-0562	04/06/2025 07:00 AM	04/07/2025 07:00 AM	Routine Surveillance	17.81	Pass	ClarksburgWWTP-01	SARS-CoV-2	SC2	ZooWVU	2182	2182	8.23458374216922	147106.4078822	555.160419209752	100	0.59578999876976	621.494064331054	yes
A01-1627.a5	A01-1627	07/31/2026 12:00 AM	08/01/2026 12:00 AM	Routine Surveillance	6.5	Pass	StarCityWWTP-01	SARS-CoV-2	SC2	ZooWVU	4333.15468020736	4333.15468020736	8.96613698106141	106617.985877024	220.613279831618	100	NA	NA	Missing controls: all
A01-0657.a3	A01-0657	08/29/2023 0:00	08/30/2023 0:00	Routine Surveillance	10.9	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	883176.80608125	883176.80608125	1827.46400861043	36440730.8172375	75402.9358078908	100	0	135.47105788	yes
E01-0541.a3	E01-0541	06/18/2024 01:00 PM	06/19/2024 01:00 PM	Routine Surveillance	1.698	Pass	PrincetonWWTP-01	Influenza Virus A	M	ZooWVU	1332	1332	3.7	8561.59807176	23.782216866	100	0	201.380996704102	yes
A01-0195.a2	A01-0195	03/08/2022 0:00	03/08/2022 0:00	Routine Surveillance	10.1	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	27597.973539375	27597.973539375	57.1055569015374	1055143.41465842	2183.29625612155	100	0	9534.579468	yes
A01-1348.a3	A01-1348	09/07/2025 12:00 AM	09/08/2025 12:00 AM	Routine Surveillance	7.2	Pass	StarCityWWTP-01	Influenza Virus A	M	ZooWVU	4291.03912319988	4291.03912319988	8.87899172984581	116952.065332935	241.996493405345	100	2.72738112136721	NA	yes
O01-0201.a2	O01-0201	10/12/2022 7:00	10/13/2022 7:00	Routine Surveillance	1.59	Pass	GraftonWWTP-01	SARS-CoV-2	N2	ZooWVU	16594.610818125	16594.610818125	273.342296460633	99879.6751218913	1645.19313328762	100	9.3066001	9.33845758	yes
M03-0070.a1	M03-0070	05/06/2022 11:00	05/07/2022 11:00	Routine Surveillance	0.362	Pass	ManningtonWWTP-01	SARS-CoV-2	N1	ZooWVU	1393	1393	127.681026581118	1908.85355906	174.963662608616	100	0	200.6589652	yes
N02-0248.a2	N02-0248	01/09/2023 7:00	01/10/2023 7:00	Routine Surveillance	9.54	Pass	ClarksburgWWTP-01	SARS-CoV-2	N2	ZooWVU	134818.71441375	134818.71441375	508.788264826591	4868682.80681422	18373.7746502159	100	4.661251	NA	yes
O01-0325.a1	O01-0325	03/23/2025 08:00 AM	03/24/2025 08:00 AM	Routine Surveillance	0.98	Pass	GraftonWWTP-01	Influenza Virus A	M	ZooWVU	14786.0766202211	14786.0766202211	243.5525715734	54851.9350529723	903.507413160472	100	5.02416133880616	NA	yes
J01-0531.a2	J01-0531	04/27/2025 07:00 AM	04/28/2025 07:00 AM	Routine Surveillance	0.235	Pass	AlpineLakeWWTP-01	SARS-CoV-2	SC2	ZooWVU	4153.81180588157	4153.81180588157	593.40168655451	3695.11197580401	527.873139400572	100	0	NA	yes
R01-0010.a2	R01-0010	05/12/2022 9:00	05/13/2022 8:30	Routine Surveillance	0.166	Pass	HuttonsvilleWWTP-01	SARS-CoV-2	N2	ZooWVU	7239.271711875	7239.271711875	344.563146686102	4548.99951412089	216.515921662108	100	0	53.74772548	yes
E01-0023.a2	E01-0023	01/03/2022 8:00	01/04/2022 8:00	Routine Surveillance	7.746	Pass	PrincetonWWTP-01	SARS-CoV-2	N2	ZooWVU	13554.46697625	13554.46697625	37.65129715625	397441.178124044	1104.00327256679	100	0	0	yes
C01-0819.a3	C01-0819	12/05/2024 07:00 AM	12/06/2024 07:00 AM	Routine Surveillance	2.91	Pass	WheelingWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	147612.861692905	147612.861692905	295.225723385811	1626035.84009254	3252.07168018507	100	0	282.038669586182	yes
A04-0402.a2	A04-0402	04/13/2023 8:00	04/14/2023 8:00	Routine Surveillance	0.494	Pass	CheatLakeWWTP-01	SARS-CoV-2	N2	ZooWVU	450868.74778125	450868.74778125	22543.4373890625	843121.194870079	42156.059743504	100	0	983.4015656	yes
H01-0410.a1	H01-0410	11/20/2022 8:00	11/21/2022 8:00	Routine Surveillance	1.7	Pass	MoundsvilleWWTP-01	SARS-CoV-2	N1	ZooWVU	1265266.8358875	1265266.8358875	10543.8902990625	8142241.34650273	67852.0112208561	100	0	762.8016664	yes
E02-0070.a3	E02-0070	02/28/2022 8:00	03/01/2022 8:00	Routine Surveillance	0.141	Pass	AthensWWTP-01	Human	RNase P	ZooWVU	14707.1726325	14707.1726325	615.105505332497	7849.84764802565	328.308140862637	100	NA	NA	Missing controls: HEX
Q01-0200.a2	Q01-0200	12/07/2022 8:00	12/08/2022 8:00	Routine Surveillance	0.579	Pass	MadisonWWTP-01	SARS-CoV-2	N2	ZooWVU	400061.70088125	400061.70088125	8782.91330145445	876836.189053945	19249.9712196256	100	0	608.291092	yes
O01-0470.a6	O01-0470	03/03/2024 08:00 AM	03/04/2024 08:00 AM	Routine Surveillance	1.56	Pass	GraftonWWTP-01	Human Norovirus GI	ORF1_2	ZooWVU	127111.514657736	127111.514657736	2093.74921195414	750623.949972841	12364.0907589004	100	NA	NA	Missing controls: all
P01-0049.a1	P01-0049	04/04/2022 8:39	04/05/2022 8:39	Routine Surveillance	0.208	Pass	StMarysWWTP-01	SARS-CoV-2	N1	ZooWVU	2949.97458	2949.97458	102.004653526971	2322.70756117458	80.3149225855664	100	0	0	yes
A04-0579.a3	A04-0579	05/25/2026 12:00 AM	05/26/2026 12:00 AM	Routine Surveillance	1.023	Pass	CheatLakeWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	1793	1793	89.65	6943.34665299	347.1673326495	100	NA	NA	Missing controls: all
D01-0383.a2	D01-0383	12/11/2023 07:00 AM	12/12/2023 07:00 AM	Routine Surveillance	1.4	Pass	CharlesTownWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	953	953	5.60588235294118	5050.494022	29.7087883647059	100	0	0	yes
A02-0773.a1	A02-0773	11/09/2022 9:00	11/11/2022 9:00	Routine Surveillance		Pass	Evansdale-01	SARS-CoV-2	N1	ZooWVU	42969.898340625	21484.9491703125	NA	NA	NA	100	0	836.0617828	yes
Q01-0146.a2	Q01-0146	10/04/2022 8:00	10/05/2022 8:00	Routine Surveillance	0.302	Pass	MadisonWWTP-01	SARS-CoV-2	N2	ZooWVU	266911.47301125	266911.47301125	5859.74693767837	305131.546433558	6698.82648591784	100	0	1234.4461824	yes
Q01-1033.a2	Q01-1033	06/29/2026 12:00 AM	07/05/2026 12:00 AM	Routine Surveillance	0.5169	Pass	MadisonWWTP-01	Respiratory Syncitial Virus, Bovine	Unk	ZooWVU	111565.616279841	111565.616279841	2449.30002809749	218298.034792855	4792.49253112745	100	NA	NA	Missing controls: all
A01-0652.a1	A01-0652	08/23/2023 0:00	08/24/2023 0:00	Routine Surveillance	9.4	Pass	StarCityWWTP-01	SARS-CoV-2	N1	ZooWVU	547285.4679375	547285.4679375	1132.43972011567	19473978.9019417	40295.4372246767	100	0	NA	yes
O01-1009.a4	O01-1009	04/19/2026 08:00 AM	04/20/2026 08:00 AM	Routine Surveillance	1.15	Pass	GraftonWWTP-01	SARS-CoV-2	SC2	ZooWVU	125	125	2.05896886839071	544.1526875	8.96314754570911	100	NA	NA	Missing controls: all
G01-0499.a2	G01-0499	07/14/2024 09:00 AM	07/15/2024 09:00 AM	Routine Surveillance	0.523	Pass	KeyserWWTP-01	Human Norovirus GII	ORF1_2	ZooWVU	1406524.04308319	1406524.04308319	17219.9319672281	2784593.3030561	34091.4948953979	100	NA	NA	Missing controls: all
H01-0382.a2	H01-0382	10/23/2022 8:00	10/24/2022 8:00	Routine Surveillance	1.5	Pass	MoundsvilleWWTP-01	SARS-CoV-2	N2	ZooWVU	360105.51099375	360105.51099375	3000.87925828125	2044720.50355628	17039.3375296356	100	8.79686416	9.11771834	yes
C01-0586.a2	C01-0586	01/22/2024 07:00 AM	01/23/2024 07:00 AM	Routine Surveillance	6.669	Pass	WheelingWWTP-01	SARS-CoV-2	N2	ZooWVU	149705.156385899	149705.156385899	299.410312771797	3779291.59615571	7558.58319231142	100	0	23855.068359375	yes
A02-0171.a2	A02-0171	10/13/2021 9:58	10/15/2021 9:47	Routine Surveillance		Pass	HonorsSummit-01	SARS-CoV-2	N2	ZooWVU	26026.02706875	13013.013534375	1488.90315038616	NA	NA	100	0	49871.04492	yes
O01-0058.a2	O01-0058	05/16/2022 6:00	05/17/2022 6:00	Routine Surveillance	2.37	Pass	GraftonWWTP-01	SARS-CoV-2	N2	ZooWVU	338071.660996875	338071.660996875	5568.63220222163	3032983.43562241	49958.5477783299	100	0	315.3596162	yes
A01-0833.a7	A01-0833	03/23/2024 12:00 AM	03/24/2024 12:00 AM	Routine Surveillance	9.1	Pass	StarCityWWTP-01	Human Norovirus GII	ORF1_2	ZooWVU	14982933.7120056	14982933.7120056	31002.5941731617	516120578.635144	1067953.52308216	100	NA	NA	Missing controls: all
A1040.a2	A1040	04/29/2021 11:59	04/30/2021 11:59	Routine Surveillance	7.844	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	1661	1661	3.43693097169343	49319.66778244	102.051952868813	100	NA	NA	Missing controls: FAM/HEX
R01-0303.a3	R01-0303	05/29/2023 9:00	05/30/2023 9:00	Routine Surveillance	0.176	Pass	HuttonsvilleWWTP-01	Human	RNase P	ZooWVU	81470.49978375	81470.49978375	3877.70108442408	54278.2670472073	2583.4491693102	100	NA	NA	Missing controls: HEX
A04-0005.a2	A04-0005	01/31/2022 9:00	02/01/2022 9:00	Routine Surveillance	0.575	Pass	CheatLakeWWTP-01	SARS-CoV-2	N2	ZooWVU	660568.1884875	660568.1884875	33028.409424375	1437799.82016992	71889.9910084959	100	0	7045.1622	yes
R02-0331.a2	R02-0331	07/12/2023 6:00	07/13/2023 6:00	Routine Surveillance	1.5801	Pass	ElkinsWWTP-01	SARS-CoV-2	N2	ZooWVU	19175.7454875	19175.7454875	145.756654663271	114696.391592696	871.818117913466	100	0	0	yes
C01-0113.a3	C01-0113	01/24/2022 7:00	01/25/2022 7:00	Routine Surveillance	7.104	Pass	WheelingWWTP-01	Human	RNase P	ZooWVU	13750.12802625	13750.12802625	27.5002560525	369762.291624641	739.524583249282	100	NA	NA	Missing controls: HEX
N03-0396.a3	N03-0396	07/11/2023 7:30	07/12/2023 7:30	Routine Surveillance	0.42644	Pass	SalemWWTP-01	Human	RNase P	ZooWVU	11698.93842375	11698.93842375	631.351237115488	18885.0141629632	1019.15888629051	100	NA	NA	Missing controls: HEX
A1026.a2	A1026	04/11/2021 12:00	04/12/2021 12:00	Routine Surveillance	8.109	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	1273	1273	2.63408376096673	39075.86757537	80.855544560855	100	NA	NA	Missing controls: FAM/HEX
L01-0181.a2	L01-0181	07/19/2022 9:00	07/20/2022 9:00	Routine Surveillance	0.329	Pass	WestUnionWWTP-01	SARS-CoV-2	N2	ZooWVU	3030123.5247375	3030123.5247375	537255.944102394	3773715.50439449	669098.493686967	100	0	535.3977968	yes
N02-0446.a5	N02-0446	08/25/2024 07:00 AM	08/26/2024 07:00 AM	Routine Surveillance	5.439	Pass	ClarksburgWWTP-01	Influenza Virus A	M	ZooWVU	1927	1927	7.27224696203487	39674.70429573	149.727165430334	100	NA	NA	Missing controls: all
N03-0143.a1	N03-0143	07/31/2022 10:00	08/01/2022 7:30	Routine Surveillance	0.60378	Pass	SalemWWTP-01	SARS-CoV-2	N1	ZooWVU	134237.43368625	134237.43368625	7244.32993449811	306807.017586315	16557.3134153435	100	4.84955042	411.5738676	yes
R01-0290.a1	R01-0290	06/21/2023 8:00	06/22/2023 8:00	Routine Surveillance	0.165	Pass	HuttonsvilleWWTP-01	SARS-CoV-2	N1	ZooWVU	1447	1447	68.8719657306045	903.78556455	43.0169235863874	100	0	11.0435617	yes
D01-1008.a5	D01-1008	02/02/2026 08:00 AM	02/03/2026 08:00 AM	Routine Surveillance	1.69	Pass	CharlesTownWWTP-01	SARS-CoV-2	SC2	ZooWVU	743391.855955125	743391.855955125	4372.89327032426	4755732.61161234	27974.8977153667	100	0	NA	yes
J01-0201.a3	J01-0201	12/27/2022 7:30	12/28/2022 7:30	Routine Surveillance	0.107	Pass	AlpineLakeWWTP-01	Human	RNase P	ZooWVU	10531.586510625	10531.586510625	1504.51235866071	4265.70189957079	609.38598565297	100	NA	NA	Missing controls: HEX
C01-0493.a1	C01-0493	08/22/2023 7:00	08/23/2023 7:00	Routine Surveillance	8.423	Pass	WheelingWWTP-01	SARS-CoV-2	N1	ZooWVU	10220.685568125	10220.685568125	20.44137113625	325881.535157261	651.763070314522	100	0	NA	yes
A01-0017.a2	A01-0017	08/29/2021 0:00	08/29/2021 23:55	Routine Surveillance	9.281	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	201845.18933125	201845.18933125	417.656822817518	7091303.9535968	14673.2824730939	100	0	66721.61254	yes
C01-1238.a2	C01-1238	04/22/2026 08:00 AM	04/23/2026 08:00 AM	Routine Surveillance	8.0	Pass	WheelingWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	864	864	1.728	26164.75392	52.32950784	100	NA	NA	Missing controls: all
C01-0885.a3	C01-0885	04/24/2025 07:00 AM	04/25/2025 07:00 AM	Routine Surveillance	7.9	Pass	WheelingWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	1384	1384	2.768	41388.158776	82.776317552	100	0	NA	yes
G01-0287.a3	G01-0287	02/10/2023 9:00	02/11/2023 9:00	Routine Surveillance	0.806	Pass	KeyserWWTP-01	Human	RNase P	ZooWVU	49266.89542875	49266.89542875	603.16963061643	150315.291291705	1840.29494725398	100	NA	NA	Missing controls: HEX
C01-0906.a1	C01-0906	05/26/2025 07:00 AM	05/27/2025 07:00 AM	Routine Surveillance	6.4	Pass	WheelingWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	884	884	1.768	21416.335616	42.832671232	100	0	NA	yes
E01-0692.a2	E01-0692	02/03/2025 09:00 AM	02/04/2025 09:00 AM	Routine Surveillance	5.231	Pass	PrincetonWWTP-01	SARS-CoV-2	SC2	ZooWVU	4292.88861807435	4292.88861807435	11.9246906057621	85005.5468680891	236.126519078025	100	0	445.798416137696	yes
U01-0073.a3	U01-0073	06/09/2024 08:50 AM	06/10/2024 08:50 AM	Routine Surveillance	3.76	Pass	WhiteOakWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	36	36	1.37090632140137	512.3930976	19.5123037928408	100	0	NA	yes
A01-0064.a3	A01-0064	10/16/2021 0:00	10/16/2021 23:55	Routine Surveillance	11.183	Pass	StarCityWWTP-01	Human	RNase P	ZooWVU	5866.47923375	5866.47923375	12.1388827051606	248341.207054116	513.866096370873	100	NA	NA	Missing controls: HEX
