sample_id	location_id	sample_event	sample_qc	sample_collection_start_datetime	sample_collection_end_datetime	sample_recovered_datetime	sample_collection_by	sample_flow	sample_received_by	sample_received_date	sample_comment
A02-2017	ReynoldsWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 10:13 AM	Brian		ID	06/12/2026	
P01-1020	StMarysWWTP-01	Routine Surveillance	Pass	06/07/2026 07:00 AM	06/08/2026 06:00 AM	06/08/2026 07:00 AM		0.213	ID	06/10/2026	
A01-1584	StarCityWWTP-01	Routine Surveillance	Pass	06/05/2026 12:00 AM	06/06/2026 12:00 AM	06/06/2026 12:00 AM		8.2	ID	06/10/2026	
A02-2019	OaklandWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 08:41 AM	Aidan Aird		ID	06/15/2026	
D01-1025	CharlesTownWWTP-01	Routine Surveillance	Pass	06/03/2026 07:00 AM	06/04/2026 07:26 AM	06/04/2026 07:26 AM		1.2	ID	06/10/2026	
A01-1591	StarCityWWTP-01	Routine Surveillance	Pass	06/13/2026 12:00 AM	06/14/2026 12:00 AM	06/14/2026 12:00 AM		9.5	LS	06/18/2026	
A01-1589	StarCityWWTP-01	Routine Surveillance	Pass	06/10/2026 12:00 AM	06/11/2026 12:00 AM	06/11/2026 12:00 AM		10.7	LS	06/18/2026	
A02-2014	OaklandWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:10 AM	Brian		ID	06/12/2026	
C01-1285	WheelingWWTP-01	Routine Surveillance	Pass	05/26/2026 08:00 AM	05/27/2026 08:00 AM	05/27/2026 08:00 AM		13.4	LS	06/04/2026	
A02-4021	ReynoldsWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 09:18 AM	Aidan Aird		ID	06/15/2026	
A02-3010	EvansdaleWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:50 AM	Brian		ID	06/05/2026	
W02-1004	CraigsvilleWWTP-01	Routine Surveillance	Pass	06/07/2026 07:30 AM	06/08/2026 07:30 AM	06/08/2026 07:30 AM		0.154	ID	06/10/2026	
J01-1029	AlpineLakeWWTP-01	Routine Surveillance	Pass	06/07/2026 07:30 AM	06/08/2026 07:30 AM	06/08/2026 07:30 AM		0.085	ID	06/10/2026	
A01-1586	StarCityWWTP-01	Routine Surveillance	Pass	06/07/2026 12:00 AM	06/08/2026 12:00 AM	06/08/2026 12:00 AM		7.9	ID	06/10/2026	
N02-1011	ClarksburgWWTP-01	Routine Surveillance	Pass	05/31/2026 07:00 AM	06/01/2026 07:00 AM	06/01/2026 07:00 AM		9.8	LS	06/04/2026	
A02-2016	FacManWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:30 AM	Brian		ID	06/12/2026	
A02-4015	EvansdaleWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:25 AM	Brian		ID	06/12/2026	
A01-1581	StarCityWWTP-01	Routine Surveillance	Pass	06/01/2026 12:00 AM	06/02/2026 12:00 AM	06/02/2026 12:00 AM		9.0	LS	06/04/2026	
F01-1018	WestonWWTP-01	Routine Surveillance	Pass	05/31/2026 12:00 AM	06/01/2026 12:00 AM	06/01/2026 12:00 AM		1.9	LS	06/04/2026	
A02-2011	OaklandWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 07:40 AM			LS	06/09/2026	
C01-1295	WheelingWWTP-01	Routine Surveillance	Pass	06/09/2026 08:00 AM	06/10/2026 08:00 AM	06/10/2026 08:00 AM		10.2	LS	06/18/2026	
A04-0579	CheatLakeWWTP-01	Routine Surveillance	Pass	05/25/2026 12:00 AM	05/26/2026 12:00 AM	05/26/2026 12:00 AM		1.023	LS	06/04/2026	
A02-2008	OaklandWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:02 AM	Brian		ID	06/05/2026	
L01-1021	WestUnionWWTP-01	Routine Surveillance	Pass	06/07/2026 07:00 AM	06/08/2026 08:00 AM	06/08/2026 07:00 AM		0.159	ID	06/10/2026	
A04-0577	CheatLakeWWTP-01	Routine Surveillance	Pass	06/01/2026 12:00 AM	06/02/2026 12:00 AM	06/02/2026 12:00 AM		0.594	LS	06/04/2026	
M03-1022	ManningtonWWTP-01	Routine Surveillance	Pass	05/31/2026 08:00 AM	06/01/2026 08:00 AM	06/01/2026 08:00 AM		0.195	LS	06/04/2026	
T01-1005	PointPleasantWWTP-01	Routine Surveillance	Pass	06/14/2026 12:00 AM	06/15/2026 12:00 AM	06/15/2026 12:00 AM		0.25	LS	06/18/2026	
M04-1011	FarmingtonWWTP-01	Routine Surveillance	Pass	06/07/2026 09:00 AM	06/08/2026 09:00 AM	06/08/2026 09:00 AM		0.115	ID	06/10/2026	
M03-1023	ManningtonWWTP-01	Routine Surveillance	Pass	06/07/2026 08:30 AM	06/08/2026 08:30 AM	06/08/2026 08:30 AM		0.376	ID	06/10/2026	
A02-4016	FacManWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:30 AM	Brian		ID	06/12/2026	
A02-3020	EvansdaleWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 09:00 AM	Aidan Aird		ID	06/15/2026	
A02-3012	EvansdaleWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 07:53 AM			LS	06/09/2026	
A02-2015	EvansdaleWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:25 AM	Brian		ID	06/12/2026	
A02-4011	OaklandWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/06/2026 07:40 AM			LS	06/09/2026	
A01-1585	StarCityWWTP-01	Routine Surveillance	Pass	06/06/2026 12:00 AM	06/07/2026 12:00 AM	06/07/2026 12:00 AM		7.7	ID	06/10/2026	
A02-3013	ReynoldsWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 08:25 AM			LS	06/09/2026	
D01-1024	CharlesTownWWTP-01	Routine Surveillance	Pass	05/27/2026 07:15 AM	05/28/2026 07:22 AM	05/28/2026 07:22 AM		1.481	LS	06/04/2026	
C01-1289	WheelingWWTP-01	Routine Surveillance	Pass	06/01/2026 08:00 AM	06/02/2026 08:00 AM	06/02/2026 08:00 AM		10.5	ID	06/10/2026	
A02-4008	OaklandWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:02 AM	Brian		ID	06/05/2026	
C01-1284	WheelingWWTP-01	Routine Surveillance	Pass	05/25/2026 08:00 AM	05/26/2026 08:00 AM	05/26/2026 08:00 AM		12.6	LS	06/04/2026	
C01-1291	WheelingWWTP-01	Routine Surveillance	Pass	06/03/2026 08:00 AM	06/04/2026 08:00 AM	06/04/2026 08:00 AM		9.7	ID	06/10/2026	
R02-1029	ElkinsWWTP-01	Routine Surveillance	Pass	06/07/2026 08:00 AM	06/08/2026 08:00 AM	06/08/2026 08:00 AM		1.47	ID	06/10/2026	
C01-1296	WheelingWWTP-01	Routine Surveillance	Pass	06/10/2026 08:00 AM	06/11/2026 08:00 AM	06/11/2026 08:00 AM		9.3	LS	06/18/2026	
C01-1287	WheelingWWTP-01	Routine Surveillance	Pass	05/28/2026 08:00 AM	05/29/2026 08:00 AM	05/29/2026 08:00 AM		15.6	LS	06/04/2026	
A02-3009	FacManWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:12 AM	Brian		ID	06/05/2026	
A02-3018	FacManWVU-01	Upstream Collection	Pass	06/12/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 08:25 AM	Aidan Aird		ID	06/15/2026	
U01-1008	WhiteOakWWTP-01	Routine Surveillance	Pass	05/31/2026 09:50 AM	06/01/2026 09:50 AM	06/01/2026 09:50 AM		0.252	LS	06/04/2026	
D01-1026	CharlesTownWWTP-01	Routine Surveillance	Pass	06/10/2026 07:15 AM	06/11/2026 08:20 AM	06/11/2026 08:20 AM		1.416	LS	06/18/2026	
A02-4017	ReynoldsWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 10:13 AM	Brian		ID	06/12/2026	
O01-1013	GraftonWWTP-01	Routine Surveillance	Pass	06/07/2026 08:00 AM	06/08/2026 08:00 AM	06/08/2026 08:00 AM		1.10	ID	06/10/2026	
A02-4019	OaklandWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 08:41 AM	Aidan Aird		ID	06/15/2026	
A02-4014	OaklandWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:10 AM	Brian		ID	06/12/2026	
O01-1012	GraftonWWTP-01	Routine Surveillance	Pass	05/24/2026 08:00 AM	05/25/2026 08:00 AM	05/25/2026 08:00 AM		2.89	LS	06/04/2026	
A02-2021	ReynoldsWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 09:18 AM	Aidan Aird		ID	06/15/2026	
A01-1579	StarCityWWTP-01	Routine Surveillance	Pass	05/30/2026 12:00 AM	05/31/2026 12:00 AM	05/31/2026 12:00 AM		10.0	LS	06/04/2026	
C01-1294	WheelingWWTP-01	Routine Surveillance	Pass	06/08/2026 08:00 AM	06/09/2026 08:00 AM	06/09/2026 08:00 AM		9.5	LS	06/18/2026	
T01-1004	PointPleasantWWTP-01	Routine Surveillance	Pass	06/07/2026 10:00 AM	06/08/2026 10:00 AM	06/08/2026 10:00 AM		0.78	ID	06/10/2026	
C01-1297	WheelingWWTP-01	Routine Surveillance	Pass	06/11/2026 08:00 AM	06/12/2026 08:00 AM	06/12/2026 08:00 AM		11.8	LS	06/18/2026	
C01-1286	WheelingWWTP-01	Routine Surveillance	Pass	05/27/2026 08:00 AM	05/28/2026 08:00 AM	05/28/2026 08:00 AM		14.5	LS	06/04/2026	
A01-1577	StarCityWWTP-01	Routine Surveillance	Pass	05/27/2026 12:00 AM	05/28/2026 12:00 AM	05/28/2026 12:00 AM		16.5	LS	06/04/2026	
W01-1015	SummersvilleWWTP-01	Routine Surveillance	Pass	05/31/2026 10:00 AM	06/01/2026 10:00 AM	06/01/2026 10:00 AM		0.4	LS	06/04/2026	
A02-3021	ReynoldsWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 09:18 AM	Aidan Aird		ID	06/15/2026	
N03-1008	SalemWWTP-01	Routine Surveillance	Pass	05/31/2026 07:00 AM	06/01/2026 07:00 AM	06/01/2026 07:00 AM		0.26738	LS	06/04/2026	
J01-1028	AlpineLakeWWTP-01	Routine Surveillance	Pass	05/31/2026 07:30 AM	06/01/2026 07:30 AM	06/01/2026 07:30 AM		0.212	LS	06/04/2026	
A02-4010	EvansdaleWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:50 AM	Brian		ID	06/05/2026	
C01-1290	WheelingWWTP-01	Routine Surveillance	Pass	06/02/2026 08:00 AM	06/03/2026 08:00 AM	06/03/2026 08:00 AM		10.2	ID	06/10/2026	
A02-2018	FacManWVU-01	Upstream Collection	Pass	06/12/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 08:25 AM	Aidan Aird		ID	06/15/2026	
A01-1588	StarCityWWTP-01	Routine Surveillance	Pass	06/09/2026 12:00 AM	06/10/2026 12:00 AM	06/10/2026 12:00 AM		7.7	LS	06/18/2026	
H01-1035	MoundsvilleWWTP-01	Routine Surveillance	Pass	06/07/2026 08:00 AM	06/08/2026 08:00 AM	06/08/2026 08:00 AM		1.5	ID	06/10/2026	
A01-1593	StarCityWWTP-01	Routine Surveillance	Pass	06/15/2026 12:00 AM	06/16/2026 12:00 AM	06/16/2026 12:00 AM		8.8	LS	06/18/2026	
G01-1015	KeyserWWTP-01	Routine Surveillance	Pass	06/07/2026 09:00 AM	06/08/2026 08:00 AM	06/08/2026 08:45 AM		0.9779	ID	06/10/2026	NEEDS FLOW
A01-1592	StarCityWWTP-01	Routine Surveillance	Pass	06/14/2026 12:00 AM	06/15/2026 12:00 AM	06/15/2026 12:00 AM		11.4	LS	06/18/2026	
W02-1003	CraigsvilleWWTP-01	Routine Surveillance	Pass	05/31/2026 08:00 AM	06/01/2026 08:00 AM	06/01/2026 08:00 AM		0.090	LS	06/04/2026	
A02-2009	FacManWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:12 AM	Brian		ID	06/05/2026	
N02-1012	ClarksburgWWTP-01	Routine Surveillance	Pass	06/07/2026 07:00 AM	06/08/2026 07:00 AM	06/08/2026 07:00 AM		7.08	ID	06/10/2026	
F01-1019	WestonWWTP-01	Routine Surveillance	Pass	06/07/2026 12:00 AM	06/08/2026 12:00 AM	06/08/2026 12:00 AM		1.5	ID	06/10/2026	
Q01-1028	MadisonWWTP-01	Routine Surveillance	Pass	05/27/2026 08:00 AM	05/27/2026 08:00 AM	06/01/2026 12:00 AM		0.247	LS	06/04/2026	
A02-2020	EvansdaleWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 09:00 AM	Aidan Aird		ID	06/15/2026	
A01-1583	StarCityWWTP-01	Routine Surveillance	Pass	06/03/2026 12:00 AM	06/04/2026 12:00 AM	06/04/2026 12:00 AM		8.3	ID	06/10/2026	
A02-2012	EvansdaleWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 07:53 AM			LS	06/09/2026	
A02-3015	EvansdaleWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:25 AM	Brian		ID	06/12/2026	
A01-1582	StarCityWWTP-01	Routine Surveillance	Pass	06/02/2026 12:00 AM	06/03/2026 12:00 AM	06/03/2026 12:00 AM		8.3	ID	06/10/2026	
A02-2013	ReynoldsWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 08:25 AM			LS	06/09/2026	
