sample_id	location_id	sample_event	sample_qc	sample_collection_start_datetime	sample_collection_end_datetime	sample_recovered_datetime	sample_collection_by	sample_flow	sample_received_by	sample_received_date	sample_comment
R02-1028	ElkinsWWTP-01	Routine Surveillance	Pass	05/31/2026 08:00 AM	06/01/2026 08:00 AM	06/01/2026 08:00 AM		1.91	LS	06/04/2026	
C01-1292	WheelingWWTP-01	Routine Surveillance	Pass	06/04/2026 08:00 AM	06/05/2026 08:00 AM	06/05/2026 08:00 AM		9.4	ID	06/10/2026	
A02-3008	OaklandWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:02 AM	Brian		ID	06/05/2026	
C01-1293	WheelingWWTP-01	Routine Surveillance	Pass	06/07/2026 08:00 AM	06/08/2026 08:00 AM	06/08/2026 08:00 AM		13.0	ID	06/10/2026	
K01-1010	ParkersburgWWTP-01	Routine Surveillance	Pass	06/08/2026 06:49 AM	06/09/2026 06:49 AM	06/09/2026 06:49 AM		4.127	ID	06/10/2026	Flow was rubbed off
T01-1003	PointPleasantWWTP-01	Routine Surveillance	Pass	05/31/2026 10:50 AM	06/01/2026 10:50 AM	06/01/2026 10:50 AM		0.18	LS	06/04/2026	
C01-1288	WheelingWWTP-01	Routine Surveillance	Pass	05/31/2026 08:00 AM	06/01/2026 08:00 AM	06/01/2026 08:00 AM		13.4	LS	06/04/2026	
A02-4009	FacManWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:12 AM	Brian		ID	06/05/2026	
Q01-1030	MadisonWWTP-01	Routine Surveillance	Pass	06/08/2026 12:00 AM	06/12/2026 12:00 AM	06/15/2026 09:00 AM		0.2500	LS	06/18/2026	
A01-1590	StarCityWWTP-01	Routine Surveillance	Pass	06/12/2026 12:00 AM	06/13/2026 12:00 AM	06/13/2026 12:00 AM		8.0	LS	06/18/2026	
W01-1017	SummersvilleWWTP-01	Routine Surveillance	Pass	06/14/2026 11:00 AM	06/15/2026 11:00 AM	06/15/2026 11:30 AM		0.4	LS	06/18/2026	
H01-1034	MoundsvilleWWTP-01	Routine Surveillance	Pass	05/31/2026 08:00 AM	06/01/2026 08:00 AM	06/01/2026 08:00 AM		1.6	LS	06/04/2026	
A02-3016	FacManWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:30 AM	Brian		ID	06/12/2026	
A02-4020	EvansdaleWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 09:00 AM	Aidan Aird		ID	06/15/2026	
A02-4012	EvansdaleWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 07:53 AM			LS	06/09/2026	
U01-0091	WhiteOakWWTP-01	Routine Surveillance	Pass	06/07/2026 08:41 AM	06/08/2026 08:41 AM	06/08/2026 08:41 AM		0.183	ID	06/10/2026	
U01-0065	WhiteOakWWTP-01	Routine Surveillance	Pass	06/14/2026 12:00 AM	06/15/2026 09:05 AM	06/15/2026 09:05 AM		0.292	LS	06/18/2026	
A02-4013	ReynoldsWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 08:25 AM			LS	06/09/2026	
A02-3011	OaklandWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 07:40 AM			LS	06/09/2026	
G01-1014	KeyserWWTP-01	Routine Surveillance	Pass	05/31/2026 09:00 AM	06/01/2026 08:00 AM	06/01/2026 08:00 AM		1.1822	LS	06/04/2026	
C01-1298	WheelingWWTP-01	Routine Surveillance	Pass	06/12/2026 08:00 AM	06/13/2026 08:00 AM	06/13/2026 08:00 AM		8.6	LS	06/18/2026	
A02-2010	EvansdaleWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:50 AM	Brian		ID	06/05/2026	
A01-1578	StarCityWWTP-01	Routine Surveillance	Pass	05/29/2026 12:00 AM	05/30/2026 12:00 AM	05/30/2026 12:00 AM		10.8	LS	06/04/2026	
A01-1580	StarCityWWTP-01	Routine Surveillance		05/31/2026 12:00 AM	06/01/2026 12:00 AM	06/01/2026 12:00 AM		9.6	LS	06/04/2026	
W01-1016	SummersvilleWWTP-01	Routine Surveillance	Pass	06/07/2026 11:00 AM	06/08/2026 11:00 AM	06/08/2026 11:00 AM		0.3	ID	06/10/2026	
N02-0587	ClarksburgWWTP-01	Routine Surveillance	Pass	05/25/2026 07:00 AM	05/26/2026 07:00 AM	05/26/2026 07:00 AM		11.568	LS	06/04/2026	
A02-4018	FacManWVU-01	Upstream Collection	Pass	06/12/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 08:25 AM	Aidan Aird		ID	06/15/2026	
G01-1016	KeyserWWTP-01	Routine Surveillance	Pass	06/14/2026 09:00 AM	06/15/2026 08:00 AM	06/15/2026 08:00 AM		0.9779	LS	06/18/2026	
A02-3017	ReynoldsWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 10:13 AM	Brian		ID	06/12/2026	
H01-1036	MoundsvilleWWTP-01	Routine Surveillance	Pass	06/14/2026 08:00 AM	06/15/2026 08:00 AM	06/15/2026 08:00 AM		2.0	LS	06/18/2026	
A02-3019	OaklandWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 08:41 AM	Aidan Aird		ID	06/15/2026	
O01-1011	GraftonWWTP-01	Routine Surveillance	Pass	05/31/2026 08:00 AM	06/01/2026 08:00 AM	06/01/2026 08:00 AM		2.32	LS	06/04/2026	
K01-0484	ParkersburgWWTP-01	Routine Surveillance	Pass	06/01/2026 06:50 AM	06/02/2026 06:50 AM	06/02/2026 06:50 AM		4.970	LS	06/04/2026	
L01-1020	WestUnionWWTP-01	Routine Surveillance	Pass	05/31/2026 07:00 AM	06/01/2026 07:00 AM	06/01/2026 07:00 AM		0.186	LS	06/04/2026	
A02-3014	OaklandWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:10 AM	Brian		ID	06/12/2026	
J01-1030	AlpineLakeWWTP-01	Routine Surveillance	Pass	06/14/2026 07:30 AM	06/15/2026 07:30 AM	06/15/2026 07:30 AM		0.192	LS	06/18/2026	
K01-1011	ParkersburgWWTP-01	Routine Surveillance	Pass	06/15/2026 06:56 AM	06/16/2026 06:49 AM	06/16/2026 06:49 AM		4.224	LS	06/18/2026	
A01-1587	StarCityWWTP-01	Routine Surveillance	Pass	06/08/2026 12:00 AM	06/09/2026 12:00 AM	06/09/2026 12:00 AM		7.8	LS	06/18/2026	
