extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A01-1583.e1	A01-1583.c1	EB250	A02	C2	
W02-1004.e1	W02-1004.c1	EB250	D03	F3	
U01-0091.e1	U01-0091.c1	EB250	D01	F1	
T01-1004.e1	T01-1004.c1	EB250	C08	E8	
C01-1291.e1	C01-1291.c1	EB250	A08	C8	
F01-1019.e1	F01-1019.c1	EB250	B04	D4	
G01-1015.e1	G01-1015.c1	EB250	B05	D5	
D01-1025.e1	D01-1025.c1	EB250	B03	D3	
J01-1029.e1	J01-1029.c1	EB250	B07	D7	
M03-1023.e1	M03-1023.c1	EB250	C02	E2	
H01-1035.e1	H01-1035.c1	EB250	B06	D6	
C01-1292.e1	C01-1292.c1	EB250	B01	D1	
L01-1021.e1	L01-1021.c1	EB250	C01	E1	
M04-1011.e1	M04-1011.c1	EB250	C03	E3	
P01-1020.e1	P01-1020.c1	EB250	C06	E6	
R02-1029.e1	R02-1029.c1	EB250	C07	E7	
C01-1293.e1	C01-1293.c1	EB250	B02	D2	
N02-1012.e1	N02-1012.c1	EB250	C04	E4	
O01-1013.e1	O01-1013.c1	EB250	C05	E5	
A01-1586.e1	A01-1586.c1	EB250	A05	C5	
A01-1585.e1	A01-1585.c1	EB250	A04	C4	
K01-1010.e1	K01-1010.c1	EB250	B08	D8	
W01-1016.e1	W01-1016.c1	EB250	D02	F2	
A01-1582.e1	A01-1582.c1	EB250	A01	NAB169 C1	
C01-1290.e1	C01-1290.c1	EB250	A07	C7	
C01-1289.e1	C01-1289.c1	EB250	A06	C6	
A01-1584.e1	A01-1584.c1	EB250	A03	C3	
K01-1011.e1	K01-1011.c1	EB254	C01	L1	
A01-1588.e1	A01-1588.c1	EB254	A02	J2	
C01-1296.e1	C01-1296.c1	EB254	B02	K2	
Q01-1030.e1	Q01-1030.c1	EB254	C03	L3	
W01-1017.e1	W01-1017.c1	EB254	C05	L5	
H01-1036.e1	H01-1036.c1	EB254	C04	L4	
D01-1026.e1	D01-1026.c1	EB254	B08	K8	
A01-1590.e1	A01-1590.c1	EB254	A04	J4	
A01-1591.e1	A01-1591.c1	EB254	A05	J5	
J01-1030.e1	J01-1030.c1	EB254	B05	K5	
C01-1298.e1	C01-1298.c1	EB254	B04	K4	
C01-1294.e1	C01-1294.c1	EB254	A08	J8	
T01-1005.e1	T01-1005.c1	EB254	B06	K6	
G01-1016.e1	G01-1016.c1	EB254	B07	K7	
U01-0065.e1	U01-0065.c1	EB254	C02	L2	
C01-1297.e1	C01-1297.c1	EB254	B03	K3	
A01-1587.e1	A01-1587.c1	EB254	A01	NAB 169 J1	
A01-1589.e1	A01-1589.c1	EB254	A03	J3	
C01-1295.e1	C01-1295.c1	EB254	B01	K1	
A01-1592.e1	A01-1592.c1	EB254	A06	J6	
A01-1593.e1	A01-1593.c1	EB254	A07	J7	
A02-3014.e1	A02-3014.c1	EB253	A02	G2	
A02-4021.e1	A02-4021.c1	EB253	C08	I8	
A02-4017.e1	A02-4017.c1	EB253	B04	H4	
A02-3016.e1	A02-3016.c1	EB253	A08	G8	
A02-2018.e1	A02-2018.c1	EB253	B05	H5	
A02-3017.e1	A02-3017.c1	EB253	B03	H3	
A02-3018.e1	A02-3018.c1	EB253	B06	H6	
A02-4018.e1	A02-4018.c1	EB253	B07	H7	
A02-4019.e1	A02-4019.c1	EB253	C02	I2	
A02-4016.e1	A02-4016.c1	EB253	B01	H1	
A02-3019.e1	A02-3019.c1	EB253	C01	I1	
A02-2020.e1	A02-2020.c1	EB253	C03	I3	
A02-2017.e1	A02-2017.c1	EB253	B02	H2	
A02-3021.e1	A02-3021.c1	EB253	C07	I7	
A02-2021.e1	A02-2021.c1	EB253	C06	I6	
A02-3020.e1	A02-3020.c1	EB253	C04	I4	
A02-4020.e1	A02-4020.c1	EB253	C05	I5	
A02-3015.e1	A02-3015.c1	EB253	A05	G5	
A02-2019.e1	A02-2019.c1	EB253	B08	H8	
A02-2015.e1	A02-2015.c1	EB253	A04	G4	
A02-2014.e1	A02-2014.c1	EB253	A01	NAB169 G1	
A02-4015.e1	A02-4015.c1	EB253	A06	G6	
A02-2016.e1	A02-2016.c1	EB253	A07	G7	
A02-4014.e1	A02-4014.c1	EB253	A03	G3	
