concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
A02-4011.c1	A02-4011	CB250	D03	
A02-4012.c1	A02-4012	CB250	C04	
A02-2009.c1	A02-2009	CB250	D01	
A02-4008.c1	A02-4008	CB250	C01	
A02-3009.c1	A02-3009	CB250	A02	
A02-2013.c1	A02-2013	CB250	D04	
A02-4009.c1	A02-4009	CB250	B02	
A02-3011.c1	A02-3011	CB250	C03	
A02-2010.c1	A02-2010	CB250	C02	
A02-2008.c1	A02-2008	CB250	A01	
A02-2011.c1	A02-2011	CB250	B03	
A02-3008.c1	A02-3008	CB250	B01	
A02-4010.c1	A02-4010	CB250	A03	
A02-2012.c1	A02-2012	CB250	A04	
A02-3013.c1	A02-3013	CB250	A05	
A02-4013.c1	A02-4013	CB250	B05	
A02-3012.c1	A02-3012	CB250	B04	
A02-3010.c1	A02-3010	CB250	D02	
W01-1017.c1	W01-1017	CB254	A06	
C01-1295.c1	C01-1295	CB254	A03	
A01-1588.c1	A01-1588	CB254	B01	
C01-1296.c1	C01-1296	CB254	B03	
A01-1587.c1	A01-1587	CB254	A01	
A01-1593.c1	A01-1593	CB254	C02	
C01-1294.c1	C01-1294	CB254	D02	
T01-1005.c1	T01-1005	CB254	B04	
U01-0065.c1	U01-0065	CB254	B05	
K01-1011.c1	K01-1011	CB254	A05	
J01-1030.c1	J01-1030	CB254	A04	
A01-1590.c1	A01-1590	CB254	D01	
G01-1016.c1	G01-1016	CB254	C04	
C01-1298.c1	C01-1298	CB254	D03	
Q01-1030.c1	Q01-1030	CB254	C05	
H01-1036.c1	H01-1036	CB254	D05	
C01-1297.c1	C01-1297	CB254	C03	
A01-1592.c1	A01-1592	CB254	B02	
D01-1026.c1	D01-1026	CB254	D04	
A01-1591.c1	A01-1591	CB254	A02	
A01-1589.c1	A01-1589	CB254	C01	
M04-1011.c1	M04-1011	CB251	D01	
T01-1004.c1	T01-1004	CB251	D06	
O01-1013.c1	O01-1013	CB251	D03	
R02-1029.c1	R02-1029	CB251	D05	
P01-1020.c1	P01-1020	CB251	D04	
A01-1583.c1	A01-1583	CB251	A02	
C01-1290.c1	C01-1290	CB251	B01	
C01-1292.c1	C01-1292	CB251	B03	
F01-1019.c1	F01-1019	CB251	B06	
H01-1035.c1	H01-1035	CB251	C02	
C01-1293.c1	C01-1293	CB251	B04	
D01-1025.c1	D01-1025	CB251	B05	
K01-1010.c1	K01-1010	CB251	C04	
L01-1021.c1	L01-1021	CB251	C05	
J01-1029.c1	J01-1029	CB251	C03	
C01-1291.c1	C01-1291	CB251	B02	
M03-1023.c1	M03-1023	CB251	C06	
G01-1015.c1	G01-1015	CB251	C01	
C01-1289.c1	C01-1289	CB251	A06	
A01-1584.c1	A01-1584	CB251	A03	
A01-1582.c1	A01-1582	CB251	A01	
N02-1012.c1	N02-1012	CB251	D02	
A01-1586.c1	A01-1586	CB251	A05	
A01-1585.c1	A01-1585	CB251	A04	
A02-3014.c1	A02-3014	CB253	B01	
A02-2017.c1	A02-2017	CB253	B03	
A02-2016.c1	A02-2016	CB253	C02	
A02-2021.c1	A02-2021	CB253	B06	
A02-3018.c1	A02-3018	CB253	B04	
A02-4019.c1	A02-4019	CB253	B05	
A02-2015.c1	A02-2015	CB253	D01	
A02-4021.c1	A02-4021	CB253	D06	
A02-4017.c1	A02-4017	CB253	D03	
A02-3020.c1	A02-3020	CB253	D05	
A02-2019.c1	A02-2019	CB253	D04	
A02-3015.c1	A02-3015	CB253	A02	
A02-4020.c1	A02-4020	CB253	A06	
A02-4016.c1	A02-4016	CB253	A03	
A02-2014.c1	A02-2014	CB253	A01	
A02-3016.c1	A02-3016	CB253	D02	
A02-3019.c1	A02-3019	CB253	A05	
A02-2018.c1	A02-2018	CB253	A04	
A02-4018.c1	A02-4018	CB253	C04	
A02-2020.c1	A02-2020	CB253	C05	
A02-3017.c1	A02-3017	CB253	C03	
A02-3021.c1	A02-3021	CB253	C06	
A02-4015.c1	A02-4015	CB253	B02	
A02-4014.c1	A02-4014	CB253	C01	
U01-0091.c1	U01-0091	CB252	A01	
W01-1016.c1	W01-1016	CB252	A02	
W02-1004.c1	W02-1004	CB252	A03	
