Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Accepted Droplets,Positives,Negatives
A01,,,,,FLUA,1.61417472362518,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,19494,25,19469
A01,,,,,BRSV,10.9523658752441,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,HEX,19494,169,19325
A01,,,,,RSV,0.645421326160431,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,19494,10,19484
A01,,,,,FLUB,0.12905777990818,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,19494,2,19492
A01,,,,,SC2,3.94223117828369,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,19494,61,19433
A02,,,,,FLUA,3.89159107208252,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,20071,62,20009
A02,,,,,BRSV,15.0681667327881,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,HEX,20071,239,19832
A02,,,,,RSV,0.250707387924194,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,20071,4,20067
A02,,,,,FLUB,0,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,20071,0,20071
A02,,,,,SC2,1.37950932979584,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,20071,22,20049
A03,,,,,FLUA,0.894999146461487,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,21089,15,21074
A03,,,,,BRSV,20.5053100585938,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,HEX,21089,341,20748
A03,,,,,RSV,0.238604173064232,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,21089,4,21085
A03,,,,,FLUB,0.0596468038856983,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,21089,1,21088
A03,,,,,SC2,9.45945167541504,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,21089,158,20931
A04,,,,,FLUA,0.0644809231162071,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,19508,1,19507
A04,,,,,BRSV,14.7878589630127,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,HEX,19508,228,19280
A04,,,,,RSV,0.128965154290199,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,19508,2,19506
A04,,,,,FLUB,0.0644809231162071,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,19508,1,19507
A04,,,,,SC2,1.61301553249359,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,19508,25,19483
A05,,,,,FLUA,0.188438981771469,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,20027,3,20024
A05,,,,,BRSV,4.53034543991089,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,HEX,20027,72,19955
A05,,,,,RSV,0.0628098547458649,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,20027,1,20026
A05,,,,,FLUB,0.0628098547458649,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,20027,1,20026
A05,,,,,SC2,0.628239750862122,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,20027,10,20017
A06,,,,,FLUA,0.978690266609192,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,20572,16,20556
A06,,,,,BRSV,12.1034822463989,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,HEX,20572,197,20375
A06,,,,,RSV,1.22348189353943,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,20572,20,20552
A06,,,,,FLUB,0,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,20572,0,20572
A06,,,,,SC2,8.28169059753418,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,20572,135,20437
B01,,,,,FLUA,0.555006980895996,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,20402,9,20393
B01,,,,,BRSV,27.6135406494141,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,HEX,20402,443,19959
B01,,,,,RSV,0.863449990749359,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,20402,14,20388
B01,,,,,FLUB,0.123313724994659,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,20402,2,20400
B01,,,,,SC2,5.99468421936035,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,20402,97,20305
B02,,,,,FLUA,5.05267429351807,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,19956,80,19876
B02,,,,,BRSV,20.4617519378662,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,HEX,19956,322,19634
B02,,,,,RSV,0.315198242664337,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,19956,5,19951
B02,,,,,FLUB,0.063033327460289,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,19956,1,19955
B02,,,,,SC2,2.58696007728577,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,19956,41,19915
B03,,,,,FLUA,0.717036724090576,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,21057,12,21045
B03,,,,,BRSV,12.3662109375,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,HEX,21057,206,20851
B03,,,,,RSV,0.119477741420269,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,21057,2,21055
B03,,,,,FLUB,0,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,21057,0,21057
B03,,,,,SC2,48.285701751709,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,21057,793,20264
B04,,,,,FLUA,0.755359053611755,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,19989,12,19977
B04,,,,,BRSV,15.2577381134033,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,HEX,19989,241,19748
B04,,,,,RSV,0,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,19989,0,19989
B04,,,,,FLUB,0.0629292652010918,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,19989,1,19988
B04,,,,,SC2,3.02416157722473,Manual,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,19989,48,19941
