concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
C01-0781.c1	C01-0781	CB93	B02	
J01-0504.c1	J01-0504	CB93	D02	
Q01-0583.c1	Q01-0583	CB93	D04	
K01-0503.c1	K01-0503	CB93	C06	
N02-0539.c1	N02-0539	CB93	D05	
R02-0503.c1	R02-0503	CB93	D03	
C01-0785.c1	C01-0785	CB93	B06	
T01-0378.c1	T01-0378	CB93	D06	
E01-0660.c1	E01-0660	CB93	C02	
J01-0503.c1	J01-0503	CB93	C04	
C01-0782.c1	C01-0782	CB93	B03	
D01-0554.c1	D01-0554	CB93	C05	
A02-1367.c1	A02-1367	CB93	B01	
A01-1075.c1	A01-1075	CB93	A05	
A01-1073.c1	A01-1073	CB93	A04	
A01-1071.c1	A01-1071	CB93	A02	
H01-0952.c1	H01-0952	CB93	D01	
L01-0603.c1	L01-0603	CB99	A01	
O01-0532.c1	O01-0532	CB99	A02	
A02-1369.c1	A02-1369	CB98	A06	
A01-1083.c1	A01-1083	CB98	A03	
E01-0666.c1	E01-0666	CB98	C01	
C01-0795.c1	C01-0795	CB98	B05	
P01-0154.c1	P01-0154	CB98	C03	
A01-1081.c1	A01-1081	CB98	A01	
C01-0792.c1	C01-0792	CB98	B02	
C01-0794.c1	C01-0794	CB98	B04	
J01-0506.c1	J01-0506	CB98	D04	
N02-0538.c1	N02-0538	CB98	D02	
H01-0956.c1	H01-0956	CB98	C06	
K01-0507.c1	K01-0507	CB98	D05	
A04-0603.c1	A04-0603	CB98	D03	
E01-0665.c1	E01-0665	CB98	B06	
R02-0510.c1	R02-0510	CB98	D06	
Q01-0589.c1	Q01-0589	CB98	C04	
E01-0667.c1	E01-0667	CB98	C02	
C01-0793.c1	C01-0793	CB98	B03	
T01-0383.c1	T01-0383	CB98	C05	
C01-0791.c1	C01-0791	CB98	B01	
A01-1085.c1	A01-1085	CB98	A05	
A01-1084.c1	A01-1084	CB98	A04	
A01-1082.c1	A01-1082	CB98	A02	
U01-0136.c1	U01-0136	CB98	D01	
C01-0787.c1	C01-0787	CB96	B02	
C01-0789.c1	C01-0789	CB96	B04	
A01-1074.c1	A01-1074	CB96	A01	
C01-0790.c1	C01-0790	CB96	B05	
T01-0380.c1	T01-0380	CB96	C03	
N02-0540.c1	N02-0540	CB96	D05	
J01-0505.c1	J01-0505	CB96	D02	
N03-0555.c1	N03-0555	CB96	D04	
Q01-0584.c1	Q01-0584	CB96	C06	
A01-1080.c1	A01-1080	CB96	A06	
E01-0663.c1	E01-0663	CB96	C01	
A01-1077.c1	A01-1077	CB96	A03	
A01-1078.c1	A01-1078	CB96	A04	
A01-1076.c1	A01-1076	CB96	A02	
A01-1079.c1	A01-1079	CB96	A05	
C01-0786.c1	C01-0786	CB96	B01	
U01-0138.c1	U01-0138	CB96	D01	
E01-0662.c1	E01-0662	CB96	B06	
R02-0505.c1	R02-0505	CB96	D03	
C01-0788.c1	C01-0788	CB96	B03	
H01-0955.c1	H01-0955	CB96	C05	
P01-0155.c1	P01-0155	CB96	D06	
E01-0664.c1	E01-0664	CB96	C02	
A04-0601.c1	A04-0601	CB96	C04	
C01-0806.c1	C01-0806	CB104	A06	
A02-1359.c1	A02-1359	CB104	C01	
A01-1101.c1	A01-1101	CB104	A03	
C01-0808.c1	C01-0808	CB104	B02	
C01-0810.c1	C01-0810	CB104	B04	
A01-1099.c1	A01-1099	CB104	A01	
A02-1370.c1	A02-1370	CB104	B05	
U01-0132.c1	U01-0132	CB104	C03	
N02-0542.c1	N02-0542	CB104	D05	
T01-0382.c1	T01-0382	CB104	D02	
O01-0544.c1	O01-0544	CB104	D04	
H01-0958.c1	H01-0958	CB104	C06	
A02-1358.c1	A02-1358	CB104	B06	
T01-0381.c1	T01-0381	CB104	D03	
C01-0809.c1	C01-0809	CB104	B03	
J01-0508.c1	J01-0508	CB104	C05	
A04-0604.c1	A04-0604	CB104	D06	
Q01-0587.c1	Q01-0587	CB104	C04	
A02-1360.c1	A02-1360	CB104	C02	
A01-1100.c1	A01-1100	CB104	A02	
A01-1102.c1	A01-1102	CB104	A04	
A01-1103.c1	A01-1103	CB104	A05	
C01-0807.c1	C01-0807	CB104	B01	
P01-0171.c1	P01-0171	CB104	D01	
R02-0507.c1	R02-0507	CB105	A01	
M03-0497.c1	M03-0497	CB105	A02	
