extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
Q01-0486.e1	Q01-0486.c1	EB15	B01	G1	
O01-0475.e1	O01-0475.c1	EB15	B03	G3	
H01-0901.e1	H01-0901.c1	EB15	C02	H2	
A01-0783.e1	A01-0783.c1	EB15	A05	F5	
Q01-0487.e1	Q01-0487.c1	EB15	B02	G2	
C01-0581.e1	C01-0581.c1	EB15	C03	H3	
T01-0249.e1	T01-0249.c1	EB15	C01	H1	
A04-0529.e1	A04-0529.c1	EB15	A07	F7	
A02-1321.e1	A02-1321.c1	EB15	A06	F6	
A04-0535.e1	A04-0535.c1	EB15	A08	F8	
A01-0782.e1	A01-0782.c1	EB15	A04	F4	
C01-0582.e1	C01-0582.c1	EB15	C04	H4	
M03-0278.e1	M03-0278.c1	EB15	B04	G4	
R02-0383.e1	R02-0383.c1	EB15	B08	G8	
C01-0584.e1	C01-0584.c1	EB15	C06	H6	
G01-0545.e1	G01-0545.c1	EB15	B05	G5	
A01-0781.e1	A01-0781.c1	EB15	A03	F3	
C01-0585.e1	C01-0585.c1	EB15	C07	H7	
A01-0779.e1	A01-0779.c1	EB15	A01	NAB 127 F1	
C01-0583.e1	C01-0583.c1	EB15	C05	H5	
M04-0216.e1	M04-0216.c1	EB15	B06	G6	
N02-0429.e1	N02-0429.c1	EB15	B07	G7	
A01-0780.e1	A01-0780.c1	EB15	A02	F2	
Q01-0488.e1	Q01-0488.c1	EB16	A05	I5	
D01-0412.e1	D01-0412.c1	EB16	A03	I3	
A01-0784.e1	A01-0784.c1	EB16	A01	NAB 127 I1	
K01-0352.e1	K01-0352.c1	EB16	A04	I4	
A01-0785.e1	A01-0785.c1	EB16	A02	I2	
C01-0578.e1	C01-0578.c1	EB14	C03	E3	
M03-0321.e1	M03-0321.c1	EB14	B04	D4	
D01-0410.e1	D01-0410.c1	EB14	B02	D2	
J01-0390.e1	J01-0390.c1	EB14	B08	D8	
C01-0576.e1	C01-0576.c1	EB14	C01	E1	
G01-0536.e1	G01-0536.c1	EB14	A07	C7	
R02-0377.e1	R02-0377.c1	EB14	A06	C6	
T01-0248.e1	T01-0248.c1	EB14	B01	D1	
C01-0577.e1	C01-0577.c1	EB14	C02	E2	
C01-0579.e1	C01-0579.c1	EB14	C04	E4	
N02-0433.e1	N02-0433.c1	EB14	B03	D3	
A01-0778.e1	A01-0778.c1	EB14	A05	C5	
C01-0580.e1	C01-0580.c1	EB14	C05	E5	
O01-0459.e1	O01-0459.c1	EB14	B06	D6	
H01-0748.e1	H01-0748.c1	EB14	A08	C8	
K01-0351.e1	K01-0351.c1	EB14	B07	D7	
A01-0777.e1	A01-0777.c1	EB14	A04	C4	
A01-0775.e1	A01-0775.c1	EB14	A02	C2	
A02-1320.e1	A02-1320.c1	EB14	C06	E6	
M04-0220.e1	M04-0220.c1	EB14	B05	D5	
A01-0776.e1	A01-0776.c1	EB14	A03	C3	
A01-0774.e1	A01-0774.c1	EB14	A01	NAB 127 C1	
