Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/uL),pg/µL,Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Copies/uL linked molecules,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-
D08,,,,,1,30.309720993042,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,606.194396972656,,,33.1483345031738,27.4774990081787,18439,439,18000,,,,,,,,,6739.38671875,,,2.30469583001795,11.2368590169354,,,,,,,,,,,,7864.35964972772,4493.06315955946,4573.32777039431,,,,,31.7571926116943,28.8639144897461,,,,,,,,,,,,,No,0,0,0,0
D09,,,,,1,669.863403320313,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,13397.267578125,,,685.302001953125,654.611938476563,18155,7496,10659,,,,,,,,,6868.51416015625,,,2.38221993228505,9.35299883423732,,,,,,,,,,,,8080.1699145143,4971.72749629953,6255.16921301327,,,,,677.716552734375,662.058898925781,,,,,,,,,,,,,No,0,0,0,0
D10,,,,,1,59.6508293151855,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,1193.0166015625,,,63.9049797058105,55.4110145568848,16366,758,15608,,,,,,,,,6692.216796875,,,1.80963894500648,12.5420332979174,,,,,,,,,,,,7479.23783161898,4578.95380139216,4713.2819997859,,,,,61.8195152282715,57.4858703613281,,,,,,,,,,,,,No,0,0,0,0
D11,,,,,1,12.0058889389038,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,240.117782592773,,,13.7758779525757,10.2383852005005,18633,177,18456,,,,,,,,,8130.89599609375,,,2.18383923772832,19.8714490781715,,,,,,,,,,,,8599.843868622,4797.56583346667,4833.68471997032,,,,,12.9086332321167,11.1037912368774,,,,,,,,,,,,,No,0,0,0,0
D12,,,,,1,115.792579650879,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,2315.8515625,,,121.222145080566,110.386360168457,19967,1756,18211,,,,,,,,,7880.306640625,,,2.78591713294708,15.146984339893,,,,,,,,,,,,8591.8586122691,4949.51660581227,5269.84277215364,,,,,118.559837341309,113.031394958496,,,,,,,,,,,,,No,0,0,0,0
E01,,,,,1,11.0154094696045,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,220.308197021484,,,12.7287950515747,9.30435371398926,18236,159,18077,,,,,,,,,7917.45263671875,,,2.12075763775821,13.078919966123,,,,,,,,,,,,8710.95306665193,4856.89926477504,4890.50282665804,,,,,11.8892946243286,10.1421308517456,,,,,,,,,,,,,No,0,0,0,0
E02,,,,,1,934.038330078125,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,18680.765625,,,953.226623535156,915.138427734375,18460,9675,8785,,,,,,,,,7646.81591796875,,,2.95707293304336,9.13192883717526,,,,,,,,,,,,8489.93549761789,4570.938418758,6624.90898961225,,,,,943.791687011719,924.360046386719,,,,,,,,,,,,,No,0,0,0,0
E03,,,,,1,22.5503044128418,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,451.006103515625,,,25.3376770019531,19.7690944671631,14183,252,13931,,,,,,,,,7777.12255859375,,,1.95699647928686,11.1400437893656,,,,,,,,,,,,8349.31125992063,4603.86600254785,4670.41413798168,,,,,23.9716606140137,21.1305522918701,,,,,,,,,,,,,No,0,0,0,0
E04,,,,,1,609.238830566406,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,12184.7763671875,,,623.352111816406,595.282165527344,19229,7382,11847,,,,,,,,,7854.36328125,,,2.00981586883399,3.72643353170585,,,,,,,,,,,,8769.89782129462,5175.8369610689,6555.59447681003,,,,,616.419677734375,602.098754882813,,,,,,,,,,,,,No,0,0,0,0
E05,,,,,1,54.7313575744629,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,1094.62719726563,,,58.6418190002441,50.8330154418945,17732,755,16977,,,,,,,,,6975.23583984375,,,1.54136063922962,8.42441941600154,,,,,,,,,,,,7744.62890689673,4622.3177428038,4755.26072322846,,,,,56.7249717712402,52.7408981323242,,,,,,,,,,,,,No,0,0,0,0
E06,,,,,1,30.6792736053467,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,613.58544921875,,,33.630989074707,27.7344665527344,17265,416,16849,,,,,,,,,6531.25,,,3.4571236570948,7.73759616728928,,,,,,,,,,,,8219.72518568772,4608.21521714069,4695.23451322616,,,,,32.1843872070313,29.1759605407715,,,,,,,,,,,,,No,0,0,0,0
E07,,,,,1,1.21480023860931,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,24.2960052490234,,,1.84945631027222,0.745300769805908,19683,19,19664,,,,,,,,,7989.38671875,,,2.13889466917106,16.4759502176937,,,,,,,,,,,,8621.875,4695.08759030372,4698.87811821025,,,,,1.51503670215607,0.957164585590363,,,,,,,,,,,,,No,0,0,0,0
E09,,,,,1,307.945617675781,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,6158.912109375,,,317.815490722656,298.152557373047,17444,3788,13656,,,,,,,,,6271.81591796875,,,1.9558325641386,6.3020103133715,,,,,,,,,,,,7417.82317477169,4534.59292888586,5160.69222786634,,,,,312.971588134766,302.939636230469,,,,,,,,,,,,,No,0,0,0,0
E10,,,,,1,306.850738525391,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,6137.0146484375,,,316.641204833984,297.135864257813,17656,3822,13834,,,,,,,,,6338.443359375,,,2.07901952815576,6.93155280332744,,,,,,,,,,,,7189.6599644891,4573.13873461318,5139.5379269889,,,,,311.836364746094,301.884796142578,,,,,,,,,,,,,No,0,0,0,0
E11,,,,,1,62.8996200561523,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,1257.99243164063,,,66.8894577026367,58.9224014282227,19641,958,18683,,,,,,,,,7045.99072265625,,,2.74529323736686,11.4859347859631,,,,,,,,,,,,8128.06110141571,4953.13896929194,5107.99744913383,,,,,64.9336700439453,60.8688507080078,,,,,,,,,,,,,No,0,0,0,0
E12,,,,,1,6.27634191513062,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,125.526840209961,,,7.75031614303589,5.00312328338623,16274,81,16193,,,,,,,,,7126.76904296875,,,1.49534608832697,11.3410017228615,,,,,,,,,,,,7562.23553240741,4534.65151468504,4549.72060067715,,,,,6.99842357635498,5.60599231719971,,,,,,,,,,,,,No,0,0,0,0
F01,,,,,1,81.0281677246094,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,1620.56335449219,,,85.9872817993164,76.0885162353516,16510,1030,15480,,,,,,,,,7568.98583984375,,,2.46372532433149,11.589623684353,,,,,,,,,,,,8376.3204902723,4586.18884501297,4822.64163693405,,,,,83.5558776855469,78.5055084228516,,,,,,,,,,,,,No,0,0,0,0
F02,,,,,1,170.788543701172,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,3415.77099609375,,,177.874084472656,163.742691040039,17706,2248,15458,,,,,,,,,7724.64599609375,,,2.2860828918496,8.84333576284558,,,,,,,,,,,,8559.63910715775,4899.5188126635,5364.21724381808,,,,,174.398635864258,167.18879699707,,,,,,,,,,,,,No,0,0,0,0
F03,,,,,1,107.201034545898,,Manual,Droplets Analyzed Manually,DQ,PosCtrl,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,2144.02075195313,,,113.303443908691,101.128089904785,14591,1192,13399,,,,,,,,,7335.4951171875,,,2.50632201823527,9.54071821281166,,,,,,,,,,,,8360.25300424051,4604.97100254756,4911.75574286817,,,,,110.310813903809,104.098930358887,,,,,,,,,,,,,No,0,0,0,0
F04,,,,,1,0,,Manual,Droplets Analyzed Manually,DQ,NTC,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.212139561772346,0,17766,0,17766,,,,,,,,,5741.7451171875,,,,5.23495227152128,,,,,,,,,,,,,4540.33958386103,4540.33958386103,,,,,0.0969311445951462,0,,,,,,,,,,,,,No,0,0,0,0
F05,,,,,1,26.890998840332,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,537.819946289063,,,29.6875896453857,24.1006107330322,16831,356,16475,,,,,,,,,7211.0849609375,,,1.75698997333998,9.89594444808278,,,,,,,,,,,,8001.02000170075,4573.08232741962,4645.58816854873,,,,,28.3170528411865,25.4665565490723,,,,,,,,,,,,,No,0,0,0,0
F06,,,,,1,109.998184204102,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,2199.96362304688,,,115.48804473877,104.532180786133,18511,1550,16961,,,,,,,,,6479.95263671875,,,2.40291034819197,8.54265292534137,,,,,,,,,,,,7612.81402406754,4644.24033332097,4892.81087087471,,,,,112.796142578125,107.206436157227,,,,,,,,,,,,,No,0,0,0,0
F07,,,,,1,502.348541259766,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,10046.970703125,,,515.570251464844,489.264343261719,17248,5679,11569,,,,,,,,,6375.58984375,,,3.03111390344296,7.12289969012106,,,,,,,,,,,,7995.3186910864,4739.70786414327,5811.63584919719,,,,,509.076934814453,495.655914306641,,,,,,,,,,,,,No,0,0,0,0
F09,,,,,1,315.642395019531,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,6312.84765625,,,325.679107666016,305.685119628906,17348,3850,13498,,,,,,,,,6432.783203125,,,2.12068979882663,8.12277744719238,,,,,,,,,,,,7518.22993988433,4590.71373925694,5240.41038281329,,,,,320.753143310547,310.552307128906,,,,,,,,,,,,,No,0,0,0,0
F10,,,,,1,136.412673950195,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,2728.25341796875,,,142.662612915039,130.193649291992,17913,1841,16072,,,,,,,,,6173.34912109375,,,2.16675132598149,9.06617482838254,,,,,,,,,,,,7124.08135704525,4539.02886179064,4804.70639451904,,,,,139.597534179688,133.235855102539,,,,,,,,,,,,,No,0,0,0,0
F11,,,,,1,324.938262939453,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,6498.76513671875,,,334.888916015625,315.065734863281,18238,4152,14086,,,,,,,,,6692.216796875,,,2.11419681311357,10.7303576813815,,,,,,,,,,,,7356.05569381567,4905.46087718413,5463.35481723535,,,,,330.005310058594,319.891571044922,,,,,,,,,,,,,No,0,0,0,0
F12,,,,,1,4.60016870498657,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,92.0033721923828,,,5.81550979614258,3.56784248352051,17806,65,17741,,,,,,,,,6489.9765625,,,1.26269552937055,12.9579410340573,,,,,,,,,,,,7007.18370643029,4704.31147524515,4712.7180064721,,,,,5.19318580627441,4.05427551269531,,,,,,,,,,,,,No,0,0,0,0
G01,,,,,1,32.9562606811523,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,659.125244140625,,,36.0861778259277,29.834114074707,16512,427,16085,,,,,,,,,7880.306640625,,,1.87431513657202,12.340793651396,,,,,,,,,,,,8497.72268369438,4795.50665108275,4891.24588593771,,,,,34.5521850585938,31.3623600006104,,,,,,,,,,,,,No,0,0,0,0
G02,,,,,1,478.882385253906,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,9577.6474609375,,,491.317169189453,466.569305419922,18394,5824,12570,,,,,,,,,7719.33984375,,,3.25897142599322,10.1313989573627,,,,,,,,,,,,8721.36634482918,5003.27321923012,6180.51440458888,,,,,485.211303710938,472.585113525391,,,,,,,,,,,,,No,0,0,0,0
G03,,,,,1,120.660316467285,,Manual,Droplets Analyzed Manually,DQ,PosCtrl,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,2413.20629882813,,,127.001525878906,114.350898742676,15295,1399,13896,,,,,,,,,6983.49072265625,,,2.39780707305091,9.71623969771729,,,,,,,,,,,,7996.8679961831,4412.63522368735,4740.47710984109,,,,,123.891624450684,117.43726348877,,,,,,,,,,,,,No,0,0,0,0
G04,,,,,1,0,,Manual,Droplets Analyzed Manually,DQ,NTC,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.229195863008499,0,16444,0,16444,,,,,,,,,5883.2548828125,,,,5.06429522359472,,,,,,,,,,,,,4428.66411480524,4428.66411480524,,,,,0.104724161326885,0,,,,,,,,,,,,,No,0,0,0,0
G05,,,,,1,76.3672637939453,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,1527.34521484375,,,80.8128204345703,71.9373626708984,19319,1138,18181,,,,,,,,,6668.6318359375,,,1.50308287107558,9.07432139274357,,,,,,,,,,,,7371.07538195779,4518.22433821656,4686.27364137808,,,,,78.6334381103516,74.1051635742188,,,,,,,,,,,,,No,0,0,0,0
G06,,,,,1,8.18620204925537,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,163.724044799805,,,9.77589511871338,6.59851408004761,15724,102,15622,,,,,,,,,7352.59423828125,,,2.44008893970532,10.9072712378182,,,,,,,,,,,,8505.10623946844,4992.96303544968,5015.74595371538,,,,,8.99701881408691,7.37590646743774,,,,,,,,,,,,,No,0,0,0,0
G07,,,,,1,14.8066720962524,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,296.133453369141,,,16.7429122924805,12.8734092712402,19227,225,19002,,,,,,,,,7541.2734375,,,2.08265639599921,12.4904545633028,,,,,,,,,,,,8161.42739800347,4605.06441702169,4646.68202094954,,,,,15.7941761016846,13.8199424743652,,,,,,,,,,,,,No,0,0,0,0
G09,,,,,1,60.0189018249512,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,1200.37805175781,,,64.227653503418,55.8241806030273,16826,784,16042,,,,,,,,,6291.2734375,,,2.81928918047747,8.77325071428117,,,,,,,,,,,,7456.19098523198,4375.76204358091,4519.2932625429,,,,,62.1644668579102,57.8769912719727,,,,,,,,,,,,,No,0,0,0,0
G10,,,,,1,147.28498840332,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,2945.69970703125,,,153.9697265625,140.635589599609,16987,1877,15110,,,,,,,,,6055.42431640625,,,2.06038705483797,7.66820785113805,,,,,,,,,,,,6984.28357590445,4475.26681413127,4752.50378721941,,,,,150.691131591797,143.888046264648,,,,,,,,,,,,,No,0,0,0,0
G11,,,,,1,439.6650390625,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,8793.30078125,,,451.743255615234,427.701690673828,17601,5192,12409,,,,,,,,,5890.330078125,,,1.67711692810964,4.11346302608741,,,,,,,,,,,,6871.20199119439,5079.13321338721,5607.76346703046,,,,,445.812896728516,433.547088623047,,,,,,,,,,,,,No,0,0,0,0
G12,,,,,1,757.378967285156,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,15147.5791015625,,,775.118530273438,739.886108398438,16180,7319,8861,,,,,,,,,6192.806640625,,,2.10457044409006,6.85216048102276,,,,,,,,,,,,6943.30614954175,4609.76405080131,5665.33850201771,,,,,766.398559570313,748.423645019531,,,,,,,,,,,,,No,0,0,0,0
H01,,,,,1,49.470890045166,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,989.417785644531,,,53.3127861022949,45.640682220459,16569,639,15930,,,,,,,,,6975.23583984375,,,1.90304100619367,8.70978523709953,,,,,,,,,,,,7766.775356239,4322.64533703667,4455.47164413247,,,,,51.4295768737793,47.5152435302734,,,,,,,,,,,,,No,0,0,0,0
H02,,,,,1,151.361312866211,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,3027.22631835938,,,158.213500976563,144.546249389648,16644,1887,14757,,,,,,,,,6645.04736328125,,,2.13798387318046,10.7430726971557,,,,,,,,,,,,7680.98322429162,4606.09252372153,4954.70576284528,,,,,154.852661132813,147.879623413086,,,,,,,,,,,,,No,0,0,0,0
H03,,,,,1,115.264320373535,,Manual,Droplets Analyzed Manually,DQ,PosCtrl,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,2305.28637695313,,,121.36937713623,109.188758850098,15726,1377,14349,,,,,,,,,7163.9150390625,,,2.96636773083862,15.9284588022678,,,,,,,,,,,,7988.03138900236,4395.83792514736,4710.37756648834,,,,,118.375450134277,112.16088104248,,,,,,,,,,,,,No,0,0,0,0
H04,,,,,1,0,,Manual,Droplets Analyzed Manually,DQ,NTC,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.233498752117157,0,16141,0,16141,,,,,,,,,5656.83984375,,,,5.59267360747884,,,,,,,,,,,,,4465.38116177903,4465.38116177903,,,,,0.106690138578415,0,,,,,,,,,,,,,No,0,0,0,0
H05,,,,,1,32.2912101745605,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,645.82421875,,,35.1306190490723,29.4581985473633,19649,498,19151,,,,,,,,,6668.6318359375,,,1.80200570877485,11.6259601804132,,,,,,,,,,,,7520.05415607743,4597.80975287936,4671.87345651785,,,,,33.739086151123,30.8449974060059,,,,,,,,,,,,,No,0,0,0,0
H06,,,,,1,329.208557128906,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,6584.1708984375,,,339.123626708984,319.371002197266,18643,4293,14350,,,,,,,,,7305.42431640625,,,2.48288667030989,13.3000393691611,,,,,,,,,,,,7977.60659089834,4595.75332250721,5374.50653181919,,,,,334.257476806641,324.179809570313,,,,,,,,,,,,,No,0,0,0,0
H07,,,,,1,94.9957504272461,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,1899.9150390625,,,100.347808837891,89.666374206543,16717,1216,15501,,,,,,,,,6597.87744140625,,,1.64799291912592,13.9490459775962,,,,,,,,,,,,7340.19084649337,4471.37055599803,4680.04947406002,,,,,97.7235488891602,92.2738647460938,,,,,,,,,,,,,No,0,0,0,0
H09,,,,,1,80.8649444580078,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,1617.298828125,,,85.5319900512695,76.2151489257813,18598,1158,17440,,,,,,,,,6409.1982421875,,,2.7077470274597,10.9262450289103,,,,,,,,,,,,7428.90546276244,4373.39513885778,4563.64575478861,,,,,83.2439193725586,78.4904479980469,,,,,,,,,,,,,No,0,0,0,0
H10,,,,,1,467.747711181641,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,9354.9541015625,,,480.230316162109,455.387756347656,17746,5511,12235,,,,,,,,,6574.8818359375,,,3.41996525423417,8.52727350588313,,,,,,,,,,,,7475.56770762452,4532.77296979161,5446.65450930458,,,,,474.100921630859,461.426452636719,,,,,,,,,,,,,No,0,0,0,0
H11,,,,,1,14.9000082015991,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,298.000152587891,,,16.9514122009277,12.8519439697266,17239,203,17036,,,,,,,,,6561.32080078125,,,3.03234941576237,13.7559940369777,,,,,,,,,,,,7086.10048731912,4546.45775362594,4576.36363418396,,,,,15.9462251663208,13.854660987854,,,,,,,,,,,,,No,0,0,0,0
