run_id	sample_id	assay_id	extract_id	plate_id	plate_cell	assay_input_ml	assay_type	accepted_droplets	target	target_category	target_genetic_locus	target_macromolecule	target_fluorophore	target_calculated_copies_per_reaction	target_copies_per_reaction	target_result	notes
A0039.a2	A0039	2	A0039.e1	MA4		0.005	Direct Quantification	13018	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0		99864	
A0039.a3	A0039	3	A0039.e1	MA4		0.005	Direct Quantification	13018	Human	Internal Control	RNase P	RNA	HEX	0		52080	
A0040.a1	A0040	1	A0040.e1	MA4		0.005	Direct Quantification	11665	SARS-CoV-2	Pathogen	N1	RNA	FAM	0		81396	
A0040.a2	A0040	2	A0040.e1	MA4		0.005	Direct Quantification	11665	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0		81396	
A0040.a3	A0040	3	A0040.e1	MA4		0.005	Direct Quantification	11665	Human	Internal Control	RNase P	RNA	HEX	0		15246	
A0041.a1	A0041	1	A0041.e1	MA4		0.005	Direct Quantification	11546	SARS-CoV-2	Pathogen	N1	RNA	FAM	0		73416	
A0041.a2	A0041	2	A0041.e1	MA4		0.005	Direct Quantification	11546	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0		83208	
A0041.a3	A0041	3	A0041.e1	MA4		0.005	Direct Quantification	11546	Human	Internal Control	RNase P	RNA	HEX	0		34248	
A0042.a1	A0042	1	A0042.e1	MA4		0.005	Direct Quantification	15469	SARS-CoV-2	Pathogen	N1	RNA	FAM	0		84394.8	
A0042.a2	A0042	2	A0042.e1	MA4		0.005	Direct Quantification	15469	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0		84394.8	
A0042.a3	A0042	3	A0042.e1	MA4		0.005	Direct Quantification	15469	Human	Internal Control	RNase P	RNA	HEX	0		42184.8	
A0043.a1	A0043	1	A0043.e1	MA4		0.005	Direct Quantification	13397	SARS-CoV-2	Pathogen	N1	RNA	FAM	0		60100.8	
A0043.a2	A0043	2	A0043.e1	MA4		0.005	Direct Quantification	13397	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0		44072.4	
A0043.a3	A0043	3	A0043.e1	MA4		0.005	Direct Quantification	13397	Human	Internal Control	RNase P	RNA	HEX	0		20018.4	
A0044.a1	A0044	1	A0044.e1	MA4		0.005	Direct Quantification	13954	SARS-CoV-2	Pathogen	N1	RNA	FAM	0		55059.6	
A0044.a2	A0044	2	A0044.e1	MA4		0.005	Direct Quantification	13954	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0		79172.4	
A0044.a3	A0044	3	A0044.e1	MA4		0.005	Direct Quantification	13954	Human	Internal Control	RNase P	RNA	HEX	0		34414.8	
A0045.a1	A0045	1	A0045.e1	MA4		0.005	Direct Quantification	18529	SARS-CoV-2	Pathogen	N1	RNA	FAM	0		21336	
A0045.a2	A0045	2	A0045.e1	MA4		0.005	Direct Quantification	18529	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0		10668	
A0045.a3	A0045	3	A0045.e1	MA4		0.005	Direct Quantification	18529	Human	Internal Control	RNase P	RNA	HEX	0		5334	
A0046.a1	A0046	1	A0046.e1	MA4		0.005	Direct Quantification	18937	SARS-CoV-2	Pathogen	N1	RNA	FAM	0		67140	
A0046.a2	A0046	2	A0046.e1	MA4		0.005	Direct Quantification	18937	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0		22410	
A0046.a3	A0046	3	A0046.e1	MA4		0.005	Direct Quantification	18937	Human	Internal Control	RNase P	RNA	HEX	0		22410	
A0047.a1	A0047	1	A0047.e1	MA4		0.005	Direct Quantification	17534	SARS-CoV-2	Pathogen	N1	RNA	FAM	0		53163	
A0047.a2	A0047	2	A0047.e1	MA4		0.005	Direct Quantification	17534	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0		79761	
A0047.a3	A0047	3	A0047.e1	MA4		0.005	Direct Quantification	17534	Human	Internal Control	RNase P	RNA	HEX	0		8844	
A0048.a1	A0048	1	A0048.e1	MA4		0.005	Direct Quantification	16737	SARS-CoV-2	Pathogen	N1	RNA	FAM	0		35424	
A0048.a2	A0048	2	A0048.e1	MA4		0.005	Direct Quantification	16737	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0		50616	
A0048.a3	A0048	3	A0048.e1	MA4		0.005	Direct Quantification	16737	Human	Internal Control	RNase P	RNA	HEX	0		10116	
A0049.a1	A0049	1	A0049.e1	MA4		0.005	Direct Quantification	16890	SARS-CoV-2	Pathogen	N1	RNA	FAM	0		60192	
A0049.a2	A0049	2	A0049.e1	MA4		0.005	Direct Quantification	16890	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0		33456	
A0049.a3	A0049	3	A0049.e1	MA4		0.005	Direct Quantification	16890	Human	Internal Control	RNase P	RNA	HEX	0		26736	
A0050.a1	A0050	1	A0050.e1	MA4		0.005	Direct Quantification	14694	SARS-CoV-2	Pathogen	N1	RNA	FAM	0		33642	
A0050.a2	A0050	2	A0050.e1	MA4		0.005	Direct Quantification	14694	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0		33642	
A0050.a3	A0050	3	A0050.e1	MA4		0.005	Direct Quantification	14694	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
A01-0001.a1	A01-0001	1	A01-0001.e1	AP0	A03	0.005	Direct Quantification	19475	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	8.458818793	8987.49459	
A01-0001.a2	A01-0001	2	A01-0001.e1	AP0	A03	0.005	Direct Quantification	19475	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	9.667469263	10271.68584	
A01-0001.a3	A01-0001	3	A01-0001.e1	AP0	A03	0.005	Direct Quantification	19475	Bovine Respiratory Syncitial Virus (BRSV)	Pre-concentration Spike (Biol)	BRSV	RNA	HEX		548.8265228	583128.1805	
A01-0002.a1	A01-0002	1	A01-0002.e1	AP0.1	A01	0.005	Direct Quantification	15989	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	33.87116671	35988.11412	
A01-0002.a2	A01-0002	2	A01-0002.e1	AP0.1	A01	0.005	Direct Quantification	15989	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	38.29274178	40686.03611	
A01-0002.a3	A01-0002	3	A01-0002.e1	AP0.1	A01	0.005	Direct Quantification	15989	Human	Internal Control	RNase P	RNA	HEX	0	29.45042133	31291.07267	
A01-0003.a1	A01-0003	1	A01-0003.e1	AP0.1	A02	0.005	Direct Quantification	19784	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	23.7983346	25285.73	
A01-0003.a2	A01-0003	2	A01-0003.e1	AP0.1	A02	0.005	Direct Quantification	19784	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	30.94253302	32876.44184	
A01-0003.a3	A01-0003	3	A01-0003.e1	AP0.1	A02	0.005	Direct Quantification	19784	Human	Internal Control	RNase P	RNA	HEX	0	32.13344097	34141.78103	
A01-0004.a1	A01-0004	1	A01-0004.e1	AP0.1	A03	0.005	Direct Quantification	18261	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	63.22166443	67173.01846	
A01-0004.a2	A01-0004	2	A01-0004.e1	AP0.1	A03	0.005	Direct Quantification	18261	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	64.51367378	68545.77637	
A01-0004.a3	A01-0004	3	A01-0004.e1	AP0.1	A03	0.005	Direct Quantification	18261	Human	Internal Control	RNase P	RNA	HEX	0	20.6251359	21914.20689	
A01-0005.a1	A01-0005	1	A01-0005.e1	AP0.2	A05	0.005	Direct Quantification	14966	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	210.036068	223163.3263	
A01-0005.a2	A01-0005	2	A01-0005.e1	AP0.2	A05	0.005	Direct Quantification	14966	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	238.6065865	253519.4941	
A01-0005.a3	A01-0005	3	A01-0005.e1	AP0.2	A05	0.005	Direct Quantification	14966	Human	Internal Control	RNase P	RNA	HEX	0	23.59469414	25069.36252	
A01-0006.a1	A01-0006	1	A01-0006.e1	AP7	A08	0.005	Direct Quantification	16286	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	40.48818111	43018.69243	
A01-0006.a2	A01-0006	2	A01-0006.e1	AP7	A08	0.005	Direct Quantification	16286	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	34.69988823	36868.63124	
A01-0006.a3	A01-0006	3	A01-0006.e1	AP7	A08	0.005	Direct Quantification	16286	Human	Internal Control	RNase P	RNA	HEX	0	7.224924564	7676.48235	
A01-0007.a1	A01-0007	1	A01-0007.e1	AP0.2	A07	0.005	Direct Quantification	18545	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	30.47029495	32374.68839	
A01-0007.a2	A01-0007	2	A01-0007.e1	AP0.2	A07	0.005	Direct Quantification	18545	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	13.96065354	14833.19414	
A01-0007.a3	A01-0007	3	A01-0007.e1	AP0.2	A07	0.005	Direct Quantification	18545	Human	Internal Control	RNase P	RNA	HEX	0	43.17790508	45876.52415	
A01-0008.a1	A01-0008	1	A01-0008.e1	AP0.2	A08	0.005	Direct Quantification	17162	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	41.16652966	43739.43877	
A01-0008.a2	A01-0008	2	A01-0008.e1	AP0.2	A08	0.005	Direct Quantification	17162	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	57.65333176	61256.66499	
A01-0008.a3	A01-0008	3	A01-0008.e1	AP0.2	A08	0.005	Direct Quantification	17162	Human	Internal Control	RNase P	RNA	HEX	0	53.53055	56876.20938	
A01-0009.a1	A01-0009	1	A01-0009.e1	AP0.3	A05	0.005	Direct Quantification	17879	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	15.79773664	16785.09569	
A01-0009.a2	A01-0009	2	A01-0009.e1	AP0.3	A05	0.005	Direct Quantification	17879	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	27.65300512	29381.31845	
A01-0009.a3	A01-0009	3	A01-0009.e1	AP0.3	A05	0.005	Direct Quantification	17879	Human	Internal Control	RNase P	RNA	HEX	0	15.79773664	16785.09519	
A01-0010.a1	A01-0010	1	A01-0010.e1	AP0.3	A06	0.005	Direct Quantification	18269	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	45.12120247	47941.2756	
A01-0010.a2	A01-0010	2	A01-0010.e1	AP0.3	A06	0.005	Direct Quantification	18269	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	52.86496639	56169.02781	
A01-0010.a3	A01-0010	3	A01-0010.e1	AP0.3	A06	0.005	Direct Quantification	18269	Human	Internal Control	RNase P	RNA	HEX	0	42.54051685	45199.29916	
A01-0011.a1	A01-0011	1	A01-0011.e1	AP4	F03	0.005	Direct Quantification	17755	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	48.75270367	51799.74765	
A01-0011.a2	A01-0011	2	A01-0011.e1	AP4	F03	0.005	Direct Quantification	17755	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	21.84480429	23210.10455	
A01-0011.a3	A01-0011	3	A01-0011.e1	AP4	F03	0.005	Direct Quantification	17755	Human	Internal Control	RNase P	RNA	HEX	0	15.12162089	16066.7222	
A01-0012.a1	A01-0012	1	A01-0012.e1	AP4	G03	0.005	Direct Quantification	15896	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	74.86507893	79544.14636	
A01-0012.a2	A01-0012	2	A01-0012.e1	AP4	G03	0.005	Direct Quantification	15896	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	72.78320313	77332.15332	
A01-0012.a3	A01-0012	3	A01-0012.e1	AP4	G03	0.005	Direct Quantification	15896	Human	Internal Control	RNase P	RNA	HEX	0	31.17315769	33121.48005	
A01-0013.a1	A01-0013	1	A01-0013.e1	AP0.4	B01	0.005	Direct Quantification	12800	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	22.9740262	24409.90284	
A01-0013.a2	A01-0013	2	A01-0013.e1	AP0.4	B01	0.005	Direct Quantification	12800	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	21.20596409	22531.33684	
A01-0013.a3	A01-0013	3	A01-0013.e1	AP0.4	B01	0.005	Direct Quantification	12800	Human	Internal Control	RNase P	RNA	HEX	0	10.60049534	11263.0263	
A01-0014.a1	A01-0014	1	A01-0014.e1	AP5	A04	0.005	Direct Quantification	9330	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	115.8988857	123142.5661	
A01-0014.a2	A01-0014	2	A01-0014.e1	AP5	A04	0.005	Direct Quantification	9330	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	150.0674725	159446.6895	
A01-0014.a3	A01-0014	3	A01-0014.e1	AP5	A04	0.005	Direct Quantification	9330	Human	Internal Control	RNase P	RNA	HEX	0	23.82697105	25316.15674	
A01-0015.a1	A01-0015	1	A01-0015.e1	AP5	A03	0.005	Direct Quantification	10297	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	412.6255798	438414.6786	
A01-0015.a2	A01-0015	2	A01-0015.e1	AP5	A03	0.005	Direct Quantification	10297	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	169.4503784	180041.0271	
A01-0015.a3	A01-0015	3	A01-0015.e1	AP5	A03	0.005	Direct Quantification	10297	Human	Internal Control	RNase P	RNA	HEX	0	37.57871628	39927.38605	
A01-0016.a1	A01-0016	1	A01-0016.e1	AP0.4	C01	0.005	Direct Quantification	12456	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	104.9845505	111546.0849	
A01-0016.a2	A01-0016	2	A01-0016.e1	AP0.4	C01	0.005	Direct Quantification	12456	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	58.65873337	62324.9042	
A01-0016.a3	A01-0016	3	A01-0016.e1	AP0.4	C01	0.005	Direct Quantification	12456	Human	Internal Control	RNase P	RNA	HEX	0	7.101867199	7545.733899	
A01-0017.a1	A01-0017	1	A01-0017.e1	AP0.4	A03	0.005	Direct Quantification	13951	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	175.9004974	186894.2785	
A01-0017.a2	A01-0017	2	A01-0017.e1	AP0.4	A03	0.005	Direct Quantification	13951	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	189.9719429	201845.1893	
A01-0017.a3	A01-0017	3	A01-0017.e1	AP0.4	A03	0.005	Direct Quantification	13951	Human	Internal Control	RNase P	RNA	HEX	0	18.61194968	19775.19654	
A01-0018.a1	A01-0018	1	A01-0018.e1	AP0.4	B03	0.005	Direct Quantification	14011	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	86.23013496	91619.5184	
A01-0018.a2	A01-0018	2	A01-0018.e1	AP0.4	B03	0.005	Direct Quantification	14011	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	45.34046173	48174.24059	
A01-0018.a3	A01-0018	3	A01-0018.e1	AP0.4	B03	0.005	Direct Quantification	14011	Human	Internal Control	RNase P	RNA	HEX	0	65.01821995	69081.85869	
A01-0026.a1	A01-0026	1	A01-0026.e1	AP0.4	H03	0.005	Direct Quantification	11747	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	21.04382753	52609.56883	
A01-0026.a2	A01-0026	2	A01-0026.e1	AP0.4	H03	0.005	Direct Quantification	11747	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	33.67873192	84196.8298	
A01-0026.a3	A01-0026	3	A01-0026.e1	AP0.4	H03	0.005	Direct Quantification	11747	Human	Internal Control	RNase P	RNA	HEX	0	33.67873192		
A01-0027.a1	A01-0027	1	A01-0027.e1	AP7	A01	0.005	Direct Quantification	17102	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	71.65204525	76130.29808	
A01-0027.a2	A01-0027	2	A01-0027.e1	AP7	A01	0.005	Direct Quantification	17102	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	82.69483566	87863.26289	
A01-0027.a3	A01-0027	3	A01-0027.e1	AP7	A01	0.005	Direct Quantification	17102	Human	Internal Control	RNase P	RNA	HEX	0	45.44618607	48286.57269	
A01-0028.a1	A01-0028	1	A01-0028.e1	AP7	A02	0.005	Direct Quantification	15508	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	80.5516243	85586.10082	
A01-0028.a2	A01-0028	2	A01-0028.e1	AP7	A02	0.005	Direct Quantification	15508	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	71.41872406	75882.39431	
A01-0028.a3	A01-0028	3	A01-0028.e1	AP7	A02	0.005	Direct Quantification	15508	Human	Internal Control	RNase P	RNA	HEX	0	27.32624531	29034.13564	
A01-0029.a1	A01-0029	1	A01-0029.e1	AP8	A01	0.005	Direct Quantification	16888	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	103.3279514	109785.9484	
A01-0029.a2	A01-0029	2	A01-0029.e1	AP8	A01	0.005	Direct Quantification	16888	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	115.9258652	123171.2317	
A01-0029.a3	A01-0029	3	A01-0029.e1	AP8	A01	0.005	Direct Quantification	16888	Human	Internal Control	RNase P	RNA	HEX	0	34.85736132	37035.9464	
A01-0030.a1	A01-0030	1	A01-0030.e1	AP8	A02	0.005	Direct Quantification	16491	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	147.4215889	156635.4382	
A01-0030.a2	A01-0030	2	A01-0030.e1	AP8	A02	0.005	Direct Quantification	16491	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	180.4675293	191746.7499	
A01-0030.a3	A01-0030	3	A01-0030.e1	AP8	A02	0.005	Direct Quantification	16491	Human	Internal Control	RNase P	RNA	HEX	0	34.26821947	36409.98319	
A01-0031.a1	A01-0031	1	A01-0031.e1	AP7	A03	0.005	Direct Quantification	17045	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	64.96977329	69030.38412	
A01-0031.a2	A01-0031	2	A01-0031.e1	AP7	A03	0.005	Direct Quantification	17045	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	64.96977329	69030.38412	
A01-0031.a3	A01-0031	3	A01-0031.e1	AP7	A03	0.005	Direct Quantification	17045	Human	Internal Control	RNase P	RNA	HEX	0	24.86085176	26414.655	
A01-0032.a1	A01-0032	1	A01-0032.e1	AP8	A03	0.005	Direct Quantification	11790	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	95.98958015	101988.9289	
A01-0032.a2	A01-0032	2	A01-0032.e1	AP8	A03	0.005	Direct Quantification	11790	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	114.0312958	121158.2518	
A01-0032.a3	A01-0032	3	A01-0032.e1	AP8	A03	0.005	Direct Quantification	11790	Human	Internal Control	RNase P	RNA	HEX	0	73.95734787	78579.68211	
A01-0033.a1	A01-0033	1	A01-0033.e1	AP8	C01	0.005	Direct Quantification	14498	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	112.2503185	119265.9634	
A01-0033.a2	A01-0033	2	A01-0033.e1	AP8	C01	0.005	Direct Quantification	14498	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	108.9891434	115800.9648	
A01-0033.a3	A01-0033	3	A01-0033.e1	AP8	C01	0.005	Direct Quantification	14498	Human	Internal Control	RNase P	RNA	HEX	0	25.98140955	27605.24765	
A01-0034.a1	A01-0034	1	A01-0034.e1	AP8	C02	0.005	Direct Quantification	13383	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	109.2589951	116087.6822	
A01-0034.a2	A01-0034	2	A01-0034.e1	AP8	C02	0.005	Direct Quantification	13383	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	75.72245121	80455.10441	
A01-0034.a3	A01-0034	3	A01-0034.e1	AP8	C02	0.005	Direct Quantification	13383	Human	Internal Control	RNase P	RNA	HEX	0	26.38714075	28036.33705	
A01-0035.a1	A01-0035	1	A01-0035.e1	AP8	C03	0.005	Direct Quantification	14278	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	127.2354507	135187.6664	
A01-0035.a2	A01-0035	2	A01-0035.e1	AP8	C03	0.005	Direct Quantification	14278	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	109.0167713	115830.3195	
A01-0035.a3	A01-0035	3	A01-0035.e1	AP8	C03	0.005	Direct Quantification	14278	Human	Internal Control	RNase P	RNA	HEX	0	67.66309261	71892.0359	
A01-0036.a1	A01-0036	1	A01-0036.e1	AP0.5	A04	0.005	Direct Quantification	14143	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	67.89940834	72143.12136	
A01-0036.a2	A01-0036	2	A01-0036.e1	AP0.5	A04	0.005	Direct Quantification	14143	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	36.18608713	38447.71758	
A01-0036.a3	A01-0036	3	A01-0036.e1	AP0.5	A04	0.005	Direct Quantification	14143	Human	Internal Control	RNase P	RNA	HEX	0	54.30220604	57696.09392	
A01-0037.a1	A01-0037	1	A01-0037.e1	AP11	C04	0.005	Direct Quantification	17645	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	231.0940933	245537.4742	
A01-0037.a2	A01-0037	2	A01-0037.e1	AP11	C04	0.005	Direct Quantification	17645	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	238.3429718	253239.4075	
A01-0037.a3	A01-0037	3	A01-0037.e1	AP11	C04	0.005	Direct Quantification	17645	Human	Internal Control	RNase P	RNA	HEX	0	8.995605707	9557.831064	
A01-0038.a1	A01-0038	1	A01-0038.e1	AP8	E07	0.005	Direct Quantification	12980	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	83.53430748	88755.2017	
A01-0038.a2	A01-0038	2	A01-0038.e1	AP8	E07	0.005	Direct Quantification	12980	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	68.98528576	73296.86612	
A01-0038.a3	A01-0038	3	A01-0038.e1	AP8	E07	0.005	Direct Quantification	12980	Human	Internal Control	RNase P	RNA	HEX	0	12.69262791	13485.91715	
A01-0039.a1	A01-0039	1	A01-0039.e1	AP8	E08	0.005	Direct Quantification	12570	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	186.0487938	197676.8434	
A01-0039.a2	A01-0039	2	A01-0039.e1	AP8	E08	0.005	Direct Quantification	12570	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	186.0487938	197676.8434	
A01-0039.a3	A01-0039	3	A01-0039.e1	AP8	E08	0.005	Direct Quantification	12570	Human	Internal Control	RNase P	RNA	HEX	0	61.85295105	65718.76049	
A01-0040.a1	A01-0040	1	A01-0040.e1	AP10	A01	0.005	Direct Quantification	11781	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	366.33358	389229.4288	
A01-0040.a2	A01-0040	2	A01-0040.e1	AP10	A01	0.005	Direct Quantification	11781	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	184.4667053	195995.8744	
A01-0040.a3	A01-0040	3	A01-0040.e1	AP10	A01	0.005	Direct Quantification	11781	Human	Internal Control	RNase P	RNA	HEX	0	3.994806707	4244.482126	
A01-0041.a1	A01-0041	1	A01-0041.e1	AP10	A02	0.005	Direct Quantification	13981	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	104.5753288	111111.2869	
A01-0041.a2	A01-0041	2	A01-0041.e1	AP10	A02	0.005	Direct Quantification	13981	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	55.60320377	59078.40401	
A01-0041.a3	A01-0041	3	A01-0041.e1	AP10	A02	0.005	Direct Quantification	13981	Human	Internal Control	RNase P	RNA	HEX	0	21.88860893	23256.64699	
A01-0042.a1	A01-0042	1	A01-0042.e1	AP10	A03	0.005	Direct Quantification	10961	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	124.8361778	132638.4389	
A01-0042.a2	A01-0042	2	A01-0042.e1	AP10	A03	0.005	Direct Quantification	10961	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	1628.575592	1730361.567	
A01-0042.a3	A01-0042	3	A01-0042.e1	AP10	A03	0.005	Direct Quantification	10961	Human	Internal Control	RNase P	RNA	HEX	0	34.37146425	36519.68077	
A01-0043.a1	A01-0043	1	A01-0043.e1	AP11	E04	0.005	Direct Quantification	11800	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	193.7828636	205894.2926	
A01-0043.a2	A01-0043	2	A01-0043.e1	AP11	E04	0.005	Direct Quantification	11800	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	38.65125895	41066.96263	
A01-0043.a3	A01-0043	3	A01-0043.e1	AP11	E04	0.005	Direct Quantification	11800	Human	Internal Control	RNase P	RNA	HEX	0	26.56710386	28227.54785	
A01-0044.a1	A01-0044	1	A01-0044.e1	AP10	A05	0.005	Direct Quantification	10597	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	60.02687931	63778.55927	
A01-0044.a2	A01-0044	2	A01-0044.e1	AP10	A05	0.005	Direct Quantification	10597	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	91.21232033	96913.09035	
A01-0044.a3	A01-0044	3	A01-0044.e1	AP10	A05	0.005	Direct Quantification	10597	Human	Internal Control	RNase P	RNA	HEX	0	24.43691254	25964.21957	
A01-0045.a1	A01-0045	1	A01-0045.e1	AP11	H01	0.005	Direct Quantification	15418	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	1011.184082	1074383.087	
A01-0045.a2	A01-0045	2	A01-0045.e1	AP11	H01	0.005	Direct Quantification	15418	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	1037.693405	1102549.243	
A01-0045.a3	A01-0045	3	A01-0045.e1	AP11	H01	0.005	Direct Quantification	15418	Human	Internal Control	RNase P	RNA	HEX	0	32.14008331	34148.83852	
A01-0046.a1	A01-0046	1	A01-0046.e1	AP0.5	B04	0.005	Direct Quantification	16779	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	80.69766045	85741.26422	
A01-0046.a2	A01-0046	2	A01-0046.e1	AP0.5	B04	0.005	Direct Quantification	16779	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	72.10204124	76608.41882	
A01-0046.a3	A01-0046	3	A01-0046.e1	AP0.5	B04	0.005	Direct Quantification	16779	Human	Internal Control	RNase P	RNA	HEX	0	27.44614124	29161.52507	
A01-0047.a1	A01-0047	1	A01-0047.e1	AP11	F04	0.005	Direct Quantification	17426	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	175.8860588	186878.9375	
A01-0047.a2	A01-0047	2	A01-0047.e1	AP11	F04	0.005	Direct Quantification	17426	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	75.79081535	80527.74131	
A01-0047.a3	A01-0047	3	A01-0047.e1	AP11	F04	0.005	Direct Quantification	17426	Human	Internal Control	RNase P	RNA	HEX	0	20.31660318	21586.39088	
A01-0048.a1	A01-0048	1	A01-0048.e1	AP11	E01	0.005	Direct Quantification	11184	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	274.1031837	291234.6327	
A01-0048.a2	A01-0048	2	A01-0048.e1	AP11	E01	0.005	Direct Quantification	11184	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	136.6448021	145185.1022	
A01-0048.a3	A01-0048	3	A01-0048.e1	AP11	E01	0.005	Direct Quantification	11184	Human	Internal Control	RNase P	RNA	HEX	0	12.38888741	13163.19287	
A01-0049.a1	A01-0049	1	A01-0049.e1	AP11	F01	0.005	Direct Quantification	11160	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	473.8983154	503516.9601	
A01-0049.a2	A01-0049	2	A01-0049.e1	AP11	F01	0.005	Direct Quantification	11160	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	374.8567581	398285.3055	
