concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
C01-0946.c1	C01-0946	CB168	B01	
J01-0545.c1	J01-0545	CB168	D04	
K01-0547.c1	K01-0547	CB168	D05	
L01-0640.c1	L01-0640	CB168	D06	
C01-0952.c1	C01-0952	CB168	C01	
A01-1317.c1	A01-1317	CB168	A04	
C01-0947.c1	C01-0947	CB168	B02	
C01-0948.c1	C01-0948	CB168	B03	
C01-0953.c1	C01-0953	CB168	C02	
C01-0954.c1	C01-0954	CB168	C03	
A01-1318.c1	A01-1318	CB168	A05	
A01-1319.c1	A01-1319	CB168	A06	
C01-0955.c1	C01-0955	CB168	C04	
C01-0950.c1	C01-0950	CB168	B05	
C01-0951.c1	C01-0951	CB168	B06	
D01-0598.c1	D01-0598	CB168	C06	
A04-0684.c1	A04-0684	CB168	C05	
C01-0949.c1	C01-0949	CB168	B04	
A01-1316.c1	A01-1316	CB168	A03	
A01-1315.c1	A01-1315	CB168	A02	
F01-0144.c1	F01-0144	CB168	D01	
G01-0642.c1	G01-0642	CB168	D02	
H01-0993.c1	H01-0993	CB168	D03	
A01-1314.c1	A01-1314	CB168	A01	
O01-0559.c1	O01-0559	CB169	A04	
Q01-0623.c1	Q01-0623	CB169	B01	
R02-0546.c1	R02-0546	CB169	B02	
T01-0405.c1	T01-0405	CB169	B03	
U01-0150.c1	U01-0150	CB169	B04	
M03-0526.c1	M03-0526	CB169	A01	
O01-0568.c1	O01-0568	CB169	A05	
N02-0557.c1	N02-0557	CB169	A03	
M04-0416.c1	M04-0416	CB169	A02	
P01-0190.c1	P01-0190	CB169	A06	
