concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
N02-0556.c1	N02-0556	CB147	A05	
T01-0315.c1	T01-0315	CB147	A01	
R02-0539.c1	R02-0539	CB147	A04	
Q01-0610.c1	Q01-0610	CB147	A03	
M03-0509.c1	M03-0509	CB147	A02	
F01-0131.c1	F01-0131	CB146	C05	
C01-0889.c1	C01-0889	CB146	B01	
A01-1236.c1	A01-1236	CB146	A01	
K01-0535.c1	K01-0535	CB146	D02	
L01-0627.c1	L01-0627	CB146	C04	
A04-0676.c1	A04-0676	CB146	C06	
D01-0590.c1	D01-0590	CB146	D01	
C01-0890.c1	C01-0890	CB146	B02	
A01-1237.c1	A01-1237	CB146	A02	
P01-0174.c1	P01-0174	CB146	C03	
C01-0888.c1	C01-0888	CB146	A06	
E01-0739.c1	E01-0739	CB146	B06	
G01-0630.c1	G01-0630	CB146	D05	
C01-0891.c1	C01-0891	CB146	B03	
A01-1238.c1	A01-1238	CB146	A03	
M04-0409.c1	M04-0409	CB146	C02	
U01-0084.c1	U01-0084	CB146	D04	
O01-0322.c1	O01-0322	CB146	C01	
J01-0532.c1	J01-0532	CB146	D06	
E01-0738.c1	E01-0738	CB146	B05	
C01-0887.c1	C01-0887	CB146	A05	
H01-0981.c1	H01-0981	CB146	D03	
A01-1239.c1	A01-1239	CB146	A04	
E01-0737.c1	E01-0737	CB146	B04	
