extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A01-0942.e1	A01-0942.c1	EB69	A06	C6	
P01-0118.e1	P01-0118.c1	EB69	C07	E7	
G01-0499.e1	G01-0499.c1	EB69	B06	D6	
N03-0467.e1	N03-0467.c1	EB69	C05	E5	
A01-0939.e1	A01-0939.c1	EB69	A03	C3	
A01-0938.e1	A01-0938.c1	EB69	A02	C2	
C01-0687.e1	C01-0687.c1	EB69	B01	D1	
A01-0940.e1	A01-0940.c1	EB69	A04	C4	
C01-0690.e1	C01-0690.c1	EB69	B04	D4	
A01-0937.e1	A01-0937.c1	EB69	A01	NAB-136 C1	
Q01-0511.e1	Q01-0511.c1	EB69	C08	E8	
C01-0689.e1	C01-0689.c1	EB69	B03	D3	
C01-0688.e1	C01-0688.c1	EB69	B02	D2	
A01-0941.e1	A01-0941.c1	EB69	A05	C5	
A04-0554.e1	A04-0554.c1	EB69	A07	C7	
H01-0933.e1	H01-0933.c1	EB69	B07	D7	
D01-0425.e1	D01-0425.c1	EB69	B05	D5	
O01-0497.e1	O01-0497.c1	EB69	C06	E6	
T01-0268.e1	T01-0268.c1	EB69	D03	F3	
R02-0461.e1	R02-0461.c1	EB69	D02	F2	
C01-0686.e1	C01-0686.c1	EB69	A08	C8	
U01-0099.e1	U01-0099.c1	EB69	D04	F4	
K01-0388.e1	K01-0388.c1	EB69	C01	E1	
N02-0374.e1	N02-0374.c1	EB69	C04	E4	
R01-0495.e1	R01-0495.c1	EB69	D01	F1	
M03-0390.e1	M03-0390.c1	EB69	C03	E3	
L01-0567.e1	L01-0567.c1	EB69	C02	E2	
J01-0411.e1	J01-0411.c1	EB69	B08	D8	
