concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
G01-0634.c1	G01-0634	CB155	C02	
A01-1264.c1	A01-1264	CB155	A02	
E01-0758.c1	E01-0758	CB155	B06	
M03-0518.c1	M03-0518	CB155	D06	
C01-0915.c1	C01-0915	CB155	B03	
A01-1263.c1	A01-1263	CB155	A01	
U01-0054.c1	U01-0054	CB155	C01	
A01-1266.c1	A01-1266	CB155	A04	
J01-0537.c1	J01-0537	CB155	C04	
N02-0555.c1	N02-0555	CB160	A04	
D01-0607.c1	D01-0607	CB160	A02	
R02-0544.c1	R02-0544	CB160	A03	
J01-0539.c1	J01-0539	CB160	A01	
C01-0923.c1	C01-0923	CB159	B04	
A01-1280.c1	A01-1280	CB159	B01	
A01-1276.c1	A01-1276	CB159	A03	
E01-0625.c1	E01-0625	CB159	C03	
L01-0639.c1	L01-0639	CB159	D02	
G01-0631.c1	G01-0631	CB159	D05	
C01-0921.c1	C01-0921	CB159	B02	
C01-0924.c1	C01-0924	CB159	B05	
K01-0534.c1	K01-0534	CB159	C06	
A01-1279.c1	A01-1279	CB159	A06	
O01-0306.c1	O01-0306	CB159	D01	
A04-0555.c1	A04-0555	CB159	D04	
P01-0179.c1	P01-0179	CB159	D03	
T01-0408.c1	T01-0408	CB159	C05	
A01-1278.c1	A01-1278	CB159	A05	
E01-0624.c1	E01-0624	CB159	C02	
A01-1275.c1	A01-1275	CB159	A02	
C01-0925.c1	C01-0925	CB159	B06	
E01-0620.c1	E01-0620	CB159	C01	
A01-1274.c1	A01-1274	CB159	A01	
Q01-0617.c1	Q01-0617	CB159	C04	
A01-1277.c1	A01-1277	CB159	A04	
U01-0125.c1	U01-0125	CB159	D06	
C01-0922.c1	C01-0922	CB159	B03	
L01-0625.c1	L01-0625	CB157	D03	
H01-0987.c1	H01-0987	CB157	C05	
A01-1271.c1	A01-1271	CB157	A05	
E01-0622.c1	E01-0622	CB157	C02	
A01-1268.c1	A01-1268	CB157	A02	
C01-0920.c1	C01-0920	CB157	B06	
E01-0621.c1	E01-0621	CB157	C01	
A01-1267.c1	A01-1267	CB157	A01	
U01-0107.c1	U01-0107	CB157	C04	
A01-1270.c1	A01-1270	CB157	A04	
J01-0538.c1	J01-0538	CB157	D06	
C01-0917.c1	C01-0917	CB157	B03	
C01-0918.c1	C01-0918	CB157	B04	
A01-1273.c1	A01-1273	CB157	B01	
E01-0623.c1	E01-0623	CB157	C03	
A01-1269.c1	A01-1269	CB157	A03	
O01-0305.c1	O01-0305	CB157	D02	
R02-0547.c1	R02-0547	CB157	D05	
C01-0916.c1	C01-0916	CB157	B02	
C01-0919.c1	C01-0919	CB157	B05	
Q01-0616.c1	Q01-0616	CB157	C06	
A01-1272.c1	A01-1272	CB157	A06	
P01-0189.c1	P01-0189	CB157	D01	
K01-0539.c1	K01-0539	CB157	D04	
