concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
L01-0634.c1	L01-0634	CB156	A06	
Q01-0615.c1	Q01-0615	CB156	A01	
N02-0560.c1	N02-0560	CB156	B01	
D01-0604.c1	D01-0604	CB156	A05	
K01-0529.c1	K01-0529	CB156	A04	
Q01-0613.c1	Q01-0613	CB156	A02	
Q01-0614.c1	Q01-0614	CB156	A03	
E01-0746.c1	E01-0746	CB153	B04	
A01-1262.c1	A01-1262	CB153	B01	
C01-0910.c1	C01-0910	CB153	C03	
A01-1258.c1	A01-1258	CB153	A03	
P01-0188.c1	P01-0188	CB153	D05	
N02-0579.c1	N02-0579	CB153	D02	
O01-0312.c1	O01-0312	CB153	C06	
A01-1261.c1	A01-1261	CB153	A06	
C01-0906.c1	C01-0906	CB153	B05	
E01-0744.c1	E01-0744	CB153	B02	
O01-0327.c1	O01-0327	CB153	D01	
F01-0134.c1	F01-0134	CB153	D04	
F01-0129.c1	F01-0129	CB153	D03	
C01-0907.c1	C01-0907	CB153	B06	
C01-0909.c1	C01-0909	CB153	C02	
A01-1257.c1	A01-1257	CB153	A02	
A04-0674.c1	A04-0674	CB153	C05	
A01-1260.c1	A01-1260	CB153	A05	
C01-0908.c1	C01-0908	CB153	C01	
A01-1256.c1	A01-1256	CB153	A01	
A04-0686.c1	A04-0686	CB153	C04	
A01-1259.c1	A01-1259	CB153	A04	
M04-0412.c1	M04-0412	CB153	D06	
E01-0745.c1	E01-0745	CB153	B03	
A04-0695.c1	A04-0695	CB158	A01	
F01-0132.c1	F01-0132	CB158	A03	
D01-0599.c1	D01-0599	CB158	A02	
N02-0558.c1	N02-0558	CB158	A04	
L01-0635.c1	L01-0635	CB154	B03	
G01-0635.c1	G01-0635	CB154	A03	
K01-0532.c1	K01-0532	CB154	A02	
R02-0535.c1	R02-0535	CB154	A04	
H01-0985.c1	H01-0985	CB154	A05	
U01-0113.c1	U01-0113	CB154	B01	
D01-0591.c1	D01-0591	CB154	B02	
J01-0536.c1	J01-0536	CB154	A06	
M03-0514.c1	M03-0514	CB154	A01	
A01-1265.c1	A01-1265	CB155	A03	
F01-0133.c1	F01-0133	CB155	C03	
M04-0410.c1	M04-0410	CB155	D02	
P01-0178.c1	P01-0178	CB155	D05	
E01-0756.c1	E01-0756	CB155	B04	
C01-0913.c1	C01-0913	CB155	B01	
R02-0545.c1	R02-0545	CB155	D01	
H01-0986.c1	H01-0986	CB155	D04	
C01-0914.c1	C01-0914	CB155	B02	
E01-0757.c1	E01-0757	CB155	B05	
A04-0679.c1	A04-0679	CB155	C06	
C01-0912.c1	C01-0912	CB155	A06	
T01-0308.c1	T01-0308	CB155	D03	
C01-0911.c1	C01-0911	CB155	A05	
O01-0311.c1	O01-0311	CB155	C05	
