extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
Q01-0613.e1	Q01-0613.c1	EB156	D02	B3	
D01-0604.e1	D01-0604.c1	EB156	D05	B6	
A01-1265.e1	A01-1265.c1	EB156	A03	K3	
R02-0545.e1	R02-0545.c1	EB156	C03	A3	
N02-0560.e1	N02-0560.c1	EB156	D07	B8	
C01-0915.e1	C01-0915.c1	EB156	B01	L1	
E01-0758.e1	E01-0758.c1	EB156	B04	L4	
K01-0529.e1	K01-0529.c1	EB156	D04	B5	
J01-0537.e1	J01-0537.c1	EB156	B08	L8	
F01-0133.e1	F01-0133.c1	EB156	B07	L7	
Q01-0615.e1	Q01-0615.c1	EB156	D01	B2	
E01-0756.e1	E01-0756.c1	EB156	B02	L2	
U01-0054.e1	U01-0054.c1	EB156	B05	L5	
H01-0986.e1	H01-0986.c1	EB156	C06	A6	
C01-0912.e1	C01-0912.c1	EB156	A06	K6	
C01-0913.e1	C01-0913.c1	EB156	A07	K7	
P01-0178.e1	P01-0178.c1	EB156	C07	A7	
C01-0914.e1	C01-0914.c1	EB156	A08	K8	
M03-0518.e1	M03-0518.c1	EB156	C08	A8	
T01-0308.e1	T01-0308.c1	EB156	C05	A5	
C01-0911.e1	C01-0911.c1	EB156	A05	K5	
A04-0679.e1	A04-0679.c1	EB156	C02	A2	
A01-1264.e1	A01-1264.c1	EB156	A02	K2	
G01-0634.e1	G01-0634.c1	EB156	B06	L6	
Q01-0614.e1	Q01-0614.c1	EB156	D03	B4	
E01-0757.e1	E01-0757.c1	EB156	B03	L3	
L01-0634.e1	L01-0634.c1	EB156	D06	B7	
A01-1266.e1	A01-1266.c1	EB156	A04	K4	
M04-0410.e1	M04-0410.c1	EB156	C04	A4	
A01-1263.e1	A01-1263.c1	EB156	A01	NAB 151 K1	
O01-0311.e1	O01-0311.c1	EB156	C01	NAB 152 A1	
R02-0544.e1	R02-0544.c1	EB160	D03	J3	
E01-0624.e1	E01-0624.c1	EB160	B06	H6	
A01-1278.e1	A01-1278.c1	EB160	A05	G5	
P01-0179.e1	P01-0179.c1	EB160	C05	I5	
A01-1275.e1	A01-1275.c1	EB160	A02	G2	
K01-0534.e1	K01-0534.c1	EB160	C02	I2	
U01-0125.e1	U01-0125.c1	EB160	C08	I8	
C01-0921.e1	C01-0921.c1	EB160	A08	G8	
G01-0631.e1	G01-0631.c1	EB160	C07	I7	
A01-1280.e1	A01-1280.c1	EB160	A07	G7	
A01-1274.e1	A01-1274.c1	EB160	A01	NAB 160 G1	
T01-0408.e1	T01-0408.c1	EB160	C01	I1	
A01-1277.e1	A01-1277.c1	EB160	A04	G4	
