extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
M03-0395.e1	M03-0395.c1	EB65	C03	I3	
E01-0540.e1	E01-0540.c1	EB65	B04	H4	
T01-0270.e1	T01-0270.c1	EB65	D03	J3	
E01-0542.e1	E01-0542.c1	EB65	B06	H6	
C01-0678.e1	C01-0678.c1	EB65	B01	H1	
R02-0460.e1	R02-0460.c1	EB65	D01	J1	
M04-0251.e1	M04-0251.c1	EB65	C04	I4	
C01-0680.e1	C01-0680.c1	EB65	B03	H3	
O01-0485.e1	O01-0485.c1	EB65	C06	I6	
J01-0409.e1	J01-0409.c1	EB65	C01	I1	
R01-0501.e1	R01-0501.c1	EB65	D04	J4	
C01-0676.e1	C01-0676.c1	EB65	A07	G7	
E01-0541.e1	E01-0541.c1	EB65	B05	H5	
C01-0679.e1	C01-0679.c1	EB65	B02	H2	
H01-0931.e1	H01-0931.c1	EB65	B08	H8	
N02-0358.e1	N02-0358.c1	EB65	C05	I5	
L01-0571.e1	L01-0571.c1	EB65	C02	I2	
Q01-0513.e1	Q01-0513.c1	EB65	C08	I8	
T01-0269.e1	T01-0269.c1	EB65	D02	J2	
A01-0926.e1	A01-0926.c1	EB65	A02	G2	
A01-0929.e1	A01-0929.c1	EB65	A05	G5	
C01-0677.e1	C01-0677.c1	EB65	A08	G8	
A01-0928.e1	A01-0928.c1	EB65	A04	G4	
A01-0925.e1	A01-0925.c1	EB65	A01	NAB135 G1	
A04-0549.e1	A04-0549.c1	EB65	A06	G6	
P01-0120.e1	P01-0120.c1	EB65	C07	I7	
A01-0927.e1	A01-0927.c1	EB65	A03	G3	
G01-0487.e1	G01-0487.c1	EB65	B07	H7	
