concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
R01-0501.c1	R01-0501	CB65	A04	
T01-0269.c1	T01-0269	CB65	A02	
T01-0270.c1	T01-0270	CB65	A03	
R02-0460.c1	R02-0460	CB65	A01	
M03-0395.c1	M03-0395	CB64	D01	
Q01-0513.c1	Q01-0513	CB64	D06	
H01-0931.c1	H01-0931	CB64	C04	
C01-0678.c1	C01-0678	CB64	B03	
L01-0571.c1	L01-0571	CB64	C06	
E01-0541.c1	E01-0541	CB64	C01	
O01-0485.c1	O01-0485	CB64	D04	
G01-0487.c1	G01-0487	CB64	C03	
C01-0679.c1	C01-0679	CB64	B04	
A01-0926.c1	A01-0926	CB64	A02	
A01-0929.c1	A01-0929	CB64	A05	
N02-0358.c1	N02-0358	CB64	D03	
E01-0540.c1	E01-0540	CB64	B06	
C01-0676.c1	C01-0676	CB64	B01	
A01-0927.c1	A01-0927	CB64	A03	
J01-0409.c1	J01-0409	CB64	C05	
E01-0542.c1	E01-0542	CB64	C02	
M04-0251.c1	M04-0251	CB64	D02	
P01-0120.c1	P01-0120	CB64	D05	
C01-0680.c1	C01-0680	CB64	B05	
C01-0677.c1	C01-0677	CB64	B02	
A01-0928.c1	A01-0928	CB64	A04	
A01-0925.c1	A01-0925	CB64	A01	
A04-0549.c1	A04-0549	CB64	A06	
