extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A01-0772.e1	A01-0772.c1	EB13	A01	NAB 127 B1	
K01-0361.e1	K01-0361.c1	EB13	A04	B4	
A02-1319.e1	A02-1319.c1	EB13	A03	B3	
A01-0773.e1	A01-0773.c1	EB13	A02	B2	
D01-0508.e1	D01-0508.c1	EB13	A05	B5	
H01-0746.e1	H01-0746.c1	EB11	E02	J2	
A02-1317.e1	A02-1317.c1	EB11	B05	G5	
J01-0388.e1	J01-0388.c1	EB11	C07	H7	
C01-0570.e1	C01-0570.c1	EB11	E03	J3	
R02-0398.e1	R02-0398.c1	EB11	C06	H6	
Q01-0484.e1	Q01-0484.c1	EB11	C04	H4	
H01-0745.e1	H01-0745.c1	EB11	C03	H3	
A01-0764.e1	A01-0764.c1	EB11	B01	G1	
D01-0411.e1	D01-0411.c1	EB11	C02	H2	
G01-0541.e1	G01-0541.c1	EB11	B08	G8	
C01-0566.e1	C01-0566.c1	EB11	D06	I6	
A01-0763.e1	A01-0763.c1	EB11	A08	F8	
A01-0756.e1	A01-0756.c1	EB11	A01	NAB 126 F1	
C01-0567.e1	C01-0567.c1	EB11	D07	I7	
C01-0562.e1	C01-0562.c1	EB11	D02	I2	
A01-0760.e1	A01-0760.c1	EB11	A05	F5	
C01-0563.e1	C01-0563.c1	EB11	D03	I3	
C01-0564.e1	C01-0564.c1	EB11	D04	I4	
A04-0523.e1	A04-0523.c1	EB11	B07	G7	
A02-1318.e1	A02-1318.c1	EB11	B06	G6	
C01-0569.e1	C01-0569.c1	EB11	E01	J1	
R02-0397.e1	R02-0397.c1	EB11	C05	H5	
A01-0765.e1	A01-0765.c1	EB11	B02	G2	
D01-0390.e1	D01-0390.c1	EB11	C01	H1	
Q01-0485.e1	Q01-0485.c1	EB11	C08	H8	
A01-0767.e1	A01-0767.c1	EB11	B04	G4	
A01-0766.e1	A01-0766.c1	EB11	B03	G3	
A01-0758.e1	A01-0758.c1	EB11	A03	F3	
C01-0565.e1	C01-0565.c1	EB11	D05	I5	
A01-0759.e1	A01-0759.c1	EB11	A04	F4	
A01-0757.e1	A01-0757.c1	EB11	A02	F2	
A01-0761.e1	A01-0761.c1	EB11	A06	F6	
C01-0568.e1	C01-0568.c1	EB11	D08	I8	
A01-0762.e1	A01-0762.c1	EB11	A07	F7	
C01-0561.e1	C01-0561.c1	EB11	D01	I1	
C01-0572.e1	C01-0572.c1	EB12	C05	A5	
H01-0747.e1	H01-0747.c1	EB12	B06	L6	
R02-0389.e1	R02-0389.c1	EB12	B07	L7	
M04-0225.e1	M04-0225.c1	EB12	B03	L3	
T01-0247.e1	T01-0247.c1	EB12	B04	L4	
C01-0575.e1	C01-0575.c1	EB12	C08	A8	
N02-0353.e1	N02-0353.c1	EB12	B02	L2	
K01-0357.e1	K01-0357.c1	EB12	C01	NAB 127 A1	
A01-0769.e1	A01-0769.c1	EB12	A02	K2	
A01-0771.e1	A01-0771.c1	EB12	A04	K4	
A01-0770.e1	A01-0770.c1	EB12	A03	K3	
O01-0472.e1	O01-0472.c1	EB12	A07	K7	
O01-0455.e1	O01-0455.c1	EB12	A06	K6	
C01-0573.e1	C01-0573.c1	EB12	C06	A6	
C01-0574.e1	C01-0574.c1	EB12	C07	A7	
G01-0532.e1	G01-0532.c1	EB12	B05	L5	
J01-0389.e1	J01-0389.c1	EB12	B08	L8	
N03-0497.e1	N03-0497.c1	EB12	B01	L1	
K01-0358.e1	K01-0358.c1	EB12	C02	A2	
K01-0359.e1	K01-0359.c1	EB12	C03	A3	
C01-0571.e1	C01-0571.c1	EB12	C04	A4	
A01-0768.e1	A01-0768.c1	EB12	A01	NAB 126 K1	
M03-0309.e1	M03-0309.c1	EB12	A08	K8	
A04-0530.e1	A04-0530.c1	EB12	A05	K5	
