concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
C01-0599.c1	C01-0599	CB21	B02	
A04-0545.c1	A04-0545	CB21	C03	
A01-0792.c1	A01-0792	CB21	A01	
A01-0793.c1	A01-0793	CB21	A02	
C01-0598.c1	C01-0598	CB21	B01	
C01-0597.c1	C01-0597	CB21	A06	
E01-0396.c1	E01-0396	CB21	B06	
P01-0090.c1	P01-0090	CB21	D04	
N02-0435.c1	N02-0435	CB21	C06	
C01-0600.c1	C01-0600	CB21	B03	
E01-0398.c1	E01-0398	CB21	C02	
A01-0794.c1	A01-0794	CB21	A03	
E01-0397.c1	E01-0397	CB21	C01	
N03-0483.c1	N03-0483	CB21	D05	
L01-0531.c1	L01-0531	CB21	C04	
M03-0288.c1	M03-0288	CB21	D03	
C01-0596.c1	C01-0596	CB21	A05	
E01-0395.c1	E01-0395	CB21	B05	
O01-0471.c1	O01-0471	CB21	D02	
U01-0061.c1	U01-0061	CB21	C05	
M04-0202.c1	M04-0202	CB21	D01	
A01-0795.c1	A01-0795	CB21	A04	
J01-0392.c1	J01-0392	CB21	D06	
E01-0394.c1	E01-0394	CB21	B04	
H01-0904.c1	H01-0904	CB22	A02	
R02-0386.c1	R02-0386	CB22	A01	
T01-0252.c1	T01-0252	CB22	A03	
U01-0069.c1	U01-0069	CB23	A03	
K01-0355.c1	K01-0355	CB23	A05	
Q01-0491.c1	Q01-0491	CB23	A04	
A01-0801.c1	A01-0801	CB23	A02	
A01-0800.c1	A01-0800	CB23	A01	
