extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
O01-0471.e1	O01-0471.c1	EB22	C04	H4	
C01-0596.e1	C01-0596.c1	EB22	A05	F5	
T01-0252.e1	T01-0252.c1	EB22	D03	I3	
R02-0386.e1	R02-0386.c1	EB22	D01	I1	
M03-0288.e1	M03-0288.c1	EB22	C05	H5	
A01-0795.e1	A01-0795.c1	EB22	A04	F4	
M04-0202.e1	M04-0202.c1	EB22	C03	H3	
A01-0792.e1	A01-0792.c1	EB22	A01	NAB 128 F1	
E01-0394.e1	E01-0394.c1	EB22	B02	G2	
N03-0483.e1	N03-0483.c1	EB22	C07	H7	
L01-0531.e1	L01-0531.c1	EB22	B08	G8	
C01-0597.e1	C01-0597.c1	EB22	A06	F6	
P01-0090.e1	P01-0090.c1	EB22	C06	H6	
C01-0598.e1	C01-0598.c1	EB22	A07	F7	
U01-0061.e1	U01-0061.c1	EB22	C01	H1	
A01-0794.e1	A01-0794.c1	EB22	A03	F3	
E01-0397.e1	E01-0397.c1	EB22	B05	G5	
H01-0904.e1	H01-0904.c1	EB22	D02	I2	
E01-0396.e1	E01-0396.c1	EB22	B04	G4	
C01-0600.e1	C01-0600.c1	EB22	B01	G1	
A01-0793.e1	A01-0793.c1	EB22	A02	F2	
C01-0599.e1	C01-0599.c1	EB22	A08	F8	
E01-0398.e1	E01-0398.c1	EB22	B06	G6	
J01-0392.e1	J01-0392.c1	EB22	C08	H8	
N02-0435.e1	N02-0435.c1	EB22	C02	H2	
E01-0395.e1	E01-0395.c1	EB22	B03	G3	
A04-0545.e1	A04-0545.c1	EB22	B07	G7	
Q01-0491.e1	Q01-0491.c1	EB23	A04	J4	
K01-0355.e1	K01-0355.c1	EB23	A05	J5	
U01-0069.e1	U01-0069.c1	EB23	A03	J3	
A01-0800.e1	A01-0800.c1	EB23	A01	NAB 128 J1	
A01-0801.e1	A01-0801.c1	EB23	A02	J2	
