concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
O01-0460.c1	O01-0460	CB31	A05	
C01-0619.c1	C01-0619	CB31	B03	
C01-0620.c1	C01-0620	CB31	B04	
A01-0817.c1	A01-0817	CB31	A01	
U01-0064.c1	U01-0064	CB31	D01	
M03-0294.c1	M03-0294	CB31	A04	
C01-0617.c1	C01-0617	CB31	B01	
H01-0908.c1	H01-0908	CB31	C02	
L01-0544.c1	L01-0544	CB31	B05	
J01-0396.c1	J01-0396	CB31	C06	
A01-0819.c1	A01-0819	CB31	A03	
R02-0394.c1	R02-0394	CB31	D03	
M04-0212.c1	M04-0212	CB31	C01	
C01-0618.c1	C01-0618	CB31	B02	
R01-0432.c1	R01-0432	CB31	C05	
N02-0383.c1	N02-0383	CB31	B06	
G01-0526.c1	G01-0526	CB31	D02	
C01-0616.c1	C01-0616	CB31	A06	
A01-0818.c1	A01-0818	CB31	A02	
T01-0256.c1	T01-0256	CB31	C03	
Q01-0495.c1	Q01-0495	CB31	C04	
