extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
G01-1026.e1	G01-1026.c1	EB278	B04	D4	
D01-1038.e1	D01-1038.c1	EB278	B03	D3	
U01-1011.e1	U01-1011.c1	EB278	C03	E3	
K01-0487.e1	K01-0487.c1	EB278	B07	D7	
C01-1355.e1	C01-1355.c1	EB278	A07	C7	
C01-1352.e1	C01-1352.c1	EB278	A04	C4	
C01-1351.e1	C01-1351.c1	EB278	A03	C3	
C01-1350.e1	C01-1350.c1	EB278	A02	C2	
C01-1356.e1	C01-1356.c1	EB278	A08	C8	
H01-1048.e1	H01-1048.c1	EB278	B05	D5	
T01-1011.e1	T01-1011.c1	EB278	C01	E1	
C01-1354.e1	C01-1354.c1	EB278	A06	C6	
C01-1357.e1	C01-1357.c1	EB278	B01	D1	
C01-1349.e1	C01-1349.c1	EB278	A01	NAB 174 C1	
J01-1042.e1	J01-1042.c1	EB278	B06	D6	
C01-1358.e1	C01-1358.c1	EB278	B02	D2	
T01-1012.e1	T01-1012.c1	EB278	C02	E2	
R02-1041.e1	R02-1041.c1	EB278	B08	D8	
C01-1353.e1	C01-1353.c1	EB278	A05	C5	
F01-1026.e1	F01-1026.c1	EB280	A07	F7	
C01-1362.e1	C01-1362.c1	EB280	A04	F4	
C01-1361.e1	C01-1361.c1	EB280	A03	F3	
L01-1031.e1	L01-1031.c1	EB280	B04	G4	
K01-1018.e1	K01-1018.c1	EB280	B03	G3	
N02-0602.e1	N02-0602.c1	EB280	B07	G7	
M03-1035.e1	M03-1035.c1	EB280	B06	G6	
O01-1026.e1	O01-1026.c1	EB280	C02	H2	
N02-1023.e1	N02-1023.c1	EB280	B08	G8	
F01-1027.e1	F01-1027.c1	EB280	A08	F8	
P01-1029.e1	P01-1029.c1	EB280	C05	H5	
N03-1009.e1	N03-1009.c1	EB280	C01	H1	
D01-1039.e1	D01-1039.c1	EB280	A06	F6	
W02-1009.e1	W02-1009.c1	EB280	D02	I2	
P01-1028.e1	P01-1028.c1	EB280	C04	H4	
W02-1008.e1	W02-1008.c1	EB280	D01	I1	
O01-1027.e1	O01-1027.c1	EB280	C03	H3	
Q01-1043.e1	Q01-1043.c1	EB280	C07	H7	
Q01-1042.e1	Q01-1042.c1	EB280	C06	H6	
C01-1359.e1	C01-1359.c1	EB280	A01	NAB174 F1	
U01-1012.e1	U01-1012.c1	EB280	C08	H8	
J01-1043.e1	J01-1043.c1	EB280	B02	G2	
C01-1363.e1	C01-1363.c1	EB280	A05	F5	
C01-1360.e1	C01-1360.c1	EB280	A02	F2	
L01-1032.e1	L01-1032.c1	EB280	B05	G5	
H01-1049.e1	H01-1049.c1	EB280	B01	G1	
