Asset Tag ID	Department	Location	Description	Site	Category	Sample Collection Method	Sample Collection By	Sample Collection Date/Time	Sample Received Date	Sample Composite Start	Sample Composite End	Sample Received By	Assay Date	Comments	Sample pH (Lab)	Control, Process (Type)	Control, Internal (Type)	Sample QC Check	Assay Target 1	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	Status: NWSS	Status: WaTCH
A01-0231	WWTP	StarCityWWTP-01	A01-0231	Monongalia	Sample	Composite		04/19/2022 12:00 AM	04/25/2022	04/18/2022 12:00 AM	04/19/2022 12:00 AM	AJ	4/26/22		7.09			Pass	SARS-CoV-2 N1	34896.27354	SARS-CoV-2 N2	37581.80805	13.8	Processing	Complete
S01-0027	WWTP	FollansbeeWWTP-01	SAMPLE	Brooke	Sample	Composite		04/28/2022 06:00 AM	05/19/2022	04/27/2022 06:00 AM	04/28/2022 06:00 AM	JL						Pass					0.656	Processing	Processing
H01-0033	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite	DRC	11/09/2021 08:15 AM	11/11/2021	11/08/2021 08:00 AM	11/09/2021 08:00 AM	AJ	11/18/21		6.85			Pass	SARS-CoV-2 N1	30175	SARS-CoV-2 N2	35062.5		Rejected: No Flow	Complete
G01-0126	WWTP	KeyserWWTP-01	G01-0126	Mineral	Sample	Composite		03/05/2022 08:20 AM	03/10/2022	03/04/2022 09:00 AM	03/05/2022 08:00 AM	AJ	3/14/22		7.07			Pass	SARS-CoV-2 N1	28145.01632	SARS-CoV-2 N2	23026.33222	1.009	Processing	Complete
R01-0041	WWTP	HuttonsvilleWWTP-01	R01-0041	Randolph	Sample	Composite		03/24/2022 08:30 AM	03/30/2022	03/23/2022 09:00 AM	03/24/2022 08:30 AM	AJ	3/31/22		6.87			Pass	SARS-CoV-2 N1	299865.3013	SARS-CoV-2 N2	256482.87	0.142	Processing	Complete
A01-0054	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	10/03/2021 11:55 PM	10/05/2021	10/03/2021 12:00 AM	10/03/2021 11:55 PM	JL	10/14/21		7.38			Pass	SARS-CoV-2 N1	131702.3009	SARS-CoV-2 N2	115915.8504	8.385	Processing	Complete
M03-0051	WWTP	ManningtonWWTP-01	M03-0051	Marion	Sample	Composite		04/21/2022 11:00 AM	04/27/2022	04/20/2022 11:00 AM	04/21/2022 11:00 AM	AJ	4/28/22		6.94			Pass	SARS-CoV-2 N1	2903.582733	SARS-CoV-2 N2	0	0.254	Processing	Complete
E02-0092	WWTP	AthensWWTP-01	G	Mercer	Sample	Composite		01/21/2022 08:00 AM	01/28/2022	01/20/2022 08:00 AM	01/21/2022 08:00 AM	AJ	2/2/22		6.96			Pass	SARS-CoV-2 N1	1038771.722	SARS-CoV-2 N2	670138.2351	0.404	Processing	Complete
K01-0063	WWTP	ParkersburgWWTP-01	K01-0063	Wood	Sample	Composite		04/05/2022 06:00 AM	04/13/2022	04/04/2022 06:00 AM	04/05/2022 06:00 AM	JL	4/18/22		7.23			Pass	SARS-CoV-2 N1	9144.05236	SARS-CoV-2 N2	0	5.186	Processing	Complete
F01-0001	WWTP	WestonWWTP-01	Sample	Lewis	Sample	Composite	--		09/24/2021			JL	9/29/21	NO METADATA -- 9/23/21 WRITTEN ON LABEL	7.07			Fail: Missing Required Data	SARS-CoV-2 N1	16211.95927	SARS-CoV-2 N2	13895.32238		Rejected	Rejected
M04-0020	WWTP	FarmingtonWWTP-01	M04-0020	Marion	Sample	Composite		02/25/2022 02:00 PM	03/02/2022	02/24/2022 02:00 PM	02/25/2022 02:00 PM	AJ	3/2/22		7.37			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.126	Processing	Complete
A0242	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	02/15/2021 08:00 AM	02/18/2021	02/15/2021 12:00 PM	02/15/2021 11:55 AM	TD	3/11/21					Pass	SARS-CoV-2 N1	41256	SARS-CoV-2 N2	68784	9.8	Rejected: No NTC	Complete
L01-0061	WWTP	WestUnionWWTP-01	L01-0061	Doddridge	Sample	Composite		03/22/2022 09:10 AM	03/23/2022	03/21/2022 09:10 AM	03/22/2022 09:10 AM	JL	3/29/22		6.63			Pass	SARS-CoV-2 N1	14875.51594	SARS-CoV-2 N2	5949.572856	0.282	Processing	Complete
A01-0163	WWTP	StarCityWWTP-01	G	Monongalia	Sample	Composite	GG	01/29/2022 12:00 AM	02/01/2022	01/28/2022 12:00 AM	01/29/2022 12:00 AM	AJ	2/7/22		7.45			Pass	SARS-CoV-2 N1	276697.0548	SARS-CoV-2 N2	215050.7534	8.5	Processing	Complete
L01-0084	WWTP	WestUnionWWTP-01	L01-0084	Doddridge	Sample	Composite		04/22/2022 09:00 AM	04/27/2022	04/21/2022 09:00 AM	04/22/2022 09:00 AM	AJ	4/28/22		7.17			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.144	Processing	Complete
N03-0067	WWTP	SalemWWTP-01	N03-0067	Harrison	Sample	Composite		04/18/2022 07:30 AM	04/20/2022	04/17/2022 07:30 AM	04/18/2022 07:30 AM	AJ	4/21/22		7.24			Pass	SARS-CoV-2 N1	40760.95171	SARS-CoV-2 N2	48917.89936	0.38456	Processing	Complete
C01-0040	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite		11/17/2021 07:00 AM	11/23/2021	11/16/2021 07:00 AM	11/17/2021 07:00 AM	AJ	12/3/21		6.35			Pass	SARS-CoV-2 N1	187409.8974	SARS-CoV-2 N2	161637.2904	6.15	Processing	Complete
A03-0145	K-12	NorthES-01	Sample	Monongalia	Sample	Composite	GZ	12/10/2021 12:31 PM	12/13/2021	12/10/2021 06:00 AM	12/10/2021 02:00 PM	AJ	12/14/21		8.95			Pass	SARS-CoV-2 N1	2546.666586	SARS-CoV-2 N2	2546.666586		Rejected: No Flow	Complete
A02-0313	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	GZ	01/28/2022 11:29 AM	01/28/2022	01/26/2022 09:00 AM	01/28/2022 09:00 AM	AJ			7.89			Pass						Processing	Processing
M04-0011	WWTP	FarmingtonWWTP-01	M04-0011	Marion	Sample	Composite		03/21/2022 02:00 PM	03/23/2022	03/20/2022 10:00 AM	03/21/2022 10:00 AM	JL	3/29/22		7.32			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.106	Processing	Complete
A02-0259	WVU Morgantown	CollegePark-02	Sample	Monongalia	Sample	Composite	GZ	12/13/2021 09:37 AM	12/13/2021	12/11/2021 09:00 AM	12/13/2021 09:00 AM	AJ	12/14/21		7.29			Pass	SARS-CoV-2 N1	99720.37241	SARS-CoV-2 N2	72187.59835		Rejected: No Flow	Complete
D01-0080	WWTP	CharlesTownWWTP-01	Sample	Jefferson	Sample	Composite		05/04/2022 07:40 AM	05/06/2022	05/03/2022 07:40 AM	05/04/2022 07:40 AM	AJ	5/9/22					Pass	SARS-CoV-2 N1	1214343.052	SARS-CoV-2 N2	864598.5854	1.28	Processing	Complete
E02-0098	WWTP	AthensWWTP-01	G	Mercer	Sample	Composite		01/14/2022 08:00 AM	01/21/2022	01/13/2022 08:00 AM	01/14/2022 08:00 AM	AJ	1/24/22		4.54			Pass	SARS-CoV-2 N1	1003843.882	SARS-CoV-2 N2	549355.883	0.56	Processing	Complete
A1054	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	EL	05/23/2021 12:00 AM	05/28/2021	05/23/2021 12:00 AM	05/23/2021 11:55 PM	JL	7/7/21		7.02			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	3776.25	6.439	Processing	Complete
A01-0203	WWTP	StarCityWWTP-01	A01-0203	Monongalia	Sample	Composite	GG	03/17/2022 12:00 AM	03/18/2022	03/16/2022 12:00 AM	03/17/2022 12:00 AM	AJ	3/28/22		6.78			Pass	SARS-CoV-2 N1	20373.06726	SARS-CoV-2 N2	32019.26854	10.4	Processing	Complete
H01-0001	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite	DRC	09/28/2021 08:10 AM	10/01/2021	09/27/2021 08:00 AM	09/28/2021 08:00 AM	JL	10/5/21					Pass	SARS-CoV-2 N1	163818.441	SARS-CoV-2 N2	91183.68685		Rejected: No Flow	Complete
A02-0125	WVU Morgantown	HonorsSummit-01 (MUB)	Sample	Monongalia	Sample	Composite	EL	09/24/2021 10:03 AM	09/27/2021	09/22/2021 10:04 AM	09/24/2021 10:04 AM	JL	9/29/21		7.15			Pass	SARS-CoV-2 N1	2338573.751	SARS-CoV-2 N2	2526592.445		Rejected: No Flow	Complete
L01-0096	WWTP	WestUnionWWTP-01	L01-0096	Doddridge	Sample	Composite		04/20/2022 09:00 AM	04/27/2022	04/20/2022 09:00 AM	04/21/2022 09:00 AM	AJ	4/28/22		7.24			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.31	Processing	Complete
A02-0101	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	EL	09/13/2021 10:00 AM	09/13/2021	09/11/2021 09:00 AM	09/13/2021 09:00 AM	JL	9/20/21		7.1			Pass	SARS-CoV-2 N1	117824.0675	SARS-CoV-2 N2	107556.4206		Rejected: No Flow	Complete
C01-0036	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite	GZ	11/10/2021 07:00 AM	11/12/2021	11/09/2021 07:00 AM	11/10/2021 07:00 AM	JL	11/22/21		6.15			Pass	SARS-CoV-2 N1	69405.93064	SARS-CoV-2 N2	83310.26614		Rejected: No Flow	Complete
M03-0069	WWTP	ManningtonWWTP-01	Sample	Marion	Sample	Composite		05/03/2022 11:00 AM	05/04/2022	05/02/2022 11:00 AM	05/03/2022 11:00 AM	AJ	5/5/22					Pass	SARS-CoV-2 N1	15202.4975	SARS-CoV-2 N2	24326.64391	0.243	Processing	Complete
A02-0296	WVU Morgantown	Evansdale-01	Sample	Monongalia	Sample	Composite	GZ	01/19/2022 08:43 AM	01/19/2022	01/15/2022 09:00 AM	01/17/2022 09:00 AM	AJ	1/24/22		7.54			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
H01-0025	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite	DRC	10/25/2021 08:15 AM	10/29/2021	10/24/2021 08:00 AM	10/25/2021 08:00 AM	JL	11/17/21		7.09			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	14025		Rejected: No Flow	Complete
E01-0072	WWTP	PrincetonWWTP-01	E01-0072	Mercer	Sample	Composite		03/02/2022 08:15 AM	03/04/2022	03/01/2022 08:15 AM	03/02/2022 08:15 AM	AJ	3/9/22		7.11			Pass	SARS-CoV-2 N1	37576.66938	SARS-CoV-2 N2	35070.51252	3.562	Processing	Complete
G02-0016	WVU Keyser	PotomacState-01	Sample	Mineral	Sample	Composite		10/28/2021 11:30 AM	11/02/2021	10/27/2021 11:00 AM	10/28/2021 11:00 AM	JL			7.04			Pass						Processing	Processing
O01-0028	WWTP	GraftonWWTP-01	O01-0028	Taylor	Sample	Composite		02/28/2022 06:15 AM	03/02/2022	02/25/2022 10:15 AM	02/26/2022 10:15 AM	AJ	3/2/22		6.64			Fail: Missing Required Data	SARS-CoV-2 N1	32283.27703	SARS-CoV-2 N2	29592.05601	1.67	Processing	Complete
L01-0059	WWTP	WestUnionWWTP-01	L01-0059	Doddridge	Sample	Composite		03/30/2022 09:00 AM	04/06/2022	03/29/2022 09:00 AM	03/30/2022 09:00 AM	AJ	4/7/22		7.05			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.303	Processing	Complete
O01-0053	WWTP	GraftonWWTP-01	O01-0053	Taylor	Sample	Composite		04/26/2022 06:00 AM	04/27/2022	04/25/2022 06:00 AM	04/26/2022 06:00 AM	AJ	4/28/22		7.03			Pass	SARS-CoV-2 N1	14496.4884	SARS-CoV-2 N2	21746.61342	1.84	Processing	Complete
A03-0306	K-12	NorthES-01	A03-0306	Monongalia	Sample	Composite	GZ	04/12/2022 09:56 AM		04/11/2022 06:00 AM	04/11/2022 02:00 PM		4/14/22		8.24				SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
C01-0071	WWTP	WheelingWWTP-01	G	Ohio	Sample	Composite	GZ	12/31/2021 07:00 AM	01/04/2022	12/30/2021 07:00 AM	12/31/2021 07:00 AM	AJ	1/12/22	6.77				Pass	SARS-CoV-2 N1	42979.08001	SARS-CoV-2 N2	50146.55001	11.117	Processing	Complete
N03-0083	WWTP	SalemWWTP-01	Sample	Harrison	Sample	Composite		05/23/2022 07:30 AM	05/25/2022	05/22/2022 07:30 AM	05/23/2022 07:30 AM	AJ						Pass					0.540245	Processing	Processing
B01-0078	WWTP	CharlestonWWTP-01	G	Kanawha	Sample	Composite		02/04/2022 08:00 AM	02/08/2022	02/03/2022 07:00 AM	02/04/2022 07:00 AM	AJ			6.98			Pass					21.24	Processing	Processing
A02-0284	WVU Morgantown	CollegePark-02	Sample	Monongalia	Sample	Composite	GZ	01/12/2022 11:49 AM	01/12/2022	01/10/2022 09:00 AM	01/12/2022 09:00 AM	JL	1/14/22		7.4			Pass	SARS-CoV-2 N1	26046.30891	SARS-CoV-2 N2	42333.47252		Processing	Complete
A01-0187	WWTP	StarCityWWTP-01	A01-0187	Monongalia	Sample	Composite		02/27/2022 12:00 AM	03/01/2022	02/26/2022 12:00 AM	02/27/2022 12:00 AM	AJ	3/2/22		7.1			Pass	SARS-CoV-2 N1	75218.96079	SARS-CoV-2 N2	72937.61417	12.1	Processing	Complete
A02-0261	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	GZ	12/08/2021 09:25 AM	12/08/2021	12/06/2021 09:00 AM	12/08/2021 09:00 AM	AJ	12/9/21		8.37			Pass	SARS-CoV-2 N1	12460.0183	SARS-CoV-2 N2	14952.46639		Rejected: No Flow	Complete
E01-0078	WWTP	PrincetonWWTP-01	E01-0078	Mercer	Sample	Composite		03/11/2022 09:00 AM	03/17/2022	03/10/2022 08:55 AM	03/11/2022 08:55 AM	JL	3/28/22		6.92			Pass	SARS-CoV-2 N1	18134.46287	SARS-CoV-2 N2	12088.7699	5.258	Processing	Complete
F01-0025	WWTP	WestonWWTP-01	Sample	Lewis	Sample	Composite	--		09/24/2021			JL	9/24/21	NO METADATA	6.52			Fail: Missing Required Data	SARS-CoV-2 N1	27666.95127	SARS-CoV-2 N2	34952.81711		Rejected	Rejected
H01-0246	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite		05/18/2022 08:00 AM	05/20/2022	05/17/2022 08:00 AM	05/18/2022 08:00 AM	AJ						Pass					1.8	Processing	Processing
K01-0087	WWTP	ParkersburgWWTP-01	Sample	Wood	Sample	Composite		05/19/2022 06:30 AM	05/25/2022	05/18/2022 06:30 AM	05/19/2022 06:30 AM	AJ						Pass					4.870	Processing	Processing
O01-0022	WWTP	GraftonWWTP-01	O01-0022	Taylor	Sample	Composite		04/05/2022 06:15 AM	04/06/2022	04/04/2022 06:15 AM	04/05/2022 06:15 AM	AJ	4/7/22		6.71			Pass	SARS-CoV-2 N1	2700.065305	SARS-CoV-2 N2	0	1.66	Processing	Complete
D01-0009	WWTP	CharlesTownWWTP-01	D01-0009	Jefferson	Sample	Composite	BC	02/17/2022 07:45 AM	02/18/2022	02/16/2022 07:40 AM	02/17/2022 07:40 AM	AJ	2/24/22		6.84			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	1.28	Processing	Complete
A01-0015	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	08/25/2021 11:55 PM	08/27/2021	08/25/2021 12:00 AM	08/25/2021 11:55 PM	JL	8/27/21		7.01			Pass	SARS-CoV-2 N1	438414.6786	SARS-CoV-2 N2	180041.0271	8.915	Processing	Complete
B01-0072	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite	KM	10/26/2021 07:30 AM	10/29/2021	10/25/2021 07:00 AM	10/26/2021 07:00 AM	JL	11/4/21		6.96			Pass	SARS-CoV-2 N1	1575.448187	SARS-CoV-2 N2	1575.448187		Processing	Complete
A01-0089	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	11/14/2021 11:55 PM	11/16/2021	11/14/2021 12:00 AM	11/14/2021 11:55 PM	JL	11/22/21	NO FLOW	7.11			Pass	SARS-CoV-2 N1	38807.82932	SARS-CoV-2 N2	9696.311466	9.522	Processing	Complete
A02-0133	WVU Morgantown	CollegePark-02	Sample	Monongalia	Sample	Composite	EL	09/29/2021 10:34 AM	09/29/2021	09/27/2021 10:34 AM	09/29/2021 10:34 AM	JL	9/29/21		7.71			Pass	SARS-CoV-2 N1	4075.31172	SARS-CoV-2 N2	6113.216467		Rejected: No Flow	Complete
A03-0095	K-12	SuncrestES-01	Sample	Monongalia	Sample	Composite	BL	11/18/2021 09:50 AM	11/22/2021	11/17/2021 06:00 AM	11/17/2021 02:00 PM	JL	12/3/21		7.26			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	2863.901407		Rejected: No Flow	Complete
E01-0053	WWTP	PrincetonWWTP-01	G	Mercer	Sample	Composite	TT	01/20/2022 01:30 PM	02/03/2022	01/19/2022 01:30 PM	01/20/2022 01:30 PM	AJ	2/10/22		6.33			Pass	SARS-CoV-2 N1	14403.16323	SARS-CoV-2 N2	23047.43685	4.714	Processing	Complete
A0239	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	GG	02/10/2021 08:00 AM	02/11/2021	02/10/2021 12:00 PM	02/10/2021 11:55 AM	TD	3/11/21					Pass	SARS-CoV-2 N1	86880	SARS-CoV-2 N2	106950	8.969	Rejected: No NTC	Complete
A03-0115	K-12	MountainviewES-01	Sample	Monongalia	Sample	Composite	GZ	12/07/2021 10:25 AM	12/14/2021	12/06/2021 06:00 AM	12/06/2021 02:00 PM	AJ	12/21/21		9.16			Pass	SARS-CoV-2 N1	12723.28254	SARS-CoV-2 N2	10178.31707		Processing	Complete
A02-0343	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	Gz	02/11/2022 10:22 AM	02/14/2022	02/09/2022 09:00 AM	02/11/2022 09:00 AM	AJ	2/16/22		7.77			Pass	SARS-CoV-2 N1	72064.94987	SARS-CoV-2 N2	69059.76914		Processing	Complete
A03-0189	K-12	NorthES-01	Sample	Monongalia	Sample	Composite	GZ	01/21/2022 01:55 PM	01/24/2022	01/21/2022 06:00 AM	01/21/2022 02:00 PM	AJ	1/26/22		8.24			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
C01-0010	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite	MVC	09/28/2021 07:00 AM	10/01/2021	09/27/2021 07:00 AM	09/28/2021 07:00 AM	JL	10/5/21					Pass	SARS-CoV-2 N1	37600.79622	SARS-CoV-2 N2	67410.84516		Rejected: No Flow	Complete
E02-0107	WWTP	AthensWWTP-01	E02-0107	Mercer	Sample	Composite		04/14/2022 08:00 AM	04/18/2022	04/13/2022 08:00 AM	04/14/2022 08:00 AM	AJ	4/19/22		6.21			Pass	SARS-CoV-2 N1	9430.736806	SARS-CoV-2 N2	6286.921464	0.142	Processing	Complete
A01-0195	WWTP	StarCityWWTP-01	A01-0195	Monongalia	Sample	Composite		03/08/2022 12:00 AM	03/11/2022	03/08/2022 12:00 AM	03/08/2022 12:00 AM	AJ	3/18/22		7.31			Pass	SARS-CoV-2 N1	29721.64594	SARS-CoV-2 N2	27597.97353	10.1	Processing	Complete
M04-0041	WWTP	FarmingtonWWTP-01	M04-0041	Marion	Sample	Composite		04/26/2022 10:30 AM	04/27/2022	04/25/2022 12:00 PM	04/26/2022 10:30 AM	AJ	4/28/22		7.18			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.128	Processing	Complete
R01-0020	WWTP	HuttonsvilleWWTP-01	Sample	Randolph	Sample	Composite		04/28/2022 08:30 AM	05/04/2022	04/27/2022 09:00 AM	04/28/2022 08:30 AM	AJ	5/5/22					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.158	Processing	Complete
A03-0087	K-12	MountainviewES-01	Sample	Monongalia	Sample	Composite	GZ	01/13/2022 10:53 AM	01/13/2022	01/12/2022 06:00 AM	01/12/2022 02:00 PM	AJ	1/19/22		7.39			Pass	SARS-CoV-2 N1	37038.84646	SARS-CoV-2 N2	71792.51567		Processing	Complete
E02-0009	WWTP	AthensWWTP-01	Sample	Mercer	Sample	Composite		11/16/2021 08:00 AM	11/19/2021	11/15/2021 08:00 AM	11/16/2021 08:00 AM	AJ	11/29/21		7.18			Pass	SARS-CoV-2 N1	19804.26371	SARS-CoV-2 N2	19804.26371	0.119	Processing	Complete
A02-0003 0	WVU Morgantown		Sample	Monongalia	Sample								8/13/21						SARS-CoV-2 N1	81217.73869	SARS-CoV-2 N2	99302.01709		Rejected: No Flow	Complete
B01-0022	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite	KM	10/12/2021 07:30 AM	10/13/2021	10/11/2021 07:00 AM	10/12/2021 07:30 AM	JL	10/14/21		6.92			Pass	SARS-CoV-2 N1	22246.11908	SARS-CoV-2 N2	29664.72194		Processing	Complete
A03-0358	K-12	NorthES-01	Sample	Monongalia	Sample	Composite	GZ	05/17/2022 09:27 AM	05/17/2022	05/16/2022 06:00 AM	05/16/2022 02:00 PM	AJ	2022-05-18					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
A03-0323	K-12	MountainviewES-01	A03-0323	Monongalia	Sample	Composite	GZ	04/29/2022 12:40 PM	04/29/2022	04/29/2022 06:00 AM	04/29/2022 12:40 PM	AJ	5/4/22		7.34			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0		Processing	Complete
E01-0022	WWTP	PrincetonWWTP-01	Sample	Mercer	Sample	Composite		12/15/2021 07:40 AM	12/16/2021	12/14/2021 07:40 AM	12/15/2021 07:40 AM	AJ	12/21/21		7.13			Pass	SARS-CoV-2 N1	91314.74733	SARS-CoV-2 N2	40559.77508	1.985	Processing	Complete
H01-0075	WWTP	MoundsvilleWWTP-01	G	Marshall	Sample	Composite		01/16/2022 08:15 AM	01/21/2022	01/15/2022 08:00 AM	01/16/2022 08:00 AM	AJ	1/24/22		7.16			Fail: Missing Required Data	SARS-CoV-2 N1	1472859.135	SARS-CoV-2 N2	1038868.55		Processing	Complete
R01-0011	WWTP	HuttonsvilleWWTP-01	R01-0011	Randolph	Sample	Composite		04/13/2022 08:45 AM	04/20/2022	04/14/2022 09:00 AM	04/15/2022 08:30 AM	AJ	4/21/22		6.65			Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	0	0.148	Processing	Complete
N02-0039	WWTP	ClarksburgWWTP-01	G	Harrison	Sample	Composite		02/09/2022 07:00 AM	02/15/2022	02/08/2022 07:00 AM	02/09/2022 07:00 AM	AJ	2/17/22		7.39			Pass	SARS-CoV-2 N1	117264.9314	SARS-CoV-2 N2	132925.0865	9.36	Processing	Complete
B01-0164	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		05/05/2022 07:00 AM	05/06/2022	05/04/2022 07:00 AM	05/05/2022 07:00 AM	AJ	5/9/22					Pass	SARS-CoV-2 N1	16193.61123	SARS-CoV-2 N2	10795.04505	13.3	Processing	Complete
C01-0021	WWTP		Sample		Sample																			Processing	Unknown
B01-0053	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		11/15/2021 08:00 AM	11/16/2021	11/14/2021 07:00 AM	11/15/2021 07:00 AM	JL	11/29/21		7.42			Pass	SARS-CoV-2 N1	7831.466533	SARS-CoV-2 N2	27420.87394		Processing	Complete
B01-0028	WWTP	CharlestonWWTP-01	Sample	Kanawha	Sample	Composite		12/08/2021 07:35 AM	12/10/2021	12/07/2021 07:00 AM	12/08/2021 07:00 AM	JL	12/14/21		7.15			Pass	SARS-CoV-2 N1	13229.02808	SARS-CoV-2 N2	35286.69108	7.295	Processing	Complete
A03-0352	K-12	SuncrestES-01	Sample	Monongalia	Sample	Composite	GZ	05/20/2022 01:06 PM	05/23/2022	05/20/2022 06:00 AM	05/20/2022 01:06 PM	AJ						Pass						Processing	Processing
G01-0103	WWTP	KeyserWWTP-01	G01-0103	Mineral	Sample	Composite		04/20/2022 08:00 AM	04/21/2022	04/19/2022 08:00 AM	04/19/2022 08:00 AM	JL	4/25/22		7.41			Pass	SARS-CoV-2 N1	2406.992828	SARS-CoV-2 N2	2406.992828	1.88	Processing	Complete
E02-0118	WWTP	AthensWWTP-01	Sample	Mercer	Sample	Composite		05/03/2022 08:00 AM	05/06/2022	05/02/2022 08:00 AM	05/03/2022 08:00 AM	AJ	5/9/22					Pass	SARS-CoV-2 N1	13213.45814	SARS-CoV-2 N2	13213.45814	0.093	Processing	Complete
L01-0116	WWTP	WestUnionWWTP-01	Sample	Doddridge	Sample				05/04/2022			AJ	5/5/22					Fail: Missing Required Data	SARS-CoV-2 N1	33790.37753	SARS-CoV-2 N2	28590.08633		Processing	Complete
C01-0005	WWTP	WheelingWWTP-01	Sample	Ohio	Sample	Composite	MVC	09/20/2021 07:00 AM	09/24/2021	09/19/2021 07:00 AM	09/20/2021 07:00 AM	JL	9/29/21	FLOW 5.511	6.27			Pass	SARS-CoV-2 N1	44097.27722	SARS-CoV-2 N2	29389.5407	5.511	Processing	Complete
A03-0100	K-12	MountainviewES-01	A03-0100	Monongalia	Sample	Composite	GZ	03/03/2022 10:49 AM	03/04/2022	03/28/2022 06:00 AM	03/28/2022 02:00 PM	AJ	3/9/22		5.94			Pass	SARS-CoV-2 N1	2634.22058	SARS-CoV-2 N2	5268.606255		Processing	Complete
H01-0216	WWTP	MoundsvilleWWTP-01	Sample	Marshall	Sample	Composite		05/14/2022 08:00 AM	05/20/2022	05/13/2022 08:00 AM	05/14/2022 08:00 AM	AJ						Pass					1.9	Processing	Processing
E02-0080	WWTP	AthensWWTP-01	E02-0080	Mercer	Sample	Composite		02/11/2022 08:00 AM	02/18/2022	02/10/2022 08:00 AM	02/11/2022 08:00 AM	AJ	2/22/22		6.64			Pass	SARS-CoV-2 N1	54731.77694	SARS-CoV-2 N2	54731.77694	0.177	Processing	Complete
A01-0045	WWTP	StarCityWWTP-01	Sample	Monongalia	Sample	Composite	JF	09/29/2021 01:05 PM	10/01/2021	09/28/2021 12:00 AM	09/28/2021 11:55 PM	JL	10/5/21					Pass	SARS-CoV-2 N1	1074383.087	SARS-CoV-2 N2	1102549.243	9.301	Processing	Complete
A03-0335	K-12	MountainviewES-01	Sample	Monongalia	Sample	Composite	GZ	05/12/2022 10:23 AM	05/12/2022	05/09/2022 06:00 AM	05/09/2022 02:00 PM	AJ	5/16/22					Pass	SARS-CoV-2 N1	0	SARS-CoV-2 N2	11905.9056		Processing	Complete
A02-0175	WVU Morgantown	NorthHighSt-02 (MUB)	Sample	Monongalia	Sample	Composite	EL	10/18/2021 09:58 AM	10/18/2021	10/16/2021 09:00 AM	10/18/2021 09:00 AM	JL	10/20/21					Pass	SARS-CoV-2 N1	2460.750965	SARS-CoV-2 N2	19692.79416		Rejected: No Flow	Complete
G01-0060	WWTP	KeyserWWTP-01	Sample	Mineral	Sample	Composite	KK	10/25/2021 08:35 AM	10/27/2021	10/24/2021 09:00 AM	10/25/2021 08:00 AM	JL	11/4/21		6.65			Pass	SARS-CoV-2 N1	66354.7197	SARS-CoV-2 N2	50623.20918		Rejected: No Flow	Complete
