extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
U01-1006.e1	U01-1006.c1	EB226	D01	K1	
T01-0322.e1	T01-0322.c1	EB226	B03	I3	
R02-1017.e1	R02-1017.c1	EB226	B04	I4	
A01-1516.e1	A01-1516.c1	EB226	A03	H3	
A01-1517.e1	A01-1517.c1	EB226	A04	H4	
A04-0590.e1	A04-0590.c1	EB226	D02	K2	
W01-1004.e1	W01-1004.c1	EB226	C08	J8	
F01-1007.e1	F01-1007.c1	EB226	C06	J6	
M04-0430.e1	M04-0430.c1	EB226	C02	J2	
A01-1518.e1	A01-1518.c1	EB226	A05	H5	
P01-1011.e1	P01-1011.c1	EB226	C01	J1	
K01-0493.e1	K01-0493.c1	EB226	C07	J7	
G01-1004.e1	G01-1004.c1	EB226	B05	I5	
N02-0574.e1	N02-0574.c1	EB226	C04	J4	
L01-1009.e1	L01-1009.c1	EB226	C03	J3	
C01-1196.e1	C01-1196.c1	EB226	A07	H7	
A04-0591.e1	A04-0591.c1	EB226	D03	K3	
C01-1198.e1	C01-1198.c1	EB226	B01	I1	
O01-1004.e1	O01-1004.c1	EB226	B07	I7	
D01-1015.e1	D01-1015.c1	EB226	C05	J5	
A01-1514.e1	A01-1514.c1	EB226	A01	NAB164 H1	
H01-1023.e1	H01-1023.c1	EB226	B06	I6	
M04-1001.e1	M04-1001.c1	EB226	B08	I8	
C01-1199.e1	C01-1199.c1	EB226	B02	I2	
C01-1197.e1	C01-1197.c1	EB226	A08	H8	
C01-1195.e1	C01-1195.c1	EB226	A06	H6	
A01-1515.e1	A01-1515.c1	EB226	A02	H2	
