sep=,
Plate name,Plate ID,Plate type,Well,Sample ID,Sample/NTC/Control,Type,Reaction Mix,Target (Name),Target (IC),Target (Control),Conc. [cp/µL] (dPCR reaction),Conc. [-] (dPCR reaction),CI (95%) (dPCR reaction),Conc. [cp/µL] (undiluted sample),Conc. [-] (undiluted sample),Partitions (Valid),Partitions (Positive),Partitions (Negative),Threshold,Volume per well [µl],Concentration factor,Template volume [µl],Total volume [µl],Conversion factor,Conversion unit,REF,CXT matrix RM template name,CXT matrix RM template ID,Lambda,Actual cycled vol/partition [nL],Actual cycled vol/well [µL],Mean RFU positives,Mean RFU negatives,Rain [%],Resolution,Positives bandwidth,Negatives bandwidth
AB163,89af488f-b32b-404b-bea2-f3468fac8432,Nanoplate 8.5K 96-well,A5,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,8252,0,8252,99.17,2.622,-,-,-,-,-,Std-Ref,-,-,0.0,0.3081081081081081,2.542508108108108,0.0,36.09090038778481,0.00,0.0,0.0,8.89
,,,A6,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,8310,0,8310,99.17,2.635,-,-,-,-,-,Std-Ref,-,-,0.0,0.3096357226792009,2.5730728554641598,0.0,38.61472563176883,0.02,0.0,0.0,9.35
,,,A7,-,-,-,Pertussis,Pertussis,-,-,21.883812183211894,-,0.2642822559505853,-,-,8260,55,8205,99.17,2.598,-,-,-,-,-,Std-Ref,-,-,0.006680862990832492,0.3052878965922444,2.521678025851939,206.5383636363636,50.00811456429009,0.02,5.191225750719448,48.45,11.47
,,,B5,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,8283,0,8283,99.17,2.525,-,-,-,-,-,Std-Ref,-,-,0.0,0.29670975323149235,2.4576468860164513,0.0,36.30312930097785,0.01,0.0,0.0,8.87
,,,B6,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,8263,0,8263,99.17,2.538,-,-,-,-,-,Std-Ref,-,-,0.0,0.2982373678025852,2.4643353701527615,0.0,34.942992859736115,0.02,0.0,0.0,8.22
,,,B7,-,NTC,NON_TEMPLATE_CONTROL,Pertussis,Pertussis,-,-,0.0,-,-,-,-,8261,0,8261,99.17,2.516,-,-,-,-,-,Std-Ref,-,-,0.0,0.2956521739130435,2.4423826086956524,0.0,48.55610942985124,0.01,0.0,0.0,11.62
,,,C5,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,8158,0,8158,99.17,2.522,-,-,-,-,-,Std-Ref,-,-,0.0,0.2963572267920094,2.4176822561692126,0.0,36.03707403775431,0.01,0.0,0.0,8.76
,,,C6,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,8294,0,8294,99.17,2.474,-,-,-,-,-,Std-Ref,-,-,0.0,0.290716803760282,2.4112051703877793,0.0,39.13181577043639,0.02,0.0,0.0,10.97
,,,C7,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,4495,0,4495,99.17,2.432,-,-,-,-,-,Std-Ref,-,-,0.0,0.28578143360752056,1.284587544065805,0.0,58.48316796440481,0.00,0.0,0.0,11.31
,,,D5,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,7098,0,7098,99.17,2.468,-,-,-,-,-,Std-Ref,-,-,0.0,0.29001175088131614,2.0585034077555817,0.0,48.57491124260352,0.06,0.0,0.0,10.2
,,,D6,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,8253,0,8253,99.17,2.454,-,-,-,-,-,Std-Ref,-,-,0.0,0.2883666274970623,2.3798897767332554,0.0,37.30629104568035,0.02,0.0,0.0,9.94
,,,E5,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,2543,0,2543,99.17,2.442,-,-,-,-,-,Std-Ref,-,-,0.0,0.28695652173913044,0.7297304347826088,0.0,13.916386158080993,0.47,0.0,0.0,13.12
,,,E6,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,8231,0,8231,99.17,2.412,-,-,-,-,-,Std-Ref,-,-,0.0,0.2834312573443008,2.33292267920094,0.0,37.341792005831486,0.01,0.0,0.0,9.41
,,,F6,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,8257,0,8257,99.17,2.467,-,-,-,-,-,Std-Ref,-,-,0.0,0.2898942420681551,2.393656756756757,0.0,36.57400387549963,0.01,0.0,0.0,10.02
,,,F7,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,8289,0,8289,99.17,2.458,-,-,-,-,-,Std-Ref,-,-,0.0,0.28883666274970626,2.394167097532315,0.0,17.280271444082466,0.08,0.0,0.0,5.87
,,,G6,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,2963,0,2963,99.17,2.538,-,-,-,-,-,Std-Ref,-,-,0.0,0.2982373678025852,0.8836773207990599,0.0,39.11923388457635,0.00,0.0,0.0,9.4
,,,G7,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,8250,0,8250,99.17,2.501,-,-,-,-,-,Std-Ref,-,-,0.0,0.29388954171562864,2.4245887191539364,0.0,30.576707878787886,0.01,0.0,0.0,8.01
,,,H5,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,8265,0,8265,99.17,2.625,-,-,-,-,-,Std-Ref,-,-,0.0,0.30846063454759104,2.54942714453584,0.0,37.70575680580771,0.02,0.0,0.0,10.51
,,,H6,-,-,-,Pertussis,Pertussis,-,-,0.0,-,-,-,-,7721,0,7721,99.17,2.61,-,-,-,-,-,Std-Ref,-,-,0.0,0.30669800235017625,2.368015276145711,0.0,34.48530112679701,0.06,0.0,0.0,9.24
