sep=,
Plate name,Plate ID,Plate type,Well,Sample ID,Sample/NTC/Control,Type,Reaction Mix,Target (Name),Target (IC),Target (Control),Conc. [cp/µL] (dPCR reaction),Conc. [-] (dPCR reaction),CI (95%) (dPCR reaction),Conc. [cp/µL] (undiluted sample),Conc. [-] (undiluted sample),Partitions (Valid),Partitions (Positive),Partitions (Negative),Threshold,Volume per well [µl],Concentration factor,Template volume [µl],Total volume [µl],Conversion factor,Conversion unit,REF,CXT matrix RM template name,CXT matrix RM template ID,Lambda,Actual cycled vol/partition [nL],Actual cycled vol/well [µL],Mean RFU positives,Mean RFU negatives,Rain [%],Resolution,Positives bandwidth,Negatives bandwidth
,,,A10,-,-,-,Respiratory 5plex,FluA,-,-,0.0,-,-,-,-,8272,0,8272,47.07,2.649,-,-,-,-,-,Std-Ref,-,-,0.0,0.31128084606345474,2.5749151586368977,0.0,11.199382253384941,0.15,0.0,0.0,3.54
,,,A10,-,-,-,Respiratory 5plex,BRSV,-,-,10.892590343221839,-,0.37039874952250434,-,-,8272,28,8244,17.49,2.649,-,-,-,-,-,Std-Ref,-,-,0.003390654737860711,0.31128084606345474,2.5749151586368977,34.042142857142856,9.457204027171317,0.01,5.03740760979243,7.65,2.79
,,,A10,-,-,-,Respiratory 5plex,FluB,-,-,0.0,-,-,-,-,8272,0,8272,32.86,2.649,-,-,-,-,-,Std-Ref,-,-,0.0,0.31128084606345474,2.5749151586368977,0.0,8.01869318181818,0.10,0.0,0.0,3.25
,,,A10,-,-,-,Respiratory 5plex,SC2,-,-,0.0,-,-,-,-,8272,0,8272,26.87,2.649,-,-,-,-,-,Std-Ref,-,-,0.0,0.31128084606345474,2.5749151586368977,0.0,5.588305125725331,0.02,0.0,0.0,1.71
,,,A10,-,-,-,Respiratory 5plex,RSV,-,-,0.0,-,-,-,-,8272,0,8272,40.46,2.649,-,-,-,-,-,Std-Ref,-,-,0.0,0.31128084606345474,2.5749151586368977,0.0,24.507601547388795,0.11,0.0,0.0,6.19
,,,B10,-,-,-,Respiratory 5plex,FluA,-,-,0.0,-,-,-,-,8292,0,8292,47.07,2.541,-,-,-,-,-,Std-Ref,-,-,0.0,0.2985898942420681,2.475907403055229,0.0,10.911245779064195,0.12,0.0,0.0,3.43
,,,B10,-,-,-,Respiratory 5plex,BRSV,-,-,2.424231135352092,-,0.8001520531891578,-,-,8292,6,8286,17.49,2.541,-,-,-,-,-,Std-Ref,-,-,7.238509183231099E-4,0.2985898942420681,2.475907403055229,23.086666666666662,8.33612237509053,0.07,0.0,0.0,3.83
,,,B10,-,-,-,Respiratory 5plex,FluB,-,-,0.0,-,-,-,-,8292,0,8292,32.86,2.541,-,-,-,-,-,Std-Ref,-,-,0.0,0.2985898942420681,2.475907403055229,0.0,8.417438494934869,0.05,0.0,0.0,2.89
,,,B10,-,-,-,Respiratory 5plex,SC2,-,-,0.0,-,-,-,-,8292,0,8292,26.87,2.541,-,-,-,-,-,Std-Ref,-,-,0.0,0.2985898942420681,2.475907403055229,0.0,4.778025808007692,0.01,0.0,0.0,1.5
,,,B10,-,-,-,Respiratory 5plex,RSV,-,-,0.0,-,-,-,-,8292,0,8292,40.46,2.541,-,-,-,-,-,Std-Ref,-,-,0.0,0.2985898942420681,2.475907403055229,0.0,19.333734925229095,0.00,0.0,0.0,4.61
,,,C10,-,-,-,Respiratory 5plex,FluA,-,-,0.0,-,-,-,-,8249,0,8249,47.07,2.529,-,-,-,-,-,Std-Ref,-,-,0.0,0.2971797884841363,2.45143607520564,0.0,11.779053218571937,0.07,0.0,0.0,4.49
,,,C10,-,-,-,Respiratory 5plex,BRSV,-,-,16.35665580509374,-,0.30989805572224954,-,-,8249,40,8209,17.49,2.529,-,-,-,-,-,Std-Ref,-,-,0.004860867512465577,0.2971797884841363,2.45143607520564,36.38725,9.648093555853329,0.00,6.476408024744802,5.91,2.73
,,,C10,-,-,-,Respiratory 5plex,FluB,-,-,0.0,-,-,-,-,8249,0,8249,32.86,2.529,-,-,-,-,-,Std-Ref,-,-,0.0,0.2971797884841363,2.45143607520564,0.0,8.603164019881195,0.12,0.0,0.0,4.01
,,,C10,-,-,-,Respiratory 5plex,SC2,-,-,0.0,-,-,-,-,8249,0,8249,26.87,2.529,-,-,-,-,-,Std-Ref,-,-,0.0,0.2971797884841363,2.45143607520564,0.0,4.805960722511815,0.05,0.0,0.0,1.38
,,,C10,-,-,-,Respiratory 5plex,RSV,-,-,0.0,-,-,-,-,8249,0,8249,40.46,2.529,-,-,-,-,-,Std-Ref,-,-,0.0,0.2971797884841363,2.45143607520564,0.0,26.64356891744455,0.00,0.0,0.0,5.22
,,,D10,-,-,-,Respiratory 5plex,FluA,-,-,0.0,-,-,-,-,8305,0,8305,47.07,2.473,-,-,-,-,-,Std-Ref,-,-,0.0,0.29059929494712106,2.41342714453584,0.0,13.93208187838649,0.04,0.0,0.0,4.07
,,,D10,-,-,-,Respiratory 5plex,BRSV,-,-,6.635970869165175,-,0.489991218001493,-,-,8305,16,8289,17.49,2.473,-,-,-,-,-,Std-Ref,-,-,0.0019284084558690337,0.29059929494712106,2.41342714453584,41.49125000000001,11.939612739775633,0.10,7.93636758619622,4.14,3.82
,,,D10,-,-,-,Respiratory 5plex,FluB,-,-,0.0,-,-,-,-,8305,0,8305,32.86,2.473,-,-,-,-,-,Std-Ref,-,-,0.0,0.29059929494712106,2.41342714453584,0.0,10.074120409391945,0.24,0.0,0.0,3.98
,,,D10,-,-,-,Respiratory 5plex,SC2,-,-,0.0,-,-,-,-,8305,0,8305,26.87,2.473,-,-,-,-,-,Std-Ref,-,-,0.0,0.29059929494712106,2.41342714453584,0.0,6.370451535219744,0.05,0.0,0.0,1.74
,,,D10,-,-,-,Respiratory 5plex,RSV,-,-,0.0,-,-,-,-,8305,0,8305,40.46,2.473,-,-,-,-,-,Std-Ref,-,-,0.0,0.29059929494712106,2.41342714453584,0.0,27.819877182420225,0.00,0.0,0.0,5.63
,,,E10,-,-,-,Respiratory 5plex,FluA,-,-,0.0,-,-,-,-,8294,0,8294,47.07,2.475,-,-,-,-,-,Std-Ref,-,-,0.0,0.290834312573443,2.4121797884841363,0.0,14.147788762961106,0.07,0.0,0.0,4.38
,,,E10,-,-,-,Respiratory 5plex,BRSV,-,-,10.379721214626521,-,0.39199312881198417,-,-,8294,25,8269,17.49,2.475,-,-,-,-,-,Std-Ref,-,-,0.003018779084159887,0.290834312573443,2.4121797884841363,42.291199999999996,12.089160720764232,0.00,6.68079454734886,6.37,2.83
,,,E10,-,-,-,Respiratory 5plex,FluB,-,-,0.0,-,-,-,-,8294,0,8294,32.86,2.475,-,-,-,-,-,Std-Ref,-,-,0.0,0.290834312573443,2.4121797884841363,0.0,7.971501085121812,0.20,0.0,0.0,3.38
,,,E10,-,-,-,Respiratory 5plex,SC2,-,-,0.0,-,-,-,-,8294,0,8294,26.87,2.475,-,-,-,-,-,Std-Ref,-,-,0.0,0.290834312573443,2.4121797884841363,0.0,4.895344827586191,0.02,0.0,0.0,1.42
,,,E10,-,-,-,Respiratory 5plex,RSV,-,-,0.0,-,-,-,-,8294,0,8294,40.46,2.475,-,-,-,-,-,Std-Ref,-,-,0.0,0.290834312573443,2.4121797884841363,0.0,26.691161080298897,0.00,0.0,0.0,6.04
,,,F10,-,-,-,Respiratory 5plex,FluA,-,-,0.0,-,-,-,-,8251,0,8251,47.07,2.48,-,-,-,-,-,Std-Ref,-,-,0.0,0.29142185663924797,2.404521739130435,0.0,11.322958429281304,0.07,0.0,0.0,3.85
,,,F10,-,-,-,Respiratory 5plex,BRSV,-,-,7.4940734751430895,-,0.46196819011178175,-,-,8251,18,8233,17.49,2.48,-,-,-,-,-,Std-Ref,-,-,0.0021839368059171404,0.29142185663924797,2.404521739130435,37.422222222222224,11.000862383092436,0.00,6.559778166208432,5.1,3.21
,,,F10,-,-,-,Respiratory 5plex,FluB,-,-,0.0,-,-,-,-,8251,0,8251,32.86,2.48,-,-,-,-,-,Std-Ref,-,-,0.0,0.29142185663924797,2.404521739130435,0.0,8.046755544782439,0.05,0.0,0.0,3.22
,,,F10,-,-,-,Respiratory 5plex,SC2,-,-,0.0,-,-,-,-,8251,0,8251,26.87,2.48,-,-,-,-,-,Std-Ref,-,-,0.0,0.29142185663924797,2.404521739130435,0.0,5.659131014422503,0.02,0.0,0.0,1.64
,,,F10,-,-,-,Respiratory 5plex,RSV,-,-,0.0,-,-,-,-,8251,0,8251,40.46,2.48,-,-,-,-,-,Std-Ref,-,-,0.0,0.29142185663924797,2.404521739130435,0.0,26.177700884741203,0.00,0.0,0.0,6.11
,,,G10,-,-,-,Respiratory 5plex,FluA,-,-,0.0,-,-,-,-,8297,0,8297,47.07,2.54,-,-,-,-,-,Std-Ref,-,-,0.0,0.2984723854289072,2.476425381903643,0.0,11.467294202723894,0.05,0.0,0.0,4.46
,,,G10,-,-,-,Respiratory 5plex,BRSV,-,-,38.174595767585,-,0.20215630065058865,-,-,8297,94,8203,17.49,2.54,-,-,-,-,-,Std-Ref,-,-,0.01139406266153536,0.2984723854289072,2.476425381903643,37.589361702127654,11.218103133000113,0.02,4.434175271997604,7.65,4.83
,,,G10,-,-,-,Respiratory 5plex,FluB,-,-,0.40383218282938205,-,1.4750980650377266,-,-,8297,1,8296,32.86,2.54,-,-,-,-,-,Std-Ref,-,-,1.2053275492204823E-4,0.2984723854289072,2.476425381903643,57.47,8.529532304725171,0.02,0.0,0.0,4.18
,,,G10,-,-,-,Respiratory 5plex,SC2,-,-,0.0,-,-,-,-,8297,0,8297,26.87,2.54,-,-,-,-,-,Std-Ref,-,-,0.0,0.2984723854289072,2.476425381903643,0.0,5.62982523803788,0.07,0.0,0.0,1.87
,,,G10,-,-,-,Respiratory 5plex,RSV,-,-,0.0,-,-,-,-,8297,0,8297,40.46,2.54,-,-,-,-,-,Std-Ref,-,-,0.0,0.2984723854289072,2.476425381903643,0.0,24.22842232132096,0.01,0.0,0.0,5.09
,,,H10,-,-,-,Respiratory 5plex,FluA,-,-,0.0,-,-,-,-,8289,0,8289,47.07,2.621,-,-,-,-,-,Std-Ref,-,-,0.0,0.3079905992949471,2.5529340775558165,0.0,12.375592954517996,0.05,0.0,0.0,4.03
,,,H10,-,-,-,Respiratory 5plex,BRSV,-,-,22.404372384861627,-,0.2596043644069415,-,-,8289,57,8232,17.49,2.621,-,-,-,-,-,Std-Ref,-,-,0.006900336077640696,0.3079905992949471,2.5529340775558165,38.77087719298247,10.125167638483981,0.01,5.0000366352358645,6.38,5.1
,,,H10,-,-,-,Respiratory 5plex,FluB,-,-,0.3917297883057421,-,1.4750981770883929,-,-,8289,1,8288,32.86,2.621,-,-,-,-,-,Std-Ref,-,-,1.2064909226196829E-4,0.3079905992949471,2.5529340775558165,65.24,9.03489985521236,0.02,0.0,0.0,3.26
,,,H10,-,-,-,Respiratory 5plex,SC2,-,-,0.0,-,-,-,-,8289,0,8289,26.87,2.621,-,-,-,-,-,Std-Ref,-,-,0.0,0.3079905992949471,2.5529340775558165,0.0,6.313910001206434,0.04,0.0,0.0,1.87
,,,H10,-,-,-,Respiratory 5plex,RSV,-,-,0.0,-,-,-,-,8289,0,8289,40.46,2.621,-,-,-,-,-,Std-Ref,-,-,0.0,0.3079905992949471,2.5529340775558165,0.0,27.047232476776404,0.00,0.0,0.0,6.21
