extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
C01-P6.e1	C01-P6.c1	EB4	E04	G4	
C01-0550.e1	C01-0550.c1	EB4	E03	G3	
A01-0743.e1	A01-0743.c1	EB4	A06	C6	
A01-0735.e1	A01-0735.c1	EB4	A02	C2	
C01-P4.e1	C01-P4.c1	EB4	E08	G8	
R02-0379.e1	R02-0379.c1	EB4	D05	F5	
C01-0548.e1	C01-0548.c1	EB4	E01	G1	
C01-P2.e1	C01-P2.c1	EB4	E06	G6	
A01-0740.e1	A01-0740.c1	EB4	A03	C3	
C01-0546.e1	C01-0546.c1	EB4	D07	F7	
A01-0741.e1	A01-0741.c1	EB4	A04	C4	
C01-0549.e1	C01-0549.c1	EB4	E02	G2	
A01-0734.e1	A01-0734.c1	EB4	A01	NAB 125 C1	
K01-0356.e1	K01-0356.c1	EB4	A08	C8	
L01-0542.e1	L01-0542.c1	EB4	C02	E2	
E01-0387.e1	E01-0387.c1	EB4	B07	D7	
N03-0440.e1	N03-0440.c1	EB4	C06	E6	
H01-0740.e1	H01-0740.c1	EB4	C01	E1	
E01-0385.e1	E01-0385.c1	EB4	B05	D5	
P01-0083.e1	P01-0083.c1	EB4	C08	E8	
M04-0219.e1	M04-0219.c1	EB4	C04	E4	
M03-0319.e1	M03-0319.c1	EB4	C03	E3	
C01-P5.e1	C01-P5.c1	EB4	F01	H1	
K01-0362.e1	K01-0362.c1	EB4	B01	D1	
D01-0255.e1	D01-0255.c1	EB4	B08	D8	
M02-0439.e1	M02-0439.c1	EB4	C05	E5	
E01-0384.e1	E01-0384.c1	EB4	B04	D4	
K01-0366.e1	K01-0366.c1	EB4	B03	D3	
K01-0363.e1	K01-0363.c1	EB4	B02	D2	
O01-0477.e1	O01-0477.c1	EB4	C07	E7	
E01-0386.e1	E01-0386.c1	EB4	B06	D6	
J01-0386.e1	J01-0386.c1	EB4	D06	F6	
C01-P3.e1	C01-P3.c1	EB4	E07	G7	
T01-0244.e1	T01-0244.c1	EB4	D02	F2	
A01-0742.e1	A01-0742.c1	EB4	A05	C5	
H01-0741.e1	H01-0741.c1	EB4	D03	F3	
G01-0530.e1	G01-0530.c1	EB4	D04	F4	
A04-0521.e1	A04-0521.c1	EB4	A07	C7	
C01-0547.e1	C01-0547.c1	EB4	D08	F8	
C01-P1.e1	C01-P1.c1	EB4	E05	G5	
A02-1312.e1	A02-1312.c1	EB4	D01	F1	
C01-0543.e1	C01-0543.c1	EB1	D01	B1	
A04-0525.e1	A04-0525.c1	EB1	A07	K7	
C01-0545.e1	C01-0545.c1	EB1	D03	B3	
A01-0732.e1	A01-0732.c1	EB1	A05	K5	
C01-0544.e1	C01-0544.c1	EB1	D02	B2	
C01-0541.e1	C01-0541.c1	EB1	C07	A7	
N02-0375.e1	N02-0375.c1	EB1	B06	L6	
D01-0271.e1	D01-0271.c1	EB1	B02	L2	
M03-0311.e1	M03-0311.c1	EB1	B04	L4	
R02-0422.e1	R02-0422.c1	EB1	B03	L3	
H01-0739.e1	H01-0739.c1	EB1	B01	L1	
O01-0463.e1	O01-0463.c1	EB1	B08	L8	
Q01-0481.e1	Q01-0481.c1	EB1	C05	A5	
R02-0418.e1	R02-0418.c1	EB1	C04	A4	
G01-0540.e1	G01-0540.c1	EB1	C03	A3	
M04-0211.e1	M04-0211.c1	EB1	C01	NAB 125 A1	
P01-0088.e1	P01-0088.c1	EB1	B05	L5	
C01-0542.e1	C01-0542.c1	EB1	C08	A8	
L01-0534.e1	L01-0534.c1	EB1	B07	L7	
J01-0385.e1	J01-0385.c1	EB1	C06	A6	
N03-0437.e1	N03-0437.c1	EB1	C02	A2	
A01-0728.e1	A01-0728.c1	EB1	A01	NAB 124 K1	
G01-0548.e1	G01-0548.c1	EB1	A08	K8	
A01-0730.e1	A01-0730.c1	EB1	A03	K3	
A01-0731.e1	A01-0731.c1	EB1	A04	K4	
A01-0729.e1	A01-0729.c1	EB1	A02	K2	
A01-0733.e1	A01-0733.c1	EB1	A06	K6	
