extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A02-1386.e1	A02-1386.c1	EB181	A01	NAB 156 H1	
A02-1388.e1	A02-1388.c1	EB181	A03	H3	
A02-1387.e1	A02-1387.c1	EB181	A02	H2	
A02-1389.e1	A02-1389.c1	EB181	A04	H4	
O01-0321.e1	O01-0321.c1	EB180	C05	G5	
F01-0136.e1	F01-0136.c1	EB180	B04	F4	
K01-0559.e1	K01-0559.c1	EB180	B08	F8	
N02-0607.e1	N02-0607.c1	EB180	C02	G2	
A04-0687.e1	A04-0687.c1	EB180	C01	G1	
A01-1354.e1	A01-1354.c1	EB180	A05	E5	
L01-0648.e1	L01-0648.c1	EB180	B07	F7	
H01-0999.e1	H01-0999.c1	EB180	B06	F6	
C01-0990.e1	C01-0990.c1	EB180	B03	F3	
A01-1350.e1	A01-1350.c1	EB180	A01	NAB 156 E1	
A01-1351.e1	A01-1351.c1	EB180	A02	E2	
M04-0423.e1	M04-0423.c1	EB180	B05	F5	
Q01-0631.e1	Q01-0631.c1	EB180	C04	G4	
C01-0986.e1	C01-0986.c1	EB180	A07	E7	
U01-0156.e1	U01-0156.c1	EB180	C08	G8	
C01-0989.e1	C01-0989.c1	EB180	B02	F2	
A01-1355.e1	A01-1355.c1	EB180	A06	E6	
A01-1352.e1	A01-1352.c1	EB180	A03	E3	
C01-0988.e1	C01-0988.c1	EB180	B01	F1	
A01-1353.e1	A01-1353.c1	EB180	A04	E4	
R02-0550.e1	R02-0550.c1	EB180	C07	G7	
M03-0536.e1	M03-0536.c1	EB180	C06	G6	
J01-0551.e1	J01-0551.c1	EB180	C03	G3	
C01-0987.e1	C01-0987.c1	EB180	A08	E8	
