concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
E01-0607.c1	E01-0607	CB138	C02	
A01-1213.c1	A01-1213	CB138	A02	
A01-1219.c1	A01-1219	CB138	B02	
V01-0030.c1	V01-0030	CB138	D02	
D01-0592.c1	D01-0592	CB138	D06	
C01-0769.c1	C01-0769	CB138	B06	
A01-1217.c1	A01-1217	CB138	A06	
V01-0017.c1	V01-0017	CB138	C06	
A01-1215.c1	A01-1215	CB138	A04	
E01-0609.c1	E01-0609	CB138	C04	
L01-0638.c1	L01-0638	CB138	D04	
C01-0767.c1	C01-0767	CB138	B04	
V01-0032.c1	V01-0032	CB138	D03	
A01-1218.c1	A01-1218	CB138	B01	
V01-0013.c1	V01-0013	CB138	C05	
V01-0026.c1	V01-0026	CB138	D01	
C01-0766.c1	C01-0766	CB138	B03	
A01-1216.c1	A01-1216	CB138	A05	
A01-1214.c1	A01-1214	CB138	A03	
C01-0770.c1	C01-0770	CB138	C01	
C01-0768.c1	C01-0768	CB138	B05	
A01-1212.c1	A01-1212	CB138	A01	
E01-0608.c1	E01-0608	CB138	C03	
M03-0516.c1	M03-0516	CB138	D05	
M04-0404.c1	M04-0404	CB137	A02	
A04-0625.c1	A04-0625	CB137	A05	
G01-0619.c1	G01-0619	CB137	A01	
L01-0633.c1	L01-0633	CB137	A03	
P01-0183.c1	P01-0183	CB137	A04	
D01-0582.c1	D01-0582	CB137	B01	
N02-0565.c1	N02-0565	CB137	A06	
T01-0311.c1	T01-0311	CB139	A02	
K01-0455.c1	K01-0455	CB139	A04	
M04-0402.c1	M04-0402	CB139	B04	
R02-0531.c1	R02-0531	CB139	B02	
J01-0528.c1	J01-0528	CB139	B03	
U01-0112.c1	U01-0112	CB139	A05	
N02-0562.c1	N02-0562	CB139	B06	
H01-0976.c1	H01-0976	CB139	B01	
F01-0126.c1	F01-0126	CB139	A01	
Q01-0606.c1	Q01-0606	CB139	A03	
G01-0620.c1	G01-0620	CB139	B05	
A04-0623.c1	A04-0623	CB139	C01	
Q01-0607.c1	Q01-0607	CB139	A06	
V01-0031.c1	V01-0031	CB136	C03	
M03-0517.c1	M03-0517	CB136	D05	
A01-1206.c1	A01-1206	CB136	A01	
V01-0021.c1	V01-0021	CB136	C01	
C01-0765.c1	C01-0765	CB136	B05	
A01-1208.c1	A01-1208	CB136	A03	
A01-1210.c1	A01-1210	CB136	A05	
C01-0763.c1	C01-0763	CB136	B03	
K01-0458.c1	K01-0458	CB136	D01	
C01-0761.c1	C01-0761	CB136	B01	
O01-0307.c1	O01-0307	CB136	D03	
J01-0527.c1	J01-0527	CB136	C05	
C01-0764.c1	C01-0764	CB136	B04	
O01-0325.c1	O01-0325	CB136	D04	
V01-0033.c1	V01-0033	CB136	C04	
A01-1209.c1	A01-1209	CB136	A04	
H01-0975.c1	H01-0975	CB136	C06	
A01-1211.c1	A01-1211	CB136	A06	
V01-0012.c1	V01-0012	CB136	B06	
U01-0080.c1	U01-0080	CB136	D06	
R02-0530.c1	R02-0530	CB136	D02	
C01-0762.c1	C01-0762	CB136	B02	
A01-1207.c1	A01-1207	CB136	A02	
V01-0027.c1	V01-0027	CB136	C02	
