extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A01-1206.e1	A01-1206.c1	EB137	A01	NAB 148 E1	
K01-0458.e1	K01-0458.c1	EB137	C03	G3	
A04-0625.e1	A04-0625.c1	EB137	D05	H5	
A01-1208.e1	A01-1208.c1	EB137	A03	E3	
V01-0021.e1	V01-0021.c1	EB137	B05	F5	
J01-0527.e1	J01-0527.c1	EB137	C01	G1	
V01-0033.e1	V01-0033.c1	EB137	B08	F8	
C01-0765.e1	C01-0765.c1	EB137	B03	F3	
G01-0619.e1	G01-0619.c1	EB137	D01	H1	
A01-1210.e1	A01-1210.c1	EB137	A05	E5	
C01-0762.e1	C01-0762.c1	EB137	A08	E8	
U01-0080.e1	U01-0080.c1	EB137	C08	G8	
O01-0307.e1	O01-0307.c1	EB137	C05	G5	
L01-0633.e1	L01-0633.c1	EB137	D03	H3	
C01-0763.e1	C01-0763.c1	EB137	B01	F1	
V01-0012.e1	V01-0012.c1	EB137	B04	F4	
P01-0183.e1	P01-0183.c1	EB137	D04	H4	
R02-0530.e1	R02-0530.c1	EB137	C04	G4	
A01-1209.e1	A01-1209.c1	EB137	A04	E4	
O01-0325.e1	O01-0325.c1	EB137	C06	G6	
D01-0582.e1	D01-0582.c1	EB137	D07	H7	
V01-0031.e1	V01-0031.c1	EB137	B07	F7	
A01-1211.e1	A01-1211.c1	EB137	A06	E6	
C01-0761.e1	C01-0761.c1	EB137	A07	E7	
V01-0027.e1	V01-0027.c1	EB137	B06	F6	
N02-0565.e1	N02-0565.c1	EB137	D06	H6	
M03-0517.e1	M03-0517.c1	EB137	C07	G7	
M04-0404.e1	M04-0404.c1	EB137	D02	H2	
C01-0764.e1	C01-0764.c1	EB137	B02	F2	
A01-1207.e1	A01-1207.c1	EB137	A02	E2	
H01-0975.e1	H01-0975.c1	EB137	C02	G2	
A01-1217.e1	A01-1217.c1	EB139	A06	I6	
E01-0608.e1	E01-0608.c1	EB139	B07	J7	
H01-0976.e1	H01-0976.c1	EB139	D07	L7	
A04-0623.e1	A04-0623.c1	EB139	E05	A5	
L01-0638.e1	L01-0638.c1	EB139	C06	K6	
M03-0516.e1	M03-0516.c1	EB139	C07	K7	
Q01-0607.e1	Q01-0607.c1	EB139	D06	L6	
G01-0620.e1	G01-0620.c1	EB139	E03	A3	
E01-0607.e1	E01-0607.c1	EB139	B06	J6	
J01-0528.e1	J01-0528.c1	EB139	E01	NAB 149 A1	
A01-1218.e1	A01-1218.c1	EB139	A07	I7	
N02-0562.e1	N02-0562.c1	EB139	E04	A4	
C01-0767.e1	C01-0767.c1	EB139	B02	J2	
T01-0311.e1	T01-0311.c1	EB139	D02	L2	
V01-0017.e1	V01-0017.c1	EB139	C02	K2	
A01-1213.e1	A01-1213.c1	EB139	A02	I2	
E01-0609.e1	E01-0609.c1	EB139	B08	J8	
C01-0770.e1	C01-0770.c1	EB139	B05	J5	
V01-0013.e1	V01-0013.c1	EB139	C01	K1	
A01-1214.e1	A01-1214.c1	EB139	A03	I3	
U01-0112.e1	U01-0112.c1	EB139	D05	L5	
V01-0026.e1	V01-0026.c1	EB139	C03	K3	
A01-1212.e1	A01-1212.c1	EB139	A01	NAB 148 I1	
R02-0531.e1	R02-0531.c1	EB139	D08	L8	
V01-0032.e1	V01-0032.c1	EB139	C05	K5	
Q01-0606.e1	Q01-0606.c1	EB139	D03	L3	
C01-0766.e1	C01-0766.c1	EB139	B01	J1	
D01-0592.e1	D01-0592.c1	EB139	C08	K8	
A01-1219.e1	A01-1219.c1	EB139	A08	I8	
A01-1216.e1	A01-1216.c1	EB139	A05	I5	
F01-0126.e1	F01-0126.c1	EB139	D01	L1	
C01-0768.e1	C01-0768.c1	EB139	B03	J3	
K01-0455.e1	K01-0455.c1	EB139	D04	L4	
C01-0769.e1	C01-0769.c1	EB139	B04	J4	
M04-0402.e1	M04-0402.c1	EB139	E02	A2	
A01-1215.e1	A01-1215.c1	EB139	A04	I4	
V01-0030.e1	V01-0030.c1	EB139	C04	K4	
