sample_id	sample_status	location_id	sample_event	sample_qc	sample_collection_start_datetime	sample_collection_end_datetime	sample_recovered_datetime	sample_collection_by	sample_flow	sample_received_by	sample_received_date	sample_ph_lab	sample_comment
A01-1151		StarCityWWTP-01	Routine Surveillance	Pass	01/19/2025 12:00 AM	01/20/2025 12:00 AM	01/20/2025 12:00 AM		10.7	AJ	01/23/2025		
A01-1152		StarCityWWTP-01	Routine Surveillance	Pass	01/20/2025 12:00 AM	01/21/2025 12:00 AM	01/21/2025 12:00 AM		9.9	AJ	01/29/2025		
A01-1153		StarCityWWTP-01	Routine Surveillance	Pass	01/21/2025 12:00 AM	01/22/2025 12:00 AM	01/22/2025 12:00 AM		10.9	AJ	01/29/2025		
A01-1154		StarCityWWTP-01	Routine Surveillance	Pass	01/22/2025 12:00 AM	01/23/2025 12:00 AM	01/23/2025 12:00 AM		10.5	AJ	01/29/2025		
A01-1155		StarCityWWTP-01	Routine Surveillance	Pass	01/24/2025 12:00 AM	01/25/2025 12:00 AM	01/25/2025 12:00 AM		9.7	AJ	01/29/2025		
A01-1156		StarCityWWTP-01	Routine Surveillance	Pass	01/25/2025 12:00 AM	01/26/2025 12:00 AM	01/26/2025 12:00 AM		10.4	AJ	01/29/2025		
A01-1157		StarCityWWTP-01	Routine Surveillance	Pass	01/28/2025 12:00 AM	01/29/2025 12:00 AM	01/29/2025 12:00 AM		11.5	AJ	02/06/2025		
A01-1158		StarCityWWTP-01	Routine Surveillance	Pass	01/26/2025 12:00 AM	01/27/2025 12:00 AM	01/27/2025 12:00 AM		10.4	AJ	01/29/2025		
A01-1159		StarCityWWTP-01	Routine Surveillance	Pass	01/27/2025 12:00 AM	01/28/2025 12:00 AM	01/28/2025 12:00 AM		10.4	AJ	02/06/2025		
A01-1160		StarCityWWTP-01	Routine Surveillance	Pass	01/29/2025 12:00 AM	01/30/2025 12:00 AM	01/30/2025 12:00 AM		10.6	AJ	02/06/2025		
A01-1161		StarCityWWTP-01	Routine Surveillance	Pass	01/31/2025 12:00 AM	02/01/2025 12:00 AM	02/01/2025 12:00 AM		14.5	AJ	02/06/2025		
A01-1162		StarCityWWTP-01	Routine Surveillance	Pass	02/01/2025 12:00 AM	02/02/2025 12:00 AM	02/02/2025 12:00 AM		11.7	AJ	02/06/2025		
A01-1163		StarCityWWTP-01	Routine Surveillance	Pass	02/02/2025 12:00 AM	02/03/2025 12:00 AM	02/03/2025 12:00 AM		11.1	AJ	02/06/2025		
A01-1164		StarCityWWTP-01	Routine Surveillance	Pass	02/03/2025 12:00 AM	02/04/2025 12:00 AM	02/04/2025 12:00 AM		10.6	AJ	02/13/2025		
A01-1165		StarCityWWTP-01	Routine Surveillance	Pass	02/04/2025 12:00 AM	02/05/2025 12:00 AM	02/05/2025 12:00 AM		9.8	AJ	02/13/2025		
A01-1166		StarCityWWTP-01	Routine Surveillance	Pass	02/05/2025 12:00 AM	02/06/2025 12:00 AM	02/06/2025 12:00 AM		18.1	AJ	02/13/2025		
A01-1167		StarCityWWTP-01	Routine Surveillance	Pass	02/07/2025 12:00 AM	02/08/2025 12:00 AM	02/08/2025 12:00 AM		14.3	AJ	02/13/2025		
A01-1168		StarCityWWTP-01	Routine Surveillance	Pass	02/08/2025 12:00 AM	02/09/2025 12:00 AM	02/09/2025 12:00 AM		16.8	AJ	02/13/2025		
A01-1169		StarCityWWTP-01	Routine Surveillance	Pass	02/09/2025 12:00 AM	02/10/2025 12:00 AM	02/10/2025 12:00 AM		13.0	AJ	02/13/2025		
A01-1170		StarCityWWTP-01	Routine Surveillance	Pass	02/10/2025 12:00 AM	02/11/2025 12:00 AM	02/11/2025 12:00 AM		12.1	AJ	02/20/2025		
A01-1171		StarCityWWTP-01	Routine Surveillance	Pass	02/11/2025 12:00 AM	02/12/2025 12:00 AM	02/12/2025 12:00 AM		12.1	AJ	02/20/2025		
A01-1172		StarCityWWTP-01	Routine Surveillance	Pass	02/12/2025 12:00 AM	02/13/2025 12:00 AM	02/13/2025 12:00 AM		14.5	AJ	02/20/2025		
A01-1173		StarCityWWTP-01	Routine Surveillance	Pass	02/14/2025 12:00 AM	02/15/2025 12:00 AM	02/15/2025 12:00 AM		14.8	AJ	02/20/2025		
A01-1174		StarCityWWTP-01	Routine Surveillance	Pass	02/15/2025 12:00 AM	02/16/2025 12:00 AM	02/16/2025 12:00 AM		19.2	AJ	02/20/2025		
A01-1175		StarCityWWTP-01	Routine Surveillance	Pass	02/16/2025 12:00 AM	02/17/2025 12:00 AM	02/17/2025 12:00 AM		17.2	AJ	02/20/2025		
A01-1176		StarCityWWTP-01	Routine Surveillance	Pass	02/17/2025 12:00 AM	02/18/2025 12:00 AM	02/18/2025 12:00 AM		14.1	AJ	02/27/2025		
A01-1177		StarCityWWTP-01	Routine Surveillance	Pass	02/18/2025 12:00 AM	02/19/2025 12:00 AM	02/19/2025 12:00 AM		12.2	AJ	02/27/2025		
A01-1178		StarCityWWTP-01	Routine Surveillance	Pass	02/19/2025 12:00 AM	02/20/2025 12:00 AM	02/20/2025 12:00 AM		11.5	AJ	02/27/2025		
A01-1179		StarCityWWTP-01	Routine Surveillance	Pass	02/21/2025 12:00 AM	02/22/2025 12:00 AM	02/22/2025 12:00 AM		10.0	AJ	02/27/2025		
A01-1180		StarCityWWTP-01	Routine Surveillance	Pass	02/22/2025 12:00 AM	02/23/2025 12:00 AM	02/23/2025 12:00 AM		9.9	AJ	02/27/2025		
A01-1181		StarCityWWTP-01	Routine Surveillance	Pass	02/23/2025 12:00 AM	02/24/2025 12:00 AM	02/24/2025 12:00 AM		9.7	AJ	02/27/2025		
A01-1182		StarCityWWTP-01	Routine Surveillance	Pass	02/24/2025 12:00 AM	02/25/2025 12:00 AM	02/25/2025 12:00 AM		9.6	AJ	03/06/2025		
A01-1183		StarCityWWTP-01	Routine Surveillance	Pass	02/25/2025 12:00 AM	02/26/2025 12:00 AM	02/26/2025 12:00 AM		9.3	AJ	03/06/2025		
A01-1184		StarCityWWTP-01	Routine Surveillance	Pass	02/26/2025 12:00 AM	02/27/2025 12:00 AM	02/27/2025 12:00 AM		10.7	AJ	03/06/2025		
A01-1185		StarCityWWTP-01	Routine Surveillance	Pass	02/28/2025 12:00 AM	03/01/2025 12:00 AM	03/01/2025 12:00 AM		8.6	AJ	03/06/2025		
A01-1186		StarCityWWTP-01	Routine Surveillance	Pass	03/01/2025 12:00 AM	03/02/2025 12:00 AM	03/02/2025 12:00 AM		8.5	AJ	03/06/2025		
A01-1187		StarCityWWTP-01	Routine Surveillance	Pass	03/02/2025 12:00 AM	03/03/2025 12:00 AM	03/03/2025 12:00 AM		8.7	AJ	03/06/2025		
A01-1188		StarCityWWTP-01	Routine Surveillance	Pass	03/03/2025 12:00 AM	03/04/2025 12:00 AM	03/04/2025 12:00 AM		8.4	AJ	03/13/2025		
A01-1189		StarCityWWTP-01	Routine Surveillance	Pass	03/04/2025 12:00 AM	03/05/2025 12:00 AM	03/05/2025 12:00 AM		8.8	AJ	03/13/2025		
A01-1190		StarCityWWTP-01	Routine Surveillance	Pass	03/05/2025 12:00 AM	03/06/2025 12:00 AM	03/06/2025 12:00 AM		8.3	AJ	03/13/2025		
A01-1191		StarCityWWTP-01	Routine Surveillance	Pass	03/07/2025 12:00 AM	03/08/2025 12:00 AM	03/08/2025 12:00 AM		7.8	AJ	03/13/2025		
A01-1192		StarCityWWTP-01	Routine Surveillance	Pass	03/08/2025 12:00 AM	03/09/2025 12:00 AM	03/09/2025 12:00 AM		7.8	AJ	03/13/2025		
A01-1193		StarCityWWTP-01	Routine Surveillance	Pass	03/09/2025 12:00 AM	03/10/2025 12:00 AM	03/10/2025 12:00 AM		8.0	AJ	03/13/2025		
A01-1194		StarCityWWTP-01	Routine Surveillance	Pass	03/10/2025 12:00 AM	03/11/2025 12:00 AM	03/11/2025 12:00 AM		8.0	AJ	03/20/2025		
A01-1195		StarCityWWTP-01	Routine Surveillance	Pass	03/11/2025 12:00 AM	03/12/2025 12:00 AM	03/12/2025 12:00 AM		8.1	AJ	03/20/2025		
A01-1196		StarCityWWTP-01	Routine Surveillance	Pass	03/12/2025 12:00 AM	03/13/2025 12:00 AM	03/13/2025 12:00 AM		7.7	AJ	03/20/2025		
A01-1197		StarCityWWTP-01	Routine Surveillance	Pass	03/14/2025 12:00 AM	03/15/2025 12:00 AM	03/15/2025 12:00 AM		6.9	AJ	03/20/2025		
A01-1198		StarCityWWTP-01	Routine Surveillance	Pass	03/15/2025 12:00 AM	03/16/2025 12:00 AM	03/16/2025 12:00 AM		9.0	AJ	03/20/2025		
A01-1199		StarCityWWTP-01	Routine Surveillance	Pass	03/16/2025 12:00 AM	03/17/2025 12:00 AM	03/17/2025 12:00 AM		7.8	AJ	03/20/2025		
A01-1200		StarCityWWTP-01	Routine Surveillance	Pass	03/17/2025 12:00 AM	03/18/2025 12:00 AM	03/18/2025 12:00 AM		7.2	AJ	03/27/2025		
A01-1201		StarCityWWTP-01	Routine Surveillance	Pass	03/19/2025 12:00 AM	03/20/2025 12:00 AM	03/20/2025 12:00 AM		7.2	AJ	03/27/2025		
A01-1202		StarCityWWTP-01	Routine Surveillance	Pass	03/19/2025 12:00 AM	03/20/2025 12:00 AM	03/20/2025 12:00 AM		8.4	AJ	03/27/2025		
A01-1203		StarCityWWTP-01	Routine Surveillance	Pass	03/21/2025 12:00 AM	03/22/2025 12:00 AM	03/22/2025 12:00 AM		6.9	AJ	03/27/2025		
A01-1204		StarCityWWTP-01	Routine Surveillance	Pass	03/22/2025 12:00 AM	03/23/2025 12:00 AM	03/23/2025 12:00 AM		7.3	AJ	03/27/2025		
A01-1205		StarCityWWTP-01	Routine Surveillance	Pass	03/23/2025 12:00 AM	03/24/2025 12:00 AM	03/24/2025 12:00 AM		10.5	AJ	03/27/2025		
A01-1206		StarCityWWTP-01	Routine Surveillance	Pass	03/24/2025 12:00 AM	03/25/2025 12:00 AM	03/25/2025 12:00 AM		8.1	AJ	04/03/2025		
A01-1207		StarCityWWTP-01	Routine Surveillance	Pass	03/25/2025 12:00 AM	03/26/2025 12:00 AM	03/26/2025 12:00 AM		9.1	AJ	04/03/2025		
A01-1208		StarCityWWTP-01	Routine Surveillance	Pass	03/26/2025 12:00 AM	03/27/2025 12:00 AM	03/27/2025 12:00 AM		8.1	AJ	04/03/2025		
A01-1209		StarCityWWTP-01	Routine Surveillance	Pass	03/28/2025 12:00 AM	03/29/2025 12:00 AM	03/29/2025 12:00 AM		8.3	AJ	04/03/2025		
A01-1210		StarCityWWTP-01	Routine Surveillance	Pass	03/29/2025 12:00 AM	03/30/2025 12:00 AM	03/30/2025 12:00 AM		9.4	AJ	04/03/2025		
A01-1211		StarCityWWTP-01	Routine Surveillance	Pass	03/30/2025 12:00 AM	03/31/2025 12:00 AM	03/31/2025 12:00 AM		13.3	AJ	04/03/2025		
A01-1212		StarCityWWTP-01	Routine Surveillance	Pass	03/31/2025 12:00 AM	04/01/2025 12:00 AM	04/01/2025 12:00 AM		10.9	AJ	04/11/2025		
A01-1213		StarCityWWTP-01	Routine Surveillance	Pass	04/01/2025 12:00 AM	04/02/2025 12:00 AM	04/02/2025 12:00 AM		9.7	AJ	04/11/2025		
A01-1214		StarCityWWTP-01	Routine Surveillance	Pass	04/02/2025 12:00 AM	04/03/2025 12:00 AM	04/03/2025 12:00 AM		15.4	AJ	04/11/2025		
A01-1215		StarCityWWTP-01	Routine Surveillance	Pass	04/04/2025 12:00 AM	04/05/2025 12:00 AM	04/05/2025 12:00 AM		18.6	AJ	04/11/2025		
A01-1216		StarCityWWTP-01	Routine Surveillance	Pass	04/05/2025 12:00 AM	04/06/2025 12:00 AM	04/06/2025 12:00 AM		19.3	AJ	04/11/2025		
A01-1217		StarCityWWTP-01	Routine Surveillance	Pass	04/06/2025 12:00 AM	04/07/2025 12:00 AM	04/07/2025 12:00 AM		19.3	AJ	04/11/2025		
A01-1218		StarCityWWTP-01	Routine Surveillance	Pass	04/07/2025 12:00 AM	04/08/2025 12:00 AM	04/08/2025 12:00 AM		15.6	AJ	04/11/2025		
A01-1219		StarCityWWTP-01	Routine Surveillance	Pass	04/08/2025 12:00 AM	04/09/2025 12:00 AM	04/09/2025 12:00 AM		12.9	AJ	04/11/2025		
A01-1220		StarCityWWTP-01	Routine Surveillance	Pass	04/09/2025 12:00 AM	04/10/2025 12:00 AM	04/10/2025 12:00 AM		13.0	AJ	04/17/2025		
A01-1221		StarCityWWTP-01	Routine Surveillance	Pass	04/11/2025 12:00 AM	04/12/2025 12:00 AM	04/12/2025 12:00 AM		10.5	AJ	04/17/2025		
A01-1222		StarCityWWTP-01	Routine Surveillance	Pass	04/12/2025 12:00 AM	04/13/2025 12:00 AM	04/13/2025 12:00 AM		10.0	AJ	04/17/2025		
A01-1223		StarCityWWTP-01	Routine Surveillance	Pass	04/13/2025 12:00 AM	04/14/2025 12:00 AM	04/14/2025 12:00 AM		10.3	AJ	04/17/2025		
A01-1224		StarCityWWTP-01	Routine Surveillance	Pass	04/14/2025 12:00 AM	04/15/2025 12:00 AM	04/15/2025 12:00 AM		11.1	AJ	04/24/2025		
A01-1225		StarCityWWTP-01	Routine Surveillance	Pass	04/15/2025 12:00 AM	04/16/2025 12:00 AM	04/16/2025 12:00 AM		9.6	AJ	04/24/2025		
A01-1226		StarCityWWTP-01	Routine Surveillance	Pass	04/16/2025 12:00 AM	04/17/2025 12:00 AM	04/17/2025 12:00 AM		8.7	AJ	04/24/2025		
A01-1227		StarCityWWTP-01	Routine Surveillance	Fail: Missing Required Data	04/18/2025 12:00 AM	04/19/2025 12:00 AM	04/19/2025 12:00 AM			AJ	04/24/2025		
A01-1228		StarCityWWTP-01	Routine Surveillance	Pass	04/21/2025 12:00 AM	04/22/2025 12:00 AM	04/22/2025 12:00 AM		8.6	AJ	05/01/2025		
A01-1229		StarCityWWTP-01	Routine Surveillance	Pass	04/22/2025 12:00 AM	04/23/2025 12:00 AM	04/23/2025 12:00 AM		7.7	AJ	05/01/2025		
A01-1230		StarCityWWTP-01	Routine Surveillance	Pass	04/23/2025 12:00 AM	04/24/2025 12:00 AM	04/24/2025 12:00 AM		7.6	AJ	05/01/2025		
A01-1231		StarCityWWTP-01	Routine Surveillance	Pass	04/25/2025 12:00 AM	04/26/2025 12:00 AM	04/26/2025 12:00 AM		12.9	AJ	05/01/2025		
A01-1232		StarCityWWTP-01	Routine Surveillance	Pass	04/26/2025 12:00 AM	04/27/2025 12:00 AM	04/27/2025 12:00 AM		9.4	AJ	05/01/2025		
A01-1233		StarCityWWTP-01	Routine Surveillance	Pass	04/27/2025 12:00 AM	04/28/2025 12:00 AM	04/28/2025 12:00 AM		8.9	AJ	05/01/2025		
A01-1234		StarCityWWTP-01	Routine Surveillance	Pass	04/28/2025 12:00 AM	04/29/2025 12:00 AM	04/29/2025 12:00 AM		9.2	AJ	05/01/2025		
A01-1235		StarCityWWTP-01	Routine Surveillance	Pass	04/29/2025 12:00 AM	04/30/2025 12:00 AM	04/30/2025 12:00 AM		11.8	AJ	05/01/2025		
A01-1236		StarCityWWTP-01	Routine Surveillance	Pass	04/30/2025 12:00 AM	05/01/2025 12:00 AM	05/01/2025 12:00 AM		10.3	AJ	05/08/2025		
A01-1237		StarCityWWTP-01	Routine Surveillance	Pass	05/02/2025 12:00 AM	05/03/2025 12:00 AM	05/03/2025 12:00 AM		14.8	AJ	05/08/2025		
A01-1238		StarCityWWTP-01	Routine Surveillance	Pass	05/03/2025 12:00 AM	05/04/2025 12:00 AM	05/04/2025 12:00 AM		13.9	AJ	05/08/2025		
A01-1239		StarCityWWTP-01	Routine Surveillance	Pass	05/04/2025 12:00 AM	05/05/2025 12:00 AM	05/05/2025 12:00 AM		11.8	AJ	05/08/2025		
A01-1240		StarCityWWTP-01	Routine Surveillance	Pass	05/05/2025 12:00 AM	05/06/2025 12:00 AM	05/06/2025 12:00 AM		12.4	AJ	05/15/2025		
A01-1241		StarCityWWTP-01	Routine Surveillance	Pass	05/06/2025 12:00 AM	05/07/2025 12:00 AM	05/07/2025 12:00 AM		15.6	AJ	05/15/2025		
A01-1242		StarCityWWTP-01	Routine Surveillance	Pass	05/07/2025 12:00 AM	05/08/2025 12:00 AM	05/08/2025 12:00 AM		12.7	AJ	05/15/2025		
A01-1243		StarCityWWTP-01	Routine Surveillance	Pass	05/09/2025 12:00 AM	05/10/2025 12:00 AM	05/10/2025 12:00 AM		9.6	AJ	05/15/2025		
A01-1244		StarCityWWTP-01	Routine Surveillance	Pass	05/10/2025 12:00 AM	05/11/2025 12:00 AM	05/11/2025 12:00 AM		8.9	AJ	05/15/2025		
A01-1245		StarCityWWTP-01	Routine Surveillance	Pass	05/11/2025 12:00 AM	05/12/2025 12:00 AM	05/12/2025 12:00 AM		8.6	AJ	05/15/2025		
A01-1246		StarCityWWTP-01	Routine Surveillance	Pass	05/12/2025 12:00 AM	05/13/2025 12:00 AM	05/13/2025 12:00 AM		14.2	AJ	05/15/2025		
A01-1247		StarCityWWTP-01	Routine Surveillance	Pass	05/13/2025 12:00 AM	05/14/2025 12:00 AM	05/14/2025 12:00 AM		12.7	EM	05/21/2025		
A01-1248		StarCityWWTP-01	Routine Surveillance	Pass	05/14/2025 12:00 AM	05/15/2025 12:00 AM	05/15/2025 12:00 AM		11.0	EM	05/21/2025		
A01-1249		StarCityWWTP-01	Routine Surveillance	Pass	05/16/2025 12:00 AM	05/17/2025 12:00 AM	05/17/2025 12:00 AM		8.9	EM	05/21/2025		
A01-1250		StarCityWWTP-01	Routine Surveillance	Pass	05/17/2025 12:00 AM	05/18/2025 12:00 AM	05/18/2025 12:00 AM		8.4	EM	05/21/2025		
A01-1251		StarCityWWTP-01	Routine Surveillance	Pass	05/18/2025 12:00 AM	05/19/2025 12:00 AM	05/19/2025 12:00 AM		7.8	EM	05/21/2025		
A01-1252		StarCityWWTP-01	Routine Surveillance	Pass	05/19/2025 12:00 AM	05/20/2025 12:00 AM	05/20/2025 12:00 AM		7.6	EM	05/21/2025		
A01-1253		StarCityWWTP-01	Routine Surveillance	Pass	05/20/2025 12:00 AM	05/21/2025 12:00 AM	05/21/2025 12:00 AM		9.6	AJ	05/29/2025		
A01-1254		StarCityWWTP-01	Routine Surveillance	Pass	05/24/2025 12:00 AM	05/25/2025 12:00 AM	05/25/2025 12:00 AM		7.5	BB	05/29/2025		
A01-1255		StarCityWWTP-01	Routine Surveillance	Pass	05/25/2025 12:00 AM	05/26/2025 12:00 AM	05/26/2025 12:00 AM		7.4	AJ	05/29/2025		
A0100	Complete	StarCityWWTP-01	Routine Surveillance	Pass	11/01/2020 0:00	11/01/2020 23:59	11/01/2020 0:00	GS	8.21	TD	11/09/2020		
A0101	Complete	StarCityWWTP-01	Routine Surveillance	Pass	11/02/2020 0:00	11/02/2020 23:59	11/02/2020 0:00	GS	7.406	TD	11/09/2020		
A0102	Complete	StarCityWWTP-01	Routine Surveillance	Pass	11/03/2020 0:00	11/03/2020 23:59	11/03/2020 0:00	GS	6.967	TD	11/09/2020		
A0103	Complete	StarCityWWTP-01	Routine Surveillance	Pass	11/04/2020 0:00	11/04/2020 23:59	11/04/2020 0:00	GS	6.95	TD	11/09/2020		
A0104	Complete	StarCityWWTP-01	Routine Surveillance	Pass	11/05/2020 0:00	11/05/2020 23:59	11/05/2020 0:00	GS	6.009	TD	11/09/2020		
A02-0001	Complete	Evansdale-01	Routine Surveillance	Pass	08/11/2021 9:00	08/12/2021 9:00	08/12/2021 9:35	EL		JL	08/12/2021		
A02-0001 10K	Rejected		Routine Surveillance	Pass									
A02-0002	Complete	OaklandE-02	Routine Surveillance	Pass	08/11/2021 9:00	08/12/2021 9:00	08/12/2021 9:00	EL		JL	08/13/2021	6.65	
A02-0002 100K	Rejected		Routine Surveillance	Pass									
A02-0003	Complete	CollegePark-02	Routine Surveillance	Pass	08/11/2021 9:00	08/12/2021 9:00	08/12/2021 9:59	EL		JL	08/12/2021		
A02-0003 0	Rejected		Routine Surveillance	Pass									
A02-0004	Complete	NorthHighSt-02	Routine Surveillance	Pass	08/11/2021 9:00	08/12/2021 9:00	08/12/2021 10:05	EL		JL	08/12/2021		
A02-0004 1K	Rejected		Routine Surveillance	Pass									
A02-0005	Complete	Evansdale-01	Routine Surveillance	Pass	08/12/2021 9:00	08/13/2021 9:00	08/13/2021 9:12	Eric Lundstrom		Josh Lambert	08/13/2021	7.34	
A02-0006	Complete	OaklandE-02	Routine Surveillance	Pass	08/12/2021 9:45	08/13/2021 9:22	08/13/2021 9:22	Eric Lundstrom		Josh Lambert	08/13/2021	7.34	
A02-0008	Complete	NorthHighSt-02	Routine Surveillance	Pass	08/12/2021 9:45	08/13/2021 9:45	08/13/2021 10:02	Eric Lundstrom		Josh Lambert	08/13/2021	7.5	
A02-0009	Complete	CollegePark-02	Routine Surveillance	Pass	08/12/2021 9:55	08/13/2021 9:55	08/13/2021 10:18	Eric Lundstrom		Josh Lambert	08/13/2021	7.8	
A02-0010	Complete	Evansdale-01	Routine Surveillance	Pass	08/14/2021 9:00	08/16/2021 9:00	08/16/2021 9:28	Alexander Brun		Josh Lambert	08/16/2021	6.85	
A02-0011	Complete	OaklandE-02	Routine Surveillance	Pass	08/14/2021 9:00	08/16/2021 9:00	08/16/2021 9:41	Eric Lundstrom		Josh Lambert	08/16/2021	7.31	
A02-0012	Complete	HonorsSummit-01	Routine Surveillance	Pass	08/14/2021 9:00	08/16/2021 9:00	08/16/2021 9:54	Alexander Brun		Josh Lambert	08/16/2021	6.65	
A02-0013	Complete	CollegePark-02	Routine Surveillance	Pass	08/10/2021 9:00	08/11/2021 9:00	08/11/2021 9:48	EL		JL	08/11/2021	7.87	
A02-0014	Complete	NorthHighSt-02	Routine Surveillance	Pass	08/14/2021 9:00	08/16/2021 9:00	08/16/2021 10:05	Eric Lundstrom		Josh Lambert	08/16/2021	7.83	
A02-0015	Complete	CollegePark-02	Routine Surveillance	Pass	08/14/2021 9:00	08/16/2021 9:00	08/16/2021 10:15	Alexander Brun		Josh Lambert	08/16/2021	7.18	
A02-0016	Complete	Evansdale-01	Routine Surveillance	Pass	08/16/2021 9:28	08/18/2021 9:23	08/18/2021 9:23	EL		JL	08/18/2021	6.91	
A02-0017	Complete	OaklandE-02	Routine Surveillance	Pass	08/16/2021 9:41	08/18/2021 9:38	08/18/2021 9:38	EL		JL	08/18/2021	7.15	
A02-0018	Complete	NorthHighSt-02	Routine Surveillance	Pass	08/16/2021 10:05	08/18/2021 10:05	08/18/2021 10:06	EL		JL	08/18/2021	7.02	
A02-0019	Complete	CollegePark-02	Routine Surveillance	Pass	08/16/2021 10:33	08/18/2021 10:24	08/18/2021 10:24	EL		JL	08/18/2021	7.04	
A02-0020	Complete	Evansdale-01	Routine Surveillance	Pass	08/20/2021 9:18	08/20/2021 9:30	08/20/2021 9:17	EL		Jl	08/20/2021	6.88	
A02-0021	Complete	OaklandE-02	Routine Surveillance	Pass	08/18/2021 9:30	08/20/2021 9:30	08/20/2021 9:30	EL		Jl	08/20/2021	7.74	
A02-0022	Complete	HonorsSummit-01	Routine Surveillance	Pass	08/18/2021 9:42	08/20/2021 9:42	08/20/2021 9:42	EL		Jl	08/20/2021	7.39	
A02-0023	Complete	NorthHighSt-02	Routine Surveillance	Pass	08/18/2021 9:56	08/20/2021 9:56	08/20/2021 9:56	EL		Jl	08/20/2021	7.16	
A02-0024	Complete	CollegePark-02	Routine Surveillance	Pass	08/18/2021 10:10	08/20/2021 10:10	08/20/2021 10:10	EL		Jl	08/20/2021	7.16	
A02-0025	Complete	Evansdale-01	Routine Surveillance	Pass	08/21/2021 9:16	08/23/2021 9:16	08/23/2021 9:13	EL		JL	08/23/2021	7.15	
A02-0026	Complete	Evansdale-01	Routine Surveillance	Pass	08/23/2021 9:13	08/23/2021 9:13	08/23/2021 9:13	EL		JL	08/23/2021	7.27	
A02-0027	Complete	OaklandE-02	Routine Surveillance	Pass	08/23/2021 9:35	08/23/2021 9:35	08/23/2021 9:35	EL		JL	08/23/2021	8.48	
A02-0028	Complete	HonorsSummit-01	Routine Surveillance	Pass	08/21/2021 9:00	08/23/2021 9:00	08/23/2021 9:45	EL		JL	08/23/2021	7.41	
A02-0029	Complete	HonorsSummit-01	Routine Surveillance	Pass	08/23/2021 9:46	08/23/2021 9:46	08/23/2021 9:46	EL		JL	08/23/2021	7.54	
A02-0030	Complete	NorthHighSt-02	Routine Surveillance	Pass	08/21/2021 9:00	08/23/2021 9:00	08/23/2021 9:55	EL		JL	08/23/2021	7.28	
A02-0031	Complete	NorthHighSt-02	Routine Surveillance	Pass	08/23/2021 9:55	08/23/2021 9:55	08/23/2021 9:55	EL		JL	08/23/2021	8.46	
A02-0032	Complete	CollegePark-02	Routine Surveillance	Pass	08/23/2021 10:11	08/23/2021 10:11	08/23/2021 10:11	EL		JL	08/23/2021	7.78	
A02-0033	Rejected		Routine Surveillance	Fail: Missing Required Data									
A02-0034	Complete	CollegePark-02	Routine Surveillance	Pass	08/21/2021 9:00	08/23/2021 9:00	08/23/2021 10:12	EL		JL	08/23/2021	8.07	
A02-0035	Complete	Evansdale-01	Routine Surveillance	Pass	08/23/2021 9:16	08/25/2021 9:16	08/25/2021 9:12	EL		JL	08/25/2021	6.55	
A02-0036	Complete	Evansdale-01	Routine Surveillance	Pass	08/25/2021 9:13	08/25/2021 9:13	08/25/2021 9:13	EL		JL	08/25/2021	7.79	
A02-0037	Complete	OaklandE-02	Routine Surveillance	Pass	08/25/2021 9:35	08/25/2021 9:35	08/25/2021 9:24	EL		JL	08/25/2021	7.43	
A02-0038	Complete	OaklandE-02	Routine Surveillance	Pass	08/25/2021 9:25	08/25/2021 9:25	08/25/2021 9:25	EL		JL	08/25/2021	8.43	
A02-0039	Complete	HonorsSummit-01	Routine Surveillance	Pass	08/23/2021 9:55	08/25/2021 9:55	08/25/2021 9:38	EL		JL	08/25/2021	7.09	
A02-0040	Complete	HonorsSummit-01	Routine Surveillance	Pass	08/25/2021 9:39	08/25/2021 9:39	08/25/2021 9:39	EL		JL	08/25/2021	7.02	
A02-0041	Complete	OaklandE-02	Routine Surveillance	Pass	08/27/2021 9:48	08/27/2021 9:48	08/27/2021 9:48	EL		JL	08/25/2021	7.22	Very Dense Fecal Sample
A02-0042	Complete	NorthHighSt-02	Routine Surveillance	Pass	08/25/2021 9:48	08/25/2021 9:48	08/25/2021 9:48	EL		JL	08/25/2021	8.31	
A02-0043	Rejected		Routine Surveillance	Fail: Missing Required Data									
A02-0044	Rejected		Routine Surveillance	Fail: Missing Required Data									
A02-0045	Rejected		Routine Surveillance	Fail: Missing Required Data									
A02-0046	Rejected		Routine Surveillance	Fail: Missing Required Data									
A02-0047	Rejected		Routine Surveillance	Fail: Missing Required Data									
A02-0048	Complete	CollegePark-02	Routine Surveillance	Pass	08/23/2021 10:12	08/25/2021 10:12	08/25/2021 10:03	EL		JL	08/25/2021	7.33	
A02-0049	Complete	CollegePark-02	Routine Surveillance	Pass	08/25/2021 10:04	08/25/2021 10:04	08/25/2021 10:04	EL		JL	08/25/2021	7.55	
A02-0050	Complete	Evansdale-01	Routine Surveillance	Pass	08/23/2021 9:13	08/27/2021 9:13	08/27/2021 9:32	EL		JL	08/27/2021	6.51	
A02-0051	Complete	Evansdale-01	Routine Surveillance	Pass	08/25/2021 9:32	08/27/2021 9:33	08/27/2021 9:32	EL		JL	08/27/2021	7.61	
A02-0052	Complete	OaklandE-02	Routine Surveillance	Pass	08/23/2021 9:25	08/27/2021 9:25	08/27/2021 9:55	EL		JL	08/27/2021	8.03	
A02-0053	Complete	OaklandE-02	Routine Surveillance	Pass	08/27/2021 9:57	08/27/2021 9:57	08/27/2021 9:57	EL		JL	08/27/2021	8.76	
