extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
N03-0481.e1	N03-0481.c1	EB6	C06	K6	
C01-0551.e1	C01-0551.c1	EB6	D04	L4	
E01-P15.e1	E01-P15.c1	EB6	E04	A4	
E01-0388.e1	E01-0388.c1	EB6	B01	J1	
R02-0400.e1	R02-0400.c1	EB6	D02	L2	
E01-P12.e1	E01-P12.c1	EB6	E02	A2	
C01-0555.e1	C01-0555.c1	EB6	D08	L8	
A01-0748.e1	A01-0748.c1	EB6	A05	I5	
R01-0366.e1	R01-0366.c1	EB6	C07	K7	
A01-0746.e1	A01-0746.c1	EB6	A03	I3	
L01-0541.e1	L01-0541.c1	EB6	B08	J8	
E01-0389.e1	E01-0389.c1	EB6	B02	J2	
A01-0749.e1	A01-0749.c1	EB6	A06	I6	
N02-0355.e1	N02-0355.c1	EB6	C05	K5	
B01-0599.e1	B01-0599.c1	EB6	B04	J4	
A02-1322.e1	A02-1322.c1	EB6	A07	I7	
P01-0081.e1	P01-0081.c1	EB6	C03	K3	
T01-0245.e1	T01-0245.c1	EB6	D01	L1	
G01-0538.e1	G01-0538.c1	EB6	E01	NAB 126 A1	
D01-0385.e1	D01-0385.c1	EB6	B06	J6	
Q01-0483.e1	Q01-0483.c1	EB6	D03	L3	
E01-P13.e1	E01-P13.c1	EB6	E03	A3	
C01-0552.e1	C01-0552.c1	EB6	D05	L5	
A04-0522.e1	A04-0522.c1	EB6	A08	I8	
M04-0208.e1	M04-0208.c1	EB6	C01	K1	
A01-0745.e1	A01-0745.c1	EB6	A02	I2	
A01-0747.e1	A01-0747.c1	EB6	A04	I4	
B01-0581.e1	B01-0581.c1	EB6	B07	J7	
J01-0387.e1	J01-0387.c1	EB6	C08	K8	
A01-0744.e1	A01-0744.c1	EB6	A01	NAB 125 I1	
M03-0304.e1	M03-0304.c1	EB6	C02	K2	
C01-0554.e1	C01-0554.c1	EB6	D07	L7	
Q01-0482.e1	Q01-0482.c1	EB6	B05	J5	
C01-0553.e1	C01-0553.c1	EB6	D06	L6	
O01-0468.e1	O01-0468.c1	EB6	C04	K4	
E01-0390.e1	E01-0390.c1	EB6	B03	J3	
A04-0524.e1	A04-0524.c1	EB8	A07	B7	
N03-0476.e1	N03-0476.c1	EB8	B04	C4	
K01-0364.e1	K01-0364.c1	EB8	C03	D3	
H01-0744.e1	H01-0744.c1	EB8	C05	D5	
R02-0393.e1	R02-0393.c1	EB8	D01	E1	
P01-0097.e1	P01-0097.c1	EB8	B02	C2	
E01-0392.e1	E01-0392.c1	EB8	B08	C8	
A01-0755.e1	A01-0755.c1	EB8	A06	B6	
C01-0556.e1	C01-0556.c1	EB8	D02	E2	
A01-0752.e1	A01-0752.c1	EB8	A03	B3	
T01-0246.e1	T01-0246.c1	EB8	C07	D7	
