sample_id	seqrun_id	facility	county	start_datetime	end_datetime	parental	lineage	variant	proportion
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.35	XBB.1.35	XBB.1.35	0.00124378
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.64	0.00125313
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	B.1	B.1	B.1.1.239	0.0015674
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5	0.02465397
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.45	XBB.1.45	XBB.1.45.1	0.00817096
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.67	0.00205339
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.62	0.0032
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.9	FL.14	FL.14	0.00226244
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.96	0.00147493
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.66	0.0305677
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.13	0.58289
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	B.26	B.26	B.26	0.00248482
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1	XBB.1	XBB.1	0.02568771
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.69	0.00331675
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.1	0.003861
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.63	0.02465397
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	B.47	B.47	B.47	0.0020996
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.18	0.00117165
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.11	FP.4	FP.4	0.00308166
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.95	0.00557621
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.59	0.02465397
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.86	0.00190476
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.13	XBB.1.13	XBB.1.13	0.06125667
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.10	XBB.1.10	XBB.1.10	0.00119048
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.33	0.02465397
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.73	0.01189439
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.34	0.00158061
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.57	0.0409026
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.37	XBB.1.37	XBB.1.37	0.00110865
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	B.1	B.1	B.1.377	0.00121951
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.31	XBB.1.31	XBB.1.31.2	0.00184843
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.37	0.00881834
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	B.10	B.10	B.10	0.00142552
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.28	0.02465397
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.36	XBB.1.36	XBB.1.36	0.00226757
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.40	0.02465397
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.8	0.00737463
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1,BA.5	XCG	XCG	0.00211416
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5,BQ	XBW	XBW	0.00605
Q01-0312	SARS_20230508	MadisonWWTP-01	Boone	03/29/2023 08:00 AM	03/30/2023 08:00 AM	XBB.1.5	GB.2	GB.2	0.00132802
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.59	0.0072748
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.14	XBB.1.14	XBB.1.14	0.0113636
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.33	0.0072748
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.22	XBB.1.22	XBB.1.22	0.10879756
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.4	0.002079
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.34	0.0030581
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.37	0.012069
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	B.10	B.10	B.10	0.00526316
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.28	0.0072748
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.9	EG.2	EG.2.4	0.0016129
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5,BQ	XBW	XBW	0.00221729
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.22	FY.4	FY.4	0.00174825
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.36	0.00140845
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	B.1	B.1	B.1.1.178	0.00161573
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.9	HK.3	HK.3.1	0.00769231
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.9	EG.5	EG.5	0.02072899
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.85	0.00339559
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.5	0.00287356
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.6	0.00265604
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.12	0.02059727
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	A.28	A.28	A.28	0.00137836
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.93	0.00854701
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.9	EG.4	EG.4	0.0049505
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	HY.1	HY.1	0.0015213
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.23	XBB.1.23	XBB.1.23	0.0390541
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.9	0.00222717
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.73	0.00650534
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.9	GD.3	GD.3	0.0018018
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.9	EG.5	EG.5.1.4	0.0010108
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.26	0.00166667
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.9	HN.1	HN.1	0.00206612
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	BA.5.2,BA.2.76	XBG	XBG	0.00163934
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.9	XBB.1.9	XBB.1.9	0.04377531
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.36	XBB.1.36	XBB.1.36	0.00560224
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.40	0.0072748
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.56	0.00147059
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.44	0.11421658
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.8	0.0034632
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.25	XBB.1.25	XBB.1.25	0.00369004
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	B.1	B.1	B.1.1.239	0.00111235
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	HZ.2	HZ.2	0.00178891
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	B.1	B.1	B.1.543	0.00120192
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.22	FY.1	FY.1.2	0.0546139
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.22	FY.4	FY.4.1	0.00174825
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.16	JF.1	JF.1	0.377049
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	B.6	B.6	B.6.8	0.00110619
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.100	0.0015213
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.9	XBB.1.9	XBB.1.9.4	0.00183824
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.28	XBB.1.28	XBB.1.28.1	0.04867609
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.8	XBB.1.8	XBB.1.8	0.0103093
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.63	0.0072748
A01-0500	SARS_20230919	StarCityWWTP-01	Monongalia	02/26/2023 12:00 AM	02/27/2023 12:00 AM	XBB.1.5	HC.2	HC.2	0.00234742
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.7	0.00113766
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.34	0.00216685
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.100	0.00162639
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.19	0.00115075
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	XBB.1.5	HS.1	HS.1.1	0.00255754
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	XBB.1.5	HY.1	HY.1	0.00162639
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	XBB.1,BA.5	XCG	XCG	0.0013245
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	B.6	B.6	B.6.3	0.00107296
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	XBB.1.16	GY.5	GY.5	0.0260496
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.1	0.01397007
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.23	0.0011274
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.93	0.00127064
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.62	0.00229008
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	B.1	B.1	B.1.1.239	0.00108814
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	B.1	B.1	B.1.1.182	0.00137365
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	XBB.1.16	JF.1	JF.1	0.00131004
R01-0393	SARS_20231009	HuttonsvilleWWTP-01	Randolph	09/12/2023 09:00 AM	09/13/2023 09:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.10	0.91428763
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.44	0.00143308
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BK.1	BK.1	0.00130584
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.1.16	0.00541289
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5	0.14677312
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	CY.1	CY.1	0.00342853
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	DE.1	DE.1	0.00136694
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	CP.8	CP.8	0.0023301
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	CK.1	CK.1	0.04762379
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.42	0.00193296
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.1.17	0.0042058
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.56	0.04762379
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.1.12	0.01345053
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.4	BA.4.3	0.00114112
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	CR.1	CR.1.3	0.04201683
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.1.37	0.00268604
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.1.10	0.00168089
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.46	0.00547891
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.1.9	0.00240616
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.36	0.04762379
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.25	0.00105354
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.18	0.04762379
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.43	0.00149511
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.4	0.05376966
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.58	0.00167585
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.24	0.04762379
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.4	BA.4.6.3	0.1894923
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	BE.4.1,BA.5.2	XBE	XBE	0.00178526
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	DY.4	DY.4	0.00627021
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.38	0.0033535
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	CD.2	CD.2	0.00109529
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BZ.2	BZ.2	0.00131019
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.1.11	0.00179881
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.5.3	0.00200642
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	BA.1*,BA.2*	XAC	XAC	0.00153492
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.1.8	0.00117887
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.1.5	0.00133401
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.4	BA.4.4	0.0032674
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.7	0.00342853
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.8	0.00280864
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.1	0.01345053
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.1.20	0.17445038
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.51	0.00130937
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	CR.2	CR.2	0.00109502
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.5	BA.5.2.31	0.00149901
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	CN.1	CN.1	0.00696916
H01-0345	SARS_20221018	MoundsvilleWWTP-01	Marshall	09/16/2022 08:00 AM	09/17/2022 08:00 AM	B.1.1.529	BA.4	BA.4.1.5	0.0010298
L01-0533	SARS_20231023	WestUnionWWTP-01	Doddridge	10/01/2023 08:00 AM	10/02/2023 08:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.7	0.00254022
L01-0533	SARS_20231023	WestUnionWWTP-01	Doddridge	10/01/2023 08:00 AM	10/02/2023 08:00 AM	XBB.1.5	JD.1	JD.1.1.1	0.82430855
L01-0533	SARS_20231023	WestUnionWWTP-01	Doddridge	10/01/2023 08:00 AM	10/02/2023 08:00 AM	B.10	B.10	B.10	0.00322055
L01-0533	SARS_20231023	WestUnionWWTP-01	Doddridge	10/01/2023 08:00 AM	10/02/2023 08:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.12	0.00526104
