extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A02-3030.e1	A02-3030.c1	EB258	A02	H2	
A02-4035.e1	A02-4035.c1	EB258	C02	J2	
A02-2035.e1	A02-2035.c1	EB258	B08	I8	
A02-2036.e1	A02-2036.c1	EB258	C03	J3	
A02-4031.e1	A02-4031.c1	EB258	A06	H6	
A02-4036.e1	A02-4036.c1	EB258	C05	J5	
A02-2032.e1	A02-2032.c1	EB258	A07	H7	
A02-2030.e1	A02-2030.c1	EB258	A01	NAB 170 H1	
A02-4030.e1	A02-4030.c1	EB258	A03	H3	
A02-3037.e1	A02-3037.c1	EB258	C07	J7	
A02-2037.e1	A02-2037.c1	EB258	C06	J6	
A02-3031.e1	A02-3031.c1	EB258	A05	H5	
A02-3035.e1	A02-3035.c1	EB258	C01	J1	
A02-4033.e1	A02-4033.c1	EB258	B04	I4	
A02-3032.e1	A02-3032.c1	EB258	A08	H8	
A02-4037.e1	A02-4037.c1	EB258	C08	J8	
A02-2033.e1	A02-2033.c1	EB258	B02	I2	
A02-2031.e1	A02-2031.c1	EB258	A04	H4	
A02-2034.e1	A02-2034.c1	EB258	B05	I5	
A02-3033.e1	A02-3033.c1	EB258	B03	I3	
A02-4032.e1	A02-4032.c1	EB258	B01	I1	
A02-3036.e1	A02-3036.c1	EB258	C04	J4	
A02-4034.e1	A02-4034.c1	EB258	B07	I7	
A02-3034.e1	A02-3034.c1	EB258	B06	I6	
A01-1598.e1	A01-1598.c1	EB257	A05	D5	
O01-1015.e1	O01-1015.c1	EB257	C06	F6	
M03-1025.e1	M03-1025.c1	EB257	C07	F7	
A01-1596.e1	A01-1596.c1	EB257	A03	D3	
Q01-1031.e1	Q01-1031.c1	EB257	C01	F1	
H01-1037.e1	H01-1037.c1	EB257	B04	E4	
C01-1300.e1	C01-1300.c1	EB257	A07	D7	
C01-1299.e1	C01-1299.c1	EB257	A06	D6	
L01-1022.e1	L01-1022.c1	EB257	C05	F5	
M04-1012.e1	M04-1012.c1	EB257	C03	F3	
A01-1594.e1	A01-1594.c1	EB257	A01	NAB170 D1	
W01-1018.e1	W01-1018.c1	EB257	D02	G2	
O01-1014.e1	O01-1014.c1	EB257	C02	F2	
G01-1017.e1	G01-1017.c1	EB257	B08	E8	
A01-1595.e1	A01-1595.c1	EB257	A02	D2	
D01-1027.e1	D01-1027.c1	EB257	D01	G1	
M03-1024.e1	M03-1024.c1	EB257	C04	F4	
C01-1302.e1	C01-1302.c1	EB257	B01	E1	
T01-1006.e1	T01-1006.c1	EB257	B06	E6	
K01-1012.e1	K01-1012.c1	EB257	B07	E7	
A01-1597.e1	A01-1597.c1	EB257	A04	D4	
R02-1030.e1	R02-1030.c1	EB257	B03	E3	
U01-0122.e1	U01-0122.c1	EB257	B05	E5	
M04-1013.e1	M04-1013.c1	EB257	C08	F8	
C01-1303.e1	C01-1303.c1	EB257	B02	E2	
C01-1301.e1	C01-1301.c1	EB257	A08	D8	
U01-0117.e1	U01-0117.c1	EB260	B08	L8	
F01-1020.e1	F01-1020.c1	EB260	D03	B3	
T01-1007.e1	T01-1007.c1	EB260	C02	A2	
A01-1600.e1	A01-1600.c1	EB260	A02	K2	
D01-1028.e1	D01-1028.c1	EB260	D01	B1	
N02-0580.e1	N02-0580.c1	EB260	B04	L4	
Q01-1032.e1	Q01-1032.c1	EB260	C01	NAB171 A1	
A01-1601.e1	A01-1601.c1	EB260	A03	K3	
C01-1305.e1	C01-1305.c1	EB260	A05	K5	
J01-1032.e1	J01-1032.c1	EB260	C06	A6	
R02-1031.e1	R02-1031.c1	EB260	C07	A7	
A01-1599.e1	A01-1599.c1	EB260	A01	NAB170 K1	
G01-1018.e1	G01-1018.c1	EB260	D02	B2	
W01-1019.e1	W01-1019.c1	EB260	C03	A3	
C01-1307.e1	C01-1307.c1	EB260	A07	K7	
C01-1306.e1	C01-1306.c1	EB260	A06	K6	
J01-1031.e1	J01-1031.c1	EB260	C05	A5	
N02-1013.e1	N02-1013.c1	EB260	B02	L2	
K01-1000.e1	K01-1000.c1	EB260	C08	A8	
