concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
A02-3030.c1	A02-3030	CB258	B01	
A02-4034.c1	A02-4034	CB258	C04	
A02-4032.c1	A02-4032	CB258	A03	
A02-3035.c1	A02-3035	CB258	A05	
A02-3037.c1	A02-3037	CB258	C06	
A02-2037.c1	A02-2037	CB258	B06	
A02-4030.c1	A02-4030	CB258	C01	
A02-3034.c1	A02-3034	CB258	B04	
A02-3033.c1	A02-3033	CB258	C03	
A02-2034.c1	A02-2034	CB258	A04	
A02-4036.c1	A02-4036	CB258	A06	
A02-2036.c1	A02-2036	CB258	C05	
A02-4035.c1	A02-4035	CB258	B05	
A02-3032.c1	A02-3032	CB258	D02	
A02-2033.c1	A02-2033	CB258	B03	
A02-2030.c1	A02-2030	CB258	A01	
A02-2032.c1	A02-2032	CB258	C02	
A02-3036.c1	A02-3036	CB258	D05	
A02-4031.c1	A02-4031	CB258	B02	
A02-4033.c1	A02-4033	CB258	D03	
A02-2031.c1	A02-2031	CB258	D01	
A02-3031.c1	A02-3031	CB258	A02	
A02-4037.c1	A02-4037	CB258	D06	
A02-2035.c1	A02-2035	CB258	D04	
C01-1308.c1	C01-1308	CB259	D02	
A01-1599.c1	A01-1599	CB259	A01	
N02-1013.c1	N02-1013	CB259	B03	
T01-1007.c1	T01-1007	CB259	B05	
W01-1019.c1	W01-1019	CB259	C05	
J01-1031.c1	J01-1031	CB259	A06	
L01-1023.c1	L01-1023	CB259	A04	
N02-1014.c1	N02-1014	CB259	C03	
A01-1601.c1	A01-1601	CB259	C01	
M03-1026.c1	M03-1026	CB259	B04	
J01-1032.c1	J01-1032	CB259	B06	
Q01-1032.c1	Q01-1032	CB259	A05	
R02-1031.c1	R02-1031	CB259	C06	
A01-1600.c1	A01-1600	CB259	B01	
O01-1016.c1	O01-1016	CB259	C04	
P01-1021.c1	P01-1021	CB259	A03	
U01-0117.c1	U01-0117	CB259	D04	
K01-1000.c1	K01-1000	CB259	D06	
C01-1304.c1	C01-1304	CB259	D01	
C01-1305.c1	C01-1305	CB259	A02	
C01-1306.c1	C01-1306	CB259	B02	
N02-0580.c1	N02-0580	CB259	D03	
H01-1038.c1	H01-1038	CB259	D05	
C01-1307.c1	C01-1307	CB259	C02	
O01-1015.c1	O01-1015	CB256	B06	
A01-1596.c1	A01-1596	CB256	C01	
T01-1006.c1	T01-1006	CB256	B04	
A01-1595.c1	A01-1595	CB256	B01	
K01-1012.c1	K01-1012	CB256	C04	
C01-1302.c1	C01-1302	CB256	A03	
M03-1025.c1	M03-1025	CB256	C06	
Q01-1031.c1	Q01-1031	CB256	A05	
O01-1014.c1	O01-1014	CB256	B05	
A01-1594.c1	A01-1594	CB256	A01	
C01-1303.c1	C01-1303	CB256	B03	
C01-1301.c1	C01-1301	CB256	D02	
R02-1030.c1	R02-1030	CB256	C03	
U01-0122.c1	U01-0122	CB256	A04	
M04-1012.c1	M04-1012	CB256	C05	
L01-1022.c1	L01-1022	CB256	A06	
M03-1024.c1	M03-1024	CB256	D05	
H01-1037.c1	H01-1037	CB256	D03	
C01-1299.c1	C01-1299	CB256	B02	
C01-1300.c1	C01-1300	CB256	C02	
M04-1013.c1	M04-1013	CB256	D06	
G01-1017.c1	G01-1017	CB256	D04	
A01-1598.c1	A01-1598	CB256	A02	
A01-1597.c1	A01-1597	CB256	D01	
W01-1018.c1	W01-1018	CB257	B01	
D01-1027.c1	D01-1027	CB257	A01	
F01-1020.c1	F01-1020	CB260	C01	
D01-1028.c1	D01-1028	CB260	A01	
F01-1021.c1	F01-1021	CB260	D01	
G01-1018.c1	G01-1018	CB260	B01	
A02-4027.c1	A02-4027	CB255	B05	
A02-3024.c1	A02-3024	CB255	D02	
A02-2022.c1	A02-2022	CB255	A01	
A02-2025.c1	A02-2025	CB255	B03	
A02-2026.c1	A02-2026	CB255	A04	
A02-3025.c1	A02-3025	CB255	C03	
A02-2028.c1	A02-2028	CB255	C05	
A02-4028.c1	A02-4028	CB255	A06	
A02-2029.c1	A02-2029	CB255	B06	
A02-3026.c1	A02-3026	CB255	B04	
A02-4022.c1	A02-4022	CB255	C01	
A02-4026.c1	A02-4026	CB255	C04	
A02-4024.c1	A02-4024	CB255	A03	
A02-3022.c1	A02-3022	CB255	B01	
A02-3027.c1	A02-3027	CB255	A05	
A02-3029.c1	A02-3029	CB255	C06	
A02-4029.c1	A02-4029	CB255	D06	
A02-2027.c1	A02-2027	CB255	D04	
A02-2023.c1	A02-2023	CB255	D01	
A02-3023.c1	A02-3023	CB255	A02	
A02-3028.c1	A02-3028	CB255	D05	
A02-4023.c1	A02-4023	CB255	B02	
A02-4025.c1	A02-4025	CB255	D03	
A02-2024.c1	A02-2024	CB255	C02	
