concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
A01-1157.c1	A01-1157	CB	A01	
G01-0605.c1	G01-0605	CB	D02	
J01-0519.c1	J01-0519	CB	D06	
E01-0690.c1	E01-0690	CB	B01	
R02-0515.c1	R02-0515	CB	C04	
Q01-0598.c1	Q01-0598	CB	C06	
M04-0397.c1	M04-0397	CB	C02	
A01-1160.c1	A01-1160	CB	A03	
M04-0395.c1	M04-0395	CB	D04	
M03-0507.c1	M03-0507	CB	B05	
A01-1162.c1	A01-1162	CB	A05	
E01-0692.c1	E01-0692	CB	B03	
H01-0967.c1	H01-0967	CB	C01	
A01-1161.c1	A01-1161	CB	A04	
K01-0516.c1	K01-0516	CB	D03	
N02-0533.c1	N02-0533	CB	B04	
T01-0390.c1	T01-0390	CB	D05	
E01-0691.c1	E01-0691	CB	B02	
P01-0186.c1	P01-0186	CB	B06	
A04-0646.c1	A04-0646	CB	D01	
A01-1159.c1	A01-1159	CB	A02	
A01-1163.c1	A01-1163	CB	A06	
D01-0560.c1	D01-0560	CB	C05	
U01-0141.c1	U01-0141	CB	C03	
O01-0323.c1	O01-0323	CB121	A01	
A01-1158.c1	A01-1158	CB118	A06	
A01-1153.c1	A01-1153	CB118	A02	
A04-0636.c1	A04-0636	CB118	D01	
C01-0849.c1	C01-0849	CB118	B06	
A02-1372.c1	A02-1372	CB118	B02	
G01-0611.c1	G01-0611	CB118	C03	
T01-0389.c1	T01-0389	CB118	C05	
C01-0850.c1	C01-0850	CB118	C01	
L01-0572.c2	L01-0572	CB118	D05	
C01-0847.c1	C01-0847	CB118	B04	
L01-0615.c1	L01-0615	CB118	D03	
A01-1155.c1	A01-1155	CB118	A04	
H01-0966.c1	H01-0966	CB118	C02	
J01-0518.c1	J01-0518	CB118	C06	
C01-0846.c1	C01-0846	CB118	B03	
A01-1156.c1	A01-1156	CB118	A05	
C01-0848.c1	C01-0848	CB118	B05	
A04-0645.c1	A04-0645	CB118	D04	
A01-1154.c1	A01-1154	CB118	A03	
N02-0534.c1	N02-0534	CB118	D06	
A02-1371.c1	A02-1371	CB118	B01	
M03-0491.c1	M03-0491	CB118	D02	
A01-1152.c1	A01-1152	CB118	A01	
R02-0517.c1	R02-0517	CB118	C04	
Q01-0597.c1	Q01-0597	CB119	A04	
U01-0143.c1	U01-0143	CB119	A03	
K01-0520.c1	K01-0520	CB119	A01	
T01-0393.c1	T01-0393	CB119	A02	
O01-0310.c1	O01-0310	CB119	A05	
